listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,faturamento_perdido_bloqueio,falta_meta,grupo_criticidade
PZD0403,Florianopolis-Itacorubi-apartamento-SUP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi",5,359,3134.04,12,4541.13,2025-10,0.7692,0.4293,20,31,204.42,142.0,1,2025-10-13,0.69,1022.0999999999999,1407.0900000000001,atenção
QUI0225,Pocos_de_Caldas-Geral-apartamento-JR-1Q,Carteira 4,MG,"Poços de Caldas, MG","Poços de Caldas, MG, Cascatinha",0,205,2571.78,25,1021.91,2025-10,0.4516,0.2461,14,31,204.36,180.0,12,2025-10-13,2.52,0.0,-1549.8700000000003,meta_subestimada
SFR0412,Bombinhas-Centro-apartamento-SUP-1Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",0,6,2232.5,24,2034.9,2025-10,0.6129,0.4764,19,31,140.95,128.73,11,2025-10-13,1.1,0.0,-197.5999999999999,berlinda
SOA0406,Salvador-Boca_do_Rio-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Boca do Rio",0,117,2597.59,22,1755.87,2025-10,0.7419,0.4578,23,31,155.22,147.33,6,2025-10-13,1.48,0.0,-841.7200000000003,ok
SPJ0503,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,351,4550.9,16,3790.01,2025-10,0.871,0.4946,27,31,202.37,231.0,4,2025-10-13,1.2,0.0,-760.8899999999994,ok
STA0305,Gramado-Centro-apartamento-TOP-1Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro",0,47,4266.93,27,3958.69,2025-10,0.4839,0.4975,15,31,356.33,331.2,10,2025-10-13,1.08,0.0,-308.24000000000024,berlinda
TCO0914,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,460,2330.06,72,1499.95,2025-10,0.7097,0.4157,22,31,128.45,120.0,6,2025-10-13,1.55,0.0,-830.1099999999999,ok
TPS211,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,778,1960.47,26,2834.75,2025-10,0.4516,0.5829,14,31,154.93,159.0,11,2025-10-13,0.69,0.0,874.28,atenção
VST031,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,92,2259.29,33,1488.1,2025-10,0.2258,0.1167,7,31,312.11,184.85,13,2025-10-13,1.52,0.0,-771.19,ok
WBU2607,Goiania-Central-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",0,716,2115.0,50,1979.56,2025-10,0.3871,0.3584,12,31,227.0,194.8,15,2025-10-13,1.07,0.0,-135.44000000000005,berlinda
BBH1003,Balneario_Picarras-Geral-apartamento-TOP-2Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",0,378,4807.47,41,1229.1,2025-10,0.7742,0.2136,24,31,242.17,213.0,5,2025-10-13,3.91,0.0,-3578.3700000000003,meta_subestimada
BHE0405,Brasilia-Setor_Hoteleiro-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Sul",0,8,4365.5,105,4547.5,2025-10,0.6774,0.5692,21,31,285.14,290.0,2,2025-10-13,0.96,0.0,182.0,berlinda
BOU0101,Florianopolis-Canasvieiras_Meio-apartamento-SIM-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,413,1882.8,23,875.92,2025-10,0.7097,0.242,22,31,97.82,133.0,6,2025-10-13,2.15,0.0,-1006.88,meta_subestimada
ELF0403,Bombinhas-Bombas-apartamento-SUP-1Q,Especial,SC,"Bombinhas, SC","Bombinhas, SC, José Amândio",1,154,1124.44,23,1708.05,2025-10,0.2,0.2233,6,31,170.5,135.78,9,2025-10-13,0.66,170.5,583.6099999999999,atenção
ELF0609,Bombinhas-Bombas-apartamento-SUP-1Q,Especial,SC,"Bombinhas, SC","Bombinhas, SC, José Amândio",6,125,2722.66,23,1708.05,2025-10,0.68,0.2233,17,31,161.11,134.67,6,2025-10-13,1.59,966.6600000000001,-1014.6099999999999,ok
ESN0505,Salvador-Ondina_Rio_Vermelho-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Rio Vermelho",0,198,5716.44,33,2656.97,2025-10,0.871,0.439,27,31,303.63,191.0,4,2025-10-13,2.15,0.0,-3059.47,meta_subestimada
ESR1912,Curitiba-Batel-apartamento-TOP-1Q,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Centro",0,625,5135.23,21,1800.3,2025-10,0.7419,0.3953,23,31,289.7,331.0,6,2025-10-13,2.85,0.0,-3334.9299999999994,meta_subestimada
ETL2702,Balneario_Camboriu-Norte-apartamento-MASTER-4Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Pioneiros",7,303,6643.12,20,11484.07,2025-10,0.4167,0.4306,10,31,799.2,777.1,10,2025-10-13,0.58,5594.400000000001,4840.95,atenção
GDP0010,Brasilia-Asa_Sul-apartamento-JR-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Sul",0,159,2698.92,208,2353.23,2025-10,0.5484,0.5379,17,31,197.65,187.5,10,2025-10-13,1.15,0.0,-345.69000000000005,ok
IFT1304,Itapema-Meia_Praia-Norte-apartamento-TOP-1Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",0,217,2527.69,28,2454.05,2025-10,0.5484,0.4113,17,31,191.06,300.0,12,2025-10-13,1.03,0.0,-73.63999999999987,berlinda
IHD0101,Florianopolis-Jurere_Longe-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,8,4154.0,13,4146.05,2025-10,0.5484,0.4391,17,31,300.79,334.4,10,2025-10-13,1.0,0.0,-7.949999999999818,berlinda
JCS0004,Penha-Longe-casa-JR-1Q,Carteira 6,SC,"Penha, SC","Penha, SC, Armação",0,295,895.13,16,746.97,2025-10,0.2903,0.2633,9,31,127.67,118.92,13,2025-10-13,1.2,0.0,-148.15999999999997,ok
MCG0006,Porto_Seguro-Pitinga-casa-JR-3Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial DAjuda",0,299,0.0,17,4837.05,2025-10,0.0,0.4107,0,31,0.0,636.0,18,2025-10-13,0.0,0.0,4837.05,crítico
MHF0508,Itapema-Canto_Praia-apartamento-TOP-2Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,357,2349.78,10,2321.09,2025-10,0.3871,0.2329,12,31,236.08,204.08,13,2025-10-13,1.01,0.0,-28.690000000000055,berlinda
NWT0603,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,184,4324.89,26,4604.77,2025-10,0.6129,0.5984,19,31,272.63,268.25,8,2025-10-13,0.94,0.0,279.8800000000001,berlinda
NWT1001,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,168,4672.05,26,4604.77,2025-10,0.5806,0.5984,18,31,333.6,283.78,9,2025-10-13,1.01,0.0,-67.27999999999975,berlinda
NWT1123,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,90,5730.0,26,4604.77,2025-10,0.7097,0.5984,22,31,291.45,280.0,5,2025-10-13,1.24,0.0,-1125.2299999999996,ok
OAG0507,Sao_Paulo-Pinheiros-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Cerqueira César",0,124,2772.92,247,4102.52,2025-10,0.3871,0.5228,12,31,268.58,213.64,14,2025-10-13,0.68,0.0,1329.6000000000004,atenção
PSO0601,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,58,3503.03,16,2153.32,2025-10,0.7097,0.5775,22,31,191.0,158.5,8,2025-10-13,1.63,0.0,-1349.71,ok
RFM0017,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-SUP-2Q,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",0,160,1155.9,34,3325.51,2025-10,0.1613,0.4967,5,31,274.4,173.93,15,2025-10-13,0.35,0.0,2169.61,crítico
SKL0905,Penha-Praia-apartamento-SUP-2Q,Carteira 6,SC,"Penha, SC","Penha, SC, Armação",0,21,4388.84,52,3160.39,2025-10,0.8387,0.3983,26,31,196.96,,0,2025-10-13,1.39,0.0,-1228.4500000000003,ok
SKL1204,Penha-Praia-apartamento-SUP-2Q,Carteira 4,SC,"Penha, SC","Penha, SC, Armação",0,12,2558.46,52,3160.39,2025-10,0.5161,0.3983,16,31,204.56,195.0,9,2025-10-13,0.81,0.0,601.9299999999998,berlinda
SPJ0201,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,485,4204.38,16,3790.01,2025-10,0.7419,0.4946,23,31,204.78,281.14,7,2025-10-13,1.11,0.0,-414.3699999999999,ok
SPJ0302,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,487,3443.32,16,3790.01,2025-10,0.7097,0.4946,22,31,195.18,235.86,7,2025-10-13,0.91,0.0,346.69000000000005,berlinda
SPT0203,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,512,4479.61,45,5496.92,2025-10,0.3548,0.4945,11,31,475.55,173.18,11,2025-10-13,0.81,0.0,1017.3100000000004,berlinda
THK0502,Sao_Paulo-Republica-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, República",0,51,1714.72,415,2256.75,2025-10,0.4516,0.4898,14,31,144.29,133.27,11,2025-10-13,0.76,0.0,542.03,atenção
TPS210,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",6,650,2376.3,26,2834.75,2025-10,0.68,0.5829,17,31,175.53,182.43,7,2025-10-13,0.84,1053.18,458.4499999999998,berlinda
TRS0005,Penha-Beto_Carrero-casa-JR-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Armação",0,133,943.65,19,2130.44,2025-10,0.3226,0.4641,10,31,115.8,112.67,12,2025-10-13,0.44,0.0,1186.79,crítico
VAC0601,Barra_Velha-Tabuleiro-apartamento-TOP-2Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajuba",30,128,0.0,21,2206.36,2025-10,0.0,0.187,0,31,0.0,216.0,1,2025-10-13,0.0,0.0,2206.36,crítico
VST032,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,456,3218.98,33,1488.1,2025-10,0.4839,0.1167,15,31,280.47,194.0,8,2025-10-13,2.16,0.0,-1730.88,meta_subestimada
AYR0202,Florianopolis-Canasvieiras_Perto-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,266,3350.96,14,2474.97,2025-10,0.5806,0.3492,18,31,234.83,222.14,7,2025-10-13,1.35,0.0,-875.9900000000002,ok
BPM1309,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,540,2895.18,196,3002.6,2025-10,0.6452,0.4728,20,31,181.55,185.55,11,2025-10-13,0.96,0.0,107.42000000000007,berlinda
CCL0004,Camaçari-Jacuipe-casa-SUP-5Q,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Barra de Jacuípe",0,112,0.0,18,9197.21,2025-10,0.0,0.2673,0,31,0.0,1000.0,18,2025-10-13,0.0,0.0,9197.21,crítico
CNB012,Especial-CNB-casa-TOP-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,560,5185.58,16,5271.12,2025-10,0.3548,0.5012,11,31,596.45,500.71,14,2025-10-13,0.98,0.0,85.53999999999996,berlinda
EPO001,Itapema-Praia_Centro-apartamento-SUP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Castelo Branco",9,567,2125.44,16,3435.62,2025-10,0.6818,0.3154,15,31,213.07,140.0,4,2025-10-13,0.62,1917.6299999999999,1310.1799999999998,atenção
ETC0028,Florianopolis-Centrao-apartamento-SUP-3Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,149,4922.2,18,5050.54,2025-10,0.5806,0.448,18,31,384.39,326.63,8,2025-10-13,0.97,0.0,128.34000000000015,berlinda
ETE0304,Maceio-Ponta_Verde-apartamento-TOP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,491,5555.79,97,4490.09,2025-10,0.9032,0.6734,28,31,236.93,182.0,3,2025-10-13,1.24,0.0,-1065.6999999999998,ok
IDF105,Florianopolis-Canasvieiras_Perto-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",6,741,1949.22,27,2725.75,2025-10,0.68,0.4902,17,31,143.59,130.63,8,2025-10-13,0.72,861.54,776.53,atenção
IVT1301,Itapema-Meia_Praia-Norte-apartamento-SUP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Andorinha",11,670,4150.68,20,2026.44,2025-10,0.9,0.2177,18,31,291.11,241.0,2,2025-10-13,2.05,3202.21,-2124.2400000000002,meta_subestimada
JBN0043,Sao_Paulo-Brooklin-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Brooklin",0,285,1519.39,111,2423.52,2025-10,0.2903,0.4135,9,31,195.33,156.07,15,2025-10-13,0.63,0.0,904.1299999999999,atenção
MHF1409,Itapema-Canto_Praia-apartamento-TOP-2Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",1,413,3948.0,10,2321.09,2025-10,0.7333,0.2329,22,31,223.82,220.25,8,2025-10-13,1.7,223.82,-1626.9099999999999,ok
MHF1507,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,176,3498.08,14,2821.64,2025-10,0.7742,0.4442,24,31,182.67,189.67,3,2025-10-13,1.24,0.0,-676.44,ok
NWT0412,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,121,0.0,26,4604.77,2025-10,0.0,0.5984,0,31,0.0,704.0,18,2025-10-13,0.0,0.0,4604.77,crítico
NWT0610,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,184,3685.1,26,4604.77,2025-10,0.5806,0.5984,18,31,268.22,267.0,6,2025-10-13,0.8,0.0,919.6700000000005,berlinda
NWT1308,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,299,4811.0,26,4604.77,2025-10,0.6129,0.5984,19,31,322.45,342.33,9,2025-10-13,1.04,0.0,-206.22999999999956,berlinda
PDL005,Porto_Seguro-Pataxos-apartamento-JR-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Paraíso dos Pataxós",0,513,2464.32,54,2778.28,2025-10,0.4516,0.3879,14,31,245.71,142.38,13,2025-10-13,0.89,0.0,313.96000000000004,berlinda
RUD0047,Porto_Seguro-Pataxos-casa-TOP-3Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Taperapuan",13,317,3209.56,14,5289.13,2025-10,0.4444,0.3531,8,31,534.5,381.25,4,2025-10-13,0.61,6948.5,2079.57,atenção
SAT0012,Sao_Paulo-Vila_Olimpia-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Itaim Bibi",0,170,7203.59,271,3977.83,2025-10,0.8387,0.4688,26,31,402.54,259.2,5,2025-10-13,1.81,0.0,-3225.76,ok
SLC0204,Florianopolis-Rio_Vermelho-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,287,0.0,14,1950.88,2025-10,0.0,0.5012,0,31,0.0,84.28,18,2025-10-13,0.0,0.0,1950.88,crítico
TXP1406,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,748,1890.38,148,1757.19,2025-10,0.3871,0.3938,12,31,197.08,202.71,17,2025-10-13,1.08,0.0,-133.19000000000005,berlinda
UML0104,Bombinhas-Mariscal-apartamento-TOP-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Mariscal",1,454,3809.85,11,2756.55,2025-10,0.7667,0.2175,23,31,215.57,166.75,4,2025-10-13,1.38,215.57,-1053.2999999999997,ok
URB1110,Porto_Alegre-Jardim_Botanico-apartamento-JR-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Petrópolis",1,768,1470.86,9,1258.0,2025-10,0.4,0.4706,12,31,167.58,120.92,12,2025-10-13,1.17,167.58,-212.8599999999999,ok
VTD0606,Florianopolis-UFSC-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Trindade",1,23,3094.67,37,2040.0,2025-10,0.7,0.3981,21,31,179.57,166.29,7,2025-10-13,1.52,179.57,-1054.67,ok
BLS1256,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",3,682,1919.32,148,1757.19,2025-10,0.4286,0.3938,12,31,195.75,223.42,12,2025-10-13,1.09,587.25,-162.12999999999988,berlinda
BSO0103,Itajai-Praia_Brava-apartamento-SUP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Praia dos Amores",0,167,2427.69,11,2092.0,2025-10,0.7097,0.4844,22,31,168.4,153.11,9,2025-10-13,1.16,0.0,-335.69000000000005,ok
CEI0304,Porto_Alegre-Auxiliadora-apartamento-TOP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Independência",0,436,1567.12,33,2768.45,2025-10,0.2903,0.5137,9,31,206.89,200.29,14,2025-10-13,0.57,0.0,1201.33,atenção
CIA2313,Sao_Paulo-Vila_Olimpia-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Vila Olímpia",0,253,5798.88,88,6261.95,2025-10,0.6452,0.5253,20,31,360.25,358.25,8,2025-10-13,0.93,0.0,463.0699999999997,berlinda
EMF1003,Balneario_Camboriu-Intermediario-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,667,2739.09,59,2511.96,2025-10,0.5161,0.336,16,31,193.76,182.44,9,2025-10-13,1.09,0.0,-227.1300000000001,berlinda
EVA806,Florianopolis-Centrao-apartamento-SUP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,474,2330.95,104,3290.36,2025-10,0.6129,0.4272,19,31,153.95,171.67,9,2025-10-13,0.71,0.0,959.4100000000003,atenção
GPL1305,Porto_Alegre-Jardim_Lindoia-apartamento-SUP-2Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, São Sebastião",0,154,5284.33,12,4518.31,2025-10,0.6452,0.5744,20,31,294.25,245.0,9,2025-10-13,1.17,0.0,-766.0199999999995,ok
GTR0301,Balneario_Camboriu-Intermediario-apartamento-TOP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,41,4818.29,24,4080.21,2025-10,0.6774,0.4164,21,31,293.14,321.33,9,2025-10-13,1.18,0.0,-738.0799999999999,ok
ILC3405,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",1,1801,6936.41,16,6783.04,2025-10,0.7333,0.534,22,31,364.79,354.0,3,2025-10-13,1.02,364.79,-153.3699999999999,berlinda
ISM0806,Sao_Paulo-Moema-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Indianópolis",0,240,1180.12,489,2478.6,2025-10,0.2581,0.4202,8,31,168.17,156.89,9,2025-10-13,0.48,0.0,1298.48,crítico
JAT0355,Bombinhas-Mariscal-casa-SUP-4Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Canto Grande",11,573,8185.55,12,4504.79,2025-10,0.8,0.2396,16,31,712.44,180.0,1,2025-10-13,1.82,7836.84,-3680.76,ok
LIV1007,Salvador-Graca-apartamento-TOP-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Vitória",0,63,4189.83,11,1695.08,2025-10,0.8065,0.3994,25,31,181.8,184.4,5,2025-10-13,2.47,0.0,-2494.75,meta_subestimada
MBH0601,Balneario_Camboriu-Intermediario-apartamento-JR-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Pioneiros",0,286,1169.25,49,2200.23,2025-10,0.2258,0.4331,7,31,170.1,175.82,11,2025-10-13,0.53,0.0,1030.98,atenção
MHFB1307,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,394,3353.54,8,1430.68,2025-10,0.8065,0.2063,25,31,175.76,169.6,5,2025-10-13,2.34,0.0,-1922.86,meta_subestimada
MOP0103,Sao_Paulo-Pinheiros-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Jardim Paulista",0,37,3692.41,374,3167.21,2025-10,0.6452,0.4923,20,31,206.85,182.88,8,2025-10-13,1.17,0.0,-525.1999999999998,ok
NIK0504,Sao_Paulo-Bela_Vista-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Bela Vista",0,22,2040.4,540,2623.88,2025-10,0.4516,0.483,14,31,186.64,159.38,8,2025-10-13,0.78,0.0,583.48,atenção
NWT0315,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,155,5510.66,26,4604.77,2025-10,0.7097,0.5984,22,31,294.68,284.0,4,2025-10-13,1.2,0.0,-905.8899999999994,ok
NWT0419,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,278,5421.33,26,4604.77,2025-10,0.5806,0.5984,18,31,354.0,325.8,10,2025-10-13,1.18,0.0,-816.5599999999995,ok
RAE0126,Bombinhas-Mariscal-casa-JR-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Morrinhos",1,293,1597.77,20,1932.48,2025-10,0.4,0.2331,12,31,170.25,170.0,15,2025-10-13,0.83,170.25,334.71000000000004,berlinda
RGF1406,Salvador-Flamengo-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Itapuã",1,100,2796.38,28,2932.18,2025-10,0.6333,0.4502,19,31,170.65,182.85,13,2025-10-13,0.95,170.65,135.79999999999973,berlinda
RIT206,Florianopolis-Praia_Brava-apartamento-SUP-4Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Praia Brava",4,524,4370.22,8,4087.65,2025-10,0.4444,0.1993,12,31,455.0,385.5,6,2025-10-13,1.07,1820.0,-282.57000000000016,berlinda
SPB0605,Salvador-Barra-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",2,167,6222.71,98,3183.23,2025-10,0.8276,0.4957,24,31,307.54,251.0,1,2025-10-13,1.95,615.08,-3039.48,ok
THK0202,Sao_Paulo-Republica-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, República",0,525,1764.99,415,2256.75,2025-10,0.4516,0.4898,14,31,137.5,133.6,10,2025-10-13,0.78,0.0,491.76,atenção
VFR505,Bombinhas-Bombas-apartamento-TOP-1Q,Especial,SC,"Bombinhas, SC","Bombinhas, SC, Bombas",0,723,3470.12,59,2235.5,2025-10,0.6774,0.3407,21,31,192.76,192.67,9,2025-10-13,1.55,0.0,-1234.62,ok
AYA201,Florianopolis-Jurere_Tradicional-apartamento-JR-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1953,4147.72,18,3515.8,2025-10,0.7097,0.3021,22,31,243.55,204.6,5,2025-10-13,1.18,0.0,-631.9200000000001,ok
CCI210,Florianopolis-Ingleses_Norte-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",10,966,1294.52,13,3650.66,2025-10,0.3333,0.4008,7,31,247.25,286.46,13,2025-10-13,0.35,2472.5,2356.14,crítico
CZZ0404,Urubici-Geral-apartamento-SUP-1Q,Especial,SC,"Urubici, SC","Urubici, SC, Centro",0,190,1901.7,58,1386.14,2025-10,0.3548,0.1637,11,31,203.36,140.46,13,2025-10-13,1.37,0.0,-515.56,ok
EMZ0504,Guarapari-Praia_do_Morro-apartamento-JR-2Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Praia do Morro",0,107,2909.66,79,2509.04,2025-10,0.5484,0.5023,17,31,185.18,139.63,8,2025-10-13,1.16,0.0,-400.6199999999999,ok
ILC3109,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1797,8531.58,28,8686.5,2025-10,0.6452,0.718,20,31,520.95,409.75,8,2025-10-13,0.98,0.0,154.92000000000007,berlinda
ILC4404,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1940,7299.43,16,6783.04,2025-10,0.5806,0.534,18,31,459.22,381.89,9,2025-10-13,1.08,0.0,-516.3900000000003,berlinda
JRR205,Florianopolis-Jurere_Tradicional-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1154,4687.54,19,4734.86,2025-10,0.9032,0.4919,28,31,218.14,193.0,2,2025-10-13,0.99,0.0,47.31999999999971,berlinda
MCB0103,Balneario_Picarras-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, itacolomi",0,352,503.8,37,1161.1,2025-10,0.1613,0.1663,5,31,120.0,134.39,18,2025-10-13,0.43,0.0,657.3,crítico
MHF1901,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,6,2927.36,14,2821.64,2025-10,0.6774,0.4442,21,31,170.81,176.13,8,2025-10-13,1.04,0.0,-105.72000000000025,berlinda
MLO0601,Itapema-Meia_Praia-Norte-apartamento-SUP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",0,363,2172.22,23,2845.78,2025-10,0.4516,0.4501,14,31,178.07,167.73,15,2025-10-13,0.76,0.0,673.5600000000004,atenção
MTS1503,Itapema-Praia_Itapema-apartamento-SUP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Morretes",0,182,2736.35,13,2358.75,2025-10,0.6774,0.4319,21,31,155.14,130.0,6,2025-10-13,1.16,0.0,-377.5999999999999,ok
