listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,faturamento_perdido_bloqueio,falta_meta,grupo_criticidade
NWTB0609,Especial-NWT-apartamento-MASTER-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,177,7766.24,23,6333.91,2025-10,0.7097,0.681,22,31,404.45,417.86,7,2025-10-13,1.23,0.0,-1432.33,ok
OKA124,Florianopolis-Campeche-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,286,3064.24,23,2073.02,2025-10,0.5806,0.3975,18,31,195.06,200.22,9,2025-10-13,1.48,0.0,-991.2199999999998,ok
ORN0101,Florianopolis-Ingleses_Norte-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",6,323,1816.46,17,1987.38,2025-10,0.52,0.4202,13,31,196.15,175.5,8,2025-10-13,0.91,1176.9,170.92000000000007,berlinda
PDP904,Porto_Belo-Geral-apartamento-TOP-3Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",6,205,1159.52,9,2822.43,2025-10,0.16,0.1877,4,31,350.0,350.0,12,2025-10-13,0.41,2100.0,1662.9099999999999,crítico
SDR005,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,1538,1488.04,19,2725.1,2025-10,0.4194,0.5724,13,31,135.0,149.0,14,2025-10-13,0.55,0.0,1237.06,atenção
SHC0905,Balneario_Picarras-Geral-apartamento-TOP-3Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",3,265,5318.79,13,3052.35,2025-10,0.9286,0.2444,26,31,257.5,184.0,1,2025-10-13,1.74,772.5,-2266.44,ok
SHR103,Florianopolis-Novo_Campeche-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,930,5533.64,40,5004.37,2025-10,0.7742,0.502,24,31,287.13,297.0,1,2025-10-13,1.11,0.0,-529.2700000000004,ok
TCR0913,Aguas_Claras-Geral-apartamento-JR-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Taguatinga Sul",0,36,2157.16,78,1841.39,2025-10,0.5484,0.4303,17,31,143.41,163.43,14,2025-10-13,1.17,0.0,-315.76999999999975,ok
VLL0002,Marau-Barra_Grande-apartamento-TOP-3Q,Carteira 2,BA,"Maraú, BA","Maraú, BA, Barra Grande",5,114,1553.95,8,4292.03,2025-10,0.1923,0.2257,5,31,420.0,426.0,12,2025-10-13,0.36,2100.0,2738.08,crítico
BER0202,Maceio-Jatiuca-apartamento-SUP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Ponta Verde",0,7,3419.75,64,2657.52,2025-10,0.8387,0.5684,26,31,153.96,167.4,5,2025-10-13,1.29,0.0,-762.23,ok
CET1604,Balneario_Camboriu-Centro-apartamento-TOP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",8,392,4814.43,28,4279.48,2025-10,0.8696,0.4326,20,31,293.75,252.0,3,2025-10-13,1.13,2350.0,-534.9500000000007,ok
CPN0303,Florianopolis-Centrao-apartamento-TOP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,145,4512.98,21,5167.96,2025-10,0.5484,0.4117,17,31,383.47,302.4,5,2025-10-13,0.87,0.0,654.9800000000005,berlinda
EKD0397,Balneario_Picarras-Geral-casa-TOP-3Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Centro",3,70,4428.01,10,2919.75,2025-10,1.0,0.2338,28,31,196.04,,0,2025-10-13,1.52,588.12,-1508.2600000000002,ok
EME0218,Brasilia-Asa_Norte-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Setor Noroeste",0,399,3354.98,93,2856.0,2025-10,0.6452,0.5475,20,31,199.36,186.0,8,2025-10-13,1.17,0.0,-498.98,ok
IFT1405,Itapema-Meia_Praia-Norte-apartamento-TOP-1Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",0,309,0.0,28,2454.05,2025-10,0.0,0.4113,0,31,0.0,320.0,18,2025-10-13,0.0,0.0,2454.05,crítico
ILC3505,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1507,10031.16,28,8686.5,2025-10,0.6774,0.718,21,31,545.48,485.5,6,2025-10-13,1.15,0.0,-1344.6599999999999,ok
MMD0604,Ilheus-Sul-apartamento-SUP-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, São Francisco",0,131,3205.59,19,2530.45,2025-10,0.5806,0.3809,18,31,199.89,187.4,10,2025-10-13,1.27,0.0,-675.1400000000003,ok
OMC1303,Itapema-Praia_Centro-apartamento-JR-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Tabuleiro dos Oliveiras",0,140,2624.61,13,2371.81,2025-10,0.7097,0.316,22,31,145.92,110.2,5,2025-10-13,1.11,0.0,-252.80000000000018,ok
PGO0205,Pocos_de_Caldas-Geral-apartamento-SUP-1Q,Carteira 4,MG,"Poços de Caldas, MG","Poços de Caldas, MG, São Benedito",0,296,2730.45,27,1316.32,2025-10,0.6452,0.3003,20,31,148.9,132.67,6,2025-10-13,2.07,0.0,-1414.1299999999999,meta_subestimada
PSO1006,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,65,3689.37,16,2153.32,2025-10,0.8387,0.5775,26,31,172.42,156.25,4,2025-10-13,1.71,0.0,-1536.0499999999997,ok
PSOB0512,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,68,2669.46,16,2153.32,2025-10,0.5806,0.5775,18,31,171.22,158.7,10,2025-10-13,1.24,0.0,-516.1399999999999,ok
RBM207,Cabo_Frio-Centro-apartamento-JR-3Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Vila Nova",5,828,2957.44,98,3094.94,2025-10,0.3077,0.3878,8,31,400.0,400.0,11,2025-10-13,0.96,2000.0,137.5,berlinda
RLZ0301,Florianopolis-Itacorubi-apartamento-TOP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi",0,125,1274.54,11,2752.35,2025-10,0.1935,0.3333,6,31,290.33,232.08,13,2025-10-13,0.46,0.0,1477.81,crítico
SMT0529,Salvador-Boca_do_Rio-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Armação",0,181,1422.03,11,2334.95,2025-10,0.3226,0.5515,10,31,180.2,220.67,12,2025-10-13,0.61,0.0,912.9199999999998,atenção
VAC0201,Barra_Velha-Tabuleiro-apartamento-SUP-2Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajuba",0,405,2027.88,50,1225.1,2025-10,0.5484,0.1615,17,31,139.53,174.5,12,2025-10-13,1.66,0.0,-802.7800000000002,ok
VST028,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,145,1452.01,33,1488.1,2025-10,0.1935,0.1167,6,31,304.33,205.2,15,2025-10-13,0.98,0.0,36.08999999999992,berlinda
BCA2004,Salvador-Ondina_Rio_Vermelho-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Ondina",0,141,3180.03,53,2786.9,2025-10,0.7742,0.4439,24,31,184.83,162.86,7,2025-10-13,1.14,0.0,-393.1300000000001,ok
CSF0202,Salvador-Barra-apartamento-SUP-2Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,182,4141.79,27,3820.01,2025-10,0.7097,0.5154,22,31,246.35,180.63,8,2025-10-13,1.08,0.0,-321.77999999999975,berlinda
FAH0205,Florianopolis-Canasvieiras_Meio-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",17,2,651.0,28,2163.25,2025-10,0.5,0.4384,7,31,125.29,130.4,5,2025-10-13,0.3,2129.9300000000003,1512.25,crítico
ILC3412,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,309,7072.06,16,6783.04,2025-10,0.3226,0.534,10,31,791.0,790.0,12,2025-10-13,1.04,0.0,-289.02000000000044,berlinda
IRB203,Florianopolis-Novo_Campeche-apartamento-MASTER-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,929,6403.68,51,5112.0,2025-10,0.6129,0.4716,19,31,402.55,310.57,7,2025-10-13,1.25,0.0,-1291.6800000000003,ok
MHF1207,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,271,0.0,14,2821.64,2025-10,0.0,0.4442,0,31,0.0,300.0,18,2025-10-13,0.0,0.0,2821.64,crítico
MPB0034,Itajai-Praia_Brava-apartamento-SUP-2Q,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Praia Brava",0,162,2597.44,12,3080.34,2025-10,0.5161,0.3778,16,31,191.19,180.09,11,2025-10-13,0.84,0.0,482.9000000000001,berlinda
NWT0905,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,190,3550.55,26,4604.77,2025-10,0.5667,0.5984,17,31,252.24,264.0,10,2025-10-13,0.77,252.24,1054.2200000000003,atenção
NWT1103,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,296,6695.31,26,4604.77,2025-10,0.8387,0.5984,26,31,305.23,292.5,4,2025-10-13,1.45,0.0,-2090.54,ok
PAD0103,Florianopolis-Beira_Mar-apartamento-SUP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,176,5571.87,23,3235.95,2025-10,0.8387,0.369,26,31,257.5,177.0,1,2025-10-13,1.72,0.0,-2335.92,ok
PDG0202,Balneario_Picarras-Geral-apartamento-TOP-2Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",0,42,2111.19,41,1229.1,2025-10,0.5161,0.2136,16,31,177.75,190.8,10,2025-10-13,1.72,0.0,-882.0900000000001,ok
PSD103,Florianopolis-Jurere_Tradicional-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",4,1959,920.7,12,1785.91,2025-10,0.3333,0.3034,9,31,150.67,155.44,9,2025-10-13,0.52,602.68,865.21,atenção
RAK0331,Florianopolis-UFSC-apartamento-JR-3Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Pantanal",7,271,3363.86,12,2669.3,2025-10,0.625,0.3385,15,31,263.27,186.67,3,2025-10-13,1.26,1842.8899999999999,-694.56,ok
RDS003,Campos_do_Jordao-Vila_Natal-casa-JR-1Q,Carteira 4,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Vila Natal",4,600,608.96,14,2335.8,2025-10,0.1481,0.2325,4,31,181.5,155.86,14,2025-10-13,0.26,726.0,1726.8400000000001,crítico
RFM0001,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-JR-2Q,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",1,294,2477.54,21,3053.89,2025-10,0.4333,0.4269,13,31,232.62,158.75,12,2025-10-13,0.81,232.62,576.3499999999999,berlinda
RFT505,Balneario_Camboriu-Intermediario-apartamento-JR-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,1409,4330.7,42,2910.86,2025-10,1.0,0.3531,31,31,261.35,,0,2025-10-13,1.49,0.0,-1419.8399999999997,ok
RGP0107,Florianopolis-Jurere_Tradicional-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,379,2853.3,12,1785.91,2025-10,0.7419,0.3034,23,31,152.48,134.63,8,2025-10-13,1.6,0.0,-1067.39,ok
RHE101,Bombinhas-Mariscal-casa-JR-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Morrinhos",2,545,1050.05,10,1597.15,2025-10,0.3793,0.2111,11,31,128.82,125.0,11,2025-10-13,0.66,257.64,547.1000000000001,atenção
RRA0205,Florianopolis-Praia_Brava-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Praia Brava",0,405,2074.19,10,2027.04,2025-10,0.5484,0.2245,17,31,216.65,207.46,13,2025-10-13,1.02,0.0,-47.15000000000009,berlinda
RSL0502,Itapema-Praia_Itapema-apartamento-TOP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Centro",7,663,3170.48,8,6326.13,2025-10,0.5417,0.3196,13,31,270.46,416.0,8,2025-10-13,0.5,1893.2199999999998,3155.65,atenção
RUL0035,Ubatuba-Toninhas-casa-JR-3Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Toninhas",7,135,4417.33,12,4357.21,2025-10,0.5833,0.2455,14,31,406.29,317.75,8,2025-10-13,1.01,2844.03,-60.11999999999989,berlinda
SLC0203,Florianopolis-Rio_Vermelho-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",1,285,650.2,14,1950.88,2025-10,0.3333,0.5012,10,31,84.0,85.13,15,2025-10-13,0.33,84.0,1300.68,crítico
SOA0910,Salvador-Boca_do_Rio-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Boca do Rio",3,190,486.18,11,2334.95,2025-10,0.1071,0.5515,3,31,195.67,215.33,15,2025-10-13,0.21,587.01,1848.7699999999998,crítico
SPT0103,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,562,4876.15,45,5496.92,2025-10,0.4516,0.4945,14,31,402.5,191.18,11,2025-10-13,0.89,0.0,620.7700000000004,berlinda
TBS1105,Florianopolis-Novo_Campeche-apartamento-MASTER-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,845,4507.56,51,5112.0,2025-10,0.5806,0.4716,18,31,300.61,293.33,9,2025-10-13,0.88,0.0,604.4399999999996,berlinda
VEC112,Bombinhas-Centro-apartamento-SUP-1Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",1,1009,2858.79,24,2034.9,2025-10,0.7667,0.4764,23,31,157.61,158.0,5,2025-10-13,1.4,157.61,-823.8899999999999,ok
VIC0203,Florianopolis-Novo_Campeche-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",1,700,6711.77,45,5112.0,2025-10,0.8667,0.4592,26,31,342.23,287.0,2,2025-10-13,1.31,342.23,-1599.7700000000004,ok
VIL0001,Penha-Longe-apartamento-JR-1Q,Carteira 6,SC,"Penha, SC","Penha, SC, Santa Lidia",0,40,355.92,11,764.0,2025-10,0.129,0.2991,4,31,120.5,108.8,15,2025-10-13,0.47,0.0,408.08,crítico
VLE006,Bombinhas-Mariscal-apartamento-JR-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Mariscal",0,1463,0.0,21,2004.89,2025-10,0.0,0.3206,0,31,0.0,198.0,18,2025-10-13,0.0,0.0,2004.89,crítico
BCA0601,Salvador-Ondina_Rio_Vermelho-apartamento-SUP-2Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",1,467,4203.37,36,3612.95,2025-10,0.7,0.5054,21,31,266.29,212.12,8,2025-10-13,1.16,266.29,-590.4200000000001,ok
BLS0358,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",0,747,2098.88,148,1757.19,2025-10,0.4839,0.3938,15,31,172.47,185.07,14,2025-10-13,1.19,0.0,-341.69000000000005,ok
CSCA1110,Florianopolis-Ingleses_Norte-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,1387,2055.89,37,2051.61,2025-10,0.4516,0.4135,14,31,162.93,169.44,9,2025-10-13,1.0,0.0,-4.279999999999745,berlinda
ETI0724,Maceio-Ponta_Verde-apartamento-TOP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Ponta Verde",0,279,5732.15,97,4490.09,2025-10,0.9355,0.6734,29,31,256.31,170.0,2,2025-10-13,1.28,0.0,-1242.0599999999995,ok
EVE0104,Florianopolis-Ingleses_Praia-apartamento-JR-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,173,4364.55,34,2911.68,2025-10,0.7419,0.3167,23,31,224.7,207.83,6,2025-10-13,1.5,0.0,-1452.8700000000003,ok
JMA025,Florianopolis-Jurere_Longe-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,183,2668.0,20,1104.76,2025-10,0.8065,0.2995,25,31,146.12,,0,2025-10-13,2.42,0.0,-1563.24,meta_subestimada
JPR201,Especial-JPR-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",1,1239,5921.63,17,3836.9,2025-10,0.9,0.4776,27,31,264.85,197.33,3,2025-10-13,1.54,264.85,-2084.73,ok
JRS0130,Penha-Beto_Carrero-casa-JR-4Q,Carteira 3,SC,"Penha, SC","Penha, SC, Armação",13,1,0.0,9,2695.9,2025-10,0.0,0.3242,0,31,0.0,416.0,18,2025-10-13,0.0,0.0,2695.9,crítico
MRE801,Porto_Belo-Geral-apartamento-TOP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",5,228,3030.22,23,1829.71,2025-10,0.7308,0.276,19,31,179.21,182.86,7,2025-10-13,1.66,896.0500000000001,-1200.5099999999998,ok
PMO0404,Florianopolis-Estreito-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Coqueiros",14,362,0.0,14,1418.57,2025-10,0.0,0.2578,0,31,0.0,280.0,11,2025-10-13,0.0,0.0,1418.57,crítico
POR0017,Brasilia-Asa_Sul-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Setor Sudoeste",3,113,3383.08,115,3318.78,2025-10,0.6786,0.6212,19,31,216.37,214.29,7,2025-10-13,1.02,649.11,-64.29999999999973,berlinda
RDO0025,Balneario_Picarras-Geral-casa-JR-3Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",4,173,2594.0,10,1400.79,2025-10,0.8148,0.1474,22,31,140.36,139.8,5,2025-10-13,1.85,561.44,-1193.21,ok
SCA0108,Florianopolis-Santo_Antonio_de_Lisboa-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cacupé",0,5,3059.89,13,1772.25,2025-10,0.6774,0.4159,21,31,174.9,196.56,9,2025-10-13,1.73,0.0,-1287.6399999999999,ok
SDR010,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",31,1491,0.0,19,2725.1,2025-10,,0.5724,0,31,0.0,,0,2025-10-13,0.0,0.0,2725.1,crítico
SFR0315,Bombinhas-Centro-apartamento-SUP-1Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",0,6,2021.99,24,2034.9,2025-10,0.6129,0.4764,19,31,130.16,145.58,12,2025-10-13,0.99,0.0,12.910000000000082,berlinda
SLC0101,Florianopolis-Rio_Vermelho-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,254,473.59,14,1950.88,2025-10,0.2258,0.5012,7,31,80.57,84.87,15,2025-10-13,0.24,0.0,1477.2900000000002,crítico
SLC0104,Florianopolis-Rio_Vermelho-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,253,1174.58,14,1950.88,2025-10,0.6129,0.5012,19,31,93.58,86.08,12,2025-10-13,0.6,0.0,776.3000000000002,atenção
VCE1102,Balneario_Picarras-Geral-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Balneário Piçarras",0,566,2994.12,48,1211.04,2025-10,0.6452,0.2049,20,31,172.0,166.29,7,2025-10-13,2.47,0.0,-1783.08,meta_subestimada
VST007,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",1,214,1827.09,33,1488.1,2025-10,0.2667,0.1167,8,31,284.5,195.14,14,2025-10-13,1.23,284.5,-338.99,ok
CBU203,Florianopolis-Novo_Campeche-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",4,364,2922.14,28,3248.7,2025-10,0.6296,0.3221,17,31,220.06,214.13,8,2025-10-13,0.9,880.24,326.55999999999995,berlinda
CFE0503,Florianopolis-Beira_Mar-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Agronômica",0,5,3246.93,19,2585.7,2025-10,0.6129,0.3304,19,31,188.25,175.57,7,2025-10-13,1.26,0.0,-661.23,ok
CNA005,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,985,4874.34,24,8123.23,2025-10,0.2581,0.3916,8,31,722.69,540.45,11,2025-10-13,0.6,0.0,3248.8899999999994,atenção
CNA008,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,985,9606.14,24,8123.23,2025-10,0.5161,0.3916,16,31,620.55,650.56,9,2025-10-13,1.18,0.0,-1482.9099999999999,ok
CNA010,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,985,7535.27,24,8123.23,2025-10,0.4516,0.3916,14,31,650.88,641.67,6,2025-10-13,0.93,0.0,587.9599999999991,berlinda
CNA011,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,985,13928.45,24,8123.23,2025-10,0.6452,0.3916,20,31,723.25,831.5,2,2025-10-13,1.71,0.0,-5805.220000000001,ok
COA0314,Brasilia-Setor_Hoteleiro-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,730,3373.42,105,4547.5,2025-10,0.5161,0.5692,16,31,245.06,263.1,10,2025-10-13,0.74,0.0,1174.08,atenção
EJO0403,Florianopolis-Centrao-apartamento-JR-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",3,362,1676.69,58,2275.95,2025-10,0.4643,0.4488,13,31,152.0,105.91,11,2025-10-13,0.74,456.0,599.2599999999998,atenção
