listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,faturamento_perdido_bloqueio,falta_meta,grupo_criticidade
SVS0219,Brasilia-Asa_Sul-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Setor Sudoeste",1,222,3302.28,122,2966.5,2025-11,0.5172,0.5646,15,30,251.8,250.0,14,2025-11-03,1.11,251.8,-335.7800000000002,ok
VDI208,Florianopolis-Jurere_Longe-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",30,1983,0.0,22,5172.32,2025-11,,0.4441,0,30,0.0,,0,2025-11-03,0.0,0.0,5172.32,crítico
ZNB1304,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,172,2791.56,195,2712.93,2025-11,0.6333,0.4447,19,30,193.26,242.82,11,2025-11-03,1.03,0.0,-78.63000000000011,berlinda
AAP1405,Salvador-Caminho_Das_Arvores-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Caminho das Árvores",0,225,2579.16,35,1509.18,2025-11,0.6667,0.3049,20,30,175.8,168.4,10,2025-11-03,1.71,0.0,-1069.9799999999998,ok
BLN0802,Porto_Belo-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",1,697,3446.96,23,3094.93,2025-11,0.7241,0.2277,21,30,194.76,176.63,8,2025-11-03,1.11,194.76,-352.0300000000002,ok
BSO0201,Itajai-Praia_Brava-apartamento-SUP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Praia dos Amores",0,57,2553.48,50,2244.64,2025-11,0.5667,0.3503,17,30,171.29,148.75,12,2025-11-03,1.14,0.0,-308.84000000000015,ok
CPR0108,Marau-Barra_Grande-apartamento-SUP-1Q,Carteira 2,BA,"Maraú, BA","Maraú, BA, Barra Grande",2,528,0.0,13,1216.56,2025-11,0.0,0.2005,0,30,0.0,335.44,25,2025-11-03,0.0,0.0,1216.56,crítico
CSD0403,Bombinhas-Bombas-apartamento-SUP-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Bombas",6,470,4329.8,17,2896.39,2025-11,0.5833,0.3512,14,30,373.81,344.29,7,2025-11-03,1.49,2242.86,-1433.4100000000003,ok
DAC0202,Florianopolis-Estreito-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Estreito",2,101,0.0,19,1865.72,2025-11,0.0714,0.2941,2,30,0.0,205.28,25,2025-11-03,0.0,0.0,1865.72,crítico
DIO0507,Sao_Paulo-Pompeia-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pompeia",2,59,205.6,59,1892.48,2025-11,0.0357,0.2605,1,30,211.0,199.92,24,2025-11-03,0.11,422.0,1686.88,crítico
EFE0803,Guarapari-Praia_do_Morro-apartamento-SUP-3Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Praia do Morro",16,631,1417.03,63,3162.9,2025-11,0.3571,0.3052,5,30,343.2,372.38,8,2025-11-03,0.45,5491.2,1745.8700000000001,crítico
ERN0503,Ilheus-Sul-apartamento-SUP-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, São Francisco",0,395,1075.41,30,1557.2,2025-11,0.1,0.2303,3,30,416.0,416.0,24,2025-11-03,0.69,0.0,481.78999999999996,atenção
HBA0309,Salvador-Barra-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,435,2425.18,130,4086.36,2025-11,0.4667,0.5172,14,30,248.43,242.88,16,2025-11-03,0.59,0.0,1661.1800000000003,atenção
IBC0205,Florianopolis-Campeche_Praia-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Morro das Pedras",9,309,8886.0,62,5752.72,2025-11,0.9524,0.4105,20,30,519.95,347.0,1,2025-11-03,1.54,4679.55,-3133.2799999999997,ok
ILC1306,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1011,10110.97,16,7488.19,2025-11,0.6667,0.4706,20,30,595.35,628.0,10,2025-11-03,1.35,0.0,-2622.7799999999997,ok
ILC4107,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",9,423,9683.14,28,10075.49,2025-11,0.9048,0.5987,19,30,633.0,574.4,5,2025-11-03,0.96,5697.0,392.35000000000036,berlinda
ILH310,Florianopolis-Canasvieiras_Perto-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,91,4006.77,21,5296.91,2025-11,0.5667,0.4581,17,30,306.94,369.5,12,2025-11-03,0.76,0.0,1290.1399999999999,atenção
LAM0601,Itapema-Praia_Itapema-apartamento-SUP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Andorinha",1,3,0.0,10,2231.18,2025-11,0.0,0.1488,0,30,0.0,1200.0,27,2025-11-03,0.0,0.0,2231.18,crítico
NNG0102,Florianopolis-Novo_Campeche-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",6,306,3580.7,43,6131.47,2025-11,0.5833,0.4341,14,30,335.71,371.8,10,2025-11-03,0.58,2014.2599999999998,2550.7700000000004,atenção
NWT1023,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,199,6462.5,35,4545.08,2025-11,0.7333,0.472,22,30,366.55,346.43,7,2025-11-03,1.42,0.0,-1917.42,ok
PRJ001,Imbituba-Praia_do_Rosa-casa-SIM-1Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",0,1241,864.52,51,953.78,2025-11,0.3333,0.2278,10,30,102.0,92.35,17,2025-11-03,0.91,0.0,89.25999999999999,berlinda
PSO0610,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,93,4932.08,12,1751.85,2025-11,0.8667,0.2595,26,30,228.65,150.0,2,2025-11-03,2.82,0.0,-3180.23,meta_subestimada
PTJ203,Florianopolis-Jurere_Tradicional-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",1,611,6823.0,20,9043.7,2025-11,0.5172,0.4401,15,30,694.0,555.82,11,2025-11-03,0.75,694.0,2220.7000000000007,atenção
RHL0305,Florianopolis-Ingleses_Centro-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",1,268,999.6,42,5720.54,2025-11,0.1034,0.3375,3,30,522.67,500.0,23,2025-11-03,0.17,522.67,4720.94,crítico
RPB037,Florianopolis-Cachoeira_Bom_Jesus-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",7,845,4692.51,13,2261.83,2025-11,0.913,0.2251,21,30,276.9,,0,2025-11-03,2.07,1938.2999999999997,-2430.6800000000003,meta_subestimada
SEM0012,Barra_Velha-Centro-apartamento-SUP-1Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Tabuleiro",1,31,106.21,7,1861.34,2025-11,0.0345,0.1716,1,30,153.0,175.19,27,2025-11-03,0.06,153.0,1755.1299999999999,crítico
SOV0005,Mata_de_Sao_Joao-Praia_Imbassai-apartamento-TOP-1Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Imbassaí",3,254,2950.67,11,3620.49,2025-11,0.5185,0.316,14,30,252.71,241.77,13,2025-11-03,0.81,758.13,669.8199999999997,berlinda
STCY101,Florianopolis-Cachoeira_Bom_Jesus-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",0,561,3518.28,11,895.39,2025-11,0.8667,0.1299,26,30,188.27,189.67,3,2025-11-03,3.93,0.0,-2622.8900000000003,meta_subestimada
VST017,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos pinheiros",2,123,1282.94,42,1530.85,2025-11,0.2143,0.1234,6,30,265.67,179.19,21,2025-11-03,0.84,531.34,247.90999999999985,berlinda
BPA0103,Sao_Paulo-Bela_Vista-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Bela Vista",0,177,3810.94,218,3489.59,2025-11,0.5667,0.4792,17,30,265.12,314.62,13,2025-11-03,1.09,0.0,-321.3499999999999,berlinda
BSS0703,Sao_Paulo-Santo_Amaro-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Jardim das Acácias",0,428,1295.72,156,2710.22,2025-11,0.1667,0.4081,5,30,289.8,180.04,23,2025-11-03,0.48,0.0,1414.4999999999998,crítico
BVA0601,Sao_Paulo-Republica-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Bela Vista",0,410,1065.2,443,2284.22,2025-11,0.2667,0.4426,8,30,208.38,143.23,22,2025-11-03,0.47,0.0,1219.0199999999998,crítico
CAA103,Bombinhas-Centro-apartamento-JR-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",0,1094,3752.73,29,2102.05,2025-11,0.7667,0.2111,23,30,205.91,173.5,6,2025-11-03,1.79,0.0,-1650.6799999999998,ok
DAC0402,Florianopolis-Estreito-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Estreito",2,198,2480.83,19,1865.72,2025-11,0.3929,0.2941,11,30,244.45,192.86,14,2025-11-03,1.33,488.9,-615.1099999999999,ok
DON0504,Balneario_Camboriu-Norte-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",1,108,6395.2,27,6009.07,2025-11,0.7586,0.3773,22,30,349.64,228.75,4,2025-11-03,1.06,349.64,-386.1300000000001,berlinda
ECM0206,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,40,2191.6,23,2256.32,2025-11,0.4333,0.4355,13,30,205.69,230.81,16,2025-11-03,0.97,0.0,64.72000000000025,berlinda
EII0304,Maceio-Ponta_Verde-apartamento-SUP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Ponta Verde",0,96,1257.29,188,3794.7,2025-11,0.2667,0.594,8,30,175.5,175.73,22,2025-11-03,0.33,0.0,2537.41,crítico
FFS0909,Itapema-Meia_Praia-Sul-apartamento-SUP-1Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",10,2,496.62,13,2800.53,2025-11,0.15,0.4325,3,30,213.83,151.14,14,2025-11-03,0.18,2138.3,2303.9100000000003,crítico
IFT1208,Itapema-Meia_Praia-Norte-apartamento-TOP-1Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",0,53,1656.3,24,2714.64,2025-11,0.3333,0.2925,10,30,196.3,230.1,20,2025-11-03,0.61,0.0,1058.34,atenção
LGD0205,Florianopolis-Centrao-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,436,1321.42,24,3174.01,2025-11,0.2,0.2825,6,30,270.33,293.45,20,2025-11-03,0.42,0.0,1852.5900000000001,crítico
LIV0512,Salvador-Graca-apartamento-TOP-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Vitória",0,120,1966.46,10,3417.57,2025-11,0.3333,0.3374,10,30,259.1,236.24,17,2025-11-03,0.58,0.0,1451.1100000000001,atenção
NWT1306,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,303,4511.84,35,4545.08,2025-11,0.5333,0.472,16,30,366.13,328.83,12,2025-11-03,0.99,0.0,33.23999999999978,berlinda
NXO2104,Sao_Paulo-Bela_Vista-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Consolação",4,572,1883.06,577,2932.4,2025-11,0.3077,0.4661,8,30,269.25,180.8,15,2025-11-03,0.64,1077.0,1049.3400000000001,atenção
PAR0001,Urubici-Geral-casa-TOP-1Q,Carteira 3,SC,"Urubici, SC","Urubici, SC, Arroio do Engenho",5,729,276.74,82,2335.12,2025-11,0.04,0.1542,1,30,297.0,299.5,24,2025-11-03,0.12,1485.0,2058.38,crítico
PRY0004,Porto_Seguro-Pataxos-apartamento-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Taperapuã",0,23,3800.79,27,2773.76,2025-11,0.7667,0.3147,23,30,206.0,234.57,7,2025-11-03,1.37,0.0,-1027.0299999999997,ok
PSD206,Florianopolis-Jurere_Tradicional-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",8,199,601.17,16,2934.35,2025-11,0.1364,0.4513,3,30,348.33,239.79,19,2025-11-03,0.2,2786.64,2333.18,crítico
PSO0305,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,89,4790.43,12,1751.85,2025-11,0.9333,0.2595,28,30,224.68,174.5,2,2025-11-03,2.73,0.0,-3038.5800000000004,meta_subestimada
PTZ0166,Ilheus-Boa_Vista-apartamento-JR-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Conquista",0,297,457.68,32,1664.01,2025-11,0.1333,0.2092,4,30,127.25,129.61,23,2025-11-03,0.28,0.0,1206.33,crítico
SLC0201,Florianopolis-Rio_Vermelho-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,318,563.92,13,2546.02,2025-11,0.2333,0.4009,7,30,101.71,118.82,22,2025-11-03,0.22,0.0,1982.1,crítico
SMT0713,Salvador-Boca_do_Rio-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Armação",0,274,1538.78,25,2311.47,2025-11,0.3667,0.3833,11,30,166.64,169.31,16,2025-11-03,0.67,0.0,772.6899999999998,atenção
SPJ0304,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,515,7279.59,19,5610.79,2025-11,0.7667,0.5559,23,30,362.0,293.71,7,2025-11-03,1.3,0.0,-1668.8000000000002,ok
SPT0104,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,591,0.0,26,450.13,2025-11,0.0,0.1337,0,30,0.0,122.41,27,2025-11-03,0.0,0.0,450.13,crítico
SPT0107,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,596,0.0,26,450.13,2025-11,0.0,0.1337,0,30,0.0,122.41,27,2025-11-03,0.0,0.0,450.13,crítico
VAC5604,Barra_Velha-Tabuleiro-apartamento-TOP-2Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajuba",6,170,1058.32,28,2237.99,2025-11,0.1667,0.2155,4,30,276.75,284.68,19,2025-11-03,0.47,1660.5,1179.6699999999998,crítico
ACL0303,Florianopolis-Ingleses_Centro-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,313,2109.43,17,1846.2,2025-11,0.4333,0.279,13,30,209.77,175.87,15,2025-11-03,1.14,0.0,-263.2299999999998,ok
CEV1206,Balneario_Camboriu-Centro-apartamento-JR-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",2,54,1748.43,27,1873.51,2025-11,0.5,0.3878,14,30,160.29,143.5,14,2025-11-03,0.93,320.58,125.07999999999993,berlinda
DRL0207,Bombinhas-Centro-apartamento-TOP-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",9,487,3366.39,27,5247.9,2025-11,0.8095,0.4183,17,30,243.47,281.5,4,2025-11-03,0.64,2191.23,1881.5099999999998,atenção
JMA011,Florianopolis-Jurere_Longe-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,487,1929.52,31,2028.1,2025-11,0.4667,0.4085,14,30,182.86,181.43,14,2025-11-03,0.95,0.0,98.57999999999993,berlinda
JSR112,Florianopolis-Jurere_Tradicional-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1797,4723.16,15,6963.2,2025-11,0.7,0.5474,21,30,293.86,275.11,9,2025-11-03,0.68,0.0,2240.04,atenção
LIV1712,Salvador-Graca-apartamento-TOP-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Vitória",2,46,919.85,10,3417.57,2025-11,0.1786,0.3374,5,30,223.2,320.0,23,2025-11-03,0.27,446.4,2497.7200000000003,crítico
MHF1902,Itapema-Canto_Praia-apartamento-TOP-2Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,480,3908.17,10,2423.39,2025-11,0.4333,0.2478,13,30,340.4,321.13,15,2025-11-03,1.61,0.0,-1484.7800000000002,ok
MMD0405,Ilheus-Sul-apartamento-TOP-1Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, São Francisco",14,152,2540.8,31,1557.2,2025-11,0.9375,0.2367,15,30,203.67,188.0,1,2025-11-03,1.63,2851.3799999999997,-983.6000000000001,ok
NWT0619,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,215,4095.96,35,4545.08,2025-11,0.5667,0.472,17,30,317.59,339.08,12,2025-11-03,0.9,0.0,449.1199999999999,berlinda
NWTB0607,Especial-NWT-apartamento-MASTER-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,206,1587.88,26,5361.2,2025-11,0.1333,0.5855,4,30,461.25,424.38,24,2025-11-03,0.3,0.0,3773.3199999999997,crítico
PSD202,Florianopolis-Jurere_Tradicional-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1990,1379.3,16,2934.35,2025-11,0.2,0.4513,6,30,310.17,220.68,22,2025-11-03,0.47,0.0,1555.05,crítico
RJI022,Ubatuba-Itagua-apartamento-JR-2Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Itaguá",0,754,1303.32,136,2335.8,2025-11,0.2,0.3207,6,30,250.33,254.88,24,2025-11-03,0.56,0.0,1032.4800000000002,atenção
SAA0817,Salvador-Pituba_Praia-apartamento-TOP-1Q,Carteira 5,BA,"Salvador, BA","Salvador, BA, Amaralina",1,3,0.0,14,1383.96,2025-11,0.0,0.3778,0,30,0.0,188.3,27,2025-11-03,0.0,0.0,1383.96,crítico
SHR5231,Florianopolis-Novo_Campeche-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",8,109,8279.83,14,5521.25,2025-11,0.8636,0.3364,19,30,551.84,477.0,3,2025-11-03,1.5,4414.72,-2758.58,ok
SPT0507,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,501,0.0,26,450.13,2025-11,0.0,0.1337,0,30,0.0,122.41,27,2025-11-03,0.0,0.0,450.13,crítico
CAT406,Florianopolis-Centrao-apartamento-JR-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,1520,2316.68,67,2150.88,2025-11,0.4,0.3865,12,30,242.33,183.28,18,2025-11-03,1.08,0.0,-165.79999999999973,berlinda
CBA0902,Itapema-Praia_Itapema-apartamento-SUP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Morretes",1,204,0.0,12,2670.35,2025-11,0.0,0.3639,0,30,0.0,370.0,27,2025-11-03,0.0,0.0,2670.35,crítico
DPR0003,Balneario_Camboriu-Sul-apartamento-JR-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Barra",0,255,1584.78,28,1817.54,2025-11,0.5,0.3751,15,30,118.07,124.87,15,2025-11-03,0.87,0.0,232.76,berlinda
EAC1303,Balneario_Camboriu-Centro-apartamento-JR-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,733,4174.73,38,2659.86,2025-11,0.7333,0.3074,22,30,233.91,147.83,6,2025-11-03,1.57,0.0,-1514.8699999999994,ok
ECH113,Florianopolis-Centrao-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,638,3465.12,24,3174.01,2025-11,0.5333,0.2825,16,30,340.44,278.64,14,2025-11-03,1.09,0.0,-291.1099999999997,berlinda
EHI0401,Itajai-Praia_Brava-apartamento-MASTER-2Q,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Praia Brava",4,317,4186.74,12,5430.95,2025-11,0.3846,0.3801,10,30,502.6,320.31,16,2025-11-03,0.77,2010.4,1244.21,atenção
HMO0410,Sao_Paulo-Butanta-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Butantã",0,428,3051.31,30,2598.01,2025-11,0.4667,0.4699,14,30,246.94,212.09,11,2025-11-03,1.17,0.0,-453.2999999999997,ok
