listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,faturamento_perdido_bloqueio,falta_meta,grupo_criticidade
PSOB1007,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,129,1585.49,12,1751.85,2025-11,0.2667,0.2595,8,30,218.63,195.3,20,2025-11-03,0.91,0.0,166.3599999999999,berlinda
SKL1203,Penha-Praia-apartamento-SUP-2Q,Carteira 6,SC,"Penha, SC","Penha, SC, Armação",4,4,1310.43,48,3553.4,2025-11,0.2308,0.3831,6,30,268.0,211.6,20,2025-11-03,0.37,1072.0,2242.9700000000003,crítico
SMT0930,Salvador-Boca_do_Rio-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Armação",1,267,1667.21,25,2311.47,2025-11,0.3793,0.3833,11,30,192.0,154.33,18,2025-11-03,0.72,192.0,644.2599999999998,atenção
SPJ0405,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",2,335,4773.99,19,5610.79,2025-11,0.6429,0.5559,18,30,324.33,282.8,10,2025-11-03,0.85,648.66,836.8000000000002,berlinda
TAN0000,Imbituba-Ibiraquera-casa-JR-2Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",14,227,721.4,16,1243.18,2025-11,0.25,0.2293,4,30,209.0,160.33,12,2025-11-03,0.58,2926.0,521.7800000000001,atenção
TSO0501,Balneario_Camboriu-Longe-apartamento-MASTER-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Estados",8,52,4093.83,30,3216.82,2025-11,0.7273,0.3513,16,30,315.5,292.0,4,2025-11-03,1.27,2524.0,-877.0099999999998,ok
VGZ0002,Imbituba-Praia_do_Rosa-casa-SUP-1Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",4,620,2492.81,53,2448.43,2025-11,0.6154,0.2451,16,30,196.19,123.63,8,2025-11-03,1.02,784.76,-44.38000000000011,berlinda
VLRY705,Florianopolis-Centrao-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,275,2136.24,114,2659.14,2025-11,0.4,0.3255,12,30,207.33,189.56,18,2025-11-03,0.8,0.0,522.9000000000001,berlinda
AVR0203,Balneario_Picarras-Geral-apartamento-TOP-2Q,Carteira 6,SC,"Penha, SC","Penha, SC, Centro",0,233,5040.84,32,2108.3,2025-11,0.7667,0.2801,23,30,260.96,235.0,7,2025-11-03,2.39,0.0,-2932.54,meta_subestimada
BCY2001,Aguas_Claras-Geral-apartamento-MASTER-2Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Aguas Claras",8,313,5119.83,10,1970.83,2025-11,0.7273,0.2701,16,30,401.31,360.5,6,2025-11-03,2.6,3210.48,-3149.0,meta_subestimada
CDN101,Florianopolis-Campeche_Praia-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Morro das Pedras",0,446,2903.49,52,4245.8,2025-11,0.4667,0.447,14,30,249.43,257.81,16,2025-11-03,0.68,0.0,1342.3100000000004,atenção
COI302,Florianopolis-Praia_Brava-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Praia Brava",0,1466,1765.7,12,1445.28,2025-11,0.2333,0.1916,7,30,363.43,237.57,21,2025-11-03,1.22,0.0,-320.4200000000001,ok
CSP0914,Salvador-Caminho_Das_Arvores-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Caminho das Árvores",11,65,443.39,35,1509.18,2025-11,0.2105,0.3049,4,30,144.75,164.0,13,2025-11-03,0.29,1592.25,1065.79,crítico
DVB0005,Porto_Seguro-Arraial_Dajuda_Centro-apartamento-SUP-1Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial d Ajuda",0,12,0.0,7,2999.65,2025-11,0.0,0.4186,0,30,0.0,209.48,27,2025-11-03,0.0,0.0,2999.65,crítico
EAC404,Balneario_Camboriu-Centro-apartamento-JR-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,733,2242.33,38,2659.86,2025-11,0.4,0.3074,12,30,227.17,174.47,15,2025-11-03,0.84,0.0,417.5300000000002,berlinda
EEP0902,Guarapari-Centro-apartamento-SUP-1Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, São Judas Tadeu",0,115,1809.47,33,1299.29,2025-11,0.5333,0.3381,16,30,133.56,167.86,14,2025-11-03,1.39,0.0,-510.18000000000006,ok
ENP0607,Sao_Paulo-Republica-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Vila Buarque",0,100,1254.03,443,2284.22,2025-11,0.3333,0.4426,10,30,150.9,144.0,19,2025-11-03,0.55,0.0,1030.1899999999998,atenção
EOX0102,Florianopolis-Centrao-apartamento-SUP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,239,2655.27,41,2426.75,2025-11,0.2667,0.3299,8,30,417.75,289.74,19,2025-11-03,1.09,0.0,-228.51999999999998,berlinda
JBV344,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",3,1342,8000.95,25,7947.66,2025-11,0.7407,0.4701,20,30,508.5,358.2,5,2025-11-03,1.01,1525.5,-53.289999999999964,berlinda
JTL001,Florianopolis-Jurere_Longe-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,495,1035.86,31,2028.1,2025-11,0.2,0.4085,6,30,201.33,175.56,16,2025-11-03,0.51,0.0,992.24,atenção
MHC0204,Florianopolis-Ingleses_Praia-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",4,337,3651.22,11,4705.66,2025-11,0.6538,0.2218,17,30,246.06,294.11,9,2025-11-03,0.78,984.24,1054.44,atenção
MHF0601,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,449,2986.33,17,1245.76,2025-11,0.5333,0.3257,16,30,223.56,223.08,12,2025-11-03,2.4,0.0,-1740.57,meta_subestimada
OPT504,Florianopolis-Estreito-apartamento-JR-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Capoeiras",9,513,774.05,9,869.11,2025-11,0.3333,0.2175,7,30,135.86,,0,2025-11-03,0.89,1222.7400000000002,95.06000000000006,berlinda
PSD204,Florianopolis-Jurere_Tradicional-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1990,3168.56,16,2934.35,2025-11,0.4667,0.4513,14,30,249.07,189.25,16,2025-11-03,1.08,0.0,-234.21000000000004,berlinda
RID3106,Florianopolis-Ingleses_Centro-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,522,3533.29,17,1846.2,2025-11,0.7333,0.279,22,30,207.64,194.63,8,2025-11-03,1.91,0.0,-1687.09,ok
SPJ0104,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,516,6295.24,19,5610.79,2025-11,0.7333,0.5559,22,30,348.14,222.0,7,2025-11-03,1.12,0.0,-684.4499999999998,ok
SVM1409,Salvador-Graca-apartamento-TOP-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Vitória",0,152,4176.27,10,3417.57,2025-11,0.6333,0.3374,19,30,260.21,262.1,10,2025-11-03,1.22,0.0,-758.7000000000003,ok
VNV0801,Itapema-Praia_Centro-apartamento-SUP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Tabuleiro dos Oliveiras",0,60,2095.63,14,2452.59,2025-11,0.4333,0.2941,13,30,179.38,164.5,16,2025-11-03,0.85,0.0,356.96000000000004,berlinda
BTI003,Ubatuba-Praia_Grande-apartamento-SIM-2Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Praia Grande",0,634,3006.65,46,2777.41,2025-11,0.5,0.2843,15,30,231.0,214.0,13,2025-11-03,1.08,0.0,-229.24000000000024,berlinda
CET1702,Balneario_Camboriu-Centro-apartamento-TOP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,1108,9989.68,40,5438.41,2025-11,0.8333,0.3927,25,30,469.0,470.0,5,2025-11-03,1.84,0.0,-4551.27,ok
CNA007,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,1016,7533.67,25,6397.17,2025-11,0.3667,0.3129,11,30,774.55,686.74,19,2025-11-03,1.18,0.0,-1136.5,ok
EHI0802,Itajai-Praia_Brava-apartamento-MASTER-2Q,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Praia Brava",0,155,7814.54,12,5430.95,2025-11,0.7667,0.3801,23,30,401.65,317.86,7,2025-11-03,1.44,0.0,-2383.59,ok
FLT0002,Florianopolis-Centrao-apartamento-SIM-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,211,1913.52,13,1080.31,2025-11,0.4667,0.3199,14,30,152.57,142.38,16,2025-11-03,1.77,0.0,-833.21,ok
IDA101,Florianopolis-Ingleses_Norte-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,682,3980.97,49,3406.37,2025-11,0.4333,0.259,13,30,352.15,311.07,14,2025-11-03,1.17,0.0,-574.5999999999999,ok
ILC2414,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1242,10528.04,16,7488.19,2025-11,0.6667,0.4706,20,30,627.05,613.1,10,2025-11-03,1.41,0.0,-3039.8500000000013,ok
MBI022,Pocos_de_Caldas-Geral-apartamento-SUP-3Q,Carteira 4,MG,"Poços de Caldas, MG","Poços de Caldas, MG, Jardim Bandeirantes",0,764,1610.34,9,1351.2,2025-11,0.2,0.1783,6,30,230.0,224.04,25,2025-11-03,1.19,0.0,-259.1399999999999,ok
NWT1005,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,199,4603.87,35,4545.08,2025-11,0.5333,0.472,16,30,373.19,334.15,13,2025-11-03,1.01,0.0,-58.789999999999964,berlinda
NWT1423,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,285,4827.19,35,4545.08,2025-11,0.5667,0.472,17,30,336.24,293.0,12,2025-11-03,1.06,0.0,-282.1099999999997,berlinda
ONX1410,Goiania-Central-apartamento-JR-1Q,Carteira 1_sys-price,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,479,2225.81,64,931.89,2025-11,0.5333,0.2396,16,30,163.24,161.15,13,2025-11-03,2.39,0.0,-1293.92,meta_subestimada
PMN0901,Porto_Alegre-Jardim_Lindoia-apartamento-SUP-2Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Passo d Areia",0,166,8134.75,10,4619.04,2025-11,0.8667,0.5219,26,30,356.96,351.0,3,2025-11-03,1.76,0.0,-3515.71,ok
PSO0904,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,127,4496.35,12,1751.85,2025-11,0.8333,0.2595,25,30,246.64,210.0,5,2025-11-03,2.57,0.0,-2744.5000000000005,meta_subestimada
PZO0905,Ilheus-Sul-apartamento-SUP-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória",0,86,0.0,30,1557.2,2025-11,0.0,0.2303,0,30,0.0,148.74,27,2025-11-03,0.0,0.0,1557.2,crítico
RCS701,Porto_Belo-Geral-apartamento-SUP-3Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Balneário Perequê",4,568,5457.22,8,4671.6,2025-11,0.7308,0.2379,19,30,408.53,225.29,7,2025-11-03,1.17,1634.12,-785.6199999999999,ok
RDM0101,Itapema-Meia_Praia-Norte-apartamento-TOP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",0,59,4349.84,52,2538.11,2025-11,0.5333,0.2485,16,30,327.25,264.43,14,2025-11-03,1.71,0.0,-1811.73,ok
SIS0005,Florianopolis-Canto_da_Lagoa-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,129,753.99,68,2169.53,2025-11,0.2,0.3425,6,30,145.5,125.9,21,2025-11-03,0.35,0.0,1415.5400000000002,crítico
SKL1307,Penha-Praia-apartamento-SUP-3Q,Carteira 6,SC,"Penha, SC","Penha, SC, Armação",7,158,4773.46,20,4193.09,2025-11,0.6522,0.2401,15,30,397.47,319.0,8,2025-11-03,1.14,2782.29,-580.3699999999999,ok
SPJ0305,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,516,6364.12,19,5610.79,2025-11,0.8333,0.5559,25,30,313.0,251.4,5,2025-11-03,1.13,0.0,-753.3299999999999,ok
STI105,Florianopolis-Ingleses_Centro-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,1026,3536.07,20,2117.79,2025-11,0.6,0.2373,18,30,252.72,222.36,11,2025-11-03,1.67,0.0,-1418.2800000000002,ok
TCO1115,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,80,2329.66,65,1297.34,2025-11,0.6667,0.2842,20,30,132.4,137.22,9,2025-11-03,1.8,0.0,-1032.32,ok
TXP2206,Goiania-Central-apartamento-SUP-1Q,Carteira 1_sys-price,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",1,778,1275.6,127,604.39,2025-11,0.2759,0.1935,8,30,174.25,157.71,21,2025-11-03,2.11,174.25,-671.2099999999999,meta_subestimada
VST006,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",1,488,2276.61,42,1530.85,2025-11,0.2759,0.1234,8,30,297.0,188.26,19,2025-11-03,1.49,297.0,-745.7600000000002,ok
VST021,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",1,485,2686.85,42,1530.85,2025-11,0.3793,0.1234,11,30,297.36,199.29,17,2025-11-03,1.76,297.36,-1156.0,ok
AAL0204,Florianopolis-Canasvieiras_Perto-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,612,1474.29,13,3406.37,2025-11,0.6,0.3868,18,30,233.0,258.26,19,2025-11-03,0.43,0.0,1932.08,crítico
CQS0004,Camaçari-Itacimirim-apartamento-SUP-2Q,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Itacimirim",0,222,1426.12,22,2773.76,2025-11,0.2,0.2364,6,30,279.17,236.36,22,2025-11-03,0.51,0.0,1347.6400000000003,atenção
CVPA103,Porto_de_Pedras-Geral-apartamento-SUP-2Q,Carteira 2,AL,"Porto de Pedras, AL","Porto de Pedras, AL, Patacho",0,631,477.18,33,3124.13,2025-11,0.1,0.3609,3,30,189.0,186.21,24,2025-11-03,0.15,0.0,2646.9500000000003,crítico
DNAG2001,Goiania-Central-apartamento-SUP-1Q,Carteira 1_sys-price,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,123,1801.28,127,604.39,2025-11,0.4333,0.1935,13,30,173.75,158.17,6,2025-11-03,2.98,0.0,-1196.8899999999999,meta_subestimada
EFR203,Cabo_Frio-Centro-apartamento-TOP-3Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Braga",3,1052,3042.08,18,4132.99,2025-11,0.1481,0.2108,4,30,456.63,440.27,15,2025-11-03,0.74,1369.8899999999999,1090.9099999999999,atenção
ENE0218,Brasilia-Asa_Norte-apartamento-TOP-1Q,Carteira 1_sys-price,DF,"Brasília, DF","Brasília, DF, Setor Noroeste",29,446,0.0,27,3302.18,2025-11,0.0,0.5244,0,30,0.0,540.0,1,2025-11-03,0.0,0.0,3302.18,crítico
FTM0401,Florianopolis-Ingleses_Norte-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses Norte",0,213,3430.76,43,2294.44,2025-11,0.6,0.3481,18,30,231.39,228.6,10,2025-11-03,1.5,0.0,-1136.3200000000002,ok
GPS0102,Imbituba-Centro-apartamento-JR-2Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Vila Nova",1,214,2541.22,8,1630.19,2025-11,0.6552,0.2202,19,30,160.84,127.63,8,2025-11-03,1.56,160.84,-911.0299999999997,ok
HYP0202,Florianopolis-Canasvieiras_Meio-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,40,1859.91,27,2104.57,2025-11,0.4,0.44,12,30,550.0,171.53,15,2025-11-03,0.88,0.0,244.66000000000008,berlinda
IHO127,Florianopolis-Ingleses_Norte-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,806,4206.24,43,2294.44,2025-11,0.7333,0.3481,22,30,210.73,211.25,8,2025-11-03,1.83,0.0,-1911.7999999999997,ok
ILC4112,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,815,7873.74,16,7488.19,2025-11,0.4667,0.4706,14,30,784.14,582.79,14,2025-11-03,1.05,0.0,-385.5500000000002,berlinda
MCB0205,Balneario_Picarras-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, itacolomi",0,298,776.49,47,1274.96,2025-11,0.1,0.1633,3,30,250.0,250.0,24,2025-11-03,0.61,0.0,498.47,atenção
MMD0403,Ilheus-Sul-apartamento-TOP-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, São Francisco",1,187,1606.42,15,1946.5,2025-11,0.3103,0.2588,9,30,217.78,220.41,17,2025-11-03,0.83,217.78,340.0799999999999,berlinda
NWT0417,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,338,6544.59,35,4545.08,2025-11,0.8333,0.472,25,30,361.36,306.4,5,2025-11-03,1.44,0.0,-1999.5100000000002,ok
NWT1313,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",16,289,3240.71,35,4545.08,2025-11,0.7857,0.472,11,30,361.91,280.0,1,2025-11-03,0.71,5790.56,1304.37,atenção
PRJ025,Imbituba-Praia_do_Rosa-casa-SIM-1Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",0,213,367.24,51,953.78,2025-11,0.1333,0.2278,4,30,0.0,92.59,27,2025-11-03,0.39,0.0,586.54,crítico
RMM0206,Florianopolis-Ingleses_Centro-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,31,2386.4,18,2117.79,2025-11,0.3667,0.2159,11,30,214.33,247.81,16,2025-11-03,1.13,0.0,-268.6100000000001,ok
RSJ0202,Ilheus-Sul-apartamento-JR-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória",0,334,0.0,15,1576.18,2025-11,0.0,0.1918,0,30,0.0,200.0,27,2025-11-03,0.0,0.0,1576.18,crítico
SOA0510,Salvador-Boca_do_Rio-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Boca do Rio",0,274,627.24,13,2847.5,2025-11,0.1333,0.4886,4,30,176.25,195.0,26,2025-11-03,0.22,0.0,2220.26,crítico
SYH334,Joao_Pessoa-Cabo_Branco-apartamento-TOP-1Q,Carteira 2,PB,"João Pessoa, PB","João Pessoa, PB, Cabo Branco",0,303,4103.3,27,4871.78,2025-11,0.5667,0.5483,17,30,283.12,253.08,13,2025-11-03,0.84,0.0,768.4799999999996,berlinda
VDV0014,Porto_Seguro-Pataxos-apartamento-SUP-1Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Xamagunga",0,292,839.86,12,3190.07,2025-11,0.2333,0.4545,7,30,146.71,161.65,23,2025-11-03,0.26,0.0,2350.21,crítico
VST005,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",1,488,1088.18,42,1530.85,2025-11,0.2069,0.1234,6,30,227.83,177.7,23,2025-11-03,0.71,227.83,442.66999999999985,atenção
AST0103,Porto_Seguro-Pataxos-apartamento-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Taperapuan",0,316,1149.19,27,2773.76,2025-11,0.2333,0.3147,7,30,186.57,165.95,20,2025-11-03,0.41,0.0,1624.5700000000002,crítico
CVKB0006,São_Miguel_dos_Milagres-Geral-apartamento-SUP-1Q,Carteira 2,AL,"São Miguel dos Milagres, AL","São Miguel dos Milagres, AL, Centro",0,408,4583.15,15,3721.3,2025-11,0.5,0.4088,15,30,336.67,275.57,14,2025-11-03,1.23,0.0,-861.8499999999995,ok
DNAB1503,Goiania-Central-apartamento-SUP-1Q,Carteira 1_sys-price,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,772,459.0,127,604.39,2025-11,0.1,0.1935,3,30,180.0,189.0,24,2025-11-03,0.76,0.0,145.39,atenção
EDF1303,Salvador-Ondina_Rio_Vermelho-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Rio Vermelho",1,8,406.96,33,2946.51,2025-11,0.1034,0.4139,3,30,177.33,239.12,25,2025-11-03,0.14,177.33,2539.55,crítico
EUB1006,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,262,1524.46,195,2712.93,2025-11,0.3667,0.4447,11,30,212.27,217.89,18,2025-11-03,0.56,0.0,1188.4699999999998,atenção
IFT1108,Itapema-Meia_Praia-Norte-apartamento-TOP-1Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",0,248,2120.33,24,2714.64,2025-11,0.4667,0.2925,14,30,182.57,242.75,16,2025-11-03,0.78,0.0,594.31,atenção
MHF0607,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,494,0.0,17,1245.76,2025-11,0.0,0.3257,0,30,0.0,351.11,27,2025-11-03,0.0,0.0,1245.76,crítico
MHF0802,Itapema-Canto_Praia-apartamento-TOP-2Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",1,27,3187.26,10,2423.39,2025-11,0.4138,0.2478,12,30,296.47,265.57,14,2025-11-03,1.32,296.47,-763.8700000000003,ok
NAT0202,Cabo_Frio-Pero_Longe-casa-JR-4Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Praia do Peró",2,64,1473.15,29,2080.32,2025-11,0.1071,0.1934,3,30,675.0,404.68,22,2025-11-03,0.71,1350.0,607.1700000000001,atenção
NWT0601,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,215,4525.35,35,4545.08,2025-11,0.6,0.472,18,30,298.78,294.67,12,2025-11-03,1.0,0.0,19.729999999999563,berlinda
NWT0904,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,221,4327.54,35,4545.08,2025-11,0.6333,0.472,19,30,285.37,312.27,11,2025-11-03,0.95,0.0,217.53999999999996,berlinda
NWT1013,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",9,185,3652.48,35,4545.08,2025-11,0.7143,0.472,15,30,302.13,284.8,5,2025-11-03,0.8,2719.17,892.5999999999999,berlinda
PLO0007,Jaguaruna-Camacho-apartamento-SUP-1Q,Carteira 6,SC,"Jaguaruna, SC","Jaguaruna, SC, Centro",0,32,388.35,8,1630.19,2025-11,0.1,0.2015,3,30,187.0,114.92,24,2025-11-03,0.24,0.0,1241.8400000000001,crítico
PSO0905,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,93,3714.9,12,1751.85,2025-11,0.6667,0.2595,20,30,216.5,204.14,7,2025-11-03,2.12,0.0,-1963.0500000000002,meta_subestimada
REH0203,Florianopolis-Barra_da_Lagoa-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Barra da Lagoa",7,66,2770.34,38,3123.32,2025-11,0.5217,0.4284,12,30,299.75,244.36,11,2025-11-03,0.89,2098.25,352.98,berlinda
RIG0102,Florianopolis-Ingleses_Praia-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",10,705,10042.5,16,6421.02,2025-11,1.0,0.3207,20,30,765.25,,0,2025-11-03,1.56,7652.5,-3621.4799999999996,ok
SPJ0205,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,517,6988.42,19,5610.79,2025-11,0.8667,0.5559,26,30,333.62,325.25,4,2025-11-03,1.25,0.0,-1377.63,ok
STG2085,Imbituba-Praia_do_Rosa-casa-SUP-5Q,Carteira 6,SC,"Garopaba, SC","Garopaba, SC, Grama",6,1200,3694.32,11,3911.7,2025-11,0.125,0.2035,3,30,1350.0,505.05,21,2025-11-03,0.94,8100.0,217.37999999999965,berlinda
TSO0311,Balneario_Camboriu-Longe-apartamento-MASTER-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Estados",0,108,4884.77,30,3216.82,2025-11,0.5,0.3513,15,30,400.8,343.21,14,2025-11-03,1.52,0.0,-1667.9500000000003,ok
VST015,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos pinheiros",5,123,1907.84,42,1530.85,2025-11,0.36,0.1234,9,30,231.89,191.44,16,2025-11-03,1.25,1159.4499999999998,-376.99,ok
ABC0403,Itajai-Praia_Brava-apartamento-SUP-3Q,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Praia Brava de Itajaí",2,956,2782.17,29,2627.78,2025-11,0.3214,0.2862,9,30,380.11,286.83,18,2025-11-03,1.06,760.22,-154.38999999999987,berlinda
BLU0206,Florianopolis-Praia_Brava-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",6,498,3303.6,12,1445.28,2025-11,0.5417,0.1916,13,30,334.23,218.78,9,2025-11-03,2.29,2005.38,-1858.32,meta_subestimada
CET603,Balneario_Camboriu-Centro-apartamento-TOP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,906,6956.24,26,4832.67,2025-11,0.7667,0.3826,23,30,355.96,381.43,7,2025-11-03,1.44,0.0,-2123.5699999999997,ok
