listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,dias_pmin,data_da_execucao,atingimento_meta,faturamento_perdido_bloqueio,falta_meta,grupo_criticidade
LIV1408,Salvador-Graca-apartamento-TOP-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Vitória",0,71,5196.75,12,2921.78,2025-10,0.9677,0.5466,30,31,217.87,,0,0,2025-10-27,1.78,0.0,-2274.97,ok
MHFA0507,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,426,3254.5,11,1766.45,2025-10,0.8065,0.415,25,31,140.62,130.0,1,0,2025-10-27,1.84,0.0,-1488.05,ok
NOA1014,Sao_Paulo-Santo_Amaro-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Santo Amaro",8,449,1293.55,152,3299.8,2025-10,0.3478,0.6158,8,31,155.5,,0,0,2025-10-27,0.39,1244.0,2006.2500000000002,crítico
NWT0815,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,155,4806.53,34,5613.71,2025-10,0.6667,0.7261,20,31,285.6,280.0,1,0,2025-10-27,0.86,285.6,807.1800000000003,berlinda
NWT1022,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,168,5424.24,34,5613.71,2025-10,0.7667,0.7261,23,31,277.22,,0,0,2025-10-27,0.97,277.22,189.47000000000025,berlinda
PEV025,Ubatuba-Tenorio-casa-JR-4Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Tenório",3,175,1527.47,59,5450.2,2025-10,0.25,0.5641,7,31,264.14,321.0,4,0,2025-10-27,0.28,792.42,3922.7299999999996,crítico
PSO0309,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,70,2649.13,18,2566.46,2025-10,0.5484,0.6596,17,31,181.06,148.5,4,0,2025-10-27,1.03,0.0,-82.67000000000007,berlinda
SPI0811,Sao_Paulo-Pinheiros-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pinheiros",0,294,5866.21,262,5251.9,2025-10,0.7742,0.6952,24,31,270.0,,0,0,2025-10-27,1.12,0.0,-614.3100000000004,ok
VIN202,Florianopolis-Ingleses_Norte-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",7,1560,3513.1,23,2428.26,2025-10,0.7917,0.3893,19,31,232.32,220.5,2,0,2025-10-27,1.45,1626.24,-1084.8399999999997,ok
VNV1301,Itapema-Praia_Centro-apartamento-SUP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Tabuleiro dos Oliveiras",0,57,2895.0,19,2550.0,2025-10,0.6452,0.5336,20,31,175.65,,0,0,2025-10-27,1.14,0.0,-345.0,ok
BFC301,Cabo_Frio-Centro-apartamento-JR-3Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Braga",4,847,2420.05,103,3342.34,2025-10,0.4074,0.4987,11,31,287.45,189.25,4,0,2025-10-27,0.72,1149.8,922.29,atenção
BLS1755,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",0,741,2749.72,161,2721.7,2025-10,0.6774,0.6044,21,31,157.95,140.0,1,18,2025-10-27,1.01,0.0,-28.019999999999982,berlinda
BMC1008,Florianopolis-Beira_Mar-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,35,2910.86,14,4739.81,2025-10,0.6129,0.6267,19,31,196.32,225.0,4,0,2025-10-27,0.61,0.0,1828.9500000000003,atenção
EJO0402,Florianopolis-Centrao-apartamento-JR-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",1,363,2749.85,68,2759.16,2025-10,0.7333,0.6039,22,31,156.5,95.67,3,0,2025-10-27,1.0,156.5,9.309999999999945,berlinda
GSH0101,Camaçari-Monte_Gordo-apartamento-TOP-2Q,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Monte Gordo",5,195,6438.78,26,8375.69,2025-10,0.8846,0.6718,23,31,319.22,250.0,1,2,2025-10-27,0.77,1596.1000000000001,1936.9100000000008,atenção
ILC2106,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",7,1833,6924.76,16,7820.79,2025-10,0.75,0.6145,18,31,446.94,300.0,3,0,2025-10-27,0.89,3128.58,896.0299999999997,berlinda
JBV157,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1090,9668.41,32,10019.61,2025-10,0.9677,0.8219,30,31,404.57,,0,0,2025-10-27,0.96,0.0,351.2000000000007,berlinda
JPA102,Gramado-Geral-apartamento-JR-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Vila Jardim",2,496,1926.0,36,2528.02,2025-10,0.2759,0.3317,8,31,264.0,231.0,2,5,2025-10-27,0.76,528.0,602.02,atenção
JSO0007,Porto_Seguro-Pataxos-apartamento-JR-1Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, PRAIA DE MUNDAÍ",3,341,0.0,43,3601.03,2025-10,0.0,0.6343,0,31,0.0,359.0,4,31,2025-10-27,0.0,0.0,3601.03,crítico
NGO0002,Pocos_de_Caldas-Geral-apartamento-SUP-1Q,Carteira 4,MG,"Poços de Caldas, MG","Poços de Caldas, MG, São Benedito",2,119,1690.14,30,1751.93,2025-10,0.4828,0.4614,14,31,145.79,120.0,1,0,2025-10-27,0.96,291.58,61.789999999999964,berlinda
NWT0323,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,314,4354.28,34,5613.71,2025-10,0.5806,0.7261,18,31,297.0,280.0,4,0,2025-10-27,0.78,0.0,1259.4300000000003,atenção
NWT1302,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,321,7310.28,34,5613.71,2025-10,0.8065,0.7261,25,31,329.56,295.5,2,0,2025-10-27,1.3,0.0,-1696.5699999999997,ok
OAG0505,Sao_Paulo-Pinheiros-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Cerqueira César",0,146,5377.76,413,3951.39,2025-10,0.871,0.6435,27,31,221.43,170.0,1,0,2025-10-27,1.36,0.0,-1426.3700000000003,ok
OPR0303,Salvador-Ondina_Rio_Vermelho-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Ondina",6,42,3058.11,67,2441.63,2025-10,0.92,0.5897,23,31,150.26,,0,3,2025-10-27,1.25,901.56,-616.48,ok
PSD201,Florianopolis-Jurere_Tradicional-apartamento-SIM-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",2,1959,3357.75,14,1897.84,2025-10,0.931,0.4639,27,31,174.78,,0,0,2025-10-27,1.77,349.56,-1459.91,ok
PSO1003,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,89,4463.45,18,2566.46,2025-10,0.9355,0.6596,29,31,209.24,,0,0,2025-10-27,1.74,0.0,-1896.9899999999998,ok
PSOA1101,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,85,3355.22,18,2566.46,2025-10,0.7742,0.6596,24,31,167.29,153.0,3,0,2025-10-27,1.31,0.0,-788.7599999999998,ok
RJE0980,Gramado-Geral-casa-JR-4Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Casa Grande",9,363,1871.32,8,3297.86,2025-10,0.3182,0.2138,7,31,329.0,345.0,3,0,2025-10-27,0.57,2961.0,1426.5400000000002,atenção
RLI0101,Florianopolis-Ingleses_Norte-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",4,306,2412.23,32,2245.74,2025-10,0.5926,0.5091,16,31,195.94,,0,0,2025-10-27,1.07,783.76,-166.49000000000024,berlinda
RMH1511,Aguas_Claras-Geral-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Águas Claras",0,171,4614.59,101,2564.51,2025-10,0.9032,0.6527,28,31,183.25,137.0,1,0,2025-10-27,1.8,0.0,-2050.08,ok
SOA0111,Salvador-Boca_do_Rio-apartamento-SUP-2Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Boca do Rio",0,414,5992.72,12,4206.32,2025-10,0.9032,0.7674,28,31,205.04,,0,0,2025-10-27,1.42,0.0,-1786.4000000000005,ok
SPT0105,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,565,3987.96,48,6119.8,2025-10,0.3548,0.5972,11,31,407.36,101.25,4,17,2025-10-27,0.65,0.0,2131.84,atenção
SSN0304,Salvador-Costa_Azul-apartamento-SUP-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Costa Azul",0,275,3580.64,31,2343.45,2025-10,0.8387,0.6577,26,31,143.87,162.0,1,0,2025-10-27,1.53,0.0,-1237.19,ok
UCR0505,Porto_Alegre-Jardim_Botanico-apartamento-SUP-1Q,Carteira 2,RS,"Porto Alegre, RS","Porto Alegre, RS, Três Figueiras",2,8,1418.81,63,2126.55,2025-10,0.3103,0.5301,9,31,200.0,200.0,4,31,2025-10-27,0.67,400.0,707.7400000000002,atenção
VJG0102,Ilheus-Sul-apartamento-SUP-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, São Francisco",3,683,2284.28,24,3158.2,2025-10,0.6071,0.5022,17,31,160.88,144.25,4,0,2025-10-27,0.72,482.64,873.9199999999996,atenção
VLP0105,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-SUP-2Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Praia do Forte",2,586,5101.27,33,5559.2,2025-10,0.7241,0.5191,21,31,307.86,250.0,3,0,2025-10-27,0.92,615.72,457.9299999999994,berlinda
VLPD0223,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-SUP-1Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Açu da Torre",5,71,3994.03,37,4087.65,2025-10,0.7692,0.5275,20,31,232.8,234.75,4,0,2025-10-27,0.98,1164.0,93.61999999999989,berlinda
CNA012,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,985,12973.59,25,9245.88,2025-10,0.7742,0.485,24,31,651.5,675.0,1,3,2025-10-27,1.4,0.0,-3727.710000000001,ok
CSP0407,Sao_Paulo-Bela_Vista-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Bela Vista",0,282,6763.19,225,4068.53,2025-10,0.9355,0.6827,29,31,254.9,170.0,1,0,2025-10-27,1.66,0.0,-2694.6599999999994,ok
DAL207,Canela-Geral-apartamento-SUP-2Q,Carteira 4,RS,"Canela, RS","Canela, RS, São José",2,189,2413.82,17,3094.93,2025-10,0.4138,0.3208,12,31,238.92,197.0,2,0,2025-10-27,0.78,477.84,681.1099999999997,atenção
DMS0107,Gramado-Centro-apartamento-TOP-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Bairro Belverede",0,132,8327.84,53,5324.65,2025-10,0.3871,0.5115,12,31,800.0,800.0,2,31,2025-10-27,1.56,0.0,-3003.1900000000005,ok
ELF0503,Bombinhas-Bombas-apartamento-SUP-1Q,Especial,SC,"Bombinhas, SC","Bombinhas, SC, José Amândio",1,147,990.9,42,1744.23,2025-10,0.1667,0.3583,5,31,228.0,228.0,4,31,2025-10-27,0.57,228.0,753.33,atenção
IAA1002,Recife-Boa_Viagem-apartamento-TOP-1Q,Carteira 2,PE,"Recife, PE","Recife, PE, Boa Viagem",2,567,4163.79,52,5250.68,2025-10,0.7586,0.7529,22,31,229.86,194.5,2,0,2025-10-27,0.79,459.72,1086.8900000000003,atenção
IER0305,Salvador-Ondina_Rio_Vermelho-apartamento-JR-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Ondina",0,37,2666.48,56,2170.4,2025-10,0.9032,0.6112,28,31,125.64,390.0,1,3,2025-10-27,1.23,0.0,-496.0799999999999,ok
IFT1802,Itapema-Meia_Praia-Norte-apartamento-TOP-1Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",3,341,3548.1,20,2978.59,2025-10,0.8571,0.5085,24,31,173.46,,0,0,2025-10-27,1.19,520.38,-569.5099999999998,ok
MGI024,Porto_Seguro-Pitinga-casa-TOP-3Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial D'Ajuda",0,705,9739.51,12,7828.43,2025-10,0.4516,0.4583,14,31,854.5,562.5,4,0,2025-10-27,1.24,0.0,-1911.08,ok
MHF1807,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",8,288,2629.22,15,3459.9,2025-10,0.7826,0.6192,18,31,170.83,,0,0,2025-10-27,0.76,1366.64,830.6800000000003,atenção
NDE0003,Florianopolis-Campeche-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ribeirão da Ilha",0,175,2333.16,25,2756.73,2025-10,0.5161,0.5652,16,31,177.06,180.0,4,0,2025-10-27,0.85,0.0,423.57000000000016,berlinda
NWT1008,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,167,6503.05,34,5613.71,2025-10,0.871,0.7261,27,31,310.56,280.0,1,0,2025-10-27,1.16,0.0,-889.3400000000001,ok
NWT1113,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",2,257,6704.75,34,5613.71,2025-10,0.8621,0.7261,25,31,330.28,280.0,1,0,2025-10-27,1.19,660.56,-1091.04,ok
NWT1419,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,278,8388.48,34,5613.71,2025-10,0.9032,0.7261,28,31,394.39,,0,0,2025-10-27,1.49,0.0,-2774.7699999999995,ok
OBS0201,Itapema-Meia_Praia-Sul-apartamento-JR-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Itapema",0,120,2692.54,14,1946.01,2025-10,0.8387,0.4852,26,31,129.62,162.0,1,0,2025-10-27,1.38,0.0,-746.53,ok
OKA105,Florianopolis-Campeche-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,1010,3624.96,25,2756.73,2025-10,0.7419,0.5652,23,31,184.74,194.0,3,1,2025-10-27,1.31,0.0,-868.23,ok
PLA0408,Curitiba-Boa_Vista-apartamento-SUP-1Q,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Boa Vista",0,19,2689.42,24,2409.04,2025-10,0.6452,0.6373,20,31,169.65,,0,0,2025-10-27,1.12,0.0,-280.3800000000001,ok
PRA0304,Florianopolis-Ingleses_Norte-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,688,1697.64,20,3001.73,2025-10,0.1935,0.5171,6,31,346.71,219.0,3,25,2025-10-27,0.57,0.0,1304.09,atenção
PRY0002,Porto_Seguro-Pataxos-apartamento-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Taperapuã",4,12,4295.13,35,5287.85,2025-10,0.7778,0.6403,21,31,267.05,186.0,1,0,2025-10-27,0.81,1068.2,992.7200000000003,berlinda
RLU0302,Gramado-Carniel-apartamento-TOP-3Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Jardim Bela Vista",6,76,4436.99,18,5865.74,2025-10,0.52,0.4428,13,31,451.08,,0,0,2025-10-27,0.76,2706.48,1428.75,atenção
SOA0205,Salvador-Boca_do_Rio-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Boca do Rio",11,348,1908.65,28,2387.44,2025-10,0.9,0.6706,18,31,146.67,,0,0,2025-10-27,0.8,1613.37,478.78999999999996,atenção
TCO0712,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,524,2200.35,87,2119.74,2025-10,0.6774,0.5817,21,31,128.9,120.0,1,0,2025-10-27,1.04,0.0,-80.61000000000013,berlinda
TPS209,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,966,2711.75,29,2888.12,2025-10,0.7419,0.6699,23,31,162.13,182.0,2,0,2025-10-27,0.94,0.0,176.3699999999999,berlinda
VEC213,Bombinhas-Centro-apartamento-SUP-1Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",1,1006,3585.51,32,2630.32,2025-10,0.8667,0.5814,26,31,184.62,,0,0,2025-10-27,1.36,184.62,-955.19,ok
VLE005,Bombinhas-Mariscal-apartamento-JR-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Mariscal",0,1463,498.37,28,2236.75,2025-10,0.0968,0.4398,3,31,198.0,198.0,4,31,2025-10-27,0.22,0.0,1738.38,crítico
VRA404,Florianopolis-Centrao-apartamento-SUP-3Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",1,429,6401.51,20,4934.38,2025-10,0.7,0.5868,21,31,393.19,300.0,2,18,2025-10-27,1.3,393.19,-1467.13,ok
BSD1501,Balneario_Camboriu-Norte-apartamento-MASTER-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Pioneiros",27,168,1459.48,49,8811.45,2025-10,1.0,0.5486,4,31,400.0,,0,4,2025-10-27,0.17,10800.0,7351.970000000001,crítico
CCC0302,Florianopolis-Ingleses_Praia-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses Norte",1,34,1347.19,47,2993.28,2025-10,0.3333,0.4455,10,31,175.1,,0,0,2025-10-27,0.45,175.1,1646.0900000000001,crítico
CEN0035,Porto_Alegre-Auxiliadora-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Auxiliadora",1,265,1885.4,101,3239.35,2025-10,0.4667,0.6289,14,31,159.71,150.0,2,0,2025-10-27,0.58,159.71,1353.9499999999998,atenção
CTD0401,Penha-Longe-apartamento-JR-2Q,Carteira 6,SC,"Penha, SC","Penha, SC, Centro",0,202,2503.58,23,2352.35,2025-10,0.7419,0.5,23,31,142.09,111.0,2,0,2025-10-27,1.06,0.0,-151.23000000000002,berlinda
FRE2112,Sao_Paulo-Pinheiros-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pinheiros",0,14,3147.66,413,3951.39,2025-10,0.6129,0.6435,19,31,195.95,170.0,1,0,2025-10-27,0.8,0.0,803.73,atenção
HSC0518,Cabo_Frio-Centro-apartamento-SUP-1Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Passagem",6,149,2242.08,51,3944.58,2025-10,0.52,0.7301,13,31,217.54,186.0,2,0,2025-10-27,0.57,1305.24,1702.5,atenção
IHO264,Florianopolis-Ingleses_Norte-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",9,806,2602.76,52,1857.64,2025-10,0.8182,0.4408,18,31,166.72,,0,0,2025-10-27,1.4,1500.48,-745.1200000000001,ok
