listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,dias_pmin,data_da_execucao,atingimento_meta,faturamento_perdido_bloqueio,falta_meta,grupo_criticidade
NWT0922,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,221,5417.25,41,4882.8,2025-11,0.7333,0.6137,22,30,280.22,266.25,4,0,2025-11-17,1.11,0.0,-534.4499999999998,ok
NWT1004,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,199,3987.58,41,4882.8,2025-11,0.5517,0.6137,16,30,300.31,292.75,8,0,2025-11-17,0.82,300.31,895.2200000000003,berlinda
PRJ004,Imbituba-Praia_do_Rosa-casa-SIM-1Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",0,1241,822.6,57,1246.1,2025-11,0.3333,0.3526,10,30,98.7,90.0,6,0,2025-11-17,0.66,0.0,423.4999999999999,atenção
SOA0301,Salvador-Boca_do_Rio-apartamento-SUP-2Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Boca do Rio",1,271,4923.83,16,3552.83,2025-11,0.8276,0.6429,24,30,248.5,181.33,3,0,2025-11-17,1.39,248.5,-1371.0,ok
SOA1005,Salvador-Boca_do_Rio-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Boca do Rio",1,22,2033.83,16,3552.83,2025-11,0.5172,0.6429,15,30,191.53,221.1,10,0,2025-11-17,0.57,191.53,1519.0,atenção
STN0404,Florianopolis-Ingleses_Norte-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses Norte",0,228,5809.12,72,2760.26,2025-11,0.7,0.346,21,30,314.1,294.2,5,0,2025-11-17,2.1,0.0,-3048.8599999999997,meta_subestimada
TRC0507,Florianopolis-UFSC-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Carvoeira",0,50,3173.05,42,3311.18,2025-11,0.7,0.6012,21,30,206.62,133.89,9,0,2025-11-17,0.96,0.0,138.12999999999965,berlinda
UAR301,Itapema-Praia_Centro-apartamento-TOP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Centro",6,53,5205.57,8,2976.05,2025-11,0.9167,0.3398,22,30,276.59,180.0,2,0,2025-11-17,1.75,1659.54,-2229.5199999999995,ok
VAC0203,Barra_Velha-Tabuleiro-apartamento-TOP-2Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajubá",0,23,1485.85,39,2164.53,2025-11,0.2667,0.344,8,30,240.75,183.5,8,1,2025-11-17,0.69,0.0,678.6800000000003,atenção
AAP1405,Salvador-Caminho_Das_Arvores-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Caminho das Árvores",2,225,2009.93,43,2715.37,2025-11,0.5714,0.5759,16,30,148.81,169.0,9,0,2025-11-17,0.74,297.62,705.4399999999998,atenção
BLN0802,Porto_Belo-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",1,697,3673.68,23,2153.15,2025-11,0.7931,0.3098,23,30,189.57,133.4,5,0,2025-11-17,1.71,189.57,-1520.5299999999997,ok
BSO0201,Itajai-Praia_Brava-apartamento-SUP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Praia dos Amores",0,57,2935.16,10,2960.79,2025-11,0.6667,0.5296,20,30,167.5,145.0,7,0,2025-11-17,0.99,0.0,25.63000000000011,berlinda
CPR0108,Marau-Barra_Grande-apartamento-SUP-1Q,Carteira 2,BA,"Maraú, BA","Maraú, BA, Barra Grande",2,528,0.0,13,1980.56,2025-11,0.0,0.2791,0,30,0.0,333.23,13,19,2025-11-17,0.0,0.0,1980.56,crítico
CSD0403,Bombinhas-Bombas-apartamento-SUP-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Bombas",8,470,5522.64,19,2919.75,2025-11,0.9091,0.438,20,30,370.3,144.0,1,0,2025-11-17,1.89,2962.4,-2602.8900000000003,ok
DAC0202,Florianopolis-Estreito-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Estreito",2,101,1595.14,23,2695.9,2025-11,0.3571,0.5518,10,30,149.46,115.67,3,0,2025-11-17,0.59,298.92,1100.76,atenção
DIO0507,Sao_Paulo-Pompeia-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pompeia",2,59,2169.47,71,3052.11,2025-11,0.5714,0.4722,16,30,174.63,168.33,6,0,2025-11-17,0.71,349.26,882.6400000000003,atenção
EFE0803,Guarapari-Praia_do_Morro-apartamento-SUP-3Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Praia do Morro",17,631,1417.03,69,3432.65,2025-11,0.3846,0.4273,5,30,343.2,307.33,6,0,2025-11-17,0.41,5834.4,2015.6200000000001,crítico
HBA0309,Salvador-Barra-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,435,3042.11,130,4966.05,2025-11,0.5667,0.6899,17,30,252.12,216.0,7,0,2025-11-17,0.61,0.0,1923.94,atenção
IBC0205,Florianopolis-Campeche_Praia-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Morro das Pedras",9,309,8886.0,74,6804.48,2025-11,0.9524,0.5927,20,30,519.95,,0,0,2025-11-17,1.31,4679.55,-2081.5200000000004,ok
ILC1306,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1011,12131.98,16,10274.6,2025-11,0.7333,0.614,22,30,573.88,653.5,4,0,2025-11-17,1.18,0.0,-1857.3799999999992,ok
ILC4107,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",5,423,9683.14,30,11211.84,2025-11,0.76,0.7268,19,30,633.0,729.0,1,0,2025-11-17,0.86,3165.0,1528.7000000000007,berlinda
ILH310,Florianopolis-Canasvieiras_Perto-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,91,5161.92,20,4783.52,2025-11,0.6667,0.569,20,30,325.1,318.86,7,0,2025-11-17,1.08,0.0,-378.39999999999964,berlinda
LAM0601,Itapema-Praia_Itapema-apartamento-SUP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Andorinha",1,3,0.0,16,3187.39,2025-11,0.0,0.2795,0,30,0.0,1200.0,13,30,2025-11-17,0.0,0.0,3187.39,crítico
NNG0102,Florianopolis-Novo_Campeche-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",7,306,4472.04,52,6836.11,2025-11,0.6957,0.6116,16,30,350.0,297.0,3,0,2025-11-17,0.65,2450.0,2364.0699999999997,atenção
NWT1023,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,199,7522.64,41,4882.8,2025-11,0.8333,0.6137,25,30,384.72,,0,0,2025-11-17,1.54,0.0,-2639.84,ok
PRJ001,Imbituba-Praia_do_Rosa-casa-SIM-1Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",0,1241,864.52,57,1246.1,2025-11,0.3333,0.3526,10,30,102.0,90.0,10,0,2025-11-17,0.69,0.0,381.5799999999999,atenção
PSO0610,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,93,4680.5,17,2238.48,2025-11,0.8667,0.4378,26,30,221.19,157.0,1,0,2025-11-17,2.09,0.0,-2442.02,meta_subestimada
PTJ203,Florianopolis-Jurere_Tradicional-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,611,6823.0,20,9043.7,2025-11,0.5,0.6419,15,30,694.0,520.2,5,19,2025-11-17,0.75,0.0,2220.7000000000007,atenção
RHL0305,Florianopolis-Ingleses_Centro-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",1,268,1637.1,48,6299.36,2025-11,0.2069,0.4444,6,30,511.33,500.0,6,27,2025-11-17,0.26,511.33,4662.26,crítico
RPB037,Florianopolis-Cachoeira_Bom_Jesus-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",5,845,3448.59,17,2844.32,2025-11,0.6,0.3982,15,30,298.67,166.0,1,0,2025-11-17,1.21,1493.3500000000001,-604.27,ok
SEM0012,Barra_Velha-Centro-apartamento-SUP-1Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Tabuleiro",2,31,1397.57,14,2038.79,2025-11,0.4286,0.2764,12,30,144.0,146.11,9,0,2025-11-17,0.69,288.0,641.22,atenção
SOV0005,Mata_de_Sao_Joao-Praia_Imbassai-apartamento-TOP-1Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Imbassaí",3,254,3852.8,14,5923.2,2025-11,0.6667,0.5878,18,30,253.33,250.2,5,0,2025-11-17,0.65,759.99,2070.3999999999996,atenção
STCY101,Florianopolis-Cachoeira_Bom_Jesus-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",0,561,2906.1,17,2844.32,2025-11,0.7667,0.3982,23,30,184.26,202.5,6,0,2025-11-17,1.02,0.0,-61.779999999999745,berlinda
VST017,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos pinheiros",4,123,1307.41,51,3596.78,2025-11,0.2692,0.2412,7,30,231.86,184.36,11,0,2025-11-17,0.36,927.44,2289.37,crítico
AMC0204,Florianopolis-Ingleses_Praia-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,666,3237.0,32,2134.95,2025-11,0.5667,0.4834,17,30,261.71,187.0,2,2,2025-11-17,1.52,0.0,-1102.0500000000002,ok
CNA006,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,1016,9653.43,25,9000.13,2025-11,0.5333,0.4689,16,30,713.38,666.78,9,0,2025-11-17,1.07,0.0,-653.3000000000011,berlinda
DPAC0116,Aguas_Claras-Geral-apartamento-SUP-1Q,Carteira 1_sys-price,DF,"Brasília, DF","Brasília, DF, Águas Claras",0,199,2471.0,104,2428.66,2025-11,0.5333,0.5826,16,30,245.15,186.6,5,0,2025-11-17,1.02,0.0,-42.340000000000146,berlinda
ELU0311,Especial-JPR-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,598,5363.57,17,6230.75,2025-11,0.5333,0.6533,16,30,423.63,292.2,5,0,2025-11-17,0.86,0.0,867.1800000000003,berlinda
GRB0917,Porto_Alegre-Auxiliadora-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Rio Branco",0,353,2809.45,102,2670.7,2025-11,0.6,0.5258,18,30,151.78,150.0,6,0,2025-11-17,1.05,0.0,-138.75,berlinda
JPR211,Especial-JPR-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,992,4998.6,17,6230.75,2025-11,0.5333,0.6533,16,30,347.26,298.5,6,0,2025-11-17,0.8,0.0,1232.1499999999996,berlinda
LLR802,Porto_Belo-Geral-apartamento-MASTER-3Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",4,1181,8459.68,8,4815.88,2025-11,0.8077,0.442,21,30,477.1,450.0,4,0,2025-11-17,1.76,1908.4,-3643.8,ok
MHF1206,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",4,313,1771.72,17,3496.4,2025-11,0.2692,0.5558,7,30,310.71,300.0,6,23,2025-11-17,0.51,1242.84,1724.68,atenção
MHFA0503,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,457,3139.92,10,3496.69,2025-11,0.6667,0.3962,20,30,180.05,170.63,8,0,2025-11-17,0.9,0.0,356.77,berlinda
MRV0001,Imbituba-Praia_do_Rosa-casa-SUP-3Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Praia do Rosa",8,407,3482.73,26,4543.62,2025-11,0.5,0.3812,11,30,389.09,198.29,7,0,2025-11-17,0.77,3112.72,1060.8899999999999,atenção
MTA0201,Barra_Velha-Centro-apartamento-SUP-2Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Tabuleiro",0,101,1361.93,16,2066.77,2025-11,0.3,0.3244,9,30,169.33,141.11,9,0,2025-11-17,0.66,0.0,704.8399999999999,atenção
MTR1703,Porto_Belo-Geral-apartamento-TOP-3Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",0,227,5010.47,12,3956.26,2025-11,0.7333,0.2556,22,30,299.91,175.0,5,0,2025-11-17,1.27,0.0,-1054.21,ok
NBL0401,Porto_Alegre-Jardim_Botanico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Santa Cecília",0,702,1237.87,66,1981.77,2025-11,0.3667,0.4428,11,30,143.27,130.0,10,0,2025-11-17,0.62,0.0,743.9000000000001,atenção
NWT0811,Especial-NWT-apartamento-MASTER-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",2,177,10349.71,30,6349.7,2025-11,0.9643,0.7184,27,30,540.96,,0,0,2025-11-17,1.63,1081.92,-4000.0099999999993,ok
NWT0903,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,219,4944.76,41,4882.8,2025-11,0.7241,0.6137,21,30,271.76,272.4,5,0,2025-11-17,1.01,271.76,-61.960000000000036,berlinda
PPE0302,Sao_Paulo-Brooklin-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Brooklin Novo",7,85,4446.79,297,4078.3,2025-11,0.8696,0.634,20,30,244.0,184.0,1,0,2025-11-17,1.09,1708.0,-368.4899999999998,berlinda
RAA0301,Itapema-Meia_Praia-Norte-apartamento-SUP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",4,75,2887.45,35,2802.96,2025-11,0.5,0.3613,13,30,256.69,187.88,8,0,2025-11-17,1.03,1026.76,-84.48999999999978,berlinda
RCX1807,Itajai-Praia_Brava-apartamento-MASTER-2Q,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Praia Brava",0,261,6543.22,14,6330.5,2025-11,0.7667,0.6243,23,30,345.65,270.0,3,7,2025-11-17,1.03,0.0,-212.72000000000025,berlinda
STP1106,Guarapari-Centro-apartamento-SUP-1Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Centro",2,214,974.52,34,1958.67,2025-11,0.3214,0.4965,9,30,131.78,122.11,9,0,2025-11-17,0.5,263.56,984.1500000000001,crítico
TCO1008,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,397,2764.09,77,2102.22,2025-11,0.9,0.5111,27,30,132.41,,0,0,2025-11-17,1.31,0.0,-661.8700000000003,ok
TPS108,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",2,1003,2833.4,22,4192.76,2025-11,0.5714,0.6,16,30,203.19,241.67,9,0,2025-11-17,0.68,406.38,1359.3600000000001,atenção
TSF1302,Balneario_Camboriu-Sul-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",5,345,4035.35,81,4074.02,2025-11,0.64,0.4473,16,30,306.75,300.5,4,0,2025-11-17,0.99,1533.75,38.67000000000007,berlinda
UPP0512,Curitiba-Centro-apartamento-JR-1Q,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Alto da XV",0,17,2471.87,286,2306.12,2025-11,0.7,0.612,21,30,146.62,130.0,4,0,2025-11-17,1.07,0.0,-165.75,berlinda
VST020,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",3,123,2501.83,51,3596.78,2025-11,0.4815,0.2412,13,30,245.0,160.0,7,0,2025-11-17,0.7,735.0,1094.9500000000003,atenção
ATP0001,Porto_Seguro-Pitinga-casa-SUP-4Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial D ajuda",0,207,0.0,8,5147.19,2025-11,0.0,0.285,0,30,0.0,434.23,13,0,2025-11-17,0.0,0.0,5147.19,crítico
BSO0101,Itajai-Praia_Brava-apartamento-SUP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Praia dos Amores",0,57,3299.38,10,2960.79,2025-11,0.8667,0.5296,26,30,154.12,140.0,4,0,2025-11-17,1.11,0.0,-338.59000000000015,ok
CAS014,Florianopolis-Estreito-apartamento-JR-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Coqueiros",0,563,1952.43,13,2554.62,2025-11,0.3333,0.4412,10,30,236.2,164.25,8,0,2025-11-17,0.76,0.0,602.1899999999998,atenção
CCU203,Florianopolis-Praia_Brava-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Praia Brava",1,1192,2260.62,16,2476.92,2025-11,0.3103,0.3611,9,30,334.44,258.0,4,0,2025-11-17,0.91,334.44,216.30000000000018,berlinda
DOV108,Florianopolis-Ingleses_Norte-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses",0,845,3470.13,72,2760.26,2025-11,0.5667,0.346,17,30,272.06,200.71,7,0,2025-11-17,1.26,0.0,-709.8699999999999,ok
ECF0306,Cabo_Frio-Centro-apartamento-JR-2Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Centro",3,417,1145.42,150,2889.82,2025-11,0.2963,0.4666,8,30,179.25,173.4,5,0,2025-11-17,0.4,537.75,1744.4,crítico
EIO6031,Itapema-Meia_Praia-Norte-apartamento-JR-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",5,759,3405.89,18,2029.23,2025-11,0.72,0.3357,18,30,220.44,,0,0,2025-11-17,1.68,1102.2,-1376.6599999999999,ok
LIV1704,Salvador-Graca-apartamento-SUP-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Vitória",0,121,4672.01,38,3744.3,2025-11,0.8333,0.6118,25,30,250.07,229.5,2,0,2025-11-17,1.25,0.0,-927.71,ok
MHE213,Florianopolis-Cachoeira_Bom_Jesus-apartamento-MASTER-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",5,617,5773.21,12,7202.05,2025-11,0.44,0.5688,11,30,622.27,461.25,4,0,2025-11-17,0.8,3111.35,1428.8400000000001,berlinda
MHFB0506,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,457,2830.91,10,3496.69,2025-11,0.6,0.3962,18,30,176.67,168.63,8,0,2025-11-17,0.81,0.0,665.7800000000002,berlinda
NBL0910,Porto_Alegre-Jardim_Botanico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Santa Cecília",0,702,1791.58,66,1981.77,2025-11,0.5,0.4428,15,30,144.8,130.0,8,0,2025-11-17,0.9,0.0,190.19000000000005,berlinda
