listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,dias_pmin,data_da_execucao,atingimento_meta,faturamento_perdido_bloqueio,falta_meta,grupo_criticidade
MAS0603,Salvador-Piata-apartamento-SUP-2Q,Carteira 5,BA,"Salvador, BA","Salvador, BA, Piatã",2,194,5490.93,51,3335.81,2025-10,1.0,0.5928,29,31,230.24,,0,0,2025-10-21,1.65,460.48,-2155.1200000000003,ok
MNDA0217,Cabo_Frio-Centro-apartamento-SUP-1Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Braga",4,37,4238.99,50,3764.53,2025-10,0.8889,0.6903,24,31,205.33,203.33,3,0,2025-10-21,1.13,821.32,-474.4599999999996,ok
NWT1414,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,278,7330.69,37,5117.0,2025-10,0.9333,0.6892,28,31,342.64,280.0,1,0,2025-10-21,1.43,342.64,-2213.6899999999996,ok
PDU0033,Cabo_Frio-Foguete-casa-JR-1Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Braga",1,327,2613.08,40,1703.19,2025-10,0.5,0.4165,15,31,210.87,180.0,9,16,2025-10-21,1.53,210.87,-909.8899999999999,ok
PSOB0912,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,82,3564.39,17,2502.4,2025-10,0.8065,0.5866,25,31,170.6,153.5,4,0,2025-10-21,1.42,0.0,-1061.9899999999998,ok
RFM0024,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-SUP-2Q,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",2,251,2400.77,44,4249.44,2025-10,0.4828,0.5945,14,31,201.14,183.0,3,0,2025-10-21,0.56,402.28,1848.6699999999996,atenção
SDR0003,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,267,1200.13,21,2953.81,2025-10,0.2903,0.6084,9,31,162.22,131.38,8,0,2025-10-21,0.41,0.0,1753.6799999999998,crítico
SFR0511,Bombinhas-Centro-apartamento-SUP-1Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",0,6,2903.37,32,2630.32,2025-10,0.8065,0.5484,25,31,139.8,146.75,4,0,2025-10-21,1.1,0.0,-273.0499999999997,ok
VLD1002,Balneario_Camboriu-Centro-apartamento-MASTER-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,538,0.0,13,14196.21,2025-10,0.0,0.5964,0,31,0.0,1091.0,10,31,2025-10-21,0.0,0.0,14196.21,crítico
ZIO0201,Florianopolis-Ingleses_Praia-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses Norte",0,68,1570.9,30,2290.64,2025-10,0.3871,0.4867,12,31,160.42,134.33,6,0,2025-10-21,0.69,0.0,719.7399999999998,atenção
AYR0202,Florianopolis-Canasvieiras_Perto-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,266,3103.81,16,3831.2,2025-10,0.5484,0.4607,17,31,229.82,234.0,2,0,2025-10-21,0.81,0.0,727.3899999999999,berlinda
BPM1309,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,540,2895.18,212,3336.95,2025-10,0.6452,0.565,20,31,181.55,165.88,8,0,2025-10-21,0.87,0.0,441.77,berlinda
CCL0004,Camaçari-Jacuipe-casa-SUP-5Q,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Barra de Jacuípe",0,112,0.0,22,8386.5,2025-10,0.0,0.3095,0,31,0.0,1000.0,10,31,2025-10-21,0.0,0.0,8386.5,crítico
CNB012,Especial-CNB-casa-TOP-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,560,6373.85,17,5558.23,2025-10,0.4516,0.558,14,31,569.43,467.0,7,7,2025-10-21,1.15,0.0,-815.6200000000008,ok
EPO001,Itapema-Praia_Centro-apartamento-SUP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Castelo Branco",9,567,2125.44,13,2022.58,2025-10,0.6818,0.2792,15,31,213.07,140.0,3,0,2025-10-21,1.05,1917.6299999999999,-102.86000000000013,berlinda
ETC0028,Florianopolis-Centrao-apartamento-SUP-3Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,149,4922.2,19,5167.96,2025-10,0.5806,0.5456,18,31,384.39,207.17,6,0,2025-10-21,0.95,0.0,245.76000000000022,berlinda
ETE0304,Maceio-Ponta_Verde-apartamento-TOP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,491,5728.34,115,5026.9,2025-10,0.9355,0.7506,29,31,234.03,207.0,2,0,2025-10-21,1.14,0.0,-701.4400000000005,ok
IDF105,Florianopolis-Canasvieiras_Perto-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",6,741,2392.74,25,2925.91,2025-10,0.84,0.5989,21,31,140.57,136.0,3,0,2025-10-21,0.82,843.42,533.1700000000001,berlinda
IVT1301,Itapema-Meia_Praia-Norte-apartamento-SUP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Andorinha",9,670,4150.68,31,2507.5,2025-10,0.8182,0.3352,18,31,291.11,211.0,2,0,2025-10-21,1.66,2619.9900000000002,-1643.1800000000003,ok
JBN0043,Sao_Paulo-Brooklin-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Brooklin",0,285,2411.12,153,3419.55,2025-10,0.5161,0.5563,16,31,175.88,153.0,2,0,2025-10-21,0.71,0.0,1008.4300000000003,atenção
MHF1409,Itapema-Canto_Praia-apartamento-TOP-2Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",1,413,4267.56,9,2647.24,2025-10,0.8,0.2729,24,31,221.0,206.0,5,0,2025-10-21,1.61,221.0,-1620.3200000000006,ok
MHF1507,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,176,3498.08,15,2990.8,2025-10,0.7742,0.5308,24,31,182.67,183.5,2,0,2025-10-21,1.17,0.0,-507.27999999999975,ok
NWT0412,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",5,121,562.98,37,5117.0,2025-10,0.0385,0.6892,1,31,704.0,704.0,8,31,2025-10-21,0.11,3520.0,4554.02,crítico
NWT0610,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,184,4258.85,37,5117.0,2025-10,0.6774,0.6892,21,31,265.62,261.33,3,0,2025-10-21,0.83,0.0,858.1499999999996,berlinda
NWT1308,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,299,5774.0,37,5117.0,2025-10,0.7419,0.6892,23,31,319.83,287.0,5,0,2025-10-21,1.13,0.0,-657.0,ok
PDL005,Porto_Seguro-Pataxos-apartamento-JR-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Paraíso dos Pataxós",0,513,2464.32,69,3233.14,2025-10,0.4516,0.4628,14,31,245.71,144.3,10,0,2025-10-21,0.76,0.0,768.8199999999997,atenção
RUD0047,Porto_Seguro-Pataxos-casa-TOP-3Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Taperapuan",13,317,3209.56,14,5416.58,2025-10,0.4444,0.4037,8,31,534.5,361.25,4,0,2025-10-21,0.59,6948.5,2207.02,atenção
SAT0012,Sao_Paulo-Vila_Olimpia-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Itaim Bibi",0,170,8168.99,300,5166.94,2025-10,1.0,0.5997,31,31,378.55,,0,0,2025-10-21,1.58,0.0,-3002.05,ok
SLC0204,Florianopolis-Rio_Vermelho-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,287,657.72,14,2053.66,2025-10,0.2903,0.6605,9,31,83.56,87.0,7,0,2025-10-21,0.32,0.0,1395.9399999999998,crítico
TXP1406,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,748,2505.54,160,2314.1,2025-10,0.5161,0.5185,16,31,193.06,175.8,10,19,2025-10-21,1.08,0.0,-191.44000000000005,berlinda
UML0104,Bombinhas-Mariscal-apartamento-TOP-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Mariscal",1,454,4163.97,16,2254.2,2025-10,0.8667,0.2841,26,31,206.85,270.0,1,0,2025-10-21,1.85,206.85,-1909.7700000000004,ok
URB1110,Porto_Alegre-Jardim_Botanico-apartamento-JR-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Petrópolis",3,768,1773.14,79,1498.8,2025-10,0.5357,0.4109,15,31,158.6,120.67,6,0,2025-10-21,1.18,475.79999999999995,-274.34000000000015,ok
VTD0606,Florianopolis-UFSC-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Trindade",0,23,3806.72,44,2527.3,2025-10,0.871,0.5545,27,31,178.74,149.0,1,0,2025-10-21,1.51,0.0,-1279.4199999999996,ok
ACI0320,Salvador-Ondina_Rio_Vermelho-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Ondina",13,23,1130.66,64,2676.52,2025-10,0.5556,0.5216,10,31,150.1,154.33,3,0,2025-10-21,0.42,1951.3,1545.86,crítico
BEH2209,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Pedro Ludovico",0,737,2243.58,160,2314.1,2025-10,0.4839,0.5185,15,31,169.33,136.0,7,0,2025-10-21,0.97,0.0,70.51999999999998,berlinda
BSO0104,Itajai-Praia_Brava-apartamento-SUP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Praia dos Amores",0,167,2692.1,53,2092.0,2025-10,0.6452,0.4474,20,31,153.1,127.57,7,0,2025-10-21,1.29,0.0,-600.0999999999999,ok
CGB0035,Ubatuba-Praia_Grande-apartamento-SUP-2Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Praia Grande",0,29,5548.33,177,5502.27,2025-10,0.8387,0.5191,26,31,261.62,269.0,2,0,2025-10-21,1.01,0.0,-46.05999999999949,berlinda
DBR0805,Itapema-Praia_Itapema-apartamento-TOP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Morretes",0,637,3736.01,14,3055.32,2025-10,0.7742,0.3416,24,31,188.21,145.0,3,0,2025-10-21,1.22,0.0,-680.69,ok
DLH0202,Gramado-Centro-apartamento-TOP-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro",2,302,9508.69,54,5258.23,2025-10,0.7931,0.4845,23,31,510.74,,0,0,2025-10-21,1.81,1021.48,-4250.460000000001,ok
DPR0001,Balneario_Camboriu-Sul-apartamento-JR-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Barra",0,236,1115.21,33,1665.23,2025-10,0.3548,0.4866,11,31,115.36,110.75,8,0,2025-10-21,0.67,0.0,550.02,atenção
DSH1702,Itapema-Praia_Itapema-apartamento-TOP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Morretes",1,289,3115.14,14,3055.32,2025-10,0.7333,0.3416,22,31,192.64,145.0,5,0,2025-10-21,1.02,192.64,-59.81999999999971,berlinda
EMT203,Cabo_Frio-Centro-apartamento-SUP-1Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Braga",0,741,2898.97,50,3764.53,2025-10,0.5161,0.6903,16,31,215.81,196.2,10,0,2025-10-21,0.77,0.0,865.5600000000004,atenção
EPC025,Florianopolis-Jurere_Longe-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,174,4821.0,19,3830.1,2025-10,0.9032,0.4728,28,31,217.43,,0,0,2025-10-21,1.26,0.0,-990.9000000000001,ok
EVA0301,Florianopolis-Centrao-apartamento-SUP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,369,2271.8,121,3639.7,2025-10,0.5484,0.5492,17,31,158.76,135.38,8,0,2025-10-21,0.62,0.0,1367.8999999999996,atenção
GLA0037,Sao_Paulo-Pompeia-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Perdizes",0,27,4391.63,75,2868.17,2025-10,0.8387,0.4694,26,31,196.27,,0,0,2025-10-21,1.53,0.0,-1523.46,ok
ILC2314,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",14,1491,4483.25,16,7795.73,2025-10,0.7647,0.5768,13,31,494.31,500.0,4,4,2025-10-21,0.58,6920.34,3312.4799999999996,atenção
JBV306,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1562,8094.05,25,7692.08,2025-10,0.871,0.6044,27,31,371.93,333.0,4,0,2025-10-21,1.05,0.0,-401.97000000000025,berlinda
JBV327,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1789,11832.94,31,9849.29,2025-10,0.871,0.7636,27,31,548.89,341.0,2,0,2025-10-21,1.2,0.0,-1983.6499999999996,ok
LES106,Florianopolis-Jurere_Longe-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",5,420,3989.19,16,2616.72,2025-10,0.6154,0.4425,16,31,330.5,243.0,4,0,2025-10-21,1.52,1652.5,-1372.4700000000003,ok
LIV1411,Salvador-Graca-apartamento-TOP-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Vitória",0,229,4253.36,12,3011.07,2025-10,0.8065,0.4844,25,31,208.64,166.67,3,0,2025-10-21,1.41,0.0,-1242.2899999999995,ok
LVR0003,Campos_do_Jordao-Capivari_Centro-apartamento-SUP-2Q,Carteira 4,SP,"Campos do Jordão, SP","Campos do Jordão, SP, V Iara",0,168,1812.64,27,3127.54,2025-10,0.1935,0.21,6,31,366.67,289.5,10,0,2025-10-21,0.58,0.0,1314.8999999999999,atenção
NVM0009,Porto_Seguro-Pataxos-apartamento-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Paraíso dos Pataxós",6,170,2245.72,35,5007.37,2025-10,0.36,0.601,9,31,282.11,164.25,4,0,2025-10-21,0.45,1692.66,2761.65,crítico
PRV0404,Salvador-Barra-apartamento-JR-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,175,3077.52,114,2612.96,2025-10,0.8387,0.5804,26,31,146.08,145.67,3,0,2025-10-21,1.18,0.0,-464.55999999999995,ok
PSO0902,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,90,3942.95,17,2502.4,2025-10,0.9355,0.5866,29,31,165.38,123.0,1,0,2025-10-21,1.58,0.0,-1440.5499999999997,ok
SCO0015,Florianopolis-Campeche-apartamento-SUP-1Q,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,12,2699.48,25,2604.42,2025-10,0.9032,0.5285,28,31,142.96,199.33,3,0,2025-10-21,1.04,0.0,-95.05999999999995,berlinda
SOA0907,Salvador-Boca_do_Rio-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Boca do Rio",1,390,2336.83,28,2150.71,2025-10,0.6333,0.6296,19,31,161.47,110.0,1,0,2025-10-21,1.09,161.47,-186.1199999999999,berlinda
SSL0211,Florianopolis-UFSC-apartamento-TOP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande",4,159,3283.15,10,2699.8,2025-10,0.4074,0.3739,11,31,350.36,350.0,3,29,2025-10-21,1.22,1401.44,-583.3499999999999,ok
STU309,Florianopolis-UFSC-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Trindade",0,828,1575.9,15,2465.73,2025-10,0.3226,0.4712,10,31,252.4,232.0,3,0,2025-10-21,0.64,0.0,889.8299999999999,atenção
TRS0002,Penha-Beto_Carrero-casa-JR-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Armação",0,133,1264.14,21,2391.9,2025-10,0.4194,0.6082,13,31,112.69,107.86,7,0,2025-10-21,0.53,0.0,1127.76,atenção
TXP0304,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,726,2594.52,160,2314.1,2025-10,0.3871,0.5185,12,31,193.13,144.5,6,9,2025-10-21,1.12,0.0,-280.4200000000001,ok
TXP1305,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,714,3133.91,160,2314.1,2025-10,0.6774,0.5185,21,31,170.45,146.83,6,0,2025-10-21,1.35,0.0,-819.81,ok
VTR0033,Balneario_Camboriu-Centro-apartamento-JR-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",2,98,3904.4,44,1984.94,2025-10,0.9655,0.3647,28,31,175.0,130.0,1,0,2025-10-21,1.97,350.0,-1919.46,ok
ASR204,Florianopolis-Santinho-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,1413,4248.3,16,5980.62,2025-10,0.3226,0.531,10,31,500.0,512.0,7,27,2025-10-21,0.71,0.0,1732.3199999999997,atenção
BTR0302,Balneario_Camboriu-Intermediario-apartamento-JR-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",4,650,2257.49,48,2714.56,2025-10,0.5556,0.4293,15,31,155.5,115.0,4,0,2025-10-21,0.83,622.0,457.07000000000016,berlinda
CII0602,Porto_Belo-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",0,404,2289.62,25,2627.78,2025-10,0.6452,0.3451,20,31,156.85,166.5,8,0,2025-10-21,0.87,0.0,338.1600000000003,berlinda
CNA003,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,985,9991.25,25,8900.37,2025-10,0.6452,0.4528,20,31,619.1,576.67,3,6,2025-10-21,1.12,0.0,-1090.8799999999992,ok
CRR201,Florianopolis-Ribeirao-apartamento-SUP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Ribeirão da Ilha",1,828,3141.93,39,2567.0,2025-10,0.7333,0.4427,22,31,178.18,153.83,6,0,2025-10-21,1.22,178.18,-574.9299999999998,ok
CSG305,Florianopolis-Canasvieiras_Perto-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,1318,1420.34,30,1645.04,2025-10,0.3548,0.355,11,31,147.45,139.0,2,0,2025-10-21,0.86,0.0,224.70000000000005,berlinda
ECH504,Florianopolis-Centrao-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,553,4761.79,19,4935.1,2025-10,0.8065,0.434,25,31,231.96,167.67,3,0,2025-10-21,0.96,0.0,173.3100000000004,berlinda
ELF0410,Bombinhas-Bombas-apartamento-SUP-1Q,Especial,SC,"Bombinhas, SC","Bombinhas, SC, José Amândio",0,51,2895.38,37,1824.84,2025-10,0.4839,0.3438,15,31,228.0,228.0,10,31,2025-10-21,1.59,0.0,-1070.5400000000002,ok
ELU207,Florianopolis-Jurere_Tradicional-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,861,4053.29,22,5427.42,2025-10,0.8387,0.5947,26,31,208.92,,0,0,2025-10-21,0.75,0.0,1374.13,atenção
HOX1010,Sao_Paulo-Pinheiros-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pinheiros",0,106,3153.49,411,3734.05,2025-10,0.5806,0.5953,18,31,203.06,170.0,5,0,2025-10-21,0.84,0.0,580.5600000000004,berlinda
IDVB2103,Goiania-Central-2-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Oeste",0,5,5024.56,28,3228.73,2025-10,0.8387,0.4468,26,31,240.15,209.33,3,0,2025-10-21,1.56,0.0,-1795.8300000000004,ok
JBV167,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1090,8438.29,31,9849.29,2025-10,0.8387,0.7636,26,31,366.36,,0,0,2025-10-21,0.86,0.0,1411.0,berlinda
JFM0101,Florianopolis-Beira_Mar-apartamento-JR-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,86,4168.15,27,3185.45,2025-10,0.7742,0.4484,24,31,183.69,164.0,4,0,2025-10-21,1.31,0.0,-982.6999999999998,ok
MLU0306,Gramado-Geral-apartamento-SUP-1Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Bavaria",0,69,4791.33,74,2701.26,2025-10,0.7742,0.4716,24,31,260.79,223.0,2,0,2025-10-21,1.77,0.0,-2090.0699999999997,ok
NWT0304,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,316,3737.24,37,5117.0,2025-10,0.4839,0.6892,15,31,278.47,285.0,7,5,2025-10-21,0.73,0.0,1379.7600000000002,atenção
NWT1421,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",2,321,4778.1,37,5117.0,2025-10,0.6552,0.6892,19,31,326.16,285.83,6,0,2025-10-21,0.93,652.32,338.89999999999964,berlinda
REK0001,Penha-Beto_Carrero-casa-JR-2Q,Carteira 3,SC,"Penha, SC","Penha, SC, Armação",0,35,1927.65,14,3233.21,2025-10,0.4839,0.4809,15,31,156.2,153.38,8,0,2025-10-21,0.6,0.0,1305.56,atenção
RNA0303,Bombinhas-Mariscal-apartamento-TOP-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Canto Grande",9,651,2985.6,18,3795.68,2025-10,0.5455,0.3114,12,31,302.5,296.0,5,18,2025-10-21,0.79,2722.5,810.0799999999999,atenção
TCO0615,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",2,524,1957.58,83,1805.38,2025-10,0.5862,0.5072,17,31,129.76,120.0,7,0,2025-10-21,1.08,259.52,-152.19999999999982,berlinda
VAC2205,Barra_Velha-Tabuleiro-apartamento-SUP-2Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajuba",2,573,1241.73,71,1436.08,2025-10,0.3793,0.2249,11,31,137.82,174.25,8,0,2025-10-21,0.86,275.64,194.3499999999999,berlinda
VHB1104,Balneario_Picarras-Geral-apartamento-TOP-2Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",1,531,3180.19,30,1723.99,2025-10,0.7,0.2991,21,31,178.24,140.0,5,0,2025-10-21,1.84,178.24,-1456.2,ok
VST001,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,92,2337.08,45,2754.3,2025-10,0.3871,0.1919,12,31,243.42,160.0,7,0,2025-10-21,0.85,0.0,417.22000000000025,berlinda
ART003,Porto_Seguro-Pataxos-apartamento-JR-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Paraíso dos Pataxós",0,741,2733.44,69,3233.14,2025-10,0.6452,0.4628,20,31,189.0,159.33,3,0,2025-10-21,0.85,0.0,499.6999999999998,berlinda
