listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,faturamento_perdido_bloqueio,falta_meta,grupo_criticidade
AST0103,Porto_Seguro-Pataxos-apartamento-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Taperapuan",0,316,1744.48,27,3632.05,2025-11,0.3333,0.4027,10,30,194.8,169.89,9,2025-11-11,0.48,0.0,1887.5700000000002,crítico
CVKB0006,São_Miguel_dos_Milagres-Geral-apartamento-SUP-1Q,Carteira 2,AL,"São Miguel dos Milagres, AL","São Miguel dos Milagres, AL, Centro",0,408,4583.15,16,4119.77,2025-11,0.5,0.5033,15,30,336.67,245.3,10,2025-11-11,1.11,0.0,-463.3799999999992,ok
DNAB1503,Goiania-Central-apartamento-SUP-1Q,Carteira 1_sys-price,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",1,772,1393.74,149,1516.4,2025-11,0.3103,0.3335,9,30,186.0,190.8,15,2025-11-11,0.92,186.0,122.66000000000008,berlinda
EDF1303,Salvador-Ondina_Rio_Vermelho-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Rio Vermelho",1,8,2353.27,34,3630.22,2025-11,0.5172,0.5369,15,30,192.8,208.08,13,2025-11-11,0.65,192.8,1276.9499999999998,atenção
EUB1006,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,262,2574.96,203,3119.92,2025-11,0.5333,0.546,16,30,218.81,206.9,10,2025-11-11,0.83,0.0,544.96,berlinda
IFT1108,Itapema-Meia_Praia-Norte-apartamento-TOP-1Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",0,248,2489.31,22,3277.09,2025-11,0.5333,0.375,16,30,184.5,183.57,14,2025-11-11,0.76,0.0,787.7800000000002,atenção
MHF0607,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,494,0.0,17,2947.0,2025-11,0.0,0.4478,0,30,0.0,355.21,19,2025-11-11,0.0,0.0,2947.0,crítico
MHF0802,Itapema-Canto_Praia-apartamento-TOP-2Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",1,27,4209.12,14,3094.94,2025-11,0.6207,0.2903,18,30,288.83,270.55,11,2025-11-11,1.36,288.83,-1114.1799999999998,ok
NAT0202,Cabo_Frio-Pero_Longe-casa-JR-4Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Praia do Peró",2,64,1473.15,31,2715.37,2025-11,0.1071,0.2683,3,30,675.0,426.5,14,2025-11-11,0.54,1350.0,1242.2199999999998,atenção
NWT0601,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,215,6974.57,40,4657.0,2025-11,0.9333,0.5442,28,30,300.64,281.5,2,2025-11-11,1.5,0.0,-2317.5699999999997,ok
NWT0904,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,221,5789.92,40,4657.0,2025-11,0.8,0.5442,24,30,298.83,278.83,6,2025-11-11,1.24,0.0,-1132.92,ok
NWT1013,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",11,185,3652.48,40,4657.0,2025-11,0.7895,0.5442,15,30,302.13,291.0,4,2025-11-11,0.78,3323.43,1004.52,atenção
PLO0007,Jaguaruna-Camacho-apartamento-SUP-1Q,Carteira 6,SC,"Jaguaruna, SC","Jaguaruna, SC, Centro",0,32,549.97,9,1839.44,2025-11,0.1667,0.2531,5,30,156.6,102.75,16,2025-11-11,0.3,0.0,1289.47,crítico
PSO0905,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,93,4558.4,16,1970.83,2025-11,0.8667,0.3803,26,30,214.42,203.67,3,2025-11-11,2.31,0.0,-2587.5699999999997,meta_subestimada
REH0203,Florianopolis-Barra_da_Lagoa-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Barra da Lagoa",9,66,2770.34,38,3704.94,2025-11,0.5714,0.5049,12,30,299.75,252.5,8,2025-11-11,0.75,2697.75,934.5999999999999,atenção
RIG0102,Florianopolis-Ingleses_Praia-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",10,705,9624.57,19,6369.92,2025-11,0.95,0.3967,19,30,772.63,661.0,1,2025-11-11,1.51,7726.3,-3254.6499999999996,ok
SPJ0205,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,517,6619.4,15,6230.75,2025-11,0.8,0.6136,24,30,345.33,275.0,6,2025-11-11,1.06,0.0,-388.64999999999964,berlinda
STG2085,Imbituba-Praia_do_Rosa-casa-SUP-5Q,Carteira 6,SC,"Garopaba, SC","Garopaba, SC, Grama",10,1200,3694.32,13,7202.05,2025-11,0.15,0.2867,3,30,1350.0,427.93,14,2025-11-11,0.51,13500.0,3507.73,atenção
TSO0311,Balneario_Camboriu-Longe-apartamento-MASTER-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Estados",0,108,4884.77,34,3885.14,2025-11,0.5,0.4511,15,30,400.8,268.73,11,2025-11-11,1.26,0.0,-999.6300000000006,ok
VST015,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos pinheiros",6,123,2370.02,41,2231.25,2025-11,0.5,0.1613,12,30,216.67,203.0,10,2025-11-11,1.06,1300.02,-138.76999999999998,berlinda
ADC104,Florianopolis-Cachoeira_Bom_Jesus-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",7,488,2599.52,28,5632.31,2025-11,0.1739,0.4328,4,30,331.0,313.2,5,2025-11-11,0.46,2317.0,3032.7900000000004,crítico
CBL307,Canela-Geral-apartamento-JR-3Q,Carteira 4,RS,"Canela, RS","Canela, RS, Vila Luiza",7,843,3931.66,32,3450.17,2025-11,0.3913,0.4804,9,30,454.89,309.9,10,2025-11-11,1.14,3184.23,-481.4899999999998,ok
EAR0401,Florianopolis-Ingleses_Norte-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,703,5619.97,19,3448.22,2025-11,0.6,0.4098,18,30,365.0,243.0,4,2025-11-11,1.63,0.0,-2171.7500000000005,ok
EMB686,Bombinhas-Mariscal-casa-SUP-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Mariscal",2,1482,2567.44,14,3929.97,2025-11,0.3929,0.323,11,30,261.0,251.4,10,2025-11-11,0.65,522.0,1362.5299999999997,atenção
JZZ702,Itapema-Praia_Itapema-apartamento-SUP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Morretes",0,598,2188.51,15,3124.13,2025-11,0.5667,0.5139,17,30,158.0,162.55,11,2025-11-11,0.7,0.0,935.6199999999999,atenção
MHFA1607,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,393,2170.66,9,3362.19,2025-11,0.4,0.347,12,30,212.83,201.0,12,2025-11-11,0.65,0.0,1191.5300000000002,atenção
NOH1302,Itapema-Meia_Praia-Sul-apartamento-TOP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Castelo Branco",0,89,4283.01,27,4379.63,2025-11,0.5333,0.3145,16,30,308.75,600.0,13,2025-11-11,0.98,0.0,96.61999999999989,berlinda
NWT0909,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,214,5847.09,40,4657.0,2025-11,0.6897,0.5442,20,30,345.1,279.38,8,2025-11-11,1.26,345.1,-1190.0900000000001,ok
NWT0912,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,215,7181.19,40,4657.0,2025-11,0.9333,0.5442,28,30,304.39,253.0,1,2025-11-11,1.54,0.0,-2524.1899999999996,ok
NWT1120,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,4,4513.96,40,4657.0,2025-11,0.6552,0.5442,19,30,288.42,280.0,6,2025-11-11,0.97,288.42,143.03999999999996,berlinda
PDA0010,Camaçari-Jacuipe-casa-SUP-3Q,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Barra do Jacuipe",3,103,766.79,13,4455.86,2025-11,0.1111,0.3492,3,30,318.0,306.11,19,2025-11-11,0.17,954.0,3689.0699999999997,crítico
PDC301,Ilheus-Sul-apartamento-JR-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, São Francisco",0,766,1445.6,15,1576.18,2025-11,0.4333,0.2399,13,30,133.15,119.83,6,2025-11-11,0.92,0.0,130.58000000000015,berlinda
PGO301,Pocos_de_Caldas-Geral-apartamento-JR-1Q,Carteira 4,MG,"Poços de Caldas, MG","Poços de Caldas, MG, São Benedito",0,655,2498.48,24,1133.84,2025-11,0.5667,0.2819,17,30,162.12,111.27,11,2025-11-11,2.2,0.0,-1364.64,meta_subestimada
RBR0003,Salvador-Flamengo-apartamento-JR-2Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Praia do Flamengo",0,45,1760.19,36,1524.6,2025-11,0.4,0.3376,12,30,167.33,144.82,17,2025-11-11,1.15,0.0,-235.59000000000015,ok
RCF160,Canela-Geral-casa-JR-3Q,Carteira 4,RS,"Canela, RS","Canela, RS, Vila Suzana",28,933,542.94,16,2817.4,2025-11,1.0,0.3862,2,30,355.0,,0,2025-11-11,0.19,9940.0,2274.46,crítico
RGO0502,Itapema-Meia_Praia-Sul-apartamento-SUP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Castelo Branco",4,698,4058.52,39,2948.95,2025-11,0.9231,0.3321,24,30,230.25,207.0,2,2025-11-11,1.38,921.0,-1109.5700000000002,ok
SOV0103,Mata_de_Sao_Joao-Praia_Imbassai-casa-SUP-2Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Imbassaí",10,274,667.2,12,2428.26,2025-11,0.15,0.3139,3,30,279.0,260.57,14,2025-11-11,0.27,2790.0,1761.0600000000002,crítico
VIG0011,Florianopolis-Jurere_Tradicional-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",4,380,4010.22,33,7035.03,2025-11,0.5,0.556,13,30,384.85,283.63,8,2025-11-11,0.57,1539.4,3024.81,atenção
VLO0414,Florianopolis-Jurere_Longe-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,379,3410.28,16,7660.43,2025-11,0.2,0.5989,6,30,577.25,459.38,13,2025-11-11,0.45,0.0,4250.15,crítico
AVR0203,Balneario_Picarras-Geral-apartamento-TOP-2Q,Carteira 6,SC,"Penha, SC","Penha, SC, Centro",0,233,5589.09,35,2411.71,2025-11,0.8667,0.3346,26,30,255.65,190.33,3,2025-11-11,2.32,0.0,-3177.38,meta_subestimada
BCY2001,Aguas_Claras-Geral-apartamento-MASTER-2Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Aguas Claras",9,313,5412.5,10,5222.95,2025-11,0.8095,0.53,17,30,392.41,332.0,4,2025-11-11,1.04,3531.69,-189.55000000000018,berlinda
CDN101,Florianopolis-Campeche_Praia-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Morro das Pedras",4,446,3814.33,63,4876.87,2025-11,0.6923,0.5574,18,30,261.67,210.86,7,2025-11-11,0.78,1046.68,1062.54,atenção
COI302,Florianopolis-Praia_Brava-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Praia Brava",0,1466,3465.64,13,2384.46,2025-11,0.5333,0.3017,16,30,285.69,248.14,7,2025-11-11,1.45,0.0,-1081.1799999999998,ok
CSP0914,Salvador-Caminho_Das_Arvores-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Caminho das Árvores",11,65,1063.78,44,2214.44,2025-11,0.4737,0.4753,9,30,146.33,158.14,7,2025-11-11,0.48,1609.63,1150.66,crítico
DVB0005,Porto_Seguro-Arraial_Dajuda_Centro-apartamento-SUP-1Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial d Ajuda",0,12,0.0,7,2999.65,2025-11,0.0,0.4819,0,30,0.0,191.21,19,2025-11-11,0.0,0.0,2999.65,crítico
EAC404,Balneario_Camboriu-Centro-apartamento-JR-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,733,2732.47,45,2904.87,2025-11,0.5667,0.4181,17,30,202.35,185.0,6,2025-11-11,0.94,0.0,172.4000000000001,berlinda
EEP0902,Guarapari-Centro-apartamento-SUP-1Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, São Judas Tadeu",0,115,2231.57,33,1868.64,2025-11,0.5333,0.4178,16,30,136.32,123.1,10,2025-11-11,1.19,0.0,-362.93000000000006,ok
ENP0607,Sao_Paulo-Republica-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Vila Buarque",0,100,2260.99,467,2800.75,2025-11,0.6,0.5767,18,30,148.61,130.0,9,2025-11-11,0.81,0.0,539.7600000000002,berlinda
EOX0102,Florianopolis-Centrao-apartamento-SUP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,239,4288.35,44,3381.41,2025-11,0.4667,0.4574,14,30,358.43,278.4,10,2025-11-11,1.27,0.0,-906.9400000000005,ok
JBV344,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1342,7841.23,25,9026.89,2025-11,0.6333,0.58,19,30,526.0,475.57,7,2025-11-11,0.87,0.0,1185.6599999999999,berlinda
JTL001,Florianopolis-Jurere_Longe-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,495,1847.0,39,1965.96,2025-11,0.4,0.455,12,30,206.75,159.29,14,2025-11-11,0.94,0.0,118.96000000000004,berlinda
MHC0204,Florianopolis-Ingleses_Praia-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",4,337,3651.22,12,4761.63,2025-11,0.6538,0.2588,17,30,246.06,277.0,9,2025-11-11,0.77,984.24,1110.4100000000003,atenção
MHF0601,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,449,2986.33,17,2947.0,2025-11,0.5333,0.4478,16,30,223.56,251.33,9,2025-11-11,1.01,0.0,-39.32999999999993,berlinda
OPT504,Florianopolis-Estreito-apartamento-JR-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Capoeiras",22,513,774.05,10,1882.27,2025-11,0.875,0.3899,7,30,135.86,,0,2025-11-11,0.41,2988.92,1108.22,crítico
PSD204,Florianopolis-Jurere_Tradicional-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1990,3168.56,18,3094.45,2025-11,0.4667,0.531,14,30,249.07,174.0,8,2025-11-11,1.02,0.0,-74.11000000000013,berlinda
RID3106,Florianopolis-Ingleses_Centro-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,522,3533.29,17,1938.0,2025-11,0.7333,0.3142,22,30,207.64,167.83,6,2025-11-11,1.82,0.0,-1595.29,ok
SPJ0104,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,516,6295.24,15,6230.75,2025-11,0.7333,0.6136,22,30,348.14,221.75,4,2025-11-11,1.01,0.0,-64.48999999999978,berlinda
SVM1409,Salvador-Graca-apartamento-TOP-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Vitória",0,152,4176.27,15,3581.56,2025-11,0.6333,0.5526,19,30,260.21,269.63,8,2025-11-11,1.17,0.0,-594.7100000000005,ok
VNV0801,Itapema-Praia_Centro-apartamento-SUP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Tabuleiro dos Oliveiras",0,60,2916.78,17,2868.65,2025-11,0.6667,0.4165,20,30,167.0,156.4,10,2025-11-11,1.02,0.0,-48.13000000000011,berlinda
AYR0202,Florianopolis-Canasvieiras_Perto-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,297,4879.48,25,5283.94,2025-11,0.6333,0.5593,19,30,316.0,328.2,10,2025-11-11,0.92,0.0,404.46000000000004,berlinda
BDS0111,Bombinhas-Centro-apartamento-JR-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",1,12,3383.9,38,2396.51,2025-11,0.7586,0.2968,22,30,200.14,162.0,4,2025-11-11,1.41,200.14,-987.3899999999999,ok
BPM1309,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,571,2559.66,203,3119.92,2025-11,0.5333,0.546,16,30,235.19,216.54,13,2025-11-11,0.82,0.0,560.2600000000002,berlinda
CCL0004,Camaçari-Jacuipe-casa-SUP-5Q,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Barra de Jacuípe",0,143,0.0,24,7542.69,2025-11,0.0,0.2918,0,30,0.0,1000.0,19,2025-11-11,0.0,0.0,7542.69,crítico
CNB012,Especial-CNB-casa-TOP-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,591,4219.0,16,4791.07,2025-11,0.2,0.5074,6,30,880.5,626.06,16,2025-11-11,0.88,0.0,572.0699999999997,berlinda
EPO001,Itapema-Praia_Centro-apartamento-SUP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Castelo Branco",6,598,3365.22,15,2189.81,2025-11,0.7083,0.298,17,30,261.59,222.6,5,2025-11-11,1.54,1569.54,-1175.4099999999999,ok
ETC0028,Florianopolis-Centrao-apartamento-SUP-3Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,180,6562.15,20,5634.63,2025-11,0.5333,0.5028,16,30,471.0,360.09,11,2025-11-11,1.16,0.0,-927.5199999999995,ok
ETE0304,Maceio-Ponta_Verde-apartamento-TOP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,522,4347.25,123,4671.6,2025-11,0.7,0.6591,21,30,272.48,225.29,7,2025-11-11,0.93,0.0,324.35000000000036,berlinda
IDF105,Florianopolis-Canasvieiras_Perto-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,772,3352.98,27,2969.9,2025-11,0.6333,0.4561,19,30,208.84,254.44,9,2025-11-11,1.13,0.0,-383.0799999999999,ok
IVT1301,Itapema-Meia_Praia-Norte-apartamento-SUP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Andorinha",13,701,3948.9,40,2993.72,2025-11,0.7647,0.3654,13,30,364.31,184.0,2,2025-11-11,1.32,4736.03,-955.1800000000003,ok
JBN0043,Sao_Paulo-Brooklin-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Brooklin",0,316,2318.99,294,3655.93,2025-11,0.4,0.545,12,30,230.25,235.79,14,2025-11-11,0.63,0.0,1336.94,atenção
MHF1409,Itapema-Canto_Praia-apartamento-TOP-2Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",11,444,2243.49,14,3094.94,2025-11,0.4211,0.2903,8,30,309.5,244.1,10,2025-11-11,0.72,3404.5,851.4500000000003,atenção
MHF1507,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,207,3591.79,17,2947.0,2025-11,0.7,0.4478,21,30,223.19,226.71,7,2025-11-11,1.22,0.0,-644.79,ok
MHFA0804,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,9,2819.53,9,3362.19,2025-11,0.6667,0.347,20,30,185.7,175.44,9,2025-11-11,0.84,0.0,542.6599999999999,berlinda
NWT0412,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,152,0.0,40,4657.0,2025-11,0.0,0.5442,0,30,0.0,704.0,19,2025-11-11,0.0,0.0,4657.0,crítico
NWT0610,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,215,5021.58,40,4657.0,2025-11,0.7,0.5442,21,30,271.67,322.0,7,2025-11-11,1.08,0.0,-364.5799999999999,berlinda
NWT1308,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,330,5606.12,40,4657.0,2025-11,0.6667,0.5442,20,30,338.95,320.7,10,2025-11-11,1.2,0.0,-949.1199999999999,ok
PDL005,Porto_Seguro-Pataxos-apartamento-JR-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Paraíso dos Pataxós",6,544,0.0,49,2140.18,2025-11,0.0,0.245,0,30,0.0,149.39,18,2025-11-11,0.0,0.0,2140.18,crítico
RUD0047,Porto_Seguro-Pataxos-casa-TOP-3Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Taperapuan",4,348,3404.01,8,5020.4,2025-11,0.3462,0.2609,9,30,446.67,364.5,8,2025-11-11,0.68,1786.68,1616.3899999999994,atenção
SAT0012,Sao_Paulo-Vila_Olimpia-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Itaim Bibi",5,201,5705.31,304,5268.6,2025-11,0.84,0.5515,21,30,350.52,270.5,2,2025-11-11,1.08,1752.6,-436.71000000000004,berlinda
SLC0204,Florianopolis-Rio_Vermelho-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,318,2584.84,16,2707.95,2025-11,0.8,0.5031,24,30,110.29,156.67,6,2025-11-11,0.95,0.0,123.10999999999967,berlinda
TXP1406,Goiania-Central-apartamento-SUP-1Q,Carteira 1_sys-price,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,779,2137.11,149,1516.4,2025-11,0.4333,0.3335,13,30,177.54,175.07,15,2025-11-11,1.41,0.0,-620.71,ok
UML0104,Bombinhas-Mariscal-apartamento-TOP-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Mariscal",1,485,5767.24,11,2287.14,2025-11,0.7931,0.2905,23,30,282.09,219.0,5,2025-11-11,2.52,282.09,-3480.1,meta_subestimada
URB1110,Porto_Alegre-Jardim_Botanico-apartamento-JR-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Petrópolis",0,799,1261.16,8,1160.6,2025-11,0.4,0.2979,12,30,131.5,150.56,18,2025-11-11,1.09,0.0,-100.56000000000017,berlinda
VTD0606,Florianopolis-UFSC-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Trindade",0,54,3349.79,40,2727.0,2025-11,0.6333,0.4971,19,30,222.58,197.0,11,2025-11-11,1.23,0.0,-622.79,ok
BLV0005,Porto_Seguro-Pataxos-apartamento-JR-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Taperapuan",2,227,1109.52,49,2140.18,2025-11,0.2857,0.245,8,30,162.13,154.82,11,2025-11-11,0.52,324.26,1030.6599999999999,atenção
BSO0105,Itajai-Praia_Brava-apartamento-SUP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Praia dos Amores",0,198,3733.79,10,2766.14,2025-11,0.8667,0.5032,26,30,164.46,138.75,4,2025-11-11,1.35,0.0,-967.6500000000001,ok
CGE0003,Balneario_Picarras-Geral-casa-SUP-3Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Centro",3,1,469.14,10,2668.89,2025-11,0.1111,0.1965,3,30,216.0,149.0,14,2025-11-11,0.18,648.0,2199.75,crítico
DNR1402,Sao_Paulo-Republica-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, República",0,29,2683.56,467,2800.75,2025-11,0.6667,0.5767,20,30,156.7,130.0,5,2025-11-11,0.96,0.0,117.19000000000005,berlinda
ESE0102,Balneario_Camboriu-Norte-apartamento-TOP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,268,8454.43,17,5267.72,2025-11,0.9,0.4605,27,30,388.19,189.0,3,2025-11-11,1.6,0.0,-3186.71,ok
EVA0506,Florianopolis-Centrao-apartamento-JR-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,163,698.31,71,2585.44,2025-11,0.1,0.4921,3,30,251.0,144.69,16,2025-11-11,0.27,0.0,1887.13,crítico
IPTR0082,Balneario_Camboriu-Centro-apartamento-JR-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",3,92,4618.99,45,2904.87,2025-11,0.8519,0.4181,23,30,266.13,215.0,4,2025-11-11,1.59,798.39,-1714.12,ok
ISC0906,Sao_Paulo-Republica-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Vila Buarque",0,562,3898.05,467,2800.75,2025-11,0.9,0.5767,27,30,177.78,130.0,2,2025-11-11,1.39,0.0,-1097.3000000000002,ok
JBV252,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1866,8540.85,34,10718.98,2025-11,0.5,0.6611,15,30,684.07,714.11,9,2025-11-11,0.8,0.0,2178.129999999999,atenção
JBV325,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",2,1820,7045.76,25,9026.89,2025-11,0.6429,0.58,18,30,504.89,481.75,8,2025-11-11,0.78,1009.78,1981.1299999999992,atenção
OLN1702,Sao_Paulo-Mariana-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Vila Clementino",2,199,3458.86,176,2772.66,2025-11,0.75,0.5027,21,30,204.33,165.5,4,2025-11-11,1.25,408.66,-686.2000000000003,ok
RJT0104,Brasilia-Taguatinga_Norte-apartamento-SUP-1Q,Carteira 1_sys-price,DF,"Brasília, DF","Brasília, DF, Taguatinga Norte",2,380,1068.72,105,2035.75,2025-11,0.3571,0.498,10,30,135.2,154.18,17,2025-11-11,0.52,270.4,967.03,atenção
RMO0602,Salvador-Ondina_Rio_Vermelho-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Rio Vermelho",0,339,3684.12,82,3153.33,2025-11,0.7667,0.5658,23,30,192.48,179.5,4,2025-11-11,1.17,0.0,-530.79,ok
RRC0207,Florianopolis-Ribeirao-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Ribeirão da Ilha",3,411,0.0,34,2073.02,2025-11,0.0,0.4128,0,30,0.0,163.74,19,2025-11-11,0.0,0.0,2073.02,crítico
