listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,dias_pmin,data_da_execucao,atingimento_meta,faturamento_perdido_bloqueio,falta_meta,grupo_criticidade
SLC0101,Florianopolis-Rio_Vermelho-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0.0,315,0.0,20,2731.75,2025-12,0.0,0.3075,0.0,31,0.0,353.2,30.0,0.0,2025-12-01,0.0,0.0,2731.75,crítico
SLC0104,Florianopolis-Rio_Vermelho-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0.0,314,0.0,20,2731.75,2025-12,0.0,0.3075,0.0,31,0.0,353.2,30.0,0.0,2025-12-01,0.0,0.0,2731.75,crítico
UPP0501,Curitiba-Centro-apartamento-JR-1Q,Carteira 4_sys-price,PR,"Curitiba, PR","Curitiba, PR, Alto da XV",0.0,47,0.0,227,1822.41,2025-12,0.0,0.3741,0.0,31,0.0,154.3,30.0,0.0,2025-12-01,0.0,0.0,1822.41,crítico
VLI0103,Ubatuba-Tenorio-apartamento-JR-3Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Tenório",6.0,19,7733.4,522,7131.78,2025-12,0.44,0.4196,11.0,31,880.0,448.57,14.0,0.0,2025-12-01,1.08,5280.0,-601.6199999999999,berlinda
VST007,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0.0,275,496.4,47,2992.0,2025-12,0.0645,0.1608,2.0,31,314.25,271.04,26.0,0.0,2025-12-01,0.17,0.0,2495.6,crítico
ABC0403,Itajai-Praia_Brava-apartamento-SUP-3Q,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Praia Brava de Itajaí",19.0,986,3161.73,32,10798.21,2025-12,1.0,0.3905,12.0,31,299.17,,0.0,0.0,2025-12-01,0.29,5684.2300000000005,7636.48,crítico
BLU0206,Florianopolis-Ponta_Das_Canas-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",5.0,528,3365.46,157,4671.6,2025-12,0.3077,0.4206,8.0,31,503.75,725.39,18.0,0.0,2025-12-01,0.72,2518.75,1306.1400000000003,atenção
CET603,Balneario_Camboriu-Centro-apartamento-TOP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0.0,936,10215.24,36,8296.0,2025-12,0.4516,0.4083,14.0,31,862.57,904.24,17.0,0.0,2025-12-01,1.23,0.0,-1919.2399999999998,ok
CLF0104,Salvador-Flamengo-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Stella Maris",0.0,46,602.91,25,1707.08,2025-12,0.0968,0.2998,3.0,31,220.0,284.26,27.0,30.0,2025-12-01,0.35,0.0,1104.17,crítico
CSI0706,Balneario_Picarras-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Centro",7.0,60,6792.05,77,6230.07,2025-12,0.5417,0.3874,13.0,31,585.92,395.55,11.0,0.0,2025-12-01,1.09,4101.44,-561.9800000000005,berlinda
CVPF102,Porto_de_Pedras-Geral-apartamento-SUP-2Q,Carteira 2,AL,"Porto de Pedras, AL","Porto de Pedras, AL, PORTO DE PEDRAS",0.0,663,8024.75,35,6214.2,2025-12,0.5806,0.3904,18.0,31,552.22,492.75,12.0,0.0,2025-12-01,1.29,0.0,-1810.5500000000002,ok
JMA008,Florianopolis-Jurere_Longe-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0.0,517,342.66,42,3939.68,2025-12,0.0645,0.3823,2.0,31,210.0,395.14,29.0,0.0,2025-12-01,0.09,0.0,3597.02,crítico
NWT0814,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0.0,216,9781.75,34,4511.21,2025-12,0.7742,0.3523,24.0,31,508.0,430.86,7.0,0.0,2025-12-01,2.17,0.0,-5270.54,meta_subestimada
ONP1716,Sao_Paulo-Bela_Vista-apartamento-SUP-1Q,Carteira 4_sys-price,SP,"São Paulo, SP","São Paulo, SP, Paraíso",1.0,133,1557.07,718,2096.87,2025-12,0.3333,0.3298,10.0,31,178.2,195.0,20.0,0.0,2025-12-01,0.74,178.2,539.8,atenção
PRY0010,Porto_Seguro-Pataxos-apartamento-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Paraiso dos Pataxós",0.0,60,11420.13,50,6175.67,2025-12,0.8065,0.4331,25.0,31,660.44,315.0,6.0,0.0,2025-12-01,1.85,0.0,-5244.459999999999,ok
PSO0808,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0.0,146,8273.52,15,2337.5,2025-12,0.7419,0.234,23.0,31,430.39,230.88,8.0,0.0,2025-12-01,3.54,0.0,-5936.02,meta_subestimada
PSO1004,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0.0,115,6206.48,15,2337.5,2025-12,0.7419,0.234,23.0,31,354.39,696.63,8.0,0.0,2025-12-01,2.66,0.0,-3868.9799999999996,meta_subestimada
PSOA0807,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0.0,130,3932.59,15,2337.5,2025-12,0.5161,0.234,16.0,31,330.25,483.21,14.0,0.0,2025-12-01,1.68,0.0,-1595.0900000000001,ok
RMC203,Florianopolis-Estreito-apartamento-JR-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Capoeiras",0.0,872,2354.24,9,1991.27,2025-12,0.4516,0.2453,14.0,31,224.64,312.56,16.0,0.0,2025-12-01,1.18,0.0,-362.9699999999998,ok
RPP0678,Penha-Longe-casa-JR-3Q,Carteira 6,SC,"Penha, SC","Penha, SC, Centro",0.0,313,2558.26,29,6102.28,2025-12,0.2903,0.3486,9.0,31,400.67,389.05,22.0,0.0,2025-12-01,0.42,0.0,3544.0199999999995,crítico
SAA0321,Salvador-Pituba_Praia-apartamento-SUP-1Q,Carteira 5,BA,"Salvador, BA","Salvador, BA, Amaralina",0.0,54,1087.92,13,1623.08,2025-12,0.2581,0.3478,8.0,31,161.5,279.95,22.0,0.0,2025-12-01,0.67,0.0,535.1599999999999,atenção
UPP0507,Curitiba-Centro-apartamento-JR-1Q,Carteira 6_sys-price,PR,"Curitiba, PR","Curitiba, PR, Alto da XV",0.0,20,497.25,227,1822.41,2025-12,0.1613,0.3741,5.0,31,130.0,159.16,25.0,0.0,2025-12-01,0.27,0.0,1325.16,crítico
VDP0029,Cabo_Frio-Palmeiras-casa-JR-4Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Parque Burle",1.0,276,3789.36,36,6972.12,2025-12,0.1,0.3343,3.0,31,1575.0,558.38,26.0,0.0,2025-12-01,0.54,1575.0,3182.7599999999998,atenção
VTD0203,Florianopolis-UFSC-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Trindade",19.0,124,1232.0,50,3127.35,2025-12,0.1667,0.4234,2.0,31,700.0,443.6,10.0,0.0,2025-12-01,0.39,13300.0,1895.35,crítico
VTE0301,Itapema-Meia_Praia-Norte-apartamento-TOP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",0.0,144,20880.78,22,10121.8,2025-12,0.871,0.4704,27.0,31,1009.81,468.75,4.0,0.0,2025-12-01,2.06,0.0,-10758.98,meta_subestimada
YVD1301,Balneario_Camboriu-Intermediario-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",5.0,670,10560.34,52,6788.42,2025-12,0.6154,0.3145,16.0,31,963.94,478.0,9.0,0.0,2025-12-01,1.56,4819.700000000001,-3771.92,ok
AMC0204,Florianopolis-Ingleses_Praia-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0.0,696,10327.12,36,3908.47,2025-12,0.9355,0.4301,29.0,31,516.9,802.5,2.0,4.0,2025-12-01,2.64,0.0,-6418.6500000000015,meta_subestimada
CNA006,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0.0,1046,3955.06,25,6822.48,2025-12,0.1935,0.3355,6.0,31,897.0,771.48,23.0,0.0,2025-12-01,0.58,0.0,2867.4199999999996,atenção
DPAC0116,Aguas_Claras-Geral-apartamento-SUP-1Q,Carteira 1_sys-price,DF,"Brasília, DF","Brasília, DF, Águas Claras",0.0,229,1657.98,91,1443.98,2025-12,0.2903,0.304,9.0,31,203.33,187.95,22.0,0.0,2025-12-01,1.15,0.0,-214.0,ok
ELU0311,Especial-JPR-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",5.0,628,13709.12,15,9882.1,2025-12,0.6538,0.5496,17.0,31,1138.47,537.38,8.0,0.0,2025-12-01,1.39,5692.35,-3827.0200000000004,ok
GRB0917,Porto_Alegre-Auxiliadora-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Rio Branco",0.0,383,1786.37,111,1528.98,2025-12,0.3871,0.2715,12.0,31,168.5,200.26,19.0,0.0,2025-12-01,1.17,0.0,-257.3899999999999,ok
JPR211,Especial-JPR-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0.0,1022,6662.04,15,9882.1,2025-12,0.4194,0.5496,13.0,31,657.38,1113.12,17.0,0.0,2025-12-01,0.67,0.0,3220.0600000000004,atenção
LLR802,Porto_Belo-Geral-apartamento-MASTER-3Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",9.0,1211,9442.82,12,14217.48,2025-12,0.4091,0.4444,9.0,31,1255.89,1233.42,12.0,0.0,2025-12-01,0.66,11303.01,4774.66,atenção
MHF1206,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0.0,343,4059.69,14,6337.8,2025-12,0.3871,0.3918,12.0,31,460.42,554.89,18.0,23.0,2025-12-01,0.64,0.0,2278.11,atenção
MHFA0503,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0.0,487,2212.5,16,5616.63,2025-12,0.1935,0.3721,6.0,31,442.17,523.21,24.0,0.0,2025-12-01,0.39,0.0,3404.13,crítico
MRV0001,Imbituba-Praia_do_Rosa-casa-SUP-3Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Praia do Rosa",17.0,437,3909.24,15,7902.4,2025-12,0.7143,0.2924,10.0,31,485.6,367.25,4.0,0.0,2025-12-01,0.49,8255.2,3993.16,crítico
MTA0201,Barra_Velha-Centro-apartamento-SUP-2Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Tabuleiro",0.0,131,7889.15,20,5469.66,2025-12,0.7097,0.2876,22.0,31,418.68,283.44,9.0,0.0,2025-12-01,1.44,0.0,-2419.49,ok
MTR1703,Porto_Belo-Geral-apartamento-TOP-3Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",0.0,257,14303.58,26,6029.08,2025-12,0.7097,0.3144,22.0,31,783.0,632.5,8.0,0.0,2025-12-01,2.37,0.0,-8274.5,meta_subestimada
NWT0811,Especial-NWT-apartamento-MASTER-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",4.0,207,10824.84,31,9341.25,2025-12,0.4444,0.6444,12.0,31,1165.0,960.0,15.0,0.0,2025-12-01,1.16,4660.0,-1483.5900000000001,ok
NWT0903,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0.0,249,4377.85,34,4511.21,2025-12,0.5484,0.3523,17.0,31,296.29,861.14,14.0,0.0,2025-12-01,0.97,0.0,133.35999999999967,berlinda
PPE0302,Sao_Paulo-Brooklin-apartamento-SUP-1Q,Carteira 4_sys-price,SP,"São Paulo, SP","São Paulo, SP, Brooklin Novo",14.0,115,2054.69,229,2017.05,2025-12,0.5882,0.2708,10.0,31,236.0,198.57,7.0,0.0,2025-12-01,1.02,3304.0,-37.6400000000001,berlinda
RAA0301,Itapema-Meia_Praia-Norte-apartamento-SUP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",15.0,105,3521.68,44,8175.3,2025-12,0.5,0.3915,8.0,31,604.63,468.5,8.0,0.0,2025-12-01,0.43,9069.45,4653.620000000001,crítico
RCX1807,Itajai-Praia_Brava-apartamento-MASTER-2Q,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Praia Brava",2.0,291,2567.53,12,13897.47,2025-12,0.2414,0.4595,7.0,31,461.0,888.68,22.0,9.0,2025-12-01,0.18,922.0,11329.939999999999,crítico
STP1106,Guarapari-Centro-apartamento-SUP-1Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Centro",0.0,244,215.92,31,2639.45,2025-12,0.0645,0.3347,2.0,31,135.0,315.68,28.0,0.0,2025-12-01,0.08,0.0,2423.5299999999997,crítico
TCO1008,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0.0,427,1325.63,85,1152.33,2025-12,0.4194,0.2626,13.0,31,124.69,190.67,18.0,0.0,2025-12-01,1.15,0.0,-173.30000000000018,ok
TPS108,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0.0,1033,3980.73,25,5708.6,2025-12,0.2903,0.4133,9.0,31,547.78,608.81,21.0,0.0,2025-12-01,0.7,0.0,1727.8700000000003,atenção
TSF1302,Balneario_Camboriu-Sul-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",10.0,375,8921.42,82,6944.63,2025-12,0.8571,0.3745,18.0,31,601.94,333.67,3.0,0.0,2025-12-01,1.28,6019.400000000001,-1976.79,ok
UPP0512,Curitiba-Centro-apartamento-JR-1Q,Carteira 4_sys-price,PR,"Curitiba, PR","Curitiba, PR, Alto da XV",0.0,47,255.78,227,1822.41,2025-12,0.0968,0.3741,3.0,31,143.33,155.52,27.0,0.0,2025-12-01,0.14,0.0,1566.63,crítico
VST020,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0.0,153,1554.06,47,2992.0,2025-12,0.1935,0.1608,6.0,31,327.83,277.42,24.0,0.0,2025-12-01,0.52,0.0,1437.94,atenção
CFR0209,Cabo_Frio-Portinho-apartamento-TOP-1Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Portinho",0.0,691,2830.2,137,6125.95,2025-12,0.3871,0.499,12.0,31,258.75,578.58,19.0,0.0,2025-12-01,0.46,0.0,3295.75,crítico
EDF0503,Salvador-Ondina_Rio_Vermelho-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Rio Vermelho",3.0,98,3336.12,45,3276.93,2025-12,0.4286,0.354,12.0,31,304.25,364.12,16.0,0.0,2025-12-01,1.02,912.75,-59.190000000000055,berlinda
EOS0203,Florianopolis-UFSC-apartamento-JR-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande",0.0,24,2561.19,47,2413.66,2025-12,0.4194,0.5055,13.0,31,245.85,322.78,18.0,0.0,2025-12-01,1.06,0.0,-147.5300000000002,berlinda
HSS0007,Joao_Pessoa-Cabo_Branco-apartamento-SUP-1Q,Carteira 2,PB,"João Pessoa, PB","João Pessoa, PB, Cabo Branco",0.0,346,909.36,110,3160.39,2025-12,0.1935,0.4034,6.0,31,193.33,337.68,25.0,0.0,2025-12-01,0.29,0.0,2251.0299999999997,crítico
MHF1601,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0.0,510,4130.25,14,6337.8,2025-12,0.4194,0.3918,13.0,31,376.85,539.67,18.0,0.0,2025-12-01,0.65,0.0,2207.55,atenção
PRN0002,Imbituba-Praia_do_Rosa-apartamento-JR-1Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",0.0,206,5405.92,21,4594.96,2025-12,0.5484,0.3991,17.0,31,456.82,193.29,14.0,0.0,2025-12-01,1.18,0.0,-810.96,ok
RBH806,Florianopolis-Centrao-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0.0,909,3561.71,124,3186.58,2025-12,0.4194,0.3292,13.0,31,310.0,361.89,18.0,0.0,2025-12-01,1.12,0.0,-375.1300000000001,ok
ROI009,Imbituba-Praia_do_Rosa-casa-MASTER-3Q,Carteira 6,SC,"Garopaba, SC","Garopaba, SC, Ouvidor",6.0,430,22145.12,7,19488.51,2025-12,0.6,0.369,15.0,31,2286.67,1480.0,10.0,22.0,2025-12-01,1.14,13720.02,-2656.6100000000006,ok
RPC0305,Florianopolis-Canasvieiras_Longe-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0.0,356,1688.16,24,6412.74,2025-12,0.1935,0.4306,6.0,31,402.67,610.37,24.0,0.0,2025-12-01,0.26,0.0,4724.58,crítico
SBN0705,Itapema-Praia_Centro-apartamento-SUP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Tabuleiro das Oliveiras",4.0,599,3699.77,16,5296.91,2025-12,0.2593,0.2298,7.0,31,649.86,541.21,19.0,0.0,2025-12-01,0.7,2599.44,1597.1399999999999,atenção
SCO0011,Florianopolis-Campeche-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",1.0,249,0.0,27,3473.53,2025-12,0.0,0.437,0.0,31,0.0,359.17,29.0,0.0,2025-12-01,0.0,0.0,3473.53,crítico
SRO0002,Florianopolis-Lagoa-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",6.0,383,7053.48,40,6225.68,2025-12,0.52,0.4574,13.0,31,609.69,414.33,12.0,0.0,2025-12-01,1.13,3658.1400000000003,-827.7999999999993,ok
TCO0614,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0.0,399,1645.5,85,1152.33,2025-12,0.4516,0.2626,14.0,31,151.07,199.5,16.0,0.0,2025-12-01,1.43,0.0,-493.1700000000001,ok
TCO1103,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0.0,720,1528.55,85,1152.33,2025-12,0.4194,0.2626,13.0,31,141.54,191.41,17.0,0.0,2025-12-01,1.33,0.0,-376.22,ok
VLP0111,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-SUP-2Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Centro",3.0,131,986.16,28,7833.93,2025-12,0.1071,0.3575,3.0,31,441.0,601.04,24.0,0.0,2025-12-01,0.13,1323.0,6847.77,crítico
VST033,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",3.0,518,1017.34,47,2992.0,2025-12,0.1786,0.1608,5.0,31,279.2,317.09,22.0,0.0,2025-12-01,0.34,837.5999999999999,1974.6599999999999,crítico
ZNB1406,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0.0,74,1065.81,227,2961.11,2025-12,0.2258,0.3641,7.0,31,193.14,273.88,24.0,0.0,2025-12-01,0.36,0.0,1895.3000000000002,crítico
BVE101,Florianopolis-Campeche-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0.0,588,3965.43,13,4383.31,2025-12,0.2258,0.264,7.0,31,639.29,490.78,23.0,0.0,2025-12-01,0.9,0.0,417.88000000000056,berlinda
CET802,Balneario_Camboriu-Centro-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0.0,1396,21567.79,80,6855.0,2025-12,0.6452,0.3753,20.0,31,1487.15,470.3,10.0,0.0,2025-12-01,3.15,0.0,-14712.79,meta_subestimada
DNAG0706,Goiania-Central-apartamento-TOP-1Q,Carteira 1_sys-price,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0.0,215,1754.35,33,1517.3,2025-12,0.2903,0.1649,9.0,31,263.33,265.81,21.0,0.0,2025-12-01,1.16,0.0,-237.04999999999995,ok
EAB203,Florianopolis-Ingleses_Norte-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",31.0,1757,0.0,81,7270.99,2025-12,,0.4033,0.0,31,0.0,,0.0,0.0,2025-12-01,0.0,0.0,7270.99,crítico
EDF1501,Salvador-Ondina_Rio_Vermelho-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Rio Vermelho",0.0,90,734.08,45,3276.93,2025-12,0.129,0.354,4.0,31,218.75,339.85,26.0,0.0,2025-12-01,0.22,0.0,2542.85,crítico
FUA0001,Ubatuba-Praia_do_Lazaro-apartamento-JR-1Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Lázaro Praia Domingos Dias",0.0,63,0.0,24,5092.04,2025-12,0.0,0.4705,0.0,31,0.0,421.57,30.0,0.0,2025-12-01,0.0,0.0,5092.04,crítico
HMC0320,Sao_Paulo-Campo_Belo-apartamento-SUP-1Q,Carteira 4_sys-price,SP,"São Paulo, SP","São Paulo, SP, Campo Belo",0.0,327,1444.3,116,1659.13,2025-12,0.3871,0.3603,12.0,31,150.25,148.84,19.0,0.0,2025-12-01,0.87,0.0,214.83000000000015,berlinda
HRE0025,Ubatuba-Toninhas-apartamento-SUP-2Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Toninhas",0.0,385,11669.17,110,7856.56,2025-12,0.6129,0.4768,19.0,31,719.21,640.09,11.0,0.0,2025-12-01,1.49,0.0,-3812.6099999999997,ok
