listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,faturamento_perdido_bloqueio,falta_meta,grupo_criticidade,dias_disponiveis,dias_necessarios,potencial_max,potencial_realista,score_bruto,score_normalizado,faixa_prioridade,score_risco_bruto,status_operacional
TCO0213,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,357,1594.15,74,1785.91,2025-10,0.4516,0.4699,14,31,142.21,120.0,12,2025-10-17,0.89,0.0,191.76,berlinda,12,2.0,3034.15,2244.454,6.4424299096818975,37.533512064343164,Média,,🟢 Abaixo viável
BSL190,Penha-Praia-casa-JR-5Q,Carteira 6,SC,"Penha, SC","Penha, SC, Penha",6,602,4628.57,15,4817.59,2025-10,0.52,0.4306,13,31,497.62,238.75,4,2025-10-17,0.96,2985.7200000000003,189.02000000000044,berlinda,4,1.0,5583.57,5125.17,9.36744824694507,62.19839142091153,Alta,,🟢 Abaixo viável
MHB0302,Florianopolis-Novo_Campeche-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",8,97,4967.38,52,5183.77,2025-10,0.8696,0.4603,20,31,268.4,250.0,2,2025-10-17,0.96,2147.2,216.39000000000033,berlinda,2,1.0,5467.38,5402.18,10.435937551241679,69.43699731903486,Alta,,🟢 Abaixo viável
VGZ0004,Imbituba-Praia_do_Rosa-casa-SUP-1Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",1,589,2232.53,45,2557.22,2025-10,0.6,0.2533,18,31,153.61,127.6,5,2025-10-17,0.87,153.61,324.6899999999996,berlinda,5,3.0,2870.53,2615.33,5.400453617600357,28.418230563002684,Média,,🟢 Abaixo viável
BLI1801,Goiania-Sul-apartamento-TOP-2Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bela Vista",0,330,2738.53,56,3406.8,2025-10,0.4516,0.4184,14,31,246.86,222.0,13,2025-10-17,0.8,0.0,668.27,berlinda,13,4.0,5624.530000000001,4041.8476,10.88675149700599,72.38605898123325,Alta,,🟢 Abaixo viável
TXP0207,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,741,2109.28,152,2199.8,2025-10,0.4839,0.4678,15,31,193.13,147.0,9,2025-10-17,0.96,0.0,90.51999999999998,berlinda,9,1.0,3432.28,2749.4797000000003,6.048931721065549,33.78016085790885,Média,,🟢 Abaixo viável
VLPC0103,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-SUP-2Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Centro",0,230,4834.85,30,5586.73,2025-10,0.5484,0.4208,17,31,335.33,251.33,6,2025-10-17,0.87,0.0,751.8799999999992,berlinda,6,3.0,6342.83,5661.826232,11.274931871297385,75.60321715817693,Alta,,🟢 Abaixo viável
BSO0101,Itajai-Praia_Brava-apartamento-SUP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Praia dos Amores",0,26,2667.04,12,3016.83,2025-10,0.7419,0.4947,23,31,152.13,122.4,5,2025-10-17,0.88,0.0,349.78999999999996,berlinda,5,3.0,3279.04,3121.0828,4.730605304243195,22.5201072386059,Média,,🟢 Abaixo viável
CCU203,Florianopolis-Praia_Brava-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Praia Brava",4,1161,2225.93,11,2277.41,2025-10,0.5185,0.3157,14,31,193.79,209.0,10,2025-10-17,0.98,775.16,51.48000000000002,berlinda,10,1.0,4315.93,3309.595,4.724366714820786,22.25201072386059,Média,,🟢 Abaixo viável
DOV108,Florianopolis-Ingleses_Norte-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses",2,814,2286.56,43,2448.0,2025-10,0.4828,0.3684,14,31,199.07,212.38,8,2025-10-17,0.93,398.14,161.44000000000005,berlinda,8,1.0,3985.6,3106.856512,14.005975163398698,86.8632707774799,Crítico,,🟢 Abaixo viável
NWT0605,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,184,4794.32,26,4859.73,2025-10,0.6774,0.6467,21,31,271.71,250.0,5,2025-10-17,0.99,0.0,65.40999999999985,berlinda,5,1.0,6044.32,5641.07,3.3648988729826486,9.383378016085791,Baixa,,🟢 Abaixo viável
RSU3842,Penha-Longe-apartamento-SUP-3Q,Carteira 6,SC,"Penha, SC","Penha, SC, Gravatá",0,272,3219.61,15,3308.08,2025-10,0.6774,0.3124,21,31,225.86,176.5,8,2025-10-17,0.97,0.0,88.4699999999998,berlinda,8,1.0,4631.610000000001,4176.0988,4.720247091968746,21.715817694369974,Média,,🟢 Abaixo viável
RUP0804,Blumenau-Central-apartamento-SUP-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Escola Agrícola",1,370,7053.76,77,7658.5,2025-10,0.6,0.5504,18,31,449.78,180.0,6,2025-10-17,0.92,449.78,604.7399999999998,berlinda,6,4.0,8133.76,7701.76,3.5533459554743083,10.723860589812332,Baixa,,🟢 Abaixo viável
VPD0605,Florianopolis-Beira_Mar-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Agronômica",0,169,4068.49,13,4265.3,2025-10,0.6129,0.5027,19,31,288.58,252.0,8,2025-10-17,0.95,0.0,196.8100000000004,berlinda,8,1.0,6084.49,5304.096399999999,11.627815159543314,76.94369973190348,Alta,,🟢 Abaixo viável
ACM0865,Caldas_Novas-Geral-apartamento-SUP-2Q,Carteira 3,GO,"Caldas Novas, GO","Caldas Novas, GO, Do Turista",0,106,1978.46,26,2386.9,2025-10,0.2903,0.2892,9,31,230.0,228.18,11,2025-10-17,0.83,0.0,408.44000000000005,berlinda,11,2.0,4488.4400000000005,2707.107194,19.522778331727352,95.17426273458445,Crítico,,🟢 Abaixo viável
SOH1102,Maceio-Ponta_Verde-apartamento-SUP-2Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Ponta Verde",1,306,4638.05,28,5173.31,2025-10,0.6667,0.6707,20,31,275.9,214.83,6,2025-10-17,0.9,275.9,535.2600000000002,berlinda,6,3.0,5927.030000000001,5497.412966,7.409176832627471,44.50402144772118,Média,,🟢 Abaixo viável
BSO0103,Itajai-Praia_Brava-apartamento-SUP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Praia dos Amores",0,167,2862.42,12,3016.83,2025-10,0.7419,0.4947,23,31,168.87,130.0,6,2025-10-17,0.95,0.0,154.40999999999985,berlinda,6,2.0,3642.42,3441.102,3.326886168594183,8.847184986595174,Baixa,,🟢 Abaixo viável
CIA2313,Sao_Paulo-Vila_Olimpia-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Vila Olímpia",0,253,6592.74,91,7183.56,2025-10,0.7419,0.606,23,31,354.26,286.2,5,2025-10-17,0.92,0.0,590.8200000000006,berlinda,5,3.0,8023.74,7654.3989,7.846280674206113,49.865951742627345,Média,,🟢 Abaixo viável
ISM0806,Sao_Paulo-Moema-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Indianópolis",0,240,2583.68,499,2737.0,2025-10,0.5806,0.4795,18,31,166.26,150.0,2,2025-10-17,0.94,0.0,153.32000000000016,berlinda,2,2.0,2883.68,2757.8599999999997,4.201315308732193,17.426273458445042,Baixa,,🟢 Abaixo viável
NIK0504,Sao_Paulo-Bela_Vista-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Bela Vista",0,22,2558.18,555,2905.15,2025-10,0.5806,0.5456,18,31,178.5,159.0,2,2025-10-17,0.88,0.0,346.97000000000025,berlinda,2,3.0,2876.18,2742.8107999999997,6.329934771010106,36.46112600536193,Média,,🟠 Abaixo precisa esforço
RAE0126,Bombinhas-Mariscal-casa-JR-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Morrinhos",0,293,1597.77,22,1932.48,2025-10,0.3871,0.2354,12,31,170.25,140.73,11,2025-10-17,0.83,0.0,334.71000000000004,berlinda,11,3.0,3145.8,2197.012413,8.124920361400894,53.08310991957105,Alta,,🟢 Abaixo viável
BSO0203,Itajai-Praia_Brava-apartamento-SUP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Praia dos Amores",0,162,2766.46,12,3016.83,2025-10,0.7097,0.4947,22,31,147.82,124.67,9,2025-10-17,0.92,0.0,250.3699999999999,berlinda,9,3.0,3888.49,3562.764691,3.4488329250681424,9.651474530831099,Baixa,,🟢 Abaixo viável
IDI0306,Balneario_Camboriu-Centro-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Barra Sul",0,146,3542.63,50,3625.68,2025-10,0.6774,0.4437,21,31,231.67,241.71,7,2025-10-17,0.98,0.0,83.04999999999973,berlinda,7,1.0,5234.6,4688.770478,5.536620854570712,29.49061662198391,Média,,🟢 Abaixo viável
WBU2405,Goiania-Central-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,741,2038.02,50,2328.99,2025-10,0.3548,0.4418,11,31,205.75,168.56,9,2025-10-17,0.88,0.0,290.9699999999998,berlinda,9,2.0,3555.06,2576.265792,10.529436193371367,69.97319034852548,Alta,,🟢 Abaixo viável
ADC104,Florianopolis-Cachoeira_Bom_Jesus-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",0,457,3940.81,21,4905.18,2025-10,0.5806,0.3975,18,31,305.17,276.75,8,2025-10-17,0.8,0.0,964.3700000000003,berlinda,8,4.0,6154.8099999999995,5226.2584,13.602426287108731,85.25469168900804,Crítico,,🟢 Abaixo viável
JZZ702,Itapema-Praia_Itapema-apartamento-SUP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Morretes",1,567,2151.98,14,2454.38,2025-10,0.6,0.4401,18,31,140.61,140.67,9,2025-10-17,0.88,140.61,302.4000000000001,berlinda,9,3.0,3418.01,2911.598,5.777237428597041,30.831099195710454,Média,,🟢 Abaixo viável
PDC301,Ilheus-Sul-apartamento-JR-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, São Francisco",4,735,1671.26,26,1946.5,2025-10,0.5185,0.3254,14,31,141.71,118.6,10,2025-10-17,0.86,566.84,275.24,berlinda,10,3.0,2857.26,2286.201,5.590112852127753,30.02680965147453,Média,,🟢 Abaixo viável
RBR0003,Salvador-Flamengo-apartamento-JR-2Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Praia do Flamengo",5,14,2354.87,27,2473.5,2025-10,0.6538,0.4024,17,31,172.53,151.71,7,2025-10-17,0.95,862.65,118.63000000000011,berlinda,7,1.0,3416.84,3049.185986,7.2760692540933976,43.96782841823057,Média,,🟢 Abaixo viável
BRR0097,Porto_Belo-Geral-casa-JR-3Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",5,644,1736.2,16,2014.63,2025-10,0.4615,0.2952,12,31,159.08,152.67,6,2025-10-17,0.86,795.4000000000001,278.43000000000006,berlinda,6,2.0,2652.2200000000003,2158.94323,10.54980519996228,70.24128686327077,Alta,,🟢 Abaixo viável
RTBA1361,Florianopolis-Canasvieiras_Meio-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",6,869,2318.13,19,2799.9,2025-10,0.72,0.5604,18,31,161.67,160.33,3,2025-10-17,0.83,970.02,481.77,berlinda,3,4.0,2799.12,2664.4428000000003,6.8968698971391795,42.0911528150134,Média,,🟠 Abaixo precisa esforço
SPJ0101,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,180,4242.34,16,4455.71,2025-10,0.8065,0.5519,25,31,204.44,189.67,3,2025-10-17,0.95,0.0,213.3699999999999,berlinda,3,2.0,4811.35,4701.246565,4.541351198798843,19.839142091152816,Baixa,,🟢 Abaixo viável
SRL002,Balneario_Camboriu-Centro-apartamento-JR-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,583,1737.88,44,1925.09,2025-10,0.5161,0.3486,16,31,129.5,139.5,10,2025-10-17,0.9,0.0,187.2099999999998,berlinda,10,2.0,3132.88,2457.8395,6.78300624905848,40.48257372654155,Média,,🟢 Abaixo viável
NOR0101,Brasilia-Asa_Norte-apartamento-JR-2Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",1,736,4259.98,13,4613.21,2025-10,0.7333,0.5558,22,31,231.86,220.4,5,2025-10-17,0.92,231.86,353.2300000000005,berlinda,5,2.0,5361.98,5068.076599999999,8.4379306383191,54.95978552278821,Alta,,🟢 Abaixo viável
TPZ0403,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-SUP-2Q,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",0,631,3155.96,34,3325.51,2025-10,0.3548,0.5,11,31,340.18,208.3,10,2025-10-17,0.95,0.0,169.55000000000018,berlinda,10,1.0,5238.96,3895.0084,10.620104886167848,71.0455764075067,Alta,,🟢 Abaixo viável
TXP0604,Goiania-Central-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",1,471,2023.57,50,2328.99,2025-10,0.5,0.4418,15,31,193.33,180.6,5,2025-10-17,0.87,193.33,305.41999999999985,berlinda,5,2.0,2926.5699999999997,2475.0699999999997,11.84179665863743,77.7479892761394,Alta,,🟢 Abaixo viável
CII0601,Porto_Belo-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",0,404,2609.36,22,2994.77,2025-10,0.8387,0.352,26,31,179.77,147.8,5,2025-10-17,0.87,0.0,385.40999999999985,berlinda,5,3.0,3348.36,3229.1593000000003,6.340341996213397,36.72922252010724,Média,,🟢 Abaixo viável
CNB005,Especial-CNB-casa-TOP-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,565,4809.3,17,5319.78,2025-10,0.3226,0.533,10,31,579.9,448.67,9,2025-10-17,0.9,0.0,510.47999999999956,berlinda,9,2.0,8847.33,6111.968478000001,21.526929835444303,95.71045576407506,Crítico,,🟢 Abaixo viável
MHFB0507,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,426,1568.45,9,1819.98,2025-10,0.5484,0.2609,17,31,133.0,135.93,14,2025-10-17,0.86,0.0,251.52999999999997,berlinda,14,2.0,3471.4700000000003,2612.0661680000003,9.393090281211881,63.00268096514745,Alta,,🟢 Abaixo viável
SCO0004,Florianopolis-Campeche-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,176,1164.43,16,1371.07,2025-10,0.4194,0.3278,13,31,112.77,112.38,13,2025-10-17,0.85,0.0,206.63999999999987,berlinda,13,2.0,2625.37,1777.148236,8.46864244713982,55.22788203753352,Alta,,🟢 Abaixo viável
DLH0205,Gramado-Centro-apartamento-TOP-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro",4,369,5025.03,65,5455.72,2025-10,0.5556,0.4965,15,31,404.87,396.67,6,2025-10-17,0.92,1619.48,430.6900000000005,berlinda,6,2.0,7405.049999999999,6347.369111999999,15.65712704281013,90.0804289544236,Crítico,,🟢 Abaixo viável
GET0302,Guara-Geral-apartamento-SUP-2Q,Especial,DF,"Brasília, DF","Brasília, DF, Zona Industrial",0,184,3364.09,12,3477.14,2025-10,0.5161,0.4085,16,31,250.94,315.56,9,2025-10-17,0.97,0.0,113.04999999999973,berlinda,9,1.0,6204.13,4829.8346440000005,10.259597830400821,68.63270777479893,Alta,,🟢 Abaixo viável
LDN201,Cabo_Frio-Centro-apartamento-JR-3Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Braga",13,602,3176.87,103,3211.72,2025-10,0.7778,0.4149,14,31,294.07,223.75,4,2025-10-17,0.99,3822.91,34.84999999999991,berlinda,4,1.0,4071.87,3873.001,2.427885214153158,4.825737265415549,Baixa,,🟢 Abaixo viável
NWT0612,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,184,4499.78,26,4859.73,2025-10,0.6774,0.6467,21,31,262.29,253.0,6,2025-10-17,0.93,0.0,359.9499999999998,berlinda,6,2.0,6017.78,5528.0732,9.369589462789081,62.466487935656836,Alta,,🟢 Abaixo viável
OBP0201,Penha-Beto_Carrero-apartamento-MASTER-2Q,Carteira 3,SC,"Penha, SC","Penha, SC, Armação",1,21,2859.53,26,3525.16,2025-10,0.4333,0.317,13,31,279.15,277.31,13,2025-10-17,0.81,279.15,665.6299999999997,berlinda,13,3.0,6464.56,4421.589499000001,17.454134970705816,92.76139410187668,Crítico,,🟢 Abaixo viável
PKS0115,Guara-Geral-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,181,2547.44,29,3036.54,2025-10,0.6129,0.5479,19,31,163.0,181.33,9,2025-10-17,0.84,0.0,489.0999999999999,berlinda,9,3.0,4179.41,3547.674413,9.735697317780541,65.14745308310992,Alta,,🟢 Abaixo viável
RGF1211,Salvador-Flamengo-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Itapuã",0,41,3130.73,29,3328.51,2025-10,0.7419,0.522,23,31,173.35,180.5,4,2025-10-17,0.94,0.0,197.7800000000002,berlinda,4,2.0,3852.73,3666.3818,5.362653259266163,27.882037533512065,Média,,🟢 Abaixo viável
CNB007,Especial-CNB-casa-TOP-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,565,5090.12,17,5319.78,2025-10,0.3226,0.533,10,31,606.6,439.58,12,2025-10-17,0.96,0.0,229.65999999999985,berlinda,12,1.0,10365.08,6791.822096,18.977089804465585,94.63806970509383,Crítico,,🟢 Abaixo viável
CSD0101,Bombinhas-Bombas-apartamento-SUP-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Bombas",9,337,3067.98,15,3270.12,2025-10,0.8182,0.3392,18,31,203.11,130.0,1,2025-10-17,0.94,1827.9900000000002,202.13999999999987,berlinda,1,2.0,3197.98,3174.346,4.0179259476716425,15.81769436997319,Baixa,,🟠 Abaixo precisa esforço
EOX0705,Florianopolis-Centrao-apartamento-JR-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,19,1922.52,61,2297.84,2025-10,0.6452,0.498,20,31,123.15,98.5,4,2025-10-17,0.84,0.0,375.32000000000016,berlinda,4,4.0,2316.52,2176.7288,4.022149061727537,16.0857908847185,Baixa,,🟠 Abaixo precisa esforço
ERU032,Bombinhas-Bombas-apartamento-SUP-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Bombas",0,1204,2164.05,54,2212.66,2025-10,0.5806,0.3431,18,31,168.11,119.0,11,2025-10-17,0.98,0.0,48.60999999999967,berlinda,11,1.0,3473.05,2924.0554,2.614314897001781,5.630026809651475,Baixa,,🟢 Abaixo viável
GIU0003,Porto_Seguro-Pataxos-apartamento-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Paraíso dos Pataxós",0,334,3910.92,25,3972.05,2025-10,0.5484,0.4993,17,31,279.12,185.43,7,2025-10-17,0.98,0.0,61.13000000000011,berlinda,7,1.0,5208.93,4622.748684,2.853774725897212,6.434316353887399,Baixa,,🟢 Abaixo viável
JBV207,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",8,391,7536.98,31,8984.88,2025-10,0.7826,0.728,18,31,538.39,456.0,5,2025-10-17,0.84,4307.12,1447.8999999999996,berlinda,5,4.0,9816.98,9321.307999999999,18.370929828779012,94.10187667560321,Crítico,,🟢 Abaixo viável
NWT0812,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,155,4826.64,26,4859.73,2025-10,0.6129,0.6467,19,31,301.42,280.0,5,2025-10-17,0.99,0.0,33.089999999999236,berlinda,5,1.0,6226.64,5684.700000000001,1.9065256711792191,2.1447721179624666,Baixa,,🟢 Abaixo viável
VNO1417,Sao_Paulo-Republica-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Consolação",0,93,2094.02,424,2504.66,2025-10,1.0,0.5514,31,31,148.58,131.08,12,2025-10-17,0.84,0.0,410.6399999999999,berlinda,12,4.0,3666.98,3666.98,5.37265449202686,28.150134048257375,Média,,🟢 Abaixo viável
ILC2310,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",7,1296,7725.17,28,8941.41,2025-10,0.7917,0.7662,19,31,501.79,,0,2025-10-17,0.86,3512.53,1216.2399999999998,berlinda,0,0.0,,,,,Baixa,,🔴 Abaixo inviável
STE0312,Salvador-Ondina_Rio_Vermelho-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Ondina",0,44,2176.92,63,2411.06,2025-10,0.5806,0.4778,18,31,143.89,142.69,13,2025-10-17,0.9,0.0,234.13999999999987,berlinda,13,2.0,4031.8900000000003,3253.915582,6.928371048418535,42.35924932975871,Média,,🟢 Abaixo viável
JBV108,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1673,8608.04,31,8984.88,2025-10,0.871,0.728,27,31,1492.11,405.0,3,2025-10-17,0.96,0.0,376.8399999999983,berlinda,3,1.0,9823.04,9666.305,16.986337046237605,91.95710455764075,Crítico,,🟢 Abaixo viável
PSOB1103,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,68,2257.23,18,2402.71,2025-10,0.4839,0.5896,15,31,152.25,160.0,9,2025-10-17,0.94,0.0,145.48000000000002,berlinda,9,1.0,3697.23,2954.0460000000003,9.687727607576445,64.87935656836461,Alta,,🟢 Abaixo viável
OGD0401,Florianopolis-Beira_Mar-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,217,3928.27,13,4265.3,2025-10,0.7419,0.5027,23,31,197.26,255.88,8,2025-10-17,0.92,0.0,337.0300000000002,berlinda,8,2.0,5975.3099999999995,5446.968976,10.109398682390458,67.29222520107238,Alta,,🟢 Abaixo viável
RUP0805,Blumenau-Central-apartamento-SUP-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Escola Agrícola",0,371,6287.53,77,7658.5,2025-10,0.4194,0.5504,13,31,555.46,165.75,8,2025-10-17,0.82,0.0,1370.9700000000003,berlinda,8,9.0,7613.53,6843.654399999999,3.296820199778025,8.579088471849866,Baixa,,🟠 Abaixo precisa esforço
SFR0401,Bombinhas-Centro-apartamento-TOP-1Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",0,6,2126.85,13,2599.3,2025-10,0.5161,0.4562,16,31,143.13,162.14,7,2025-10-17,0.82,0.0,472.4500000000003,berlinda,7,3.0,3261.83,2712.613178,9.82354775003527,65.95174262734585,Alta,,🟢 Abaixo viável
SPJ0402,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,354,4114.76,16,4455.71,2025-10,0.8065,0.5519,25,31,204.32,156.0,3,2025-10-17,0.92,0.0,340.9499999999998,berlinda,3,3.0,4582.76,4492.202,3.979029155847214,14.47721179624665,Baixa,,🟢 Abaixo viável
BSO0102,Itajai-Praia_Brava-apartamento-SUP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Praia dos Amores",0,167,2605.84,12,3016.83,2025-10,0.6774,0.4947,21,31,158.1,145.29,7,2025-10-17,0.86,0.0,410.9899999999998,berlinda,7,3.0,3622.87,3294.776122,6.597735271791908,38.605898123324394,Média,,🟢 Abaixo viável
LFH0306,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Escola Agrícola",0,37,5244.84,46,5475.18,2025-10,0.5806,0.5326,18,31,340.89,123.5,8,2025-10-17,0.96,0.0,230.34000000000015,berlinda,8,2.0,6232.84,5818.4728000000005,2.5978132225789854,5.361930294906166,Baixa,,🟢 Abaixo viável
NLUG0001,São_Miguel_dos_Milagres-Geral-casa-TOP-3Q,Carteira 2,AL,"Passo de Camaragibe, AL","Passo de Camaragibe, AL, Praia do Marceneiro",4,243,8269.94,21,10175.33,2025-10,0.5926,0.5569,16,31,614.06,3200.0,4,2025-10-17,0.81,2456.24,1905.3899999999994,berlinda,4,1.0,21069.940000000002,15855.220000000001,599.2186985581793,100.0,Crítico,,🟢 Abaixo viável
NWT0917,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,190,4168.25,26,4859.73,2025-10,0.5806,0.6467,18,31,259.39,256.11,9,2025-10-17,0.86,0.0,691.4799999999996,berlinda,9,3.0,6473.24,5506.527194,12.147104386457674,78.82037533512064,Alta,,🟢 Abaixo viável
SPT0301,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,503,4730.91,46,5475.18,2025-10,0.4516,0.5326,14,31,396.57,196.33,9,2025-10-17,0.86,0.0,744.2700000000004,berlinda,9,4.0,6497.88,5528.873652,6.6720422479260995,39.14209115281501,Média,,🟢 Abaixo viável
VTL0302,Ilheus-Sul-apartamento-SUP-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória",4,299,2582.78,20,2882.61,2025-10,0.7037,0.4364,19,31,175.79,139.25,8,2025-10-17,0.9,703.16,299.8299999999999,berlinda,8,3.0,3696.78,3366.7018000000003,4.827954238230861,23.056300268096514,Média,,🟢 Abaixo viável
BSO0207,Itajai-Praia_Brava-apartamento-SUP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Praia dos Amores",0,161,2682.78,12,3016.83,2025-10,0.6774,0.4947,21,31,150.81,120.0,8,2025-10-17,0.89,0.0,334.0499999999997,berlinda,8,3.0,3642.78,3333.0840000000003,4.429152454728967,19.302949061662197,Baixa,,🟢 Abaixo viável
NWT0816,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,155,3932.77,26,4859.73,2025-10,0.5333,0.6467,16,31,276.31,280.0,8,2025-10-17,0.81,276.31,926.9599999999996,berlinda,8,4.0,6172.77,5127.362,13.352017498914547,83.6461126005362,Crítico,,🟢 Abaixo viável
RPF0605,Porto_Alegre-Menino_Deus-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Azenha",4,190,1726.56,44,2149.23,2025-10,0.4444,0.4745,12,31,170.17,170.0,9,2025-10-17,0.8,680.68,422.6700000000001,berlinda,9,3.0,3256.56,2406.492,11.144130688665244,74.26273458445041,Alta,,🟢 Abaixo viável
