listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,faturamento_perdido_bloqueio,falta_meta,grupo_criticidade,dias_disponiveis,dias_necessarios,potencial_max,potencial_realista,score_bruto,score_normalizado,faixa_prioridade,score_risco_bruto,status_operacional
JBV179,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,758,7379.98,25,6890.12,2025-10,0.7097,0.5849,22,31,1721.73,376.2,5,2025-10-17,1.07,0.0,-489.8599999999997,berlinda,5,-1.0,9260.98,8714.9257,,27.22772277227723,Risco Baixo,62.49999999999994,🟡 Acima com risco
OAG0820,Sao_Paulo-Pinheiros-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Cerqueira César",1,337,4796.31,250,4474.11,2025-10,0.7,0.5881,21,31,277.05,200.0,6,2025-10-17,1.07,277.05,-322.2000000000007,berlinda,6,-1.0,5996.31,5636.31,,33.663366336633665,Risco Baixo,74.99999999999994,🟡 Acima com risco
RGN0205,Florianopolis-Ingleses_Centro-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses Centro",1,6,3096.86,14,3085.2,2025-10,0.6667,0.3624,20,31,201.3,177.83,6,2025-10-17,1.0,201.3,-11.66000000000031,berlinda,6,-0.0,4163.84,3808.215566,,96.53465346534654,Risco Alto,599.9999999999995,🟡 Acima com risco
RGP302,Florianopolis-Jurere_Tradicional-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,540,3989.02,30,3840.51,2025-10,0.8065,0.4487,25,31,203.12,162.0,3,2025-10-17,1.04,0.0,-148.50999999999976,berlinda,3,-0.0,4475.02,4380.979,,25.99009900990099,Risco Baixo,59.99999999999994,🟡 Acima com risco
SPT0303,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,391,5564.39,46,5475.18,2025-10,0.4194,0.5326,13,31,474.31,152.13,8,2025-10-17,1.02,0.0,-89.21000000000004,berlinda,8,-0.0,6781.43,6074.816576,,84.9009900990099,Risco Alto,266.66666666666646,🟡 Acima com risco
VST014,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos pinheiros",0,426,1849.15,38,1799.54,2025-10,0.2903,0.1383,9,31,265.78,205.25,12,2025-10-17,1.03,0.0,-49.61000000000013,berlinda,12,-0.0,4312.15,2564.1589000000004,,87.62376237623762,Risco Alto,299.9999999999998,🟡 Acima com risco
CNB013,Especial-CNB-casa-TOP-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,559,5830.72,17,5319.78,2025-10,0.4194,0.533,13,31,507.54,439.58,12,2025-10-17,1.1,0.0,-510.9400000000005,berlinda,12,-1.0,11105.68,8043.038224,,51.48514851485149,Risco Médio,109.090909090909,🟡 Acima com risco
NWT1414,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,278,5237.34,26,4859.73,2025-10,0.6333,0.6467,19,31,368.63,280.1,10,2025-10-17,1.08,368.63,-377.6100000000006,berlinda,10,-1.0,8038.34,7011.2133,,52.22772277227723,Risco Médio,111.11111111111101,🟡 Acima com risco
CTD0401,Penha-Longe-apartamento-JR-2Q,Carteira 6,SC,"Penha, SC","Penha, SC, Centro",0,202,2250.95,15,2114.87,2025-10,0.6452,0.4276,20,31,148.4,105.0,7,2025-10-17,1.06,0.0,-136.07999999999993,berlinda,7,-1.0,2985.95,2725.1719999999996,,43.06930693069307,Risco Baixo,99.9999999999999,🟡 Acima com risco
ILC4202,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1316,9358.24,28,8941.41,2025-10,0.8065,0.7662,25,31,483.48,446.0,3,2025-10-17,1.05,0.0,-416.8299999999999,berlinda,3,-0.0,10696.24,10437.337,,21.287128712871286,Risco Baixo,49.99999999999996,🟡 Acima com risco
CGB0035,Ubatuba-Praia_Grande-apartamento-SUP-2Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Praia Grande",0,29,5548.33,171,5091.22,2025-10,0.8387,0.4793,26,31,261.62,250.5,4,2025-10-17,1.09,0.0,-457.1099999999997,berlinda,4,-1.0,6550.33,6388.7074,,15.346534653465346,Sem Risco,39.999999999999964,🟡 Acima com risco
DBR0805,Itapema-Praia_Itapema-apartamento-TOP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Morretes",0,637,3736.01,18,3458.01,2025-10,0.7742,0.3961,24,31,188.21,145.0,4,2025-10-17,1.08,0.0,-278.0,berlinda,4,-1.0,4316.01,4185.046,,18.564356435643564,Sem Risco,44.44444444444441,🟡 Acima com risco
PRV0404,Salvador-Barra-apartamento-JR-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,175,2688.88,115,2627.35,2025-10,0.7097,0.5379,22,31,151.73,128.14,7,2025-10-17,1.02,0.0,-61.5300000000002,berlinda,7,-0.0,3585.86,3325.466706,,81.1881188118812,Risco Alto,233.33333333333314,🟡 Acima com risco
SSL0211,Florianopolis-UFSC-apartamento-TOP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande",4,159,3283.15,12,3084.23,2025-10,0.4074,0.4239,11,31,350.36,350.0,4,2025-10-17,1.06,1401.44,-198.92000000000007,berlinda,4,-0.0,4683.15,3853.51,,24.00990099009901,Risco Baixo,57.14285714285709,🟡 Acima com risco
EFE0803,Guarapari-Praia_do_Morro-apartamento-SUP-3Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Praia do Morro",6,600,4405.25,70,4365.03,2025-10,0.8,0.5221,20,31,295.75,225.5,4,2025-10-17,1.01,1774.5,-40.220000000000255,berlinda,4,-0.0,5307.25,5126.85,,74.75247524752476,Risco Médio,199.99999999999983,🟡 Acima com risco
SOV0005,Mata_de_Sao_Joao-Praia_Imbassai-apartamento-TOP-1Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Imbassaí",4,223,3831.94,16,3619.76,2025-10,0.8148,0.3577,22,31,216.95,208.8,5,2025-10-17,1.06,867.8,-212.17999999999984,berlinda,5,-1.0,4875.9400000000005,4682.5912,,32.42574257425743,Risco Baixo,71.42857142857136,🟡 Acima com risco
AIA2200,Barra_Velha-Tabuleiro-casa-JR-3Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Barra Velha",4,607,1549.89,11,1459.87,2025-10,0.4815,0.2212,13,31,155.08,176.0,9,2025-10-17,1.06,620.32,-90.02000000000021,berlinda,9,-0.0,3133.8900000000003,2312.5860000000002,,57.42574257425742,Risco Médio,128.57142857142844,🟡 Acima com risco
CMR204,Florianopolis-Itacorubi-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi",1,569,3519.29,22,3351.55,2025-10,0.7,0.5088,21,31,204.33,145.0,5,2025-10-17,1.05,204.33,-167.73999999999978,berlinda,5,-1.0,4244.29,4026.79,,37.62376237623762,Risco Baixo,83.33333333333327,🟡 Acima com risco
RUP0101,Blumenau-Central-apartamento-SUP-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Escola Agrícola",0,434,7985.99,77,7658.5,2025-10,0.6774,0.5504,21,31,507.52,156.0,4,2025-10-17,1.04,0.0,-327.4899999999998,berlinda,4,-2.0,8609.99,8408.6876,,37.12871287128713,Risco Baixo,79.99999999999993,🟡 Acima com risco
BLB1206,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,324,3187.38,204,3099.8,2025-10,0.6129,0.5207,19,31,218.37,170.18,11,2025-10-17,1.03,0.0,-87.57999999999993,berlinda,11,-0.0,5059.360000000001,4334.716542,,85.64356435643565,Risco Alto,274.9999999999998,🟡 Acima com risco
RSM0023,Porto_Seguro-Pataxos-casa-JR-3Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Praia de Taperapuan",8,90,3382.33,23,3357.71,2025-10,0.6957,0.4496,16,31,266.69,206.0,5,2025-10-17,1.01,2133.52,-24.61999999999989,berlinda,5,-0.0,4412.33,4098.901,,83.16831683168317,Risco Alto,249.99999999999977,🟡 Acima com risco
MMD0605,Ilheus-Sul-apartamento-SUP-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, São Francisco",1,15,2963.91,20,2882.61,2025-10,0.7333,0.4364,22,31,189.05,156.43,7,2025-10-17,1.03,189.05,-81.29999999999973,berlinda,7,-0.0,4058.92,3766.8808329999997,,68.31683168316832,Risco Médio,174.99999999999986,🟡 Acima com risco
RBF142,Florianopolis-Estreito-casa-JR-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Capoeiras",4,721,2264.75,10,2080.32,2025-10,0.7037,0.3056,19,31,148.26,125.5,4,2025-10-17,1.09,593.04,-184.42999999999984,berlinda,4,-1.0,2766.75,2618.0074,,15.346534653465346,Sem Risco,39.999999999999964,🟡 Acima com risco
RGOA701,Itapema-Meia_Praia-Sul-apartamento-SUP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Castelo Branco",0,89,2823.64,23,2786.58,2025-10,0.7419,0.3298,23,31,155.61,120.0,5,2025-10-17,1.01,0.0,-37.059999999999945,berlinda,5,-0.0,3423.64,3268.7799999999997,,83.16831683168317,Risco Alto,249.99999999999977,🟡 Acima com risco
LGD0201,Florianopolis-Centrao-apartamento-TOP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",4,376,5565.53,21,5167.96,2025-10,0.7037,0.4464,19,31,395.58,288.83,6,2025-10-17,1.08,1582.32,-397.5699999999997,berlinda,6,-1.0,7298.51,6785.028026,,29.7029702970297,Risco Baixo,66.66666666666661,🟡 Acima com risco
TCO0512,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,478,1950.1,74,1785.91,2025-10,0.5806,0.4699,18,31,125.89,120.0,10,2025-10-17,1.09,0.0,-164.18999999999983,berlinda,10,-1.0,3150.1,2646.8199999999997,,47.524752475247524,Risco Baixo,99.99999999999991,🟡 Acima com risco
DPA210,Aguas_Claras-Geral-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Guará",15,566,1931.04,92,1919.25,2025-10,0.875,0.4892,14,31,174.07,,0,2025-10-17,1.01,2611.0499999999997,-11.789999999999964,berlinda,0,0.0,,,,2.9702970297029703,Sem Risco,0.0,🟡 Acima sem ação
ECH0205,Florianopolis-Centrao-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",1,1,3737.11,113,3457.96,2025-10,0.9333,0.4929,28,31,180.0,134.0,1,2025-10-17,1.08,180.0,-279.1500000000001,berlinda,1,-2.0,3871.11,3862.1722,,5.9405940594059405,Sem Risco,11.111111111111102,🟡 Acima com risco
EEP0901,Guarapari-Centro-apartamento-SUP-2Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, São Judas Tadeu",0,84,3156.63,20,2922.18,2025-10,0.5484,0.3663,17,31,211.82,211.14,7,2025-10-17,1.08,0.0,-234.45000000000027,berlinda,7,-1.0,4634.610000000001,3967.154232,,35.64356435643564,Risco Baixo,77.77777777777771,🟡 Acima com risco
JBV124,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1897,6959.58,25,6890.12,2025-10,0.6774,0.5849,21,31,428.29,421.14,7,2025-10-17,1.01,0.0,-69.46000000000004,berlinda,7,-0.0,9907.56,8956.541652,,90.84158415841584,Risco Alto,349.9999999999997,🟡 Acima com risco
PRY0003,Porto_Seguro-Pataxos-apartamento-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Taperapuã",5,12,4169.2,25,3972.05,2025-10,0.6923,0.4993,18,31,292.33,209.5,2,2025-10-17,1.05,1461.6499999999999,-197.14999999999964,berlinda,2,-0.0,4588.2,4459.2737,,11.633663366336634,Sem Risco,33.33333333333331,🟡 Acima com risco
ATP0001,Porto_Seguro-Pitinga-casa-SUP-4Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial D ajuda",4,176,8413.2,13,7704.98,2025-10,0.5556,0.3686,15,31,667.8,466.92,12,2025-10-17,1.09,2671.2,-708.2200000000012,berlinda,12,-1.0,14016.240000000002,11526.249024,,54.45544554455446,Risco Médio,119.99999999999989,🟡 Acima com risco
MHFB0506,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,426,1823.54,9,1819.98,2025-10,0.4839,0.2609,15,31,135.2,135.73,11,2025-10-17,1.0,0.0,-3.5599999999999454,berlinda,11,-0.0,3316.5699999999997,2546.0172169999996,,99.5049504950495,Risco Alto,1099.999999999999,🟡 Acima com risco
TCO0709,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,243,1842.96,74,1785.91,2025-10,0.5484,0.4699,17,31,128.94,125.0,13,2025-10-17,1.03,0.0,-57.049999999999955,berlinda,13,-0.0,3467.96,2734.11,,89.60396039603961,Risco Alto,324.9999999999997,🟡 Acima com risco
TRS0006,Penha-Beto_Carrero-casa-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Armação",0,133,2089.68,22,2029.23,2025-10,0.5161,0.5185,16,31,162.19,152.0,10,2025-10-17,1.03,0.0,-60.44999999999982,berlinda,10,-0.0,3609.68,2874.152,,83.16831683168317,Risco Alto,249.99999999999977,🟡 Acima com risco
TVT1009,Florianopolis-Centrao-apartamento-MASTER-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",1,558,4475.15,29,4217.7,2025-10,0.6667,0.4824,20,31,315.05,255.89,9,2025-10-17,1.06,315.05,-257.4499999999998,berlinda,9,-1.0,6778.16,6010.566766999999,,57.42574257425742,Risco Médio,128.57142857142844,🟡 Acima com risco
TCO0612,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,533,1875.32,74,1785.91,2025-10,0.5806,0.4699,18,31,125.56,120.0,11,2025-10-17,1.05,0.0,-89.40999999999985,berlinda,11,-0.0,3195.3199999999997,2641.712,,70.54455445544554,Risco Médio,183.3333333333332,🟡 Acima com risco
TXP0919,Goiania-Central-apartamento-TOP-2Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,180,3103.47,16,3108.24,2025-10,0.4194,0.4214,13,31,273.69,300.33,9,2025-10-17,1.0,0.0,4.769999999999982,berlinda,9,1.0,5806.44,4237.095617999999,,98.26732673267327,Risco Alto,899.9999999999992,🟡 Acima com risco
EMM0202,Guarapari-Praia_do_Morro-apartamento-SUP-2Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Praia do Morro",0,387,3903.03,47,3834.61,2025-10,0.6774,0.6398,21,31,196.1,159.67,6,2025-10-17,1.02,0.0,-68.42000000000007,berlinda,6,-0.0,4861.05,4551.992748000001,,74.75247524752476,Risco Médio,199.99999999999983,🟡 Acima com risco
THO2614,Goiania-Leste-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Jardim Goiás",0,502,2365.73,76,2212.32,2025-10,0.5161,0.442,16,31,164.75,174.5,10,2025-10-17,1.07,0.0,-153.40999999999985,berlinda,10,-0.0,4110.73,3266.3244999999997,,55.940594059405946,Risco Médio,124.99999999999989,🟡 Acima com risco
BLS1256,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",2,682,2347.72,152,2199.8,2025-10,0.5517,0.4678,16,31,183.56,151.25,8,2025-10-17,1.07,367.12,-147.91999999999962,berlinda,8,-0.0,3557.72,3015.277,,47.524752475247524,Risco Baixo,99.99999999999991,🟡 Acima com risco
THK0202,Sao_Paulo-Republica-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, República",0,525,2565.79,424,2504.66,2025-10,0.6774,0.5514,21,31,135.0,130.0,3,2025-10-17,1.02,0.0,-61.13000000000011,berlinda,3,-0.0,2955.79,2829.976,,47.524752475247524,Risco Baixo,99.99999999999991,🟡 Acima com risco
LEC0228,Brasilia-Asa_Sul-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Setor Sudoeste",0,222,3957.25,119,3708.08,2025-10,0.6774,0.6854,21,31,223.24,224.11,9,2025-10-17,1.07,0.0,-249.17000000000007,berlinda,9,-1.0,5974.24,5323.559026,,52.97029702970298,Risco Médio,112.4999999999999,🟡 Acima com risco
SPJ0504,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,350,4889.81,16,4455.71,2025-10,0.871,0.5519,27,31,226.56,143.75,4,2025-10-17,1.1,0.0,-434.10000000000036,berlinda,4,-3.0,5464.81,5390.635,,13.366336633663368,Sem Risco,36.36363636363633,🟡 Acima com risco
VDI0401,Guarapari-Nova_Guarapari-apartamento-SUP-4Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Meaípe",7,107,5834.13,52,5359.44,2025-10,0.6667,0.518,16,31,427.69,304.6,5,2025-10-17,1.09,2993.83,-474.6900000000005,berlinda,5,-1.0,7357.13,6849.5141,,21.287128712871286,Risco Baixo,49.99999999999996,🟡 Acima com risco
PGO310,Pocos_de_Caldas-Geral-apartamento-SUP-1Q,Carteira 4,MG,"Poços de Caldas, MG","Poços de Caldas, MG, São Benedito",1,777,1581.9,29,1510.48,2025-10,0.4333,0.3677,13,31,141.92,125.1,10,2025-10-17,1.05,141.92,-71.42000000000007,berlinda,10,-0.0,2832.9,2123.9583000000002,,65.34653465346535,Risco Médio,166.66666666666654,🟡 Acima com risco
BSR0203,Ilheus-Sul-apartamento-SUP-1Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória",8,218,1951.86,33,1849.17,2025-10,0.7391,0.3475,17,31,153.65,110.0,4,2025-10-17,1.06,1229.2,-102.68999999999983,berlinda,4,-0.0,2391.8599999999997,2277.064,,24.00990099009901,Risco Baixo,57.14285714285709,🟡 Acima com risco
IPT0141,Balneario_Camboriu-Centro-apartamento-TOP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,422,4938.24,29,4554.81,2025-10,0.7742,0.4777,24,31,253.62,295.5,6,2025-10-17,1.08,0.0,-383.4299999999994,berlinda,6,-1.0,6711.24,6310.8966,,29.7029702970297,Risco Baixo,66.66666666666661,🟡 Acima com risco
SPJ0301,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",1,487,4439.66,16,4455.71,2025-10,0.8,0.5519,24,31,212.63,157.0,5,2025-10-17,1.0,212.63,16.050000000000182,berlinda,5,1.0,5224.66,5067.66,,94.80198019801979,Risco Alto,499.99999999999955,🟡 Acima com risco
TPS202,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,806,3103.13,26,3037.54,2025-10,0.8065,0.6099,25,31,158.0,173.6,5,2025-10-17,1.02,0.0,-65.59000000000015,berlinda,5,-0.0,3971.13,3803.172,,65.34653465346535,Risco Médio,166.66666666666654,🟡 Acima com risco
PDC001,Ilheus-Sul-apartamento-JR-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória",0,436,2103.2,26,1946.5,2025-10,0.4516,0.3254,14,31,175.86,119.38,13,2025-10-17,1.08,0.0,-156.69999999999982,berlinda,13,-1.0,3655.14,2804.056104,,60.64356435643564,Risco Médio,144.44444444444431,🟡 Acima com risco
TSR0501,Ilheus-Sul-apartamento-SUP-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória",0,44,3139.42,20,2882.61,2025-10,0.5806,0.4364,18,31,212.28,158.33,6,2025-10-17,1.09,0.0,-256.80999999999995,berlinda,6,-1.0,4089.4,3690.978388,,25.99009900990099,Risco Baixo,59.99999999999994,🟡 Acima com risco
VST009,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,457,1916.74,38,1799.54,2025-10,0.2903,0.1383,9,31,254.89,169.36,11,2025-10-17,1.07,0.0,-117.20000000000005,berlinda,11,-0.0,3779.7,2457.557288,,58.91089108910891,Risco Médio,137.4999999999999,🟡 Acima com risco
CEV2304,Balneario_Camboriu-Intermediario-apartamento-JR-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",1,275,2372.54,55,2325.6,2025-10,0.6333,0.4956,19,31,147.79,149.0,10,2025-10-17,1.02,147.79,-46.940000000000055,berlinda,10,-0.0,3862.54,3316.157,,90.0990099009901,Risco Alto,333.3333333333331,🟡 Acima com risco
ILC3208,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",5,1427,9043.7,28,8941.41,2025-10,0.8462,0.7662,22,31,513.0,449.25,4,2025-10-17,1.01,2565.0,-102.29000000000087,berlinda,4,-0.0,10840.7,10564.3214,,74.75247524752476,Risco Médio,199.99999999999983,🟡 Acima com risco
EVB308,Itapema-Meia_Praia-Sul-apartamento-SUP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",0,1231,2902.21,23,2786.58,2025-10,0.5161,0.3298,16,31,243.81,140.67,9,2025-10-17,1.04,0.0,-115.63000000000011,berlinda,9,-0.0,4168.24,3555.608083,,69.55445544554455,Risco Médio,179.99999999999983,🟡 Acima com risco
MZD0308,Cabo_Frio-Centro-apartamento-SUP-2Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Centro",2,352,4888.39,88,4521.96,2025-10,0.7586,0.5692,22,31,287.68,209.8,5,2025-10-17,1.08,575.36,-366.4300000000003,berlinda,5,-1.0,5937.39,5684.161400000001,,22.524752475247524,Risco Baixo,55.55555555555551,🟡 Acima com risco
HRE0035,Ubatuba-Toninhas-apartamento-TOP-2Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Toninhas",1,365,7087.63,21,6658.48,2025-10,0.8333,0.6092,25,31,362.08,308.5,2,2025-10-17,1.06,362.08,-429.15000000000055,berlinda,2,-1.0,7704.63,7601.7761,,8.91089108910891,Sem Risco,28.571428571428545,🟡 Acima com risco
NWT0714,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,155,5046.76,26,4859.73,2025-10,0.7097,0.6467,22,31,286.05,280.0,2,2025-10-17,1.04,0.0,-187.03000000000065,berlinda,2,-0.0,5606.76,5444.192,,15.346534653465346,Sem Risco,39.999999999999964,🟡 Acima com risco
STI210,Florianopolis-Ingleses_Centro-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,1659,2221.59,25,2063.29,2025-10,0.5806,0.5027,18,31,151.67,169.73,11,2025-10-17,1.08,0.0,-158.30000000000018,berlinda,11,-0.0,4088.62,3305.587618,,54.95049504950495,Risco Médio,122.22222222222211,🟡 Acima com risco
VDB0201,Gramado-Centro-apartamento-SUP-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro",2,230,4603.33,73,4581.5,2025-10,0.5862,0.4293,17,31,365.56,383.67,3,2025-10-17,1.0,731.12,-21.829999999999927,berlinda,3,-0.0,5754.34,5278.052062,,87.62376237623762,Risco Alto,299.9999999999998,🟡 Acima com risco
NWT0902,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,190,5187.89,26,4859.73,2025-10,0.7667,0.6467,23,31,257.48,266.33,3,2025-10-17,1.07,257.48,-328.16000000000076,berlinda,3,-1.0,5986.88,5800.475633,,14.108910891089108,Sem Risco,37.49999999999997,🟡 Acima com risco
SRE0201,Florianopolis-UFSC-apartamento-TOP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Carvoeira",0,169,3151.93,12,3084.23,2025-10,0.4516,0.4239,14,31,287.79,208.13,8,2025-10-17,1.02,0.0,-67.69999999999982,berlinda,8,-0.0,4816.969999999999,3903.862064,,84.9009900990099,Risco Alto,266.66666666666646,🟡 Acima com risco
VGN0102,Florianopolis-Ingleses_Praia-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",3,257,3293.76,32,3102.44,2025-10,0.6786,0.3548,19,31,226.11,186.0,8,2025-10-17,1.06,678.33,-191.32000000000016,berlinda,8,-1.0,4781.76,4303.5168,,53.46534653465347,Risco Médio,114.28571428571418,🟡 Acima com risco
JBV328,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1169,9040.06,31,8984.88,2025-10,0.8387,0.728,26,31,432.46,437.67,3,2025-10-17,1.01,0.0,-55.18000000000029,berlinda,3,-0.0,10353.07,10141.281487,,62.37623762376238,Risco Médio,149.9999999999999,🟡 Acima com risco
NWT0915,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,190,5152.07,26,4859.73,2025-10,0.7097,0.6467,22,31,280.14,250.0,3,2025-10-17,1.06,0.0,-292.34000000000015,berlinda,3,-1.0,5902.07,5684.344999999999,,16.584158415841586,Sem Risco,42.85714285714282,🟡 Acima com risco
PPB1206,Goiania-Central-apartamento-SUP-2Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,726,2697.26,43,2519.4,2025-10,0.4516,0.3421,14,31,223.93,251.38,13,2025-10-17,1.07,0.0,-177.86000000000013,berlinda,13,-0.0,5965.200000000001,4173.061704,,63.86138613861386,Risco Médio,162.49999999999986,🟡 Acima com risco
RVN2003,Itapema-Praia_Centro-apartamento-SUP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Tabuleiro dos Oliveiras",1,300,2130.96,17,2141.15,2025-10,0.5,0.4005,15,31,170.13,135.44,9,2025-10-17,1.0,170.13,10.190000000000055,berlinda,9,1.0,3349.92,2740.44,,98.26732673267327,Risco Alto,899.9999999999992,🟡 Acima com risco
SCO0016,Florianopolis-Campeche-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,176,2429.06,28,2287.3,2025-10,0.6774,0.5138,21,31,145.81,126.67,6,2025-10-17,1.06,0.0,-141.75999999999976,berlinda,6,-1.0,3189.08,2943.897548,,38.613861386138616,Risco Baixo,85.71428571428564,🟡 Acima com risco
SPJ0106,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,279,4551.68,16,4455.71,2025-10,0.8387,0.5519,26,31,216.23,280.0,1,2025-10-17,1.02,0.0,-95.97000000000025,berlinda,1,-0.0,4831.68,4786.5160000000005,,11.633663366336634,Sem Risco,33.33333333333331,🟡 Acima com risco
