listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,dias_pmin,data_da_execucao,atingimento_meta,faturamento_perdido_bloqueio,falta_meta,grupo_criticidade,dias_disponiveis,dias_necessarios,potencial_max,potencial_realista,score_bruto,score_normalizado,faixa_prioridade,status_operacional,score_risco_bruto
ARK0201,Brasilia-Asa_Sul-apartamento-TOP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Sul",0,106,4246.49,26,4504.12,2025-10,0.7097,0.824,22,31,233.64,,0,0,2025-10-27,0.94,0.0,257.6300000000001,berlinda,0,0.0,,,,,Baixa,🔴 Abaixo inviável,
NWT0907,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,190,5475.74,34,5613.71,2025-10,0.8333,0.7261,25,31,254.2,250.0,2,0,2025-10-27,0.98,254.2,137.97000000000025,berlinda,2,1.0,5975.74,5892.389999999999,6.144332357745602,41.61073825503356,Média,🟢 Abaixo viável,
RRT0098,Penha-Longe-casa-JR-2Q,Carteira 6,SC,"Penha, SC","Penha, SC, Armação",0,392,2039.76,15,2250.15,2025-10,0.6129,0.3342,19,31,137.79,100.0,1,0,2025-10-27,0.91,0.0,210.3900000000001,berlinda,1,3.0,2139.76,2101.05,3.11668111014822,12.416107382550337,Baixa,🟠 Abaixo precisa esforço,
TCO0815,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",2,390,2067.58,87,2119.74,2025-10,0.6897,0.5817,20,31,122.55,120.0,4,0,2025-10-27,0.98,245.1,52.159999999999854,berlinda,4,1.0,2547.58,2398.636,2.952814967873411,11.74496644295302,Baixa,🟢 Abaixo viável,
THK1902,Sao_Paulo-Republica-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, República",1,266,2564.33,465,3003.05,2025-10,0.7,0.6661,21,31,139.95,130.0,2,0,2025-10-27,0.85,139.95,438.72000000000025,berlinda,2,4.0,2824.33,2746.33,4.747972894224208,27.85234899328859,Média,🟠 Abaixo precisa esforço,
SPT0303,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,391,5564.39,48,6119.8,2025-10,0.4194,0.5972,13,31,474.31,101.25,4,15,2025-10-27,0.91,0.0,555.4099999999999,berlinda,4,6.0,5969.39,5734.247,1.5315114464524977,5.033557046979865,Baixa,🟠 Abaixo precisa esforço,
TPS302,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,999,2399.75,29,2888.12,2025-10,0.6129,0.6699,19,31,151.68,162.0,1,0,2025-10-27,0.83,0.0,488.3699999999999,berlinda,1,4.0,2561.75,2499.0398,6.848394457294017,50.33557046979866,Alta,🟠 Abaixo precisa esforço,
VST014,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos pinheiros",0,426,2399.96,45,2754.3,2025-10,0.3871,0.2088,12,31,264.25,160.0,3,0,2025-10-27,0.87,0.0,354.34000000000015,berlinda,3,3.0,2879.96,2585.768,6.8613198755884754,50.671140939597315,Alta,🟠 Abaixo precisa esforço,
ILC3105,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1885,7043.45,16,7820.79,2025-10,0.7097,0.6145,22,31,370.64,300.0,3,0,2025-10-27,0.9,0.0,777.3400000000001,berlinda,3,3.0,7943.45,7682.18,9.93940509846192,76.84563758389261,Alta,🟠 Abaixo precisa esforço,
NFE0708,Curitiba-Centro-apartamento-SUP-1Q,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Centro",0,91,2681.64,324,3147.25,2025-10,0.6129,0.6706,19,31,158.89,155.0,4,0,2025-10-27,0.85,0.0,465.6100000000001,berlinda,4,4.0,3301.64,3061.638,5.732746842481532,36.241610738255034,Média,🟠 Abaixo precisa esforço,
VLP0109,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-SUP-2Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Praia do Forte",0,329,5030.81,33,5559.2,2025-10,0.6452,0.5191,20,31,305.65,259.0,2,0,2025-10-27,0.9,0.0,528.3899999999994,berlinda,2,3.0,5548.81,5365.0236,8.205797596776506,64.09395973154362,Alta,🟠 Abaixo precisa esforço,
RUP0804,Blumenau-Central-apartamento-SUP-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Escola Agrícola",1,370,7377.64,77,8352.92,2025-10,0.7,0.6104,21,31,402.67,,0,0,2025-10-27,0.88,402.67,975.2799999999997,berlinda,0,0.0,,,,,Baixa,🔴 Abaixo inviável,
TXP0919,Goiania-Central-apartamento-TOP-2Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,180,3670.7,15,4010.02,2025-10,0.5161,0.5109,16,31,265.12,222.0,3,0,2025-10-27,0.92,0.0,339.32000000000016,berlinda,3,2.0,4336.7,4014.4226,9.39260153315944,73.8255033557047,Alta,🟢 Abaixo viável,
VFR504,Bombinhas-Bombas-apartamento-TOP-1Q,Especial,SC,"Bombinhas, SC","Bombinhas, SC, Bombas",7,723,1966.34,70,2408.9,2025-10,0.5,0.4041,12,31,193.25,188.0,2,20,2025-10-27,0.82,1352.75,442.5600000000002,berlinda,2,3.0,2342.34,2154.34,11.51303914649841,85.23489932885906,Crítico,🟠 Abaixo precisa esforço,
VPD0605,Florianopolis-Beira_Mar-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Agronômica",0,169,4236.91,14,4739.81,2025-10,0.6452,0.6267,20,31,285.1,202.5,2,0,2025-10-27,0.89,0.0,502.90000000000055,berlinda,2,3.0,4641.91,4498.215999999999,7.161837710794321,52.68456375838926,Alta,🟠 Abaixo precisa esforço,
BSO0202,Itajai-Praia_Brava-apartamento-SUP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Praia dos Amores",0,161,2529.78,55,2564.51,2025-10,0.6774,0.5263,21,31,136.14,131.75,4,0,2025-10-27,0.99,0.0,34.73000000000002,berlinda,4,1.0,3056.78,2886.7698,1.7842307107400643,6.375838926174497,Baixa,🟢 Abaixo viável,
ERE0302,Maceio-Cruz_das_Almas-apartamento-JR-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Cruz das Almas",0,34,2460.36,24,2710.83,2025-10,0.8387,0.8406,26,31,117.0,94.5,2,0,2025-10-27,0.91,0.0,250.4699999999998,berlinda,2,3.0,2649.36,2618.8743,2.910475758347072,11.073825503355705,Baixa,🟠 Abaixo precisa esforço,
ILC4102,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,924,9372.64,28,10019.61,2025-10,0.7742,0.8614,24,31,518.04,358.0,1,0,2025-10-27,0.94,0.0,646.9700000000012,berlinda,1,2.0,9730.64,9649.8036,11.558097570663948,85.90604026845638,Crítico,🟠 Abaixo precisa esforço,
IPTR0241,Balneario_Camboriu-Centro-apartamento-MASTER-2Q,Carteira 4,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",14,6,6307.92,18,6977.06,2025-10,0.9412,0.6109,16,31,495.0,,0,1,2025-10-27,0.9,6930.0,669.1400000000003,berlinda,0,0.0,,,,,Baixa,🔴 Abaixo inviável,
MHF0908,Itapema-Canto_Praia-apartamento-TOP-2Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",8,456,2325.33,10,2671.81,2025-10,0.6087,0.2867,14,31,205.14,,0,0,2025-10-27,0.87,1641.12,346.48,berlinda,0,0.0,,,,,Baixa,🔴 Abaixo inviável,
NWT0505,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,335,4539.66,34,5613.71,2025-10,0.4839,0.7261,15,31,359.87,280.0,3,0,2025-10-27,0.81,0.0,1074.0500000000002,berlinda,3,4.0,5379.66,4946.1359999999995,13.392836466436638,90.26845637583892,Crítico,🟠 Abaixo precisa esforço,
RLV0206,Florianopolis-Novo_Campeche-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",9,286,4748.34,56,5802.52,2025-10,0.8636,0.5647,19,31,322.53,,0,0,2025-10-27,0.82,2902.7699999999995,1054.1800000000003,berlinda,0,0.0,,,,,Baixa,🔴 Abaixo inviável,
SSG0102,Florianopolis-UFSC-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande",1,964,2179.58,15,2661.35,2025-10,0.4667,0.5879,14,31,207.29,172.5,4,0,2025-10-27,0.82,207.29,481.77,berlinda,4,3.0,2869.58,2501.603,10.408918406072106,79.86577181208054,Alta,🟠 Abaixo precisa esforço,
MHB0302,Florianopolis-Novo_Campeche-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",8,97,4967.38,56,5802.52,2025-10,0.8696,0.5647,20,31,268.4,,0,0,2025-10-27,0.86,2147.2,835.1400000000003,berlinda,0,0.0,,,,,Baixa,🔴 Abaixo inviável,
VGZ0004,Imbituba-Praia_do_Rosa-casa-SUP-1Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",0,589,2232.53,50,2553.81,2025-10,0.5806,0.2948,18,31,153.61,138.75,4,0,2025-10-27,0.87,0.0,321.27999999999975,berlinda,4,3.0,2787.53,2554.7630000000004,5.818443815319068,38.25503355704698,Média,🟢 Abaixo viável,
ILH0503,Balneario_Camboriu-Intermediario-apartamento-JR-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,5,2423.96,49,2944.08,2025-10,0.5161,0.5022,16,31,151.56,133.0,1,0,2025-10-27,0.82,0.0,520.1199999999999,berlinda,1,4.0,2556.96,2492.6013000000003,5.874157631586097,39.59731543624161,Média,🟠 Abaixo precisa esforço,
MGI025,Porto_Seguro-Pitinga-casa-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial DAjuda",6,176,6625.22,10,6763.48,2025-10,0.56,0.5167,14,31,600.0,600.0,4,0,2025-10-27,0.98,3600.0,138.2599999999993,berlinda,4,1.0,9025.220000000001,7969.22,12.26528355225411,88.25503355704699,Crítico,🟢 Abaixo viável,
NWT1223,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",4,294,4975.03,34,5613.71,2025-10,0.7407,0.7261,20,31,371.25,280.0,2,7,2025-10-27,0.89,1485.0,638.6800000000003,berlinda,2,3.0,5535.03,5389.822,10.618669887353168,80.53691275167785,Crítico,🟠 Abaixo precisa esforço,
PBR0003,Porto_Seguro-Estrada_da_Balsa-casa-TOP-3Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial d ajuda",10,275,7360.24,16,9163.88,2025-10,0.8095,0.6616,17,31,529.94,540.0,1,0,2025-10-27,0.8,5299.400000000001,1803.6399999999994,berlinda,1,4.0,7900.24,7797.37,26.570775697630253,98.3221476510067,Crítico,🟠 Abaixo precisa esforço,
PSD102,Florianopolis-Jurere_Tradicional-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",6,1959,1733.83,14,1897.84,2025-10,0.6,0.4698,15,31,138.4,143.0,2,0,2025-10-27,0.91,830.4000000000001,164.01,berlinda,2,2.0,2019.83,1905.4299999999998,6.1789797875479495,42.281879194630875,Média,🟢 Abaixo viável,
RUP0603,Blumenau-Central-apartamento-SUP-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Escola Agrícola",0,434,7031.55,77,8352.92,2025-10,0.7097,0.6104,22,31,368.17,,0,0,2025-10-27,0.84,0.0,1321.37,berlinda,0,0.0,,,,,Baixa,🔴 Abaixo inviável,
VGZ0006,Imbituba-Praia_do_Rosa-casa-SUP-1Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",0,589,2148.32,50,2553.81,2025-10,0.5161,0.2948,16,31,157.0,138.75,4,0,2025-10-27,0.84,0.0,405.4899999999998,berlinda,4,3.0,2703.32,2434.7555,7.343503432126896,56.375838926174495,Alta,🟠 Abaixo precisa esforço,
VST038,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,92,2496.41,45,2754.3,2025-10,0.4839,0.2088,15,31,218.53,160.0,2,0,2025-10-27,0.91,0.0,257.8900000000003,berlinda,2,2.0,2816.41,2651.258,7.49054206150384,57.71812080536913,Alta,🟠 Abaixo precisa esforço,
ENC0307,Salvador-Ondina_Rio_Vermelho-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Rio Vermelho",2,78,3657.59,44,3860.1,2025-10,0.6552,0.6579,19,31,219.47,175.67,3,0,2025-10-27,0.95,438.94,202.50999999999976,berlinda,3,2.0,4184.6,4002.8869520000003,4.608032395533791,26.845637583892618,Média,🟢 Abaixo viável,
MHF0501,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",1,426,2851.07,15,3459.9,2025-10,0.6667,0.6192,20,31,168.85,175.67,3,0,2025-10-27,0.82,168.85,608.8299999999999,berlinda,3,4.0,3378.08,3202.427567,7.7280532746611135,59.73154362416108,Alta,🟠 Abaixo precisa esforço,
MHF0807,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",7,341,2890.0,15,3459.9,2025-10,0.8333,0.6192,20,31,176.75,,0,0,2025-10-27,0.84,1237.25,569.9000000000001,berlinda,0,0.0,,,,,Baixa,🔴 Abaixo inviável,
NWT0916,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,190,4938.31,34,5613.71,2025-10,0.6774,0.7261,21,31,278.1,,0,0,2025-10-27,0.88,0.0,675.3999999999996,berlinda,0,0.0,,,,,Baixa,🔴 Abaixo inviável,
VGZ0002,Imbituba-Praia_do_Rosa-casa-SUP-1Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",5,589,2305.79,50,2553.81,2025-10,0.6923,0.2948,18,31,148.22,110.0,1,0,2025-10-27,0.9,741.1,248.01999999999998,berlinda,1,3.0,2415.79,2381.9429999999998,3.5609801303412025,15.771812080536913,Baixa,🟠 Abaixo precisa esforço,
VLRY705,Florianopolis-Centrao-apartamento-SUP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Centro",2,244,3077.91,122,3775.97,2025-10,0.8276,0.5975,24,31,153.27,136.67,3,0,2025-10-27,0.82,306.54,698.06,berlinda,3,6.0,3487.92,3417.2342759999997,4.211008923976269,20.469798657718123,Média,🟠 Abaixo precisa esforço,
ALI024,Florianopolis-Cachoeira_Bom_Jesus-casa-SUP-4Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",8,708,5319.47,9,5839.5,2025-10,0.6087,0.369,14,31,415.71,,0,9,2025-10-27,0.91,3325.68,520.0299999999997,berlinda,0,0.0,,,,,Baixa,🔴 Abaixo inviável,
ECF0306,Cabo_Frio-Centro-apartamento-JR-2Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Centro",2,386,2842.09,163,3448.03,2025-10,0.5517,0.6105,16,31,213.88,163.67,3,0,2025-10-27,0.82,427.76,605.94,berlinda,3,4.0,3333.1000000000004,3112.9802170000003,7.190642178287315,53.691275167785236,Alta,🟠 Abaixo precisa esforço,
MHE213,Florianopolis-Cachoeira_Bom_Jesus-apartamento-MASTER-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",4,586,5900.76,10,7332.31,2025-10,0.7407,0.5438,20,31,371.05,378.0,1,0,2025-10-27,0.8,1484.2,1431.5500000000002,berlinda,1,4.0,6278.76,6180.7446,18.450048484038454,95.63758389261746,Crítico,🟠 Abaixo precisa esforço,
NWT0605,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,184,5212.6,34,5613.71,2025-10,0.7419,0.7261,23,31,269.83,250.0,2,0,2025-10-27,0.93,0.0,401.1099999999997,berlinda,2,2.0,5712.6,5583.55,8.93148203238143,69.79865771812081,Alta,🟠 Abaixo precisa esforço,
RSU3842,Penha-Longe-apartamento-SUP-3Q,Carteira 6,SC,"Penha, SC","Penha, SC, Gravatá",0,272,3781.01,16,3902.8,2025-10,0.8065,0.3708,25,31,217.52,178.0,2,0,2025-10-27,0.97,0.0,121.78999999999996,berlinda,2,1.0,4137.01,4068.1240000000003,5.554632571487136,34.56375838926174,Média,🟢 Abaixo viável,
TRS0006,Penha-Beto_Carrero-casa-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Armação",0,133,2296.24,23,2348.45,2025-10,0.5806,0.6374,18,31,157.78,120.75,4,0,2025-10-27,0.98,0.0,52.210000000000036,berlinda,4,1.0,2779.24,2576.6697999999997,2.684475930933171,10.738255033557047,Baixa,🟢 Abaixo viável,
JBV134,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",1,1940,7234.9,25,7692.08,2025-10,0.8667,0.6447,26,31,340.54,241.5,2,0,2025-10-27,0.94,340.54,457.1800000000003,berlinda,2,2.0,7717.9,7653.5161,7.176795483146305,53.02013422818792,Alta,🟠 Abaixo precisa esforço,
NWT0710,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,155,5500.27,34,5613.71,2025-10,0.7419,0.7261,23,31,302.09,280.0,4,0,2025-10-27,0.98,0.0,113.4399999999996,berlinda,4,1.0,6620.27,6331.198,5.6581476421118815,35.90604026845637,Média,🟢 Abaixo viável,
ROR0001,Bombinhas-Bombas-apartamento-SUP-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Bombas",0,754,2161.59,61,2189.81,2025-10,0.6452,0.3675,20,31,129.5,105.0,1,0,2025-10-27,0.99,0.0,28.2199999999998,berlinda,1,1.0,2266.59,2229.3360000000002,1.3531310935651855,3.0201342281879198,Baixa,🟢 Abaixo viável,
AAR0203,Florianopolis-Campeche_Praia-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,41,3481.86,61,4056.51,2025-10,0.8387,0.6275,26,31,163.62,159.5,2,0,2025-10-27,0.86,0.0,574.6500000000001,berlinda,2,4.0,3800.86,3749.4053000000004,5.648739618539089,35.57046979865772,Média,🟠 Abaixo precisa esforço,
CRM0201,Florianopolis-Canto_da_Lagoa-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canto da Lagoa",4,198,3528.3,15,4361.94,2025-10,0.6667,0.4694,18,31,241.33,198.0,3,0,2025-10-27,0.81,965.32,833.6399999999994,berlinda,3,5.0,4122.3,3924.3198,7.568225147526096,59.06040268456376,Alta,🟠 Abaixo precisa esforço,
EAA805,Maceio-Jatiuca-apartamento-SUP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Ponta Verde",2,555,3195.73,103,3255.52,2025-10,0.7241,0.736,21,31,168.57,144.33,3,0,2025-10-27,0.98,337.14,59.789999999999964,berlinda,3,1.0,3628.7200000000003,3509.258059,2.6507257519536047,10.06711409395973,Baixa,🟢 Abaixo viável,
IAA1004,Recife-Boa_Viagem-apartamento-TOP-1Q,Carteira 2,PE,"Recife, PE","Recife, PE, Boa Viagem",2,567,4685.73,52,5250.68,2025-10,0.8966,0.7529,26,31,212.42,180.0,2,0,2025-10-27,0.89,424.84,564.9500000000007,berlinda,2,4.0,5045.73,5008.505999999999,4.84180144286074,28.859060402684566,Média,🟠 Abaixo precisa esforço,
TPS307,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,999,2855.77,29,2888.12,2025-10,0.7097,0.6699,22,31,165.0,,0,0,2025-10-27,0.99,0.0,32.34999999999991,berlinda,0,0.0,,,,,Baixa,🔴 Abaixo inviável,
