listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,dias_pmin,data_da_execucao,atingimento_meta,faturamento_perdido_bloqueio,falta_meta,grupo_criticidade
JBV166,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,102,12021.1,26,10509.34,2025-11,0.7667,0.732,23,30,618.78,,0,0,2025-11-26,1.14,0.0,-1511.7600000000002,ok
LOF1405,Sao_Paulo-Pinheiros-apartamento-SUP-1Q,Carteira 4_sys-price,SP,"São Paulo, SP","São Paulo, SP, Pinheiros",0,166,5142.99,429,4778.7,2025-11,0.9333,0.7276,28,30,233.29,,0,0,2025-11-26,1.08,0.0,-364.28999999999996,berlinda
MHF1908,Itapema-Canto_Praia-apartamento-TOP-2Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",2,309,4088.99,14,3147.32,2025-11,0.5357,0.4188,15,30,311.27,326.5,4,0,2025-11-26,1.3,622.54,-941.6699999999996,ok
MSST1401,Goiania-Leste-apartamento-TOP-1Q,Carteira 1_sys-price,GO,"Goiânia, GO","Goiânia, GO, Jardim Goiás",1,767,2713.44,20,3958.21,2025-11,0.5517,0.6405,16,30,195.13,186.0,3,0,2025-11-26,0.69,195.13,1244.77,atenção
NEB0103,Blumenau-Central-apartamento-SUP-2Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Velha",3,401,2761.1,43,2017.55,2025-11,0.6667,0.4591,18,30,175.39,185.5,4,0,2025-11-26,1.37,526.17,-743.55,ok
NWT0318,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,225,7564.49,43,5085.72,2025-11,0.8333,0.6669,25,30,377.72,,0,0,2025-11-26,1.49,0.0,-2478.7699999999995,ok
NWT0704,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,186,7511.2,43,5085.72,2025-11,0.9333,0.6669,28,30,338.43,,0,0,2025-11-26,1.48,0.0,-2425.4799999999996,ok
ONP2021,Sao_Paulo-Bela_Vista-apartamento-SUP-1Q,Carteira 4_sys-price,SP,"São Paulo, SP","São Paulo, SP, Paraíso",5,170,3839.81,606,4211.74,2025-11,0.88,0.7403,22,30,207.73,150.0,1,0,2025-11-26,0.91,1038.6499999999999,371.92999999999984,berlinda
PTR0003,Porto_Seguro-Pataxos-apartamento-JR-3Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Paraíso dos Pataxós",3,332,1017.38,9,2778.65,2025-11,0.1852,0.2534,5,30,233.2,167.0,4,0,2025-11-26,0.37,699.5999999999999,1761.27,crítico
RPN0101,Florianopolis-Canajure-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurere",5,78,4060.16,15,5836.53,2025-11,0.56,0.6685,14,30,355.36,,0,0,2025-11-26,0.7,1776.8000000000002,1776.37,atenção
RTQ0009,Mata_de_Sao_Joao-Praia_Imbassai-casa-SUP-2Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Imbassaí",24,165,2744.52,14,3078.88,2025-11,1.0,0.4861,6,30,561.0,,0,24,2025-11-26,0.89,13464.0,334.3600000000001,berlinda
RVR0506,Florianopolis-UFSC-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Pantanal",1,723,3443.28,46,3534.63,2025-11,0.6897,0.7027,20,30,188.35,137.0,2,0,2025-11-26,0.97,188.35,91.34999999999991,berlinda
SDR008,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,1522,3170.82,26,3903.59,2025-11,0.7333,0.7652,22,30,182.5,175.5,2,0,2025-11-26,0.81,0.0,732.77,berlinda
SOA0610,Salvador-Boca_do_Rio-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Boca do Rio",1,310,2580.51,17,3694.67,2025-11,0.6207,0.7248,18,30,186.22,144.0,1,0,2025-11-26,0.7,186.22,1114.1599999999999,atenção
SPT0501,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,521,973.52,42,954.13,2025-11,0.3667,0.3731,11,30,100.0,,0,27,2025-11-26,1.02,0.0,-19.389999999999986,berlinda
SSG0304,Florianopolis-UFSC-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande",4,737,3672.96,17,3684.75,2025-11,0.8077,0.7086,21,30,218.76,,0,0,2025-11-26,1.0,875.04,11.789999999999964,berlinda
TPS105,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,1031,2839.99,28,4125.61,2025-11,0.5667,0.596,17,30,222.0,225.0,4,0,2025-11-26,0.69,0.0,1285.62,atenção
VAC0704,Barra_Velha-Tabuleiro-apartamento-TOP-2Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajubá",0,29,1993.97,56,1921.2,2025-11,0.3333,0.3746,10,30,216.1,189.0,4,0,2025-11-26,1.04,0.0,-72.76999999999998,berlinda
VST008,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",3,488,3187.34,54,3642.14,2025-11,0.7037,0.2969,19,30,214.16,254.25,4,0,2025-11-26,0.88,642.48,454.7999999999997,berlinda
VVA0490,Porto_Seguro-Pitinga-casa-MASTER-3Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial DAjuda",16,444,4948.53,8,7693.93,2025-11,0.4286,0.4693,6,30,1000.0,,0,21,2025-11-26,0.64,16000.0,2745.4000000000005,atenção
BSO0106,Itajai-Praia_Brava-apartamento-SUP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Praia dos Amores",4,198,3993.82,13,2734.83,2025-11,0.9615,0.571,25,30,187.16,,0,0,2025-11-26,1.46,748.64,-1258.9900000000002,ok
BSO0207,Itajai-Praia_Brava-apartamento-SUP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Praia dos Amores",0,192,3921.41,13,2734.83,2025-11,0.9,0.571,27,30,172.26,,0,0,2025-11-26,1.43,0.0,-1186.58,ok
CGR209,Gramado-Geral-apartamento-JR-1Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Vila Suiça",0,893,3504.28,111,4516.37,2025-11,0.6333,0.6764,19,30,233.11,,0,0,2025-11-26,0.78,0.0,1012.0899999999997,atenção
EAR0411,Florianopolis-Ingleses_Norte-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",8,318,6314.6,14,5718.57,2025-11,0.7273,0.5225,16,30,454.56,,0,0,2025-11-26,1.1,3636.48,-596.0300000000007,ok
ELR0507,Maceio-Ponta_Verde-apartamento-SUP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Ponta Verde",0,38,3117.69,213,4430.72,2025-11,0.6667,0.7879,20,30,194.3,,0,0,2025-11-26,0.7,0.0,1313.0300000000002,atenção
ENU011,Ubatuba-Praia_Grande-apartamento-JR-2Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Praia Grande",9,568,4514.15,208,3949.31,2025-11,0.8571,0.5471,18,30,296.94,232.0,1,0,2025-11-26,1.14,2672.46,-564.8399999999997,ok
FFS0603,Itapema-Meia_Praia-Sul-apartamento-TOP-1Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",0,10,3341.06,27,2510.66,2025-11,0.8,0.3945,24,30,206.17,,0,0,2025-11-26,1.33,0.0,-830.4000000000001,ok
HPN707,Porto_Alegre-Cidade_Baixa-apartamento-JR-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Farroupilha",0,431,496.6,44,2068.4,2025-11,0.1667,0.7328,5,30,120.8,115.0,4,0,2025-11-26,0.24,0.0,1571.8000000000002,crítico
NWT0816,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,186,4009.88,43,5085.72,2025-11,0.5667,0.6669,17,30,298.24,301.0,2,0,2025-11-26,0.79,0.0,1075.8400000000001,atenção
RGF0711,Salvador-Flamengo-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Itapuã",0,93,3742.95,33,3562.1,2025-11,0.8333,0.6897,25,30,188.28,,0,0,2025-11-26,1.05,0.0,-180.8499999999999,berlinda
RPF0605,Porto_Alegre-Menino_Deus-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Azenha",0,221,3411.96,16,2167.18,2025-11,0.8,0.4452,24,30,178.33,,0,0,2025-11-26,1.57,0.0,-1244.7800000000002,ok
RVG208,Florianopolis-Ingleses_Norte-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,1801,4391.93,87,2627.78,2025-11,0.6667,0.3787,20,30,300.8,216.0,1,0,2025-11-26,1.67,0.0,-1764.15,ok
SCO0008,Florianopolis-Campeche-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,172,3039.39,35,3311.0,2025-11,0.6333,0.6935,19,30,207.89,146.0,1,0,2025-11-26,0.92,0.0,271.6100000000001,berlinda
BFT2905,Goiania-Leste-apartamento-SUP-1Q,Carteira 1_sys-price,GO,"Goiânia, GO","Goiânia, GO, Jardim Goiás",0,268,2879.95,83,2474.49,2025-11,0.8,0.5633,24,30,155.38,156.0,2,0,2025-11-26,1.16,0.0,-405.46000000000004,ok
BLB1501,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",3,1,3702.96,213,4282.3,2025-11,0.8519,0.7357,23,30,194.87,,0,0,2025-11-26,0.86,584.61,579.3400000000001,berlinda
CLE1203,Porto_Belo-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",2,255,4342.01,34,1801.46,2025-11,0.9643,0.3807,27,30,197.44,141.0,1,0,2025-11-26,2.41,394.88,-2540.55,meta_subestimada
CSC0212,Florianopolis-Ingleses_Norte-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses Norte",0,93,5102.64,56,2454.97,2025-11,0.8333,0.5746,25,30,243.96,243.0,1,7,2025-11-26,2.08,0.0,-2647.6700000000005,meta_subestimada
DVM0202,Florianopolis-Itacorubi-apartamento-JR-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi",30,316,0.0,26,3036.05,2025-11,,0.6588,0,30,0.0,,0,24,2025-11-26,0.0,0.0,3036.05,crítico
EIO203,Itapema-Meia_Praia-Norte-apartamento-JR-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",7,876,3744.56,29,1956.23,2025-11,0.8261,0.4313,19,30,232.16,,0,0,2025-11-26,1.91,1625.12,-1788.33,ok
EJF0702,Balneario_Camboriu-Intermediario-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",8,689,3394.9,93,3620.15,2025-11,0.9091,0.519,20,30,221.95,,0,0,2025-11-26,0.94,1775.6,225.25,berlinda
ELY0201,Florianopolis-Beira_Mar-apartamento-JR-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",2,710,6902.09,31,5466.26,2025-11,1.0,0.7174,28,30,327.54,,0,0,2025-11-26,1.26,655.08,-1435.83,ok
IAA1003,Recife-Boa_Viagem-apartamento-TOP-1Q,Carteira 2,PE,"Recife, PE","Recife, PE, Boa Viagem",0,598,3968.9,40,4981.09,2025-11,0.7333,0.8401,22,30,218.27,,0,0,2025-11-26,0.8,0.0,1012.19,atenção
IDP104,Florianopolis-Ingleses_Norte-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",8,1852,4604.97,24,2329.59,2025-11,0.7727,0.3667,17,30,343.47,,0,0,2025-11-26,1.98,2747.76,-2275.38,ok
JBV276,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1065,11494.14,26,10509.34,2025-11,0.8,0.732,24,30,666.88,,0,0,2025-11-26,1.09,0.0,-984.7999999999993,berlinda
MNDA0217,Cabo_Frio-Centro-apartamento-SUP-1Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Braga",2,68,4202.34,59,3316.19,2025-11,0.7857,0.6403,22,30,227.0,120.0,1,0,2025-11-26,1.27,454.0,-886.1500000000001,ok
NWT1414,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,309,7465.44,43,5085.72,2025-11,0.931,0.6669,27,30,345.26,,0,0,2025-11-26,1.47,345.26,-2379.7199999999993,ok
PDU0033,Cabo_Frio-Foguete-casa-JR-1Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Braga",1,358,2419.34,51,1555.9,2025-11,0.5172,0.417,15,30,185.8,180.0,4,25,2025-11-26,1.55,185.8,-863.44,ok
PSOB0912,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,113,3466.68,18,2280.04,2025-11,0.5333,0.4976,16,30,208.74,,0,0,2025-11-26,1.52,0.0,-1186.6399999999999,ok
RFM0024,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-SUP-2Q,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",0,282,1671.52,51,3632.05,2025-11,0.3667,0.5486,11,30,200.82,162.0,1,0,2025-11-26,0.46,0.0,1960.5300000000002,crítico
SDR0003,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,298,2417.54,26,3903.59,2025-11,0.6,0.7652,18,30,165.67,207.0,2,0,2025-11-26,0.62,0.0,1486.0500000000002,atenção
SFR0511,Bombinhas-Centro-apartamento-SUP-1Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",0,37,4177.07,38,3423.16,2025-11,0.9,0.6076,27,30,191.22,140.0,1,0,2025-11-26,1.22,0.0,-753.9099999999999,ok
VLD1002,Balneario_Camboriu-Centro-apartamento-MASTER-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",5,569,6467.81,20,13315.2,2025-11,0.28,0.7064,7,30,1091.0,,0,30,2025-11-26,0.49,5455.0,6847.39,crítico
ZIO0201,Florianopolis-Ingleses_Praia-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses Norte",0,99,1758.62,35,2408.79,2025-11,0.3,0.5289,9,30,212.0,173.25,4,0,2025-11-26,0.73,0.0,650.1700000000001,atenção
ALT0402,Gramado-Geral-apartamento-TOP-3Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Tres Pinheiros",6,142,7657.54,18,7575.41,2025-11,0.9167,0.5721,22,30,482.18,,0,0,2025-11-26,1.01,2893.08,-82.13000000000011,berlinda
BLI1801,Goiania-Sul-apartamento-TOP-2Q,Carteira 1_sys-price,GO,"Goiânia, GO","Goiânia, GO, Setor Bela Vista",0,361,4034.75,58,3986.32,2025-11,0.6,0.4853,18,30,304.11,232.5,4,0,2025-11-26,1.01,0.0,-48.429999999999836,berlinda
CAN304,Bombinhas-Bombas-apartamento-SUP-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, bombas",0,1094,3637.88,85,2689.67,2025-11,0.9667,0.4013,29,30,155.72,162.0,1,0,2025-11-26,1.35,0.0,-948.21,ok
DME025,Florianopolis-Jurere_Internacional-casa-SUP-4Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",9,207,14407.89,15,9713.03,2025-11,0.9048,0.4548,19,30,997.11,,0,0,2025-11-26,1.48,8973.99,-4694.859999999999,ok
DPA210,Aguas_Claras-Geral-apartamento-SUP-1Q,Carteira 1_sys-price,DF,"Brasília, DF","Brasília, DF, Guará",0,597,4138.31,114,3127.78,2025-11,0.9667,0.7876,29,30,196.83,,0,0,2025-11-26,1.32,0.0,-1010.5300000000002,ok
ECH0205,Florianopolis-Centrao-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,32,5251.3,126,3992.03,2025-11,0.9333,0.5806,28,30,230.6,154.0,1,0,2025-11-26,1.32,0.0,-1259.27,ok
EEP0901,Guarapari-Centro-apartamento-SUP-2Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, São Judas Tadeu",0,115,2204.57,27,1970.34,2025-11,0.4,0.4459,12,30,207.08,,0,0,2025-11-26,1.12,0.0,-234.23000000000025,ok
EEP1101,Guarapari-Centro-apartamento-SUP-2Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, São Judas Tadeu",0,115,2343.45,27,1970.34,2025-11,0.4,0.4459,12,30,225.75,216.0,1,0,2025-11-26,1.19,0.0,-373.1099999999999,ok
EVR1703,Porto_Belo-Geral-apartamento-TOP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Balneário Perequê",0,50,3395.48,11,2576.68,2025-11,0.7333,0.3414,22,30,197.95,160.0,1,0,2025-11-26,1.32,0.0,-818.8000000000002,ok
FLO001,Porto_Seguro-Pataxos-casa-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Paraíso Pataxós",11,416,0.0,17,2909.41,2025-11,0.0,0.5022,0,30,0.0,193.5,4,0,2025-11-26,0.0,0.0,2909.41,crítico
HAI0702,Salvador-Centro-apartamento-JR-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Centro",2,366,2218.35,28,2558.76,2025-11,0.75,0.7533,21,30,137.24,,0,0,2025-11-26,0.87,274.48,340.4100000000003,berlinda
ILC1406,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1165,13561.98,17,10796.7,2025-11,0.9333,0.6813,28,30,676.79,,0,0,2025-11-26,1.26,0.0,-2765.279999999999,ok
JBV124,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1928,9792.17,26,10509.34,2025-11,0.6333,0.732,19,30,616.68,410.0,1,0,2025-11-26,0.93,0.0,717.1700000000001,berlinda
ONE0804,Salvador-Piata-apartamento-SUP-1Q,Carteira 5,BA,"Salvador, BA","Salvador, BA, Piatã",1,3,2093.35,23,2647.24,2025-11,0.6207,0.6158,18,30,148.11,,0,0,2025-11-26,0.79,148.11,553.8899999999999,atenção
PRY0003,Porto_Seguro-Pataxos-apartamento-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Taperapuã",1,43,4398.48,44,3868.67,2025-11,0.8621,0.5407,25,30,213.64,,0,2,2025-11-26,1.14,213.64,-529.8099999999995,ok
PSOB0607,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,93,3524.84,18,2280.04,2025-11,0.7333,0.4976,22,30,197.68,138.0,1,0,2025-11-26,1.55,0.0,-1244.8000000000002,ok
RGN0203,Florianopolis-Ingleses_Centro-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,347,1327.7,30,2233.61,2025-11,0.1333,0.4352,4,30,407.5,500.0,2,28,2025-11-26,0.59,0.0,905.9100000000001,atenção
SMT0805,Salvador-Boca_do_Rio-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Jardim Armação",4,239,2460.8,17,3694.67,2025-11,0.5385,0.7248,14,30,221.64,202.5,2,0,2025-11-26,0.67,886.56,1233.87,atenção
SMT0931,Salvador-Boca_do_Rio-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Jardim Armação",0,239,2860.52,17,3694.67,2025-11,0.5667,0.7248,17,30,208.0,202.5,2,0,2025-11-26,0.77,0.0,834.1500000000001,atenção
TCO0611,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,491,2118.99,79,2397.11,2025-11,0.7667,0.633,23,30,124.13,120.0,1,0,2025-11-26,0.88,0.0,278.12000000000035,berlinda
TXP0207,Goiania-Central-apartamento-SUP-1Q,Carteira 1_sys-price,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,772,3051.61,161,2625.65,2025-11,0.8,0.5935,24,30,157.37,140.0,1,0,2025-11-26,1.16,0.0,-425.96000000000004,ok
UML0101,Bombinhas-Mariscal-apartamento-TOP-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Mariscal",3,316,5437.12,13,2287.14,2025-11,0.8889,0.3746,24,30,308.04,231.0,1,11,2025-11-26,2.38,924.1200000000001,-3149.98,meta_subestimada
UPP0214,Curitiba-Centro-apartamento-JR-1Q,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Alto da XV",0,8,2419.94,291,2530.45,2025-11,0.5667,0.7042,17,30,135.25,130.0,1,0,2025-11-26,0.96,0.0,110.50999999999976,berlinda
VLPC0103,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-SUP-2Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Centro",4,261,5236.8,27,6226.37,2025-11,0.7692,0.5918,20,30,320.05,281.0,1,0,2025-11-26,0.84,1280.2,989.5699999999997,berlinda
BLS1256,Goiania-Central-apartamento-SUP-1Q,Carteira 1_sys-price,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",30,713,0.0,161,2625.65,2025-11,,0.5935,0,30,0.0,,0,0,2025-11-26,0.0,0.0,2625.65,crítico
BSO0103,Itajai-Praia_Brava-apartamento-SUP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Praia dos Amores",0,198,4119.27,13,2734.83,2025-11,0.9667,0.571,29,30,173.0,,0,0,2025-11-26,1.51,0.0,-1384.4400000000005,ok
CEI0304,Porto_Alegre-Auxiliadora-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Independência",6,467,798.82,102,3292.0,2025-11,0.25,0.662,6,30,153.67,,0,0,2025-11-26,0.24,922.02,2493.18,crítico
CIA2313,Sao_Paulo-Vila_Olimpia-apartamento-TOP-1Q,Carteira 4_sys-price,SP,"São Paulo, SP","São Paulo, SP, Vila Olímpia",0,284,8535.0,102,10705.54,2025-11,0.8667,0.7829,26,30,403.46,369.0,1,0,2025-11-26,0.8,0.0,2170.540000000001,atenção
CTP1103,Itajai-Centro-apartamento-SUP-2Q,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, São João",0,158,5379.08,7,2362.56,2025-11,0.9333,0.6129,28,30,280.5,188.5,2,0,2025-11-26,2.28,0.0,-3016.52,meta_subestimada
EMF1003,Balneario_Camboriu-Intermediario-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,698,4775.76,93,3620.15,2025-11,1.0,0.519,30,30,194.97,,0,0,2025-11-26,1.32,0.0,-1155.6100000000001,ok
EVA806,Florianopolis-Centrao-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,505,3509.37,126,3992.03,2025-11,0.6667,0.5806,20,30,199.55,145.5,2,0,2025-11-26,0.88,0.0,482.6600000000003,berlinda
GPL1305,Porto_Alegre-Jardim_Lindoia-apartamento-SUP-2Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, São Sebastião",1,185,6713.06,11,5366.5,2025-11,0.9655,0.7927,28,30,281.14,,0,0,2025-11-26,1.25,281.14,-1346.5600000000004,ok
