listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,faturamento_perdido_bloqueio,falta_meta,grupo_criticidade,dias_disponiveis,dias_necessarios,potencial_max,potencial_realista,score_bruto,score_normalizado,faixa_prioridade,status_operacional,score_risco_bruto
DNAB1503,Goiania-Central-apartamento-SUP-1Q,Carteira 1_sys-price,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",1,772,1393.74,149,1516.4,2025-11,0.3103,0.3335,9,30,186.0,190.8,15,2025-11-11,0.92,186.0,122.66000000000008,berlinda,15,1.0,4255.74,2281.8186,15.433611184384077,76.57430730478589,Alta,🟢 Abaixo viável,
EUB1006,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,262,2574.96,203,3119.92,2025-11,0.5333,0.546,16,30,218.81,206.9,10,2025-11-11,0.83,0.0,544.96,berlinda,10,3.0,4643.96,3678.3577,12.046486662051162,63.22418136020151,Alta,🟢 Abaixo viável,
NOH1302,Itapema-Meia_Praia-Sul-apartamento-TOP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Castelo Branco",0,89,4283.01,27,4379.63,2025-11,0.5333,0.3145,16,30,308.75,600.0,13,2025-11-11,0.98,0.0,96.61999999999989,berlinda,13,1.0,12083.01,8442.75,13.236734610001287,69.77329974811083,Alta,🟢 Abaixo viável,
NWT1120,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,4,4513.96,40,4657.0,2025-11,0.6552,0.5442,19,30,288.42,280.0,6,2025-11-11,0.97,288.42,143.03999999999996,berlinda,6,1.0,6193.96,5614.696,8.600214730513203,42.56926952141058,Média,🟢 Abaixo viável,
PDC301,Ilheus-Sul-apartamento-JR-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, São Francisco",0,766,1445.6,15,1576.18,2025-11,0.4333,0.2399,13,30,133.15,119.83,6,2025-11-11,0.92,0.0,130.58000000000015,berlinda,6,2.0,2164.58,1757.134034,4.963710172696017,15.869017632241814,Baixa,🟢 Abaixo viável,
EAC404,Balneario_Camboriu-Centro-apartamento-JR-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,733,2732.47,45,2904.87,2025-11,0.5667,0.4181,17,30,202.35,185.0,6,2025-11-11,0.94,0.0,172.4000000000001,berlinda,6,1.0,3842.47,3361.5069999999996,10.979493058209151,59.19395465994962,Alta,🟢 Abaixo viável,
ENP0607,Sao_Paulo-Republica-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Vila Buarque",0,100,2260.99,467,2800.75,2025-11,0.6,0.5767,18,30,148.61,130.0,9,2025-11-11,0.81,0.0,539.7600000000002,berlinda,9,5.0,3430.99,2962.99,5.01071498705704,16.120906801007557,Baixa,🟢 Abaixo viável,
JBV344,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1342,7841.23,25,9026.89,2025-11,0.6333,0.58,19,30,526.0,475.57,7,2025-11-11,0.87,0.0,1185.6599999999999,berlinda,7,3.0,11170.22,9949.479367,20.821653459829463,87.1536523929471,Crítico,🟢 Abaixo viável,
JTL001,Florianopolis-Jurere_Longe-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,495,1847.0,39,1965.96,2025-11,0.4,0.455,12,30,206.75,159.29,14,2025-11-11,0.94,0.0,118.96000000000004,berlinda,14,1.0,4077.06,2739.024,9.63861848664266,50.88161209068011,Alta,🟢 Abaixo viável,
AYR0202,Florianopolis-Canasvieiras_Perto-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,297,4879.48,25,5283.94,2025-11,0.6333,0.5593,19,30,316.0,328.2,10,2025-11-11,0.92,0.0,404.46000000000004,berlinda,10,2.0,8161.48,6957.9706,12.561059739512563,65.23929471032746,Alta,🟢 Abaixo viável,
BPM1309,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,571,2559.66,203,3119.92,2025-11,0.5333,0.546,16,30,235.19,216.54,13,2025-11-11,0.82,0.0,560.2600000000002,berlinda,13,3.0,5374.68,4060.9101659999997,12.961731967486353,68.01007556675063,Alta,🟢 Abaixo viável,
CNB012,Especial-CNB-casa-TOP-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,591,4219.0,16,4791.07,2025-11,0.2,0.5074,6,30,880.5,626.06,16,2025-11-11,0.88,0.0,572.0699999999997,berlinda,16,1.0,14235.96,6222.392,74.75368637903429,99.49622166246851,Crítico,🟢 Abaixo viável,
ETE0304,Maceio-Ponta_Verde-apartamento-TOP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,522,4347.25,123,4671.6,2025-11,0.7,0.6591,21,30,272.48,225.29,7,2025-11-11,0.93,0.0,324.35000000000036,berlinda,7,2.0,5924.28,5451.171,7.820961929531645,37.02770780856423,Média,🟢 Abaixo viável,
MHFA0804,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,9,2819.53,9,3362.19,2025-11,0.6667,0.347,20,30,185.7,175.44,9,2025-11-11,0.84,0.0,542.6599999999999,berlinda,9,4.0,4398.49,3872.222632,7.0790370562044345,30.730478589420656,Média,🟢 Abaixo viável,
SLC0204,Florianopolis-Rio_Vermelho-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,318,2584.84,16,2707.95,2025-11,0.8,0.5031,24,30,110.29,156.67,6,2025-11-11,0.95,0.0,123.10999999999967,berlinda,6,1.0,3524.86,3336.856,7.122599641795436,31.234256926952142,Média,🟢 Abaixo viável,
DNR1402,Sao_Paulo-Republica-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, República",0,29,2683.56,467,2800.75,2025-11,0.6667,0.5767,20,30,156.7,130.0,5,2025-11-11,0.96,0.0,117.19000000000005,berlinda,5,1.0,3333.56,3116.915,5.4395072748371005,19.64735516372796,Baixa,🟢 Abaixo viável,
ELF0408,Bombinhas-Bombas-apartamento-SUP-1Q,Especial,SC,"Bombinhas, SC","Bombinhas, SC, José Amândio",3,164,2183.72,49,2579.11,2025-11,0.4074,0.44,11,30,228.0,316.83,12,2025-11-11,0.85,684.0,395.3900000000003,berlinda,12,2.0,5985.68,3732.6385039999996,24.28578340978091,90.93198992443325,Crítico,🟢 Abaixo viável,
VAR0302,Ilheus-Sul-apartamento-SUP-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória",7,248,1587.6,36,1909.53,2025-11,0.4348,0.2911,10,30,172.8,162.11,9,2025-11-11,0.83,1209.6000000000001,321.93000000000006,berlinda,9,2.0,3046.59,2221.968852,13.665161662817555,72.04030226700252,Alta,🟢 Abaixo viável,
JPR211,Especial-JPR-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,992,6142.22,16,6427.59,2025-11,0.6,0.5944,18,30,404.56,290.12,8,2025-11-11,0.96,0.0,285.3699999999999,berlinda,8,1.0,8463.18,7534.796,12.88065113051703,66.24685138539043,Alta,🟢 Abaixo viável,
MHFA0503,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,457,2974.31,9,3362.19,2025-11,0.5,0.347,15,30,179.42,174.2,10,2025-11-11,0.88,0.0,387.8800000000001,berlinda,10,3.0,4716.3099999999995,3845.31,6.698877418190723,27.95969773299748,Média,🟢 Abaixo viável,
MRV0001,Imbituba-Praia_do_Rosa-casa-SUP-3Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Praia do Rosa",8,407,3482.73,22,4068.6,2025-11,0.5,0.3148,11,30,389.09,230.33,9,2025-11-11,0.86,3112.72,585.8699999999999,berlinda,9,3.0,5555.700000000001,4519.215,11.055681487489554,59.949622166246854,Alta,🟢 Abaixo viável,
MTR1703,Porto_Belo-Geral-apartamento-TOP-3Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",0,227,4128.72,11,4637.54,2025-11,0.6333,0.2656,19,30,298.05,242.2,10,2025-11-11,0.89,0.0,508.8199999999997,berlinda,10,3.0,6550.72,5662.5726,8.857871773972114,44.584382871536526,Média,🟢 Abaixo viável,
RAA0301,Itapema-Meia_Praia-Norte-apartamento-SUP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",5,75,2887.45,40,2993.72,2025-11,0.48,0.3654,12,30,256.69,230.89,9,2025-11-11,0.96,1283.45,106.26999999999998,berlinda,9,1.0,4965.459999999999,3884.8948,8.196050499044663,39.54659949622166,Média,🟢 Abaixo viável,
RCX1807,Itajai-Praia_Brava-apartamento-MASTER-2Q,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Praia Brava",0,261,5325.72,11,6188.9,2025-11,0.6,0.4913,18,30,353.89,347.11,9,2025-11-11,0.86,0.0,863.1799999999994,berlinda,9,3.0,8449.710000000001,7200.114,16.137407821529933,79.59697732997482,Alta,🟢 Abaixo viável,
TSF1302,Balneario_Camboriu-Sul-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",5,345,3260.95,76,3709.3,2025-11,0.48,0.3914,12,30,324.0,281.88,8,2025-11-11,0.88,1620.0,448.35000000000036,berlinda,8,2.0,5515.99,4343.3692,17.035680317040963,82.36775818639799,Crítico,🟢 Abaixo viável,
NWT0504,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,225,3993.04,40,4657.0,2025-11,0.5,0.5442,15,30,309.47,300.18,11,2025-11-11,0.86,0.0,663.96,berlinda,11,3.0,7295.02,5644.03,14.265801503113595,73.29974811083123,Alta,🟢 Abaixo viável,
SKC0414,Maceio-Jatiuca-apartamento-TOP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Jatiúca",5,268,3643.8,36,4207.29,2025-11,0.84,0.6065,21,30,225.33,240.0,3,2025-11-11,0.87,1126.65,563.4899999999998,berlinda,3,3.0,4363.8,4248.6,10.71454546750996,56.92695214105793,Alta,🟢 Abaixo viável,
TCO1104,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,411,1729.75,72,1793.66,2025-11,0.5667,0.4337,17,30,130.29,126.08,12,2025-11-11,0.96,0.0,63.91000000000008,berlinda,12,1.0,3242.71,2587.144432,4.49236354716056,12.594458438287154,Baixa,🟢 Abaixo viável,
ONP0920,Sao_Paulo-Bela_Vista-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Paraíso",0,59,3441.32,596,3486.42,2025-11,0.7,0.5791,21,30,193.48,155.43,7,2025-11-11,0.99,0.0,45.09999999999991,berlinda,7,1.0,4529.33,4202.927,2.0106278073209722,3.27455919395466,Baixa,🟢 Abaixo viável,
ILC1212,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,681,7752.76,16,9179.91,2025-11,0.5,0.5499,15,30,623.8,595.5,8,2025-11-11,0.84,0.0,1427.1499999999996,berlinda,8,3.0,12516.76,10134.76,30.859700694233375,95.21410579345087,Crítico,🟢 Abaixo viável,
CNB007,Especial-CNB-casa-TOP-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,596,3907.96,16,4791.07,2025-11,0.2,0.5074,6,30,734.5,595.94,17,2025-11-11,0.82,0.0,883.1099999999997,berlinda,17,2.0,14038.940000000002,5934.156000000001,54.92307286263821,98.48866498740554,Crítico,🟢 Abaixo viável,
CSE0102,Florianopolis-Canasvieiras_Meio-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",8,423,4870.46,29,5317.17,2025-11,0.6364,0.4084,14,30,403.5,719.0,4,2025-11-11,0.92,3228.0,446.71000000000004,berlinda,4,1.0,7746.46,6700.7464,60.405157254705045,98.99244332493703,Crítico,🟢 Abaixo viável,
JBV207,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",2,422,9961.66,34,10718.98,2025-11,0.6786,0.6611,19,30,671.58,612.14,7,2025-11-11,0.93,1343.16,757.3199999999997,berlinda,7,2.0,14246.64,12869.447428,21.624532595452166,87.90931989924434,Crítico,🟢 Abaixo viável,
UPP0516,Curitiba-Centro-apartamento-JR-1Q,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Alto da XV",0,26,1871.62,282,1884.7,2025-11,0.5,0.5093,15,30,140.87,141.62,13,2025-11-11,0.99,0.0,13.080000000000155,berlinda,13,1.0,3712.68,2792.1499999999996,0.9828564758317089,0.5037783375314862,Baixa,🟢 Abaixo viável,
VLPF0103,Mata_de_Sao_Joao-Praia_do_Forte_Longe-apartamento-SUP-2Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Centro",4,100,3360.99,106,3895.43,2025-11,0.4231,0.3042,11,30,354.91,272.8,10,2025-11-11,0.86,1419.64,534.44,berlinda,10,2.0,6088.99,4515.2068,18.71362493999379,84.38287153652394,Crítico,🟢 Abaixo viável,
CAG0003,Camaçari-Monte_Gordo-casa-SUP-4Q,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Guarajuba",7,124,5451.8,10,6121.33,2025-11,0.5217,0.2857,12,30,589.67,544.18,11,2025-11-11,0.89,4127.69,669.5299999999997,berlinda,11,2.0,11437.779999999999,8574.685766,29.760267409206804,94.7103274559194,Crítico,🟢 Abaixo viável,
ILC3208,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1458,9686.96,30,11132.4,2025-11,0.5333,0.6976,16,30,757.63,712.57,7,2025-11-11,0.87,0.0,1445.4400000000005,berlinda,7,3.0,14674.95,12347.055067,30.840225551842686,94.96221662468514,Crítico,🟢 Abaixo viável,
SMA0407,Salvador-Pituba_Praia-apartamento-SUP-1Q,Carteira 5,BA,"Salvador, BA","Salvador, BA, Amaralina",2,24,1553.6,15,1753.55,2025-11,0.4286,0.4605,12,30,173.17,170.27,15,2025-11-11,0.89,346.34,199.95000000000005,berlinda,15,2.0,4107.65,2648.26583,9.707589318810415,51.13350125944584,Alta,🟢 Abaixo viável,
IAA0502,Recife-Boa_Viagem-apartamento-TOP-1Q,Carteira 2,PE,"Recife, PE","Recife, PE, Boa Viagem",0,598,3430.33,39,3873.53,2025-11,0.6,0.6083,18,30,226.89,206.5,8,2025-11-11,0.89,0.0,443.2000000000003,berlinda,8,3.0,5082.33,4421.53,7.8757446911043285,37.27959697732997,Média,🟢 Abaixo viável,
NWT1217,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,150,4061.69,40,4657.0,2025-11,0.5862,0.5442,17,30,297.65,280.0,5,2025-11-11,0.87,297.65,595.31,berlinda,5,3.0,5461.6900000000005,4882.37,11.930914036217882,62.97229219143576,Alta,🟢 Abaixo viável,
NWT1407,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,78,4283.13,40,4657.0,2025-11,0.5333,0.5442,16,30,330.0,313.38,8,2025-11-11,0.92,0.0,373.8699999999999,berlinda,8,2.0,6790.17,5620.134432,12.579276422589647,65.4911838790932,Alta,🟢 Abaixo viável,
SPJ0502,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,383,5199.19,15,6230.75,2025-11,0.7333,0.6136,22,30,304.0,210.17,6,2025-11-11,0.83,0.0,1031.5600000000004,berlinda,6,5.0,6460.209999999999,6123.895965999999,6.959129003731494,30.22670025188917,Média,🟠 Abaixo precisa esforço,
PSO0302,Penha-Beto_Carrero-apartamento-TOP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,120,3857.64,16,4132.99,2025-11,0.6667,0.6017,20,30,214.95,208.43,7,2025-11-11,0.93,0.0,275.3499999999999,berlinda,7,2.0,5316.65,4830.361967,6.943060653425241,29.974811083123427,Média,🟢 Abaixo viável,
STCY201,Florianopolis-Cachoeira_Bom_Jesus-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",2,562,1165.72,15,1284.69,2025-11,0.2857,0.2034,8,30,164.0,161.15,13,2025-11-11,0.91,328.0,118.97000000000003,berlinda,13,1.0,3260.67,1764.247215,14.923456631560924,75.06297229219143,Alta,🟢 Abaixo viável,
BLSA1656,Goiania-Central-apartamento-TOP-1Q,Carteira 1_sys-price,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",0,631,1562.38,53,1579.58,2025-11,0.3667,0.3282,11,30,170.0,179.06,16,2025-11-11,0.99,0.0,17.199999999999818,berlinda,16,1.0,4427.34,2612.960832,1.9497790551918661,2.518891687657431,Baixa,🟢 Abaixo viável,
DIO1602,Sao_Paulo-Pompeia-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pompeia",0,145,2608.63,71,2705.63,2025-11,0.6,0.3976,18,30,168.61,141.0,6,2025-11-11,0.96,0.0,97.0,berlinda,6,1.0,3454.63,3116.23,5.055014913347353,16.876574307304786,Baixa,🟢 Abaixo viável,
MHFA0803,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,17,3318.4,9,3362.19,2025-11,0.7,0.347,21,30,187.14,155.71,7,2025-11-11,0.99,0.0,43.789999999999964,berlinda,7,1.0,4408.37,4081.379,2.0280058235852207,3.7783375314861463,Baixa,🟢 Abaixo viável,
SPJ0401,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,384,5531.38,15,6230.75,2025-11,0.7,0.6136,21,30,331.24,248.0,8,2025-11-11,0.89,0.0,699.3699999999999,berlinda,8,3.0,7515.38,6920.18,9.278912918455507,48.36272040302267,Média,🟢 Abaixo viável,
ETD0101,Florianopolis-Ingleses_Centro-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,169,1686.72,17,1938.0,2025-11,0.4,0.3142,12,30,169.25,169.36,11,2025-11-11,0.87,0.0,251.27999999999997,berlinda,11,2.0,3549.6800000000003,2431.904,10.979561609907122,59.44584382871536,Alta,🟢 Abaixo viável,
MBR0108,Maceio-Jatiuca-apartamento-JR-2Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Ponta Verde",0,26,2856.62,32,3273.16,2025-11,0.7,0.5517,21,30,184.1,157.89,9,2025-11-11,0.87,0.0,416.53999999999996,berlinda,9,3.0,4277.629999999999,3851.3269999999998,6.6976561487980995,27.70780856423174,Média,🟢 Abaixo viável,
MCB0706,Balneario_Picarras-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",9,382,1427.05,66,1594.17,2025-11,0.5714,0.2526,12,30,142.25,115.0,2,2025-11-11,0.9,1280.25,167.12000000000012,berlinda,2,2.0,1657.05,1558.472,6.027838938130818,24.68513853904282,Média,🟠 Abaixo precisa esforço,
EDA0001,Curitiba-Centro-apartamento-SUP-1Q,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Centro",0,107,2134.44,500,2211.28,2025-11,0.4667,0.4953,14,30,179.79,148.19,16,2025-11-11,0.97,0.0,76.84000000000015,berlinda,16,1.0,4505.48,3241.004368,5.149469809341205,18.387909319899247,Baixa,🟢 Abaixo viável,
PAT0402,Itapema-Meia_Praia-Sul-apartamento-TOP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",2,8,3805.49,23,4030.71,2025-11,0.3571,0.3607,10,30,435.6,450.0,13,2025-11-11,0.94,871.2,225.22000000000025,berlinda,13,1.0,9655.49,5894.525,25.144205363323113,91.93954659949623,Crítico,🟢 Abaixo viável,
LIN1106,Florianopolis-Centrao-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,11,3264.43,126,3394.05,2025-11,0.9,0.4536,27,30,140.19,174.0,2,2025-11-11,0.96,0.0,129.62000000000035,berlinda,2,1.0,3612.43,3577.6299999999997,6.6451230830424,27.455919395465994,Média,🟢 Abaixo viável,
STL401,Camboriu-Tabuleiro-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Vila Real",20,1,2351.52,22,2789.98,2025-11,0.9,0.3669,9,30,281.89,192.0,1,2025-11-11,0.84,5637.799999999999,438.46000000000004,berlinda,1,3.0,2543.52,2524.32,10.057935899182073,53.14861460957179,Alta,🟠 Abaixo precisa esforço,
VDP0027,Cabo_Frio-Palmeiras-casa-SUP-2Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Parque Burle",5,191,2234.68,57,2747.0,2025-11,0.4,0.3237,10,30,262.9,207.7,10,2025-11-11,0.81,1314.5,512.3200000000002,berlinda,10,3.0,4311.68,3065.4799999999996,12.912130081300818,67.00251889168766,Alta,🟢 Abaixo viável,
CIA2313,Sao_Paulo-Vila_Olimpia-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Vila Olímpia",0,284,7948.39,98,8513.39,2025-11,0.8,0.587,24,30,407.25,289.5,4,2025-11-11,0.93,0.0,564.9999999999991,berlinda,4,2.0,9106.39,8874.79,9.606484608363978,50.62972292191436,Alta,🟢 Abaixo viável,
EMF1003,Balneario_Camboriu-Intermediario-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,698,3572.39,74,3649.28,2025-11,0.6333,0.4021,19,30,232.47,179.64,11,2025-11-11,0.98,0.0,76.89000000000033,berlinda,11,1.0,5548.43,4823.816132,3.7849985750613984,9.319899244332493,Baixa,🟢 Abaixo viável,
EVA806,Florianopolis-Centrao-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,505,2869.28,126,3394.05,2025-11,0.5,0.4536,15,30,217.47,174.83,12,2025-11-11,0.85,0.0,524.77,berlinda,12,4.0,4967.24,3918.26,6.757821710051412,28.967254408060455,Média,🟢 Abaixo viável,
ILC3405,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1832,8317.21,16,9179.91,2025-11,0.4,0.5499,12,30,578.0,528.5,6,2025-11-11,0.91,0.0,862.7000000000007,berlinda,6,2.0,11488.21,9585.609999999999,24.833410676139547,91.43576826196474,Crítico,🟢 Abaixo viável,
LIV1007,Salvador-Graca-apartamento-TOP-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Vitória",1,94,3398.33,15,3581.56,2025-11,0.5517,0.5526,16,30,242.89,233.0,11,2025-11-11,0.95,242.89,183.23000000000002,berlinda,11,1.0,5961.33,4812.3371,11.920110231295862,62.72040302267003,Alta,🟢 Abaixo viável,
MHFB1307,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,425,3004.46,9,3362.19,2025-11,0.5333,0.347,16,30,238.06,192.2,10,2025-11-11,0.89,0.0,357.73,berlinda,10,2.0,4926.46,4029.4626,10.224839464753629,54.65994962216625,Alta,🟢 Abaixo viável,
NIK0504,Sao_Paulo-Bela_Vista-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Bela Vista",0,53,2839.49,596,3486.42,2025-11,0.5667,0.5791,17,30,188.35,153.78,9,2025-11-11,0.81,0.0,646.9300000000003,berlinda,9,5.0,4223.51,3623.8141339999997,5.706994303612306,21.662468513853906,Média,🟢 Abaixo viável,
NWT0315,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,186,4240.93,40,4657.0,2025-11,0.5667,0.5442,17,30,292.59,288.8,10,2025-11-11,0.91,0.0,416.0699999999997,berlinda,10,2.0,7128.93,5877.5596000000005,12.901118316512767,66.75062972292191,Alta,🟢 Abaixo viável,
UPP0511,Curitiba-Centro-apartamento-JR-1Q,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Alto da XV",0,25,1747.67,282,1884.7,2025-11,0.2667,0.5093,8,30,139.53,134.6,10,2025-11-11,0.93,0.0,137.02999999999997,berlinda,10,2.0,3093.67,2106.6482,4.89314957287632,14.86146095717884,Baixa,🟢 Abaixo viável,
VFR505,Bombinhas-Bombas-apartamento-TOP-1Q,Especial,SC,"Bombinhas, SC","Bombinhas, SC, Bombas",8,754,2687.17,78,3016.65,2025-11,0.5455,0.4055,12,30,249.5,188.0,3,2025-11-11,0.89,1996.0,329.48,berlinda,3,2.0,3251.17,2994.832,10.266726335504616,55.16372795969773,Alta,🟠 Abaixo precisa esforço,
EDF1501,Salvador-Ondina_Rio_Vermelho-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Rio Vermelho",0,60,3182.72,34,3630.22,2025-11,0.4,0.5369,12,30,217.13,216.0,14,2025-11-11,0.88,0.0,447.5,berlinda,14,3.0,6206.719999999999,4392.32,8.875495149054323,44.83627204030227,Média,🟢 Abaixo viável,
ILC3403,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1830,7540.21,16,9179.91,2025-11,0.5,0.5499,15,30,587.0,535.91,11,2025-11-11,0.82,0.0,1639.6999999999998,berlinda,11,4.0,13435.22,10487.715,23.93083447985873,90.42821158690177,Crítico,🟢 Abaixo viável,
RHI206,Florianopolis-Canasvieiras_Meio-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",1,778,3191.12,38,3287.15,2025-11,0.7241,0.6164,21,30,296.24,220.88,8,2025-11-11,0.97,296.24,96.0300000000002,berlinda,8,1.0,4958.16,4470.633664,6.452734557291284,26.700251889168765,Média,🟢 Abaixo viável,
VLA,Florianopolis-Santinho-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,285,3547.14,11,4335.83,2025-11,0.4,0.4627,12,30,432.75,184.91,11,2025-11-11,0.82,0.0,788.69,berlinda,11,5.0,5581.15,4360.744,6.727047319659673,28.463476070528966,Média,🟢 Abaixo viável,
LIV1006,Salvador-Graca-apartamento-TOP-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Vitória",9,110,3270.83,15,3581.56,2025-11,0.8095,0.5526,17,30,290.65,233.5,4,2025-11-11,0.91,2615.85,310.73,berlinda,4,2.0,4204.83,4026.903,10.129029668636013,53.40050377833753,Alta,🟢 Abaixo viável,
