listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,grupo_criticidade,falta_meta,dias_necessarios,potencial_max,potencial_realista,score_bruto,score_normalizado,prioridade,status_operacional
NWT0404,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,62,3588.96,30,4057.04,2025-10,0.4516,0.5207,14,31,294.29,280.0,15,2025-10-06,0.88,berlinda,468.0799999999999,2.0,7788.96,5485.68,16.152465837162065,79.22374429223744,Média,🟢 Abaixo viável
NWT0920,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,183,3489.59,30,4057.04,2025-10,0.4516,0.5207,14,31,282.56,269.0,11,2025-10-06,0.86,berlinda,567.4499999999998,3.0,6448.59,4825.874400000001,12.5414957703153,65.52511415525115,Média,🟢 Abaixo viável
HAL103,Florianopolis-Novo_Campeche-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,789,3608.72,38,4453.03,2025-10,0.5484,0.4101,17,31,274.88,267.85,13,2025-10-06,0.81,berlinda,844.31,4.0,7090.77,5518.27622,12.6963232619138,66.21004566210046,Média,🟢 Abaixo viável
MHF1903,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,449,2353.2,8,2301.25,2025-10,0.3871,0.3219,12,31,220.0,220.0,10,2025-10-06,1.02,berlinda,-51.94999999999982,-0.0,4553.2,3204.8199999999997,-4.966431287343817,16.43835616438356,Baixa,🟢 Acima com folga
OGD0401,Florianopolis-Beira_Mar-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,217,2840.69,14,2646.76,2025-10,0.5484,0.2797,17,31,192.0,209.6,10,2025-10-06,1.07,berlinda,-193.92999999999984,-0.0,4936.6900000000005,3990.1364000000003,-15.357542051413793,5.93607305936073,Baixa,🟢 Acima com folga
RUP0805,Blumenau-Central-apartamento-SUP-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Escola Agrícola",0,371,7152.58,69,6919.81,2025-10,0.4516,0.4574,14,31,610.93,247.91,11,2025-10-06,1.03,berlinda,-232.76999999999953,-0.0,9879.59,8384.097716,-8.339247855071148,13.24200913242009,Baixa,🟢 Acima com folga
VDI208,Florianopolis-Jurere_Longe-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",22,1952,2489.67,14,2542.7,2025-10,1.0,0.2638,9,31,297.78,,0,2025-10-06,0.98,berlinda,53.029999999999745,0.0,,,,,Baixa,🔴 Abaixo inviável
BPM0807,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,579,2644.09,184,2585.81,2025-10,0.5484,0.3877,17,31,186.18,157.83,12,2025-10-06,1.02,berlinda,-58.2800000000002,-0.0,4538.05,3682.737664,-3.557234444912825,18.949771689497716,Baixa,🟢 Acima com folga
ISC1511,Sao_Paulo-Republica-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Vila Buarque",0,468,2541.51,79,2864.93,2025-10,0.5806,0.4165,18,31,171.72,171.42,12,2025-10-06,0.89,berlinda,323.4199999999996,2.0,4598.55,3735.827424,9.675743630734422,52.73972602739726,Média,🟢 Abaixo viável
NWT1222,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,295,4373.3,30,4057.04,2025-10,0.5161,0.5207,16,31,336.06,349.57,14,2025-10-06,1.08,berlinda,-316.2600000000002,-0.0,9267.279999999999,6899.083078,-27.25016470135864,1.141552511415525,Baixa,🟢 Acima com folga
RTG208,Florianopolis-Ingleses_Norte-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,1730,1805.7,34,2143.1,2025-10,0.3226,0.2447,10,31,185.3,222.35,17,2025-10-06,0.84,berlinda,337.39999999999986,2.0,5585.65,3025.1118699999997,17.502890672390457,81.7351598173516,Crítica,🟢 Abaixo viável
SOT0202,Florianopolis-Jurere_Tradicional-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,246,3604.8,17,4453.11,2025-10,0.7419,0.3745,23,31,211.83,236.0,6,2025-10-06,0.81,berlinda,848.3099999999995,4.0,5020.8,4655.3304,11.239401227456758,59.3607305936073,Média,🟢 Abaixo viável
BTI003,Ubatuba-Praia_Grande-apartamento-SIM-2Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Praia Grande",0,603,2896.51,32,2915.86,2025-10,0.6774,0.282,21,31,170.67,152.3,10,2025-10-06,0.99,berlinda,19.34999999999991,1.0,4419.51,3928.1902,1.0106812398400424,26.48401826484018,Baixa,🟢 Abaixo viável
CNA007,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,985,6136.23,23,7494.02,2025-10,0.3548,0.3161,11,31,669.09,705.84,19,2025-10-06,0.82,berlinda,1357.7900000000009,2.0,19547.190000000002,10894.438608,63.943150245128834,99.77168949771689,Crítica,🟢 Abaixo viável
ILC2414,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",10,1211,5034.31,16,5851.91,2025-10,0.619,0.4525,13,31,500.31,407.0,7,2025-10-06,0.86,berlinda,817.5999999999995,3.0,7883.31,6797.841,18.954677475673172,84.70319634703196,Crítica,🟢 Abaixo viável
SKL1307,Penha-Praia-apartamento-SUP-3Q,Carteira 6,SC,"Penha, SC","Penha, SC, Armação",7,127,3044.22,17,3177.17,2025-10,0.5833,0.258,14,31,294.93,223.78,9,2025-10-06,0.96,berlinda,132.95000000000027,1.0,5058.24,4218.997866,9.364167167636626,50.2283105022831,Média,🟢 Abaixo viável
AIR1607,Porto_Alegre-Menino_Deus-apartamento-TOP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Praia de Belas",1,608,1482.46,27,1737.25,2025-10,0.2,0.3018,6,31,313.0,333.0,21,2025-10-06,0.85,berlinda,254.78999999999996,1.0,8475.46,2881.0600000000004,48.838722118290384,98.85844748858447,Crítica,🟢 Abaixo viável
CPL025,Canela-Catedral-apartamento-TOP-1Q,Carteira 4,RS,"Canela, RS","Canela, RS, Centro",0,175,1915.84,29,2315.4,2025-10,0.3871,0.2613,12,31,212.67,209.53,17,2025-10-06,0.83,berlinda,399.5600000000002,2.0,5477.85,3294.694071,18.078907920877608,82.42009132420091,Crítica,🟢 Abaixo viável
ILC1212,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",3,650,5302.8,16,5851.91,2025-10,0.5714,0.4525,16,31,432.27,324.83,12,2025-10-06,0.91,berlinda,549.1099999999997,2.0,9200.76,7530.094344,15.240101206272813,76.9406392694064,Média,🟢 Abaixo viável
MHF0801,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,413,2078.16,8,2301.25,2025-10,0.4839,0.3219,15,31,162.4,167.64,14,2025-10-06,0.9,berlinda,223.09000000000015,2.0,4425.12,3213.8539439999995,8.125759391634986,44.29223744292237,Baixa,🟢 Abaixo viável
NWT0921,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,190,3778.14,30,4057.04,2025-10,0.5161,0.5207,16,31,280.19,280.0,12,2025-10-06,0.93,berlinda,278.9000000000001,1.0,7138.139999999999,5512.236,19.248516159564613,85.15981735159818,Crítica,🟢 Abaixo viável
PSOB0807,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,71,1569.87,13,1489.07,2025-10,0.4194,0.4061,13,31,158.23,152.59,17,2025-10-06,1.05,berlinda,-80.79999999999995,-0.0,4163.9,2657.806182,-8.279847152920945,13.470319634703195,Baixa,🟢 Acima com folga
SFR0302,Bombinhas-Centro-apartamento-SUP-1Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",0,49,2198.67,22,2120.75,2025-10,0.5806,0.4366,18,31,155.33,143.9,10,2025-10-06,1.04,berlinda,-77.92000000000007,-0.0,3637.67,3034.1534,-5.287133325474484,16.210045662100455,Baixa,🟢 Acima com folga
BPA0103,Sao_Paulo-Bela_Vista-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Bela Vista",2,146,2718.58,200,2559.86,2025-10,0.4138,0.3936,12,31,251.08,305.67,15,2025-10-06,1.06,berlinda,-158.7199999999998,-0.0,7303.63,4615.87369,-18.952576469025622,4.10958904109589,Baixa,🟢 Acima com folga
DON0504,Balneario_Camboriu-Norte-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,77,4156.15,19,4274.23,2025-10,0.6452,0.3412,20,31,266.6,255.88,8,2025-10-06,0.97,berlinda,118.07999999999993,1.0,6203.19,5476.900207999999,7.06894818481925,38.81278538812785,Baixa,🟢 Abaixo viável
ECM0206,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,9,1881.4,19,2222.75,2025-10,0.4839,0.4709,15,31,150.93,168.31,16,2025-10-06,0.85,berlinda,341.3499999999999,3.0,4574.360000000001,3184.523344,8.61584651145353,46.57534246575342,Baixa,🟢 Abaixo viável
IFT1208,Itapema-Meia_Praia-Norte-apartamento-TOP-1Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",0,22,2182.36,24,2235.56,2025-10,0.5161,0.2856,16,31,152.88,153.36,14,2025-10-06,0.98,berlinda,53.19999999999982,1.0,4329.4,3290.447344,3.64953389754691,30.59360730593607,Baixa,🟢 Abaixo viável
SPT0104,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,560,4466.48,40,5178.91,2025-10,0.3226,0.4511,10,31,512.71,218.42,12,2025-10-06,0.86,berlinda,712.4300000000003,4.0,7087.5199999999995,5312.027504,7.511665611103497,41.78082191780822,Baixa,🟢 Abaixo viável
SPT0107,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,565,4696.55,40,5178.91,2025-10,0.3548,0.4511,11,31,478.82,214.5,14,2025-10-06,0.91,berlinda,482.3599999999997,3.0,7699.55,5762.0144,6.659459229837934,37.44292237442922,Baixa,🟢 Abaixo viável
VAC5604,Barra_Velha-Tabuleiro-apartamento-TOP-2Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajuba",3,139,2163.6,20,2219.98,2025-10,0.4286,0.1431,12,31,218.67,216.64,14,2025-10-06,0.97,berlinda,56.38000000000011,1.0,5196.5599999999995,3463.526656,5.501924882206155,34.47488584474886,Baixa,🟢 Abaixo viável
CMP0002,Florianopolis-Campeche-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,131,1309.02,12,1542.43,2025-10,0.4516,0.2231,14,31,128.71,132.0,13,2025-10-06,0.85,berlinda,233.41000000000008,2.0,3025.02,2083.9656,9.987526176228423,54.337899543378995,Média,🟢 Abaixo viável
CNA009,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,985,6910.2,23,7494.02,2025-10,0.2903,0.3161,9,31,802.67,649.5,20,2025-10-06,0.92,berlinda,583.8200000000006,1.0,19900.2,10681.197,50.59915639403156,99.08675799086758,Crítica,🟢 Abaixo viável
RTBA1361,Florianopolis-Canasvieiras_Meio-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",5,869,2359.3,17,2723.4,2025-10,0.6923,0.444,18,31,163.61,161.25,8,2025-10-06,0.87,berlinda,364.0999999999999,3.0,3649.3,3252.367,7.186008298450464,39.95433789954338,Baixa,🟢 Abaixo viável
SSG0320,Florianopolis-UFSC-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande",0,411,1681.32,17,1549.41,2025-10,0.2581,0.2857,8,31,259.88,285.41,22,2025-10-06,1.09,berlinda,-131.90999999999985,-0.0,7960.34,3301.9350620000005,-24.29856080701684,2.054794520547945,Baixa,🟢 Acima com folga
VST003,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,457,1296.32,32,1199.53,2025-10,0.2258,0.0877,7,31,239.6,180.38,21,2025-10-06,1.08,berlinda,-96.78999999999996,-0.0,5084.3,2151.6458839999996,-14.55485081656982,6.392694063926941,Baixa,🟢 Acima com folga
ECH504,Florianopolis-Centrao-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,553,3212.34,16,3716.84,2025-10,0.5806,0.2548,18,31,225.56,236.31,13,2025-10-06,0.86,berlinda,504.5,3.0,6284.370000000001,4995.960618,10.691734107467635,56.62100456621004,Média,🟢 Abaixo viável
ELF0410,Bombinhas-Bombas-apartamento-SUP-1Q,Especial,SC,"Bombinhas, SC","Bombinhas, SC, José Amândio",0,51,1323.14,17,1485.18,2025-10,0.2258,0.1624,7,31,228.0,237.63,24,2025-10-06,0.89,berlinda,162.03999999999996,1.0,7026.26,2610.904496,25.92653092554437,93.15068493150685,Crítica,🟢 Abaixo viável
JBV167,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1090,7169.4,30,7567.62,2025-10,0.7419,0.5968,23,31,379.09,356.14,7,2025-10-06,0.95,berlinda,398.22000000000025,2.0,9662.38,9018.941862,9.370321897769713,50.456621004566216,Média,🟢 Abaixo viável
JFM0101,Florianopolis-Beira_Mar-apartamento-JR-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,86,2279.5,19,2707.82,2025-10,0.4516,0.2945,14,31,194.29,205.25,16,2025-10-06,0.84,berlinda,428.32000000000016,3.0,5563.5,3762.5544,10.822073352980137,57.077625570776256,Média,🟢 Abaixo viável
RNA0303,Bombinhas-Mariscal-apartamento-TOP-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Canto Grande",9,651,2985.6,12,3237.74,2025-10,0.5455,0.1771,12,31,302.5,296.0,8,2025-10-06,0.92,berlinda,252.13999999999987,1.0,5353.6,4277.344,23.051091193239724,90.8675799086758,Crítica,🟢 Abaixo viável
VAC2205,Barra_Velha-Tabuleiro-apartamento-SUP-2Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajuba",0,573,1241.73,43,1343.08,2025-10,0.3548,0.1318,11,31,137.82,168.88,17,2025-10-06,0.92,berlinda,101.34999999999991,1.0,4112.6900000000005,2260.346608,12.743833576555373,66.43835616438356,Média,🟢 Abaixo viável
QSPB005,Pirenopolis-Geral-casa-JR-3Q,Carteira 4,GO,"Pirenópolis, GO","Pirenópolis, GO, Vila João Figueredo",6,726,3259.78,19,3829.25,2025-10,0.32,0.2113,8,31,387.75,278.53,15,2025-10-06,0.85,berlinda,569.4699999999998,3.0,7437.73,4596.724,13.807271145350473,71.23287671232876,Média,🟢 Abaixo viável
CAY0123,Bombinhas-Bombas-apartamento-JR-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Bombas",5,461,1943.5,51,1819.98,2025-10,0.5769,0.2394,15,31,144.4,138.27,11,2025-10-06,1.07,berlinda,-123.51999999999998,-0.0,3464.4700000000003,2820.947593,-9.384229716810076,11.187214611872145,Baixa,🟢 Acima com folga
ILC4415,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1769,7553.11,27,7940.49,2025-10,0.6129,0.6389,19,31,472.0,447.0,8,2025-10-06,0.95,berlinda,387.3800000000001,1.0,11129.11,9744.8404,21.8070748782506,89.04109589041096,Crítica,🟢 Abaixo viável
JBV232,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1062,8093.28,30,7567.62,2025-10,0.7742,0.5968,24,31,413.15,500.0,4,2025-10-06,1.07,berlinda,-525.6599999999999,-1.0,10093.279999999999,9641.68,34.73086650756774,97.26027397260275,Crítica,🟢 Acima com folga
RVM0203,Florianopolis-Novo_Campeche-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,126,3703.91,38,4453.03,2025-10,0.6129,0.4101,19,31,238.68,266.09,11,2025-10-06,0.83,berlinda,749.1199999999999,3.0,6630.9,5497.862171,14.921176577147095,75.79908675799086,Média,🟢 Abaixo viável
BHE0405,Brasilia-Setor_Hoteleiro-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Sul",0,8,3603.53,101,3543.65,2025-10,0.5806,0.4508,18,31,289.22,282.25,8,2025-10-06,1.02,berlinda,-59.88000000000011,-0.0,5861.530000000001,4914.5248,-4.76941289348554,16.666666666666664,Baixa,🟢 Acima com folga
MHF0508,Itapema-Canto_Praia-apartamento-TOP-2Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,357,2260.39,8,2155.64,2025-10,0.3548,0.1674,11,31,239.73,194.83,18,2025-10-06,1.05,berlinda,-104.75,-0.0,5767.33,3504.652312,-9.467463259171291,10.95890410958904,Baixa,🟢 Acima com folga
NWT0603,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,184,3950.06,30,4057.04,2025-10,0.5484,0.5207,17,31,272.94,273.55,11,2025-10-06,0.97,berlinda,106.98000000000002,1.0,6959.110000000001,5600.223019999999,7.21323403269379,40.63926940639269,Baixa,🟢 Abaixo viável
SKL1204,Penha-Praia-apartamento-SUP-2Q,Carteira 4,SC,"Penha, SC","Penha, SC, Armação",0,12,2558.46,48,3004.58,2025-10,0.5161,0.3319,16,31,204.56,192.82,11,2025-10-06,0.85,berlinda,446.1199999999999,3.0,4679.48,3653.118422,9.543303711888733,51.82648401826484,Média,🟢 Abaixo viável
SPT0203,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,512,4479.61,40,5178.91,2025-10,0.3548,0.4511,11,31,475.55,199.93,14,2025-10-06,0.86,berlinda,699.3000000000002,4.0,7278.629999999999,5472.7022959999995,6.749057668505536,37.67123287671233,Baixa,🟢 Abaixo viável
TPS210,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",6,650,2376.3,23,2723.4,2025-10,0.68,0.4492,17,31,175.53,174.25,8,2025-10-06,0.87,berlinda,347.0999999999999,2.0,3770.3,3324.2200000000003,11.104166666666664,58.21917808219178,Média,🟢 Abaixo viável
CAU0199,Itapema-Meia_Praia-Norte-apartamento-JR-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Andorinha",3,13,2047.2,16,1931.9,2025-10,0.6071,0.2336,17,31,145.88,159.82,11,2025-10-06,1.06,berlinda,-115.29999999999995,-0.0,3805.2200000000003,3114.493942,-9.538405714581499,10.730593607305936,Baixa,🟢 Acima com folga
RSN301,Itapema-Longe-apartamento-SUP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Morretes",0,680,1795.56,10,1758.42,2025-10,0.4194,0.2591,13,31,152.31,151.38,16,2025-10-06,1.02,berlinda,-37.13999999999987,-0.0,4217.639999999999,2811.380352,-3.1973323779301754,20.091324200913242,Baixa,🟢 Acima com folga
VST010,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,456,1070.09,32,1199.53,2025-10,0.1613,0.0877,5,31,259.2,189.05,22,2025-10-06,0.89,berlinda,129.44000000000005,1.0,5229.1900000000005,1740.95283,20.400183405167034,86.3013698630137,Crítica,🟢 Abaixo viável
EOX0705,Florianopolis-Centrao-apartamento-JR-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,19,1463.34,50,1566.78,2025-10,0.4516,0.2903,14,31,136.07,140.08,13,2025-10-06,0.93,berlinda,103.44000000000005,1.0,3284.38,2285.721664,9.248187492819675,49.77168949771689,Baixa,🟢 Abaixo viável
GIU0003,Porto_Seguro-Pataxos-apartamento-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Paraíso dos Pataxós",0,334,3910.92,25,3972.05,2025-10,0.5484,0.4339,17,31,279.12,225.63,8,2025-10-06,0.98,berlinda,61.13000000000011,1.0,5715.96,4900.803936,3.47245424906535,29.908675799086758,Baixa,🟢 Abaixo viável
NWT0812,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,155,3413.9,30,4057.04,2025-10,0.3226,0.5207,10,31,311.31,280.0,12,2025-10-06,0.84,berlinda,643.1399999999999,3.0,6773.9,4497.836,14.79561453670656,75.11415525114155,Média,🟢 Abaixo viável
STI210,Florianopolis-Ingleses_Centro-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,1659,1563.61,21,1664.26,2025-10,0.4516,0.3737,14,31,133.57,189.65,17,2025-10-06,0.94,berlinda,100.65000000000009,1.0,4787.66,3019.59098,11.469525494814524,61.41552511415526,Média,🟢 Abaixo viável
VDB0201,Gramado-Centro-apartamento-SUP-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro",1,230,3522.2,72,3524.38,2025-10,0.4333,0.3653,13,31,405.31,297.8,15,2025-10-06,1.0,berlinda,2.180000000000291,1.0,7989.2,5457.7510999999995,0.1842037464745818,25.11415525114155,Baixa,🟢 Acima com folga
ADC0205,Florianopolis-Cachoeira_Bom_Jesus-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",0,229,4803.75,18,5178.57,2025-10,0.6452,0.3315,20,31,296.95,356.56,9,2025-10-06,0.93,berlinda,374.8199999999997,2.0,8012.79,6874.222608,12.903737827238011,66.66666666666666,Média,🟢 Abaixo viável
ILC3105,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1885,6282.4,16,5851.91,2025-10,0.6129,0.4525,19,31,387.39,370.0,9,2025-10-06,1.07,berlinda,-430.4899999999998,-1.0,9612.4,8323.357,27.218685864956896,93.83561643835617,Crítica,🟢 Acima com folga
ILC1506,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,425,7538.24,27,7940.49,2025-10,0.5484,0.6389,17,31,590.0,609.18,11,2025-10-06,0.95,berlinda,402.25,1.0,14239.22,11213.057432,30.859890888345678,95.8904109589041,Crítica,🟢 Abaixo viável
MHFB1607,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,362,1351.46,7,1455.01,2025-10,0.3226,0.199,10,31,164.0,164.0,19,2025-10-06,0.93,berlinda,103.54999999999995,1.0,4467.46,2356.6816,11.671534903540175,62.55707762557078,Média,🟢 Abaixo viável
NWT0908,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,190,3456.46,30,4057.04,2025-10,0.4839,0.5207,15,31,296.13,329.38,16,2025-10-06,0.85,berlinda,600.5799999999999,2.0,8726.54,6006.651712,24.379725169088793,91.78082191780823,Crítica,🟢 Abaixo viável
RTG101,Florianopolis-Ingleses_Norte-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,1142,2092.02,14,2452.59,2025-10,0.3548,0.3696,11,31,238.64,310.16,19,2025-10-06,0.85,berlinda,360.57000000000016,2.0,7985.060000000001,4182.870592,22.79924308588065,90.41095890410958,Crítica,🟢 Abaixo viável
RTO0502,Itapema-Praia_Itapema-apartamento-JR-4Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Andorinha",5,469,3791.41,11,3941.66,2025-10,0.5,0.3309,13,31,362.92,213.63,8,2025-10-06,0.96,berlinda,150.25,1.0,5500.45,4645.93,8.14324611965517,44.52054794520548,Baixa,🟢 Abaixo viável
SDR001,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,1538,2021.14,19,2222.75,2025-10,0.5484,0.4709,17,31,144.06,195.55,11,2025-10-06,0.91,berlinda,201.6099999999999,2.0,4172.1900000000005,3200.77582,8.868481723090763,47.94520547945205,Baixa,🟢 Abaixo viável
TXP1004,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",2,190,928.45,136,993.18,2025-10,0.2069,0.2493,6,31,181.75,221.38,21,2025-10-06,0.93,berlinda,64.7299999999999,1.0,5577.429999999999,1890.323962,14.428328601059203,73.51598173515981,Média,🟢 Abaixo viável
CEC0302,Balneario_Camboriu-Centro-apartamento-JR-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,30,1831.64,34,1835.84,2025-10,0.5484,0.2518,17,31,151.24,137.55,11,2025-10-06,1.0,berlinda,4.199999999999818,1.0,3344.6900000000005,2661.3966200000004,0.31468428621229255,25.34246575342466,Baixa,🟢 Acima com folga
CHE0401,Bombinhas-Centro-casa-TOP-4Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",9,343,6985.52,13,6520.77,2025-10,0.5,0.2237,11,31,781.0,783.64,11,2025-10-06,1.07,berlinda,-464.75,-0.0,15605.56,11295.54,-55.85179204296424,0.228310502283105,Baixa,🟢 Acima com folga
JBV142,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1549,7765.31,30,7567.62,2025-10,0.7419,0.5968,23,31,391.65,348.0,5,2025-10-06,1.03,berlinda,-197.6900000000005,-0.0,9505.310000000001,9056.216,-9.090852870519425,12.100456621004566,Baixa,🟢 Acima com folga
RBF142,Florianopolis-Estreito-casa-JR-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Capoeiras",3,721,1513.24,9,1521.19,2025-10,0.5,0.1746,14,31,138.5,148.64,14,2025-10-06,0.99,berlinda,7.9500000000000455,1.0,3594.2,2553.7200000000003,0.7768181489491823,26.25570776255708,Baixa,🟢 Abaixo viável
