listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,dias_pmin,data_da_execucao,atingimento_meta,faturamento_perdido_bloqueio,falta_meta,grupo_criticidade
SDS104,Gramado-Geral-apartamento-SUP-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro",0,492,7435.06,163,6133.42,2025-11,0.8,0.6035,24,30,424.29,,0,0,2025-11-24,1.21,0.0,-1301.6400000000003,ok
SHC0506,Balneario_Picarras-Geral-apartamento-TOP-3Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",0,156,5611.8,19,3248.13,2025-11,0.7667,0.3341,23,30,298.35,343.0,2,0,2025-11-24,1.73,0.0,-2363.67,ok
SSG0317,Florianopolis-UFSC-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande",0,319,4095.61,17,3684.75,2025-11,0.7,0.6764,21,30,224.9,196.5,2,0,2025-11-24,1.11,0.0,-410.8600000000001,ok
TDE0587,Florianopolis-Campeche-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",5,423,4496.84,14,2652.64,2025-11,0.76,0.4532,19,30,326.0,,0,0,2025-11-24,1.7,1630.0,-1844.2000000000003,ok
TPS306,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,995,4497.01,26,4125.61,2025-11,0.7667,0.558,23,30,253.39,195.0,3,0,2025-11-24,1.09,0.0,-371.40000000000055,berlinda
TRA0014,Camaçari-Monte_Gordo-apartamento-TOP-2Q,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Guarajuba Monte Gordo",2,382,2368.51,23,5904.52,2025-11,0.2857,0.5067,8,30,377.13,301.83,6,0,2025-11-24,0.4,754.26,3536.01,crítico
VST016,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos pinheiros",3,123,2693.37,54,3890.57,2025-11,0.4444,0.3016,12,30,279.58,180.0,4,0,2025-11-24,0.69,838.74,1197.2000000000003,atenção
VVC0202,Florianopolis-Jurere_Longe-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",4,37,4668.01,16,8083.58,2025-11,0.4231,0.6861,11,30,510.55,452.25,4,0,2025-11-24,0.58,2042.2,3415.5699999999997,atenção
WSH0407,Curitiba-Batel-apartamento-SUP-1Q,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Bigorrilho",0,18,3605.25,200,3688.58,2025-11,0.9333,0.6794,28,30,166.86,130.0,1,0,2025-11-24,0.98,0.0,83.32999999999993,berlinda
ZNB0706,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,33,3384.88,212,4248.24,2025-11,0.7667,0.7112,23,30,193.74,130.0,2,0,2025-11-24,0.8,0.0,863.3599999999997,atenção
AIA2200,Barra_Velha-Tabuleiro-casa-JR-3Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Barra Velha",7,638,2299.33,17,1480.8,2025-11,0.5217,0.2389,12,30,277.42,227.4,5,0,2025-11-24,1.55,1941.94,-818.53,ok
ATB2014,Sao_Paulo-Brooklin-apartamento-JR-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Jardim das Acacias",0,213,3447.43,46,4249.57,2025-11,0.8333,0.6984,25,30,180.0,174.67,3,0,2025-11-24,0.81,0.0,802.1399999999999,berlinda
CMR204,Florianopolis-Itacorubi-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi",1,600,4029.66,26,2725.59,2025-11,0.6897,0.5829,20,30,236.55,171.5,2,0,2025-11-24,1.48,236.55,-1304.0699999999997,ok
DBH0804,Guarapari-Praia_do_Morro-apartamento-JR-3Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Praia do Morro",0,61,1662.09,54,1948.64,2025-11,0.3667,0.3935,11,30,183.91,151.8,5,0,2025-11-24,0.85,0.0,286.5500000000002,berlinda
DLH0303,Gramado-Centro-apartamento-TOP-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro",0,521,10062.55,55,11231.9,2025-11,0.7333,0.7261,22,30,632.0,,0,0,2025-11-24,0.9,0.0,1169.3500000000004,berlinda
ELK0101,Florianopolis-UFSC-apartamento-JR-3Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Córrego Grande",9,334,5067.85,15,3753.83,2025-11,0.9524,0.7057,20,30,308.9,,0,0,2025-11-24,1.35,2780.1,-1314.0200000000004,ok
ILC2309,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,822,14573.0,30,11771.46,2025-11,0.9,0.7857,27,30,662.74,,0,0,2025-11-24,1.24,0.0,-2801.540000000001,ok
IPC0902,Balneario_Camboriu-Centro-apartamento-TOP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",10,67,6678.28,53,6326.12,2025-11,0.95,0.5568,19,30,0.0,,0,0,2025-11-24,1.06,0.0,-352.15999999999985,berlinda
MDT016,São_Miguel_dos_Milagres-Geral-apartamento-SUP-3Q,Carteira 2,AL,"São Miguel dos Milagres, AL","São Miguel dos Milagres, AL, Centro",2,674,2860.9,35,5495.68,2025-11,0.1786,0.5191,5,30,636.0,500.0,6,27,2025-11-24,0.52,1272.0,2634.78,atenção
MHF0703,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,498,3915.66,19,3496.4,2025-11,0.4333,0.5702,13,30,250.78,220.0,1,22,2025-11-24,1.12,0.0,-419.25999999999976,ok
MHF1402,Itapema-Canto_Praia-apartamento-TOP-2Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,438,4155.24,14,3147.32,2025-11,0.6,0.4145,18,30,275.94,251.5,4,0,2025-11-24,1.32,0.0,-1007.9199999999996,ok
NOR0202,Brasilia-Asa_Norte-apartamento-SUP-1Q,Carteira 1_sys-price,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,767,4848.2,142,4078.89,2025-11,0.9333,0.8171,28,30,241.54,,0,0,2025-11-24,1.19,0.0,-769.31,ok
NWT0703,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,185,4791.91,43,5085.72,2025-11,0.6333,0.6637,19,30,310.53,280.0,2,0,2025-11-24,0.94,0.0,293.8100000000004,berlinda
OKA128,Florianopolis-Campeche-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,780,5629.21,25,3776.21,2025-11,0.7333,0.6121,22,30,274.36,244.5,2,0,2025-11-24,1.49,0.0,-1853.0,ok
PGO309,Pocos_de_Caldas-Geral-apartamento-SUP-1Q,Carteira 4,MG,"Poços de Caldas, MG","Poços de Caldas, MG, São Benedito",0,808,2821.9,32,1790.89,2025-11,0.8,0.4244,24,30,183.46,120.0,3,0,2025-11-24,1.58,0.0,-1031.01,ok
PSO0504,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,100,4420.05,18,2190.5,2025-11,0.8333,0.486,25,30,207.96,,0,0,2025-11-24,2.02,0.0,-2229.55,meta_subestimada
RUP0101,Blumenau-Central-apartamento-SUP-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Escola Agrícola",1,465,1335.7,67,1442.36,2025-11,0.4483,0.3663,13,30,121.54,122.67,6,0,2025-11-24,0.93,121.54,106.65999999999985,berlinda
SPJ0102,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,210,5418.97,16,6452.9,2025-11,0.7,0.7069,21,30,335.52,233.5,2,0,2025-11-24,0.84,0.0,1033.9299999999994,berlinda
SPJ0203,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,518,6085.35,16,6452.9,2025-11,0.6667,0.7069,20,30,359.25,227.0,3,0,2025-11-24,0.94,0.0,367.5499999999993,berlinda
SPJ0404,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",4,516,5271.44,16,6452.9,2025-11,0.7308,0.7069,19,30,304.67,,0,0,2025-11-24,0.82,1218.68,1181.46,berlinda
STI0205,Florianopolis-Ingleses_Centro-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses Norte",2,19,3290.15,31,1842.38,2025-11,0.7143,0.4456,20,30,203.7,187.2,5,0,2025-11-24,1.79,407.4,-1447.77,ok
SVE508,Florianopolis-UFSC-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Pantanal",0,772,2316.04,17,3684.75,2025-11,0.5333,0.6764,16,30,185.69,,0,0,2025-11-24,0.63,0.0,1368.71,atenção
SVO0506,Florianopolis-UFSC-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, PANTANAL",0,313,2750.14,45,3461.85,2025-11,0.6667,0.6721,20,30,154.0,124.5,2,0,2025-11-24,0.79,0.0,711.71,atenção
TCO1210,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,509,2170.72,77,2393.45,2025-11,0.7,0.6126,21,30,129.71,,0,0,2025-11-24,0.91,0.0,222.73000000000002,berlinda
VST019,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",3,488,1935.97,54,3890.57,2025-11,0.3704,0.3016,10,30,248.6,191.75,4,0,2025-11-24,0.5,745.8,1954.6000000000001,crítico
VST036,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC",VST036,1,213,2660.45,54,3890.57,2025-11,0.4138,0.3016,12,30,285.25,218.67,6,0,2025-11-24,0.68,285.25,1230.1200000000003,atenção
WSH0801,Curitiba-Batel-apartamento-SUP-1Q,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Bigorrilho",2,213,2661.69,200,3688.58,2025-11,0.5357,0.6794,15,30,202.93,130.0,3,0,2025-11-24,0.72,405.86,1026.8899999999999,atenção
ALI024,Florianopolis-Cachoeira_Bom_Jesus-casa-SUP-4Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",5,739,8677.98,7,8125.34,2025-11,0.48,0.4591,12,30,953.42,,0,0,2025-11-24,1.07,4767.099999999999,-552.6399999999994,berlinda
ATP0001,Porto_Seguro-Pitinga-casa-SUP-4Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial D ajuda",2,207,1679.85,9,3906.63,2025-11,0.1071,0.3498,3,30,665.0,442.33,6,0,2025-11-24,0.43,1330.0,2226.78,crítico
BSO0101,Itajai-Praia_Brava-apartamento-SUP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Praia dos Amores",0,57,3299.38,12,2794.44,2025-11,0.8667,0.5466,26,30,153.22,131.0,2,0,2025-11-24,1.18,0.0,-504.94000000000005,ok
CAS014,Florianopolis-Estreito-apartamento-JR-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Coqueiros",0,563,1952.43,14,2650.4,2025-11,0.3333,0.525,10,30,236.2,148.5,6,0,2025-11-24,0.74,0.0,697.97,atenção
CCU203,Florianopolis-Praia_Brava-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Praia Brava",1,1192,2554.13,18,1316.81,2025-11,0.3448,0.2146,10,30,332.5,298.0,1,0,2025-11-24,1.94,332.5,-1237.3200000000002,ok
DOV108,Florianopolis-Ingleses_Norte-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses",0,845,3470.13,86,2552.46,2025-11,0.5667,0.3604,17,30,272.06,180.0,3,0,2025-11-24,1.36,0.0,-917.6700000000001,ok
ECF0306,Cabo_Frio-Centro-apartamento-JR-2Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Centro",4,417,1145.42,186,2797.12,2025-11,0.3077,0.5236,8,30,179.25,120.0,3,0,2025-11-24,0.41,717.0,1651.6999999999998,crítico
EIO6031,Itapema-Meia_Praia-Norte-apartamento-JR-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",5,759,3405.89,28,1912.44,2025-11,0.72,0.3958,18,30,220.44,,0,0,2025-11-24,1.78,1102.2,-1493.4499999999998,ok
LIV1704,Salvador-Graca-apartamento-SUP-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Vitória",0,121,5068.76,39,4017.09,2025-11,0.9333,0.6891,28,30,248.93,211.5,2,0,2025-11-24,1.26,0.0,-1051.67,ok
MHE213,Florianopolis-Cachoeira_Bom_Jesus-apartamento-MASTER-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",5,617,5773.21,14,6029.28,2025-11,0.44,0.659,11,30,622.27,333.0,2,0,2025-11-24,0.96,3111.35,256.0699999999997,berlinda
MHFB0506,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,457,3986.74,14,2356.68,2025-11,0.8667,0.4102,26,30,176.73,,0,0,2025-11-24,1.69,0.0,-1630.06,ok
NBL0910,Porto_Alegre-Jardim_Botanico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Santa Cecília",0,702,2033.84,68,2372.5,2025-11,0.5667,0.5342,17,30,143.06,131.33,3,0,2025-11-24,0.86,0.0,338.6600000000001,berlinda
NWT0605,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,215,6203.52,43,5085.72,2025-11,0.8333,0.6637,25,30,294.62,250.0,1,0,2025-11-24,1.22,0.0,-1117.8000000000002,ok
ONJ2612,Sao_Paulo-Moema-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Indianópolis",2,273,4481.86,107,5536.9,2025-11,0.6786,0.7669,19,30,292.11,208.8,5,0,2025-11-24,0.81,584.22,1055.04,berlinda
PAN0301,Salvador-Barra-apartamento-SUP-2Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",6,414,5217.57,29,4906.63,2025-11,1.0,0.7352,24,30,269.38,,0,0,2025-11-24,1.06,1616.28,-310.9399999999996,berlinda
PSJ0304,Florianopolis-Jurere_Tradicional-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",3,316,5186.46,17,5832.42,2025-11,0.6667,0.5256,18,30,374.5,282.0,1,0,2025-11-24,0.89,1123.5,645.96,berlinda
RSU3842,Penha-Longe-apartamento-SUP-3Q,Carteira 6,SC,"Penha, SC","Penha, SC, Gravatá",0,303,3500.22,18,3726.01,2025-11,0.5333,0.3771,16,30,284.88,,0,0,2025-11-24,0.94,0.0,225.79000000000042,berlinda
SJS0001,Florianopolis-Ingleses_Centro-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,373,2014.25,18,2729.84,2025-11,0.6333,0.5952,19,30,136.53,121.5,6,0,2025-11-24,0.74,0.0,715.5900000000001,atenção
SLC0103,Florianopolis-Rio_Vermelho-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,285,1347.23,21,2656.73,2025-11,0.6333,0.5306,19,30,125.68,157.33,6,0,2025-11-24,0.51,0.0,1309.5,atenção
TCO0709,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,274,2579.4,77,2393.45,2025-11,0.7667,0.6126,23,30,128.0,,0,0,2025-11-24,1.08,0.0,-185.95000000000027,berlinda
TCO0811,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",1,499,2362.11,77,2393.45,2025-11,0.8276,0.6126,24,30,124.17,120.0,2,0,2025-11-24,0.99,124.17,31.33999999999969,berlinda
TRS0006,Penha-Beto_Carrero-casa-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Armação",0,164,1699.82,25,2335.8,2025-11,0.4667,0.6365,14,30,145.57,133.75,4,0,2025-11-24,0.73,0.0,635.9800000000002,atenção
TVT1009,Florianopolis-Centrao-apartamento-MASTER-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,589,5345.98,31,4552.17,2025-11,0.6667,0.5762,20,30,354.3,238.0,1,0,2025-11-24,1.17,0.0,-793.8099999999995,ok
TXP1803,Goiania-Central-apartamento-SUP-1Q,Carteira 1_sys-price,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",1,471,2350.0,162,2535.55,2025-11,0.6207,0.5616,18,30,151.44,147.0,4,0,2025-11-24,0.93,151.44,185.55000000000018,berlinda
VIL0003,Penha-Longe-apartamento-JR-1Q,Carteira 6,SC,"Penha, SC","Penha, SC, Santa Lidia",0,38,2062.61,20,1317.54,2025-11,0.7667,0.3497,23,30,108.7,99.0,1,0,2025-11-24,1.57,0.0,-745.0700000000002,ok
EON0402,Goiania-Central-2-apartamento-SUP-3Q,Carteira 1_sys-price,GO,"Goiânia, GO","Goiânia, GO, Setor Oeste",0,3,6237.52,21,4354.98,2025-11,0.9333,0.4626,28,30,278.89,330.0,1,0,2025-11-24,1.43,0.0,-1882.5400000000009,ok
ETE0308,Maceio-Ponta_Verde-apartamento-TOP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Pajuçara",2,395,4130.74,126,4914.91,2025-11,0.8571,0.7641,24,30,209.33,195.0,1,0,2025-11-24,0.84,418.66,784.1700000000001,berlinda
GDP0107,Brasilia-Asa_Sul-apartamento-SUP-1Q,Carteira 1_sys-price,DF,"Brasília, DF","Brasília, DF, Asa Sul",1,645,4125.95,142,4188.45,2025-11,0.6897,0.8532,20,30,260.95,196.0,1,0,2025-11-24,0.99,260.95,62.5,berlinda
HAL103,Florianopolis-Novo_Campeche-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",3,820,6007.76,52,5653.12,2025-11,0.8148,0.7115,22,30,329.95,259.33,3,2,2025-11-24,1.06,989.8499999999999,-354.6400000000003,berlinda
IFT1003,Itapema-Meia_Praia-Norte-apartamento-TOP-1Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",0,171,4671.37,32,3277.09,2025-11,0.9,0.4396,27,30,212.74,189.67,3,0,2025-11-24,1.43,0.0,-1394.2799999999997,ok
MHF1903,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,480,4644.43,19,3496.4,2025-11,0.7333,0.5702,22,30,242.0,220.0,2,22,2025-11-24,1.33,0.0,-1148.0300000000002,ok
NBL0911,Porto_Alegre-Jardim_Botanico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Santa Cecília",0,702,1070.05,68,2372.5,2025-11,0.3,0.5342,9,30,138.78,130.67,6,0,2025-11-24,0.45,0.0,1302.45,crítico
NWT1011,Especial-NWT-apartamento-MASTER-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",6,177,7360.05,31,6339.75,2025-11,0.75,0.7564,18,30,542.94,,0,0,2025-11-24,1.16,3257.6400000000003,-1020.3000000000002,ok
OBS0101,Itapema-Meia_Praia-Sul-apartamento-JR-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",17,123,806.1,19,2238.48,2025-11,0.4615,0.5187,6,30,168.33,,0,0,2025-11-24,0.36,2861.61,1432.38,crítico
OGD0401,Florianopolis-Beira_Mar-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,248,5159.76,19,6378.82,2025-11,0.7667,0.7167,23,30,279.13,180.0,3,0,2025-11-24,0.81,0.0,1219.0599999999995,berlinda
OKA216,Florianopolis-Campeche-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,729,3422.5,28,3106.87,2025-11,0.6667,0.6807,20,30,226.85,238.67,6,3,2025-11-24,1.1,0.0,-315.6300000000001,ok
PSOA0607,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,93,3562.05,18,2190.5,2025-11,0.7667,0.486,23,30,182.26,,0,0,2025-11-24,1.63,0.0,-1371.5500000000002,ok
RFM0005,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-SUP-2Q,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",30,86,0.0,51,3298.0,2025-11,,0.5248,0,30,0.0,,0,30,2025-11-24,0.0,0.0,3298.0,crítico
RMI0007,Florianopolis-Ingleses_Praia-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",5,680,3633.29,63,3264.0,2025-11,0.76,0.4871,19,30,224.37,197.67,3,0,2025-11-24,1.11,1121.85,-369.28999999999996,ok
RUP0805,Blumenau-Central-apartamento-SUP-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Escola Agrícola",3,402,1728.8,67,1442.36,2025-11,0.5926,0.3663,16,30,124.75,126.0,3,0,2025-11-24,1.2,374.25,-286.44000000000005,ok
SFR0401,Bombinhas-Centro-apartamento-SUP-1Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",0,37,5237.25,35,3520.7,2025-11,0.9333,0.6125,28,30,210.04,,0,0,2025-11-24,1.49,0.0,-1716.5500000000002,ok
SHC1103,Balneario_Picarras-Geral-apartamento-TOP-2Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",5,320,3550.66,41,2627.78,2025-11,0.6,0.3938,15,30,329.4,300.0,1,10,2025-11-24,1.35,1647.0,-922.8799999999997,ok
SPJ0106,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,310,5476.78,16,6452.9,2025-11,0.7333,0.7069,22,30,308.32,252.0,3,0,2025-11-24,0.85,0.0,976.1199999999999,berlinda
SPJ0202,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,516,6495.51,16,6452.9,2025-11,0.9,0.7069,27,30,344.63,,0,0,2025-11-24,1.01,0.0,-42.61000000000058,berlinda
SPJ0402,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,385,6780.42,16,6452.9,2025-11,0.9,0.7069,27,30,307.07,236.0,1,0,2025-11-24,1.05,0.0,-327.52000000000044,berlinda
VDI208,Florianopolis-Jurere_Longe-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",30,1983,0.0,30,5331.22,2025-11,,0.6054,0,30,0.0,,0,0,2025-11-24,0.0,0.0,5331.22,crítico
ZNB1304,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",7,172,3515.44,212,4248.24,2025-11,1.0,0.7112,23,30,200.35,,0,0,2025-11-24,0.83,1402.45,732.7999999999997,berlinda
BAB0202,Florianopolis-Ingleses_Praia-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,368,4906.17,40,3764.53,2025-11,0.5333,0.55,16,30,383.44,191.25,4,0,2025-11-24,1.3,0.0,-1141.6399999999999,ok
BLS1657,Goiania-Central-apartamento-TOP-1Q,Carteira 1_sys-price,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",0,15,3628.34,54,3159.15,2025-11,0.8667,0.5673,26,30,192.15,175.0,1,0,2025-11-24,1.15,0.0,-469.19000000000005,ok
CGS0002,Brasilia-Asa_Norte-apartamento-SUP-2Q,Carteira 1_sys-price,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,192,5507.11,13,7287.21,2025-11,0.8333,0.8154,25,30,290.8,,0,0,2025-11-24,0.76,0.0,1780.1000000000004,atenção
CZZ0402,Urubici-Geral-apartamento-SUP-1Q,Especial,SC,"Urubici, SC","Urubici, SC, Centro",0,207,1898.03,55,1722.65,2025-11,0.3333,0.2319,10,30,234.3,178.0,6,0,2025-11-24,1.1,0.0,-175.37999999999988,ok
ILC1211,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1971,8928.49,17,10796.7,2025-11,0.6,0.6721,18,30,605.33,469.5,4,0,2025-11-24,0.83,0.0,1868.210000000001,berlinda
JAS0001,Florianopolis-Lagoa-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,171,1246.78,24,3922.68,2025-11,0.3,0.7427,9,30,151.22,234.0,6,20,2025-11-24,0.32,0.0,2675.8999999999996,crítico
NPZ093,Sao_Paulo-Moema-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Moema",0,554,6554.75,107,5536.9,2025-11,0.9667,0.7669,29,30,272.9,,0,0,2025-11-24,1.18,0.0,-1017.8500000000004,ok
PVE0302,Guarapari-Nova_Guarapari-apartamento-JR-2Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Enseada Verde",0,283,1045.42,38,2084.38,2025-11,0.2333,0.3741,7,30,185.57,177.83,6,0,2025-11-24,0.5,0.0,1038.96,atenção
RJH0101,Camaçari-Itacimirim-apartamento-TOP-2Q,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Itacimirim",4,275,2909.02,13,4733.93,2025-11,0.4231,0.4231,11,30,331.0,276.5,6,0,2025-11-24,0.61,1324.0,1824.9100000000003,atenção
SHC0801,Balneario_Picarras-Geral-apartamento-TOP-3Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",2,75,4779.33,19,3248.13,2025-11,0.1071,0.3341,3,30,1875.0,1875.0,6,30,2025-11-24,1.47,3750.0,-1531.1999999999998,ok
TCO1215,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",1,562,1740.51,77,2393.45,2025-11,0.6207,0.6126,18,30,120.56,120.5,4,0,2025-11-24,0.73,120.56,652.9399999999998,atenção
VDO102,Florianopolis-Rio_Tavares-casa-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",27,676,0.0,12,2857.22,2025-11,0.0,0.4429,0,30,0.0,339.67,3,0,2025-11-24,0.0,0.0,2857.22,crítico
