listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,grupo_criticidade
ADE0003,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Chame-Chame",0,113,0.0,184,2585.81,2025-10,0.0,0.3877,0,31,,137.88,25,2025-10-06,0.0,crítico
APC0207,Florianopolis-Itacorubi-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi",1,188,0.0,21,2448.53,2025-10,0.0,0.3258,0,31,,333.0,25,2025-10-06,0.0,crítico
CCA201,Florianopolis-Canajure-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",10,1957,6935.29,13,2945.25,2025-10,1.0,0.3138,21,31,442.48,,0,2025-10-06,2.35,meta_subestimada
CCB103,Florianopolis-Jurere_Internacional-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1420,3380.1,19,4524.55,2025-10,0.3548,0.3387,11,31,314.73,289.29,14,2025-10-06,0.75,atenção
ETPA1103,Porto_Belo-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, centro",1,215,1426.47,17,2627.78,2025-10,0.4,0.2051,12,31,152.08,160.94,17,2025-10-06,0.54,atenção
GBA1104,Sao_Paulo-Campo_Belo-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Campo Belo",0,142,1159.64,51,1880.63,2025-10,0.2903,0.4355,9,31,166.0,162.5,16,2025-10-06,0.62,atenção
HMA0305,Sao_Paulo-Mariana-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Centro",0,405,1677.6,141,1810.5,2025-10,0.3871,0.322,12,31,186.42,180.92,13,2025-10-06,0.93,berlinda
ILC3401,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",6,1315,7433.88,27,7940.49,2025-10,0.68,0.6389,17,31,504.35,568.25,8,2025-10-06,0.94,berlinda
ILC3503,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,777,9380.43,27,7940.49,2025-10,0.6452,0.6389,20,31,636.55,587.82,11,2025-10-06,1.18,ok
MUT0047,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-SUP-2Q,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",0,218,5140.08,34,2943.99,2025-10,0.7097,0.4113,22,31,285.36,231.63,8,2025-10-06,1.75,ok
NWT0611,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,184,2280.64,30,4057.04,2025-10,0.3226,0.5207,10,31,271.6,252.0,19,2025-10-06,0.56,atenção
NXO0404,Sao_Paulo-Bela_Vista-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Consolação",0,198,0.0,200,2559.86,2025-10,0.0,0.3936,0,31,,249.44,25,2025-10-06,0.0,crítico
OKA110,Florianopolis-Campeche-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,1022,2779.47,18,1754.28,2025-10,0.5806,0.3095,18,31,199.56,208.58,12,2025-10-06,1.58,ok
PDM0208,Sao_Paulo-Madalena-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Vila Madalena",0,106,3402.89,23,2367.92,2025-10,0.4839,0.4038,15,31,264.87,235.67,15,2025-10-06,1.44,ok
PRN0001,Imbituba-Praia_do_Rosa-apartamento-SIM-1Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",0,145,878.49,8,730.91,2025-10,0.3548,0.1272,11,31,100.54,100.0,17,2025-10-06,1.2,ok
PSO0709,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,89,4063.79,13,1489.07,2025-10,0.8387,0.4061,26,31,208.27,142.0,4,2025-10-06,2.73,meta_subestimada
RBN1104,Goiania-Sul-apartamento-SUP-2Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",2,505,2287.06,16,2416.72,2025-10,0.3448,0.2754,10,31,224.0,208.88,16,2025-10-06,0.95,berlinda
RFMB0011,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-JR-2Q,Carteira 2,BA,"Porto Seguro, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",0,294,2687.9,20,2768.16,2025-10,0.4839,0.3821,15,31,205.0,163.94,16,2025-10-06,0.97,berlinda
RSC0102,Florianopolis-Cachoeira_Bom_Jesus-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",0,334,2134.9,8,2365.0,2025-10,0.6774,0.1791,21,31,125.05,130.4,10,2025-10-06,0.9,berlinda
TCR0113,Aguas_Claras-Geral-apartamento-JR-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Taguatinga Sul",1,413,551.3,72,1290.54,2025-10,0.1667,0.3151,5,31,146.78,168.68,19,2025-10-06,0.43,crítico
TPS0206,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,292,0.0,23,2723.4,2025-10,0.0,0.4492,0,31,,274.0,25,2025-10-06,0.0,crítico
VLE008,Bombinhas-Mariscal-apartamento-JR-1Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, mariscal",0,1282,713.0,12,1459.88,2025-10,0.129,0.1507,4,31,198.0,198.0,19,2025-10-06,0.49,crítico
VTD0310,Florianopolis-UFSC-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Trindade",0,43,2737.98,32,1791.73,2025-10,0.6452,0.3064,20,31,185.9,203.09,11,2025-10-06,1.53,ok
CNA013,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,985,11590.67,23,7494.02,2025-10,0.6129,0.3161,19,31,735.68,623.22,9,2025-10-06,1.55,ok
CUR0905,Florianopolis-Itacorubi-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi",0,63,3052.97,11,1693.46,2025-10,0.7419,0.3305,23,31,172.52,291.0,7,2025-10-06,1.8,ok
DLH0205,Gramado-Centro-apartamento-TOP-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro",4,369,5025.03,62,4928.6,2025-10,0.5556,0.4141,15,31,404.87,471.0,10,2025-10-06,1.02,berlinda
DRB0205,Balneario_Camboriu-Centro-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,650,6294.12,63,3201.52,2025-10,0.5806,0.294,18,31,390.22,294.91,11,2025-10-06,1.97,ok
EVB308,Itapema-Meia_Praia-Sul-apartamento-SUP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",0,1231,2945.47,26,2228.74,2025-10,0.5806,0.2048,18,31,224.9,206.67,9,2025-10-06,1.32,ok
GET0302,Guara-Geral-apartamento-SUP-2Q,Especial,DF,"Brasília, DF","Brasília, DF, Zona Industrial",0,184,3364.09,10,2454.8,2025-10,0.5161,0.3182,16,31,250.94,267.56,9,2025-10-06,1.37,ok
ILC3315,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",3,1213,5097.51,27,7940.49,2025-10,0.5714,0.6389,16,31,425.37,451.64,11,2025-10-06,0.64,atenção
JBV155,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,243,5866.78,24,5125.13,2025-10,0.6452,0.4414,20,31,355.7,355.11,9,2025-10-06,1.14,ok
JDA402,Balneario_Camboriu-Longe-apartamento-JR-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Nações",0,828,2383.08,17,1331.41,2025-10,0.4194,0.226,13,31,210.13,153.15,13,2025-10-06,1.79,ok
LDN201,Cabo_Frio-Centro-apartamento-JR-3Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Braga",13,602,3176.87,80,3073.04,2025-10,0.7778,0.3415,14,31,294.07,240.5,4,2025-10-06,1.03,berlinda
MHF1603,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,355,1803.73,8,2301.25,2025-10,0.3548,0.3219,11,31,186.18,187.06,17,2025-10-06,0.78,atenção
MZD0308,Cabo_Frio-Centro-apartamento-SUP-2Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Centro",1,352,4888.39,76,4359.19,2025-10,0.7333,0.4639,22,31,287.68,216.57,7,2025-10-06,1.12,ok
NWT0612,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,184,3672.74,30,4057.04,2025-10,0.5484,0.5207,17,31,255.18,267.33,12,2025-10-06,0.91,berlinda
OBP0201,Penha-Beto_Carrero-apartamento-MASTER-2Q,Carteira 3,SC,"Penha, SC","Penha, SC, Armação",1,21,2267.1,25,2816.05,2025-10,0.3333,0.2538,10,31,276.73,293.5,18,2025-10-06,0.81,berlinda
PKS0115,Guara-Geral-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,181,1499.96,28,2093.94,2025-10,0.3548,0.3429,11,31,161.55,153.3,20,2025-10-06,0.72,atenção
PSO0809,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,61,2107.45,13,1489.07,2025-10,0.3871,0.4061,12,31,190.42,163.64,14,2025-10-06,1.42,ok
RAP308,Florianopolis-Campeche_Praia-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",3,586,2964.57,18,3055.52,2025-10,0.6071,0.3363,17,31,251.29,207.22,9,2025-10-06,0.97,berlinda
RGF1211,Salvador-Flamengo-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Itapuã",0,41,2930.96,27,2455.83,2025-10,0.6774,0.3651,21,31,175.67,175.33,9,2025-10-06,1.19,ok
RTBB1361,Florianopolis-Canasvieiras_Meio-apartamento-SIM-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,707,804.24,19,671.5,2025-10,0.2581,0.189,8,31,122.63,124.82,17,2025-10-06,1.2,ok
SGS0106,Florianopolis-Beira_Mar-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,50,1593.33,14,2646.76,2025-10,0.3226,0.2797,10,31,188.2,199.05,20,2025-10-06,0.6,atenção
TCO0210,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,238,1756.29,71,1060.84,2025-10,0.4194,0.3052,13,31,129.0,130.64,14,2025-10-06,1.66,ok
AMC0202,Florianopolis-Ingleses_Praia-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,470,2471.72,25,1510.45,2025-10,0.5484,0.3462,17,31,176.24,175.0,12,2025-10-06,1.64,ok
BLSA1455,Goiania-Central-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",1,425,1501.74,43,1024.83,2025-10,0.3,0.2024,9,31,187.5,256.36,22,2025-10-06,1.47,ok
CAG0003,Camaçari-Monte_Gordo-casa-SUP-4Q,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Guarajuba",3,93,3372.23,13,5391.8,2025-10,0.3214,0.4232,9,31,569.56,428.13,15,2025-10-06,0.63,atenção
CEV2304,Balneario_Camboriu-Intermediario-apartamento-JR-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",1,275,1162.31,44,1781.05,2025-10,0.3333,0.3088,10,31,148.3,145.75,20,2025-10-06,0.65,atenção
CII0601,Porto_Belo-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",0,404,2609.36,17,2627.78,2025-10,0.8387,0.2051,26,31,179.77,148.2,5,2025-10-06,0.99,berlinda
CNB005,Especial-CNB-casa-TOP-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,565,1136.46,15,3941.66,2025-10,0.0645,0.3888,2,31,675.0,585.72,25,2025-10-06,0.29,crítico
DSG1301,Sao_Paulo-Vila_Olimpia-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Itaim Bibi",3,160,6006.95,256,3040.34,2025-10,0.7857,0.3669,22,31,323.91,321.6,5,2025-10-06,1.98,ok
ILC3208,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",5,1427,6896.62,27,7940.49,2025-10,0.6538,0.6389,17,31,519.88,570.89,9,2025-10-06,0.87,berlinda
JBV214,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1014,7571.78,24,5125.13,2025-10,0.9032,0.4414,28,31,1313.97,,0,2025-10-06,1.48,ok
JBV462,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1345,11450.26,30,7567.62,2025-10,0.7742,0.5968,24,31,618.67,441.83,6,2025-10-06,1.51,ok
JPR212,Florianopolis-Jurere_Tradicional-apartamento-MASTER-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1247,6918.83,16,4883.24,2025-10,0.8387,0.341,26,31,324.54,294.4,5,2025-10-06,1.42,ok
LVR010,Campos_do_Jordao-Capivari_Centro-apartamento-SUP-2Q,Carteira 4,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Vila Iara",0,910,5091.3,18,3601.02,2025-10,0.4516,0.1243,14,31,433.07,317.93,14,2025-10-06,1.41,ok
MHF0704,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,440,2089.82,8,2301.25,2025-10,0.4194,0.3219,13,31,180.77,172.87,15,2025-10-06,0.91,berlinda
MHFB0507,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,426,1611.01,7,1455.01,2025-10,0.4516,0.199,14,31,132.13,139.2,15,2025-10-06,1.11,ok
MPL0215,Brasilia-Asa_Norte-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,238,1444.03,91,2189.81,2025-10,0.3226,0.4281,10,31,192.5,194.06,17,2025-10-06,0.66,atenção
NLUH0008,São_Miguel_dos_Milagres-Geral-casa-TOP-3Q,Carteira 2,AL,"Passo de Camaragibe, AL","Passo de Camaragibe, AL, Praia do Marceneiro",8,357,11341.26,20,9678.73,2025-10,0.8261,0.4325,19,31,705.84,500.0,4,2025-10-06,1.17,ok
NWT0803,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,294,5030.75,30,4057.04,2025-10,0.6774,0.5207,21,31,276.24,285.0,10,2025-10-06,1.24,ok
ONJ2712,Sao_Paulo-Moema-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Moema",31,236,0.0,459,1829.71,2025-10,,0.317,0,31,,,0,2025-10-06,0.0,crítico
PGR1101,Porto_Alegre-Jardim_Botanico-apartamento-TOP-2Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Petrópolis",9,190,0.0,19,2855.52,2025-10,0.0,0.2802,0,31,,280.0,16,2025-10-06,0.0,crítico
PPB0603,Goiania-Central-apartamento-SUP-2Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,728,2873.71,37,1851.12,2025-10,0.5484,0.1978,17,31,223.94,224.92,13,2025-10-06,1.55,ok
RFM0021,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-SUP-2Q,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",0,406,2123.54,34,2943.99,2025-10,0.2581,0.4113,8,31,295.38,185.29,17,2025-10-06,0.72,atenção
RPC301,Florianopolis-Canasvieiras_Longe-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",7,1266,1710.64,20,2553.77,2025-10,0.5417,0.449,13,31,158.85,159.3,10,2025-10-06,0.67,atenção
SCO0004,Florianopolis-Campeche-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,176,1061.0,12,1542.43,2025-10,0.3871,0.2231,12,31,112.33,116.13,15,2025-10-06,0.69,atenção
SPJ0403,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,485,3211.69,14,2892.38,2025-10,0.7097,0.3764,22,31,206.77,256.33,9,2025-10-06,1.11,ok
SPT0101,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,555,3950.52,40,5178.91,2025-10,0.2581,0.4511,8,31,570.38,222.24,17,2025-10-06,0.76,atenção
BDR523,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,1253,2168.14,19,2222.75,2025-10,0.6129,0.4709,19,31,150.37,172.58,12,2025-10-06,0.98,berlinda
CAV0411,Recife-Boa_Viagem-Bairro-apartamento-JR-1Q,Carteira 2,PE,"Recife, PE","Recife, PE, Boa Viagem",0,196,2386.39,36,1722.17,2025-10,0.6129,0.4656,19,31,156.42,153.0,12,2025-10-06,1.39,ok
CEE202,Cabo_Frio-Centro-apartamento-JR-3Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Foguete",12,1268,2706.98,80,3073.04,2025-10,0.4737,0.3415,9,31,345.11,232.6,10,2025-10-06,0.88,berlinda
ESB0310,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,71,0.0,184,2585.81,2025-10,0.0,0.3877,0,31,,332.8,25,2025-10-06,0.0,crítico
FUA0003,Ubatuba-Praia_do_Lazaro-apartamento-JR-1Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Lázaro Praia Domingos Dias",31,2,0.0,19,2062.95,2025-10,,0.297,0,31,,,0,2025-10-06,0.0,crítico
JBV165,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,433,6214.56,24,5125.13,2025-10,0.7419,0.4414,23,31,1622.17,289.71,7,2025-10-06,1.21,ok
MHF1909,Itapema-Canto_Praia-apartamento-TOP-2Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",4,272,3049.54,8,2155.64,2025-10,0.5185,0.1674,14,31,259.43,216.0,11,2025-10-06,1.41,ok
MHFB0604,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,426,1646.77,7,1455.01,2025-10,0.4194,0.199,13,31,144.15,136.31,16,2025-10-06,1.13,ok
NWT0308,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,344,916.93,30,4057.04,2025-10,0.0645,0.5207,2,31,350.0,350.0,25,2025-10-06,0.23,crítico
NWT1307,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,114,5099.26,30,4057.04,2025-10,0.6129,0.5207,19,31,339.64,335.14,7,2025-10-06,1.26,ok
RPV102,Florianopolis-Ingleses_Centro-apartamento-JR-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",4,407,578.4,105,2385.11,2025-10,0.1481,0.2632,4,31,184.0,197.76,17,2025-10-06,0.24,crítico
RST0206,Penha-Praia-casa-SUP-3Q,Carteira 6,SC,"Penha, SC","Penha, SC, Armação",7,237,4260.59,8,2267.19,2025-10,0.75,0.2006,18,31,316.17,282.83,6,2025-10-06,1.88,ok
SQS0108,Brasilia-Asa_Sul-apartamento-SUP-2Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Sul",3,7,3295.74,111,3464.77,2025-10,0.75,0.4422,21,31,204.9,234.2,5,2025-10-06,0.95,berlinda
STL0702,Camboriu-Tabuleiro-apartamento-TOP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Vila Real",0,650,0.0,61,3685.81,2025-10,0.0,0.2969,0,31,,345.0,25,2025-10-06,0.0,crítico
TPS103,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,959,2172.38,23,2723.4,2025-10,0.6452,0.4492,20,31,147.7,152.5,8,2025-10-06,0.8,atenção
TPS207,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,999,2180.11,23,2723.4,2025-10,0.6129,0.4492,19,31,150.47,183.3,10,2025-10-06,0.8,berlinda
VDE101,Florianopolis-Ingleses_Norte-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",31,495,0.0,17,1987.38,2025-10,,0.3131,0,31,,,0,2025-10-06,0.0,crítico
VPS111,Guara-Geral-apartamento-JR-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Zona Industrial Guará",0,603,2259.02,32,1538.59,2025-10,0.5484,0.334,17,31,184.82,162.29,14,2025-10-06,1.47,ok
BLB0507,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,41,2252.27,184,2585.81,2025-10,0.5484,0.3877,17,31,185.53,161.23,13,2025-10-06,0.87,berlinda
DAL221,Canela-Geral-apartamento-SUP-2Q,Carteira 4,RS,"Canela, RS","Canela, RS, São José",0,138,3278.56,14,2272.26,2025-10,0.5161,0.2045,16,31,257.5,200.0,11,2025-10-06,1.44,ok
EATNR0205,Sao_Paulo-Bela_Vista-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Bela Vista",0,141,2049.53,513,2208.72,2025-10,0.3226,0.3853,10,31,191.31,188.87,15,2025-10-06,0.93,berlinda
MHF1105,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,448,2421.48,8,2301.25,2025-10,0.5484,0.3219,17,31,185.18,187.0,10,2025-10-06,1.05,berlinda
MHF1202,Itapema-Canto_Praia-apartamento-TOP-2Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,278,0.0,8,2155.64,2025-10,0.0,0.1674,0,31,,265.0,25,2025-10-06,0.0,crítico
NWT0615,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,180,6277.28,30,4057.04,2025-10,0.7742,0.5207,24,31,265.56,262.75,4,2025-10-06,1.55,ok
ONP1701,Sao_Paulo-Bela_Vista-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Paraíso",0,27,2068.83,513,2208.72,2025-10,0.4839,0.3853,15,31,181.8,182.79,14,2025-10-06,0.94,berlinda
PGO402,Pocos_de_Caldas-Geral-apartamento-SUP-1Q,Carteira 4,MG,"Poços de Caldas, MG","Poços de Caldas, MG, São Benedito",0,777,564.16,22,1190.09,2025-10,0.129,0.2167,4,31,173.0,137.87,23,2025-10-06,0.47,crítico
RFL203,Florianopolis-Jurere_Longe-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,980,1981.29,13,2847.08,2025-10,0.4839,0.2505,15,31,166.2,167.38,13,2025-10-06,0.7,atenção
RIE0315,Florianopolis-Ingleses_Norte-apartamento-JR-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",5,442,4481.28,44,2201.49,2025-10,0.6154,0.2481,16,31,268.69,207.57,7,2025-10-06,2.04,meta_subestimada
RUP0203,Blumenau-Central-apartamento-SUP-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Escola Agrícola",0,371,5007.19,69,6919.81,2025-10,0.4516,0.4574,14,31,412.36,333.15,13,2025-10-06,0.72,atenção
SEM501,Itapema-Praia_Itapema-apartamento-TOP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Morretes",1,756,1403.06,15,3385.55,2025-10,0.3,0.2893,9,31,189.2,169.74,19,2025-10-06,0.41,crítico
SHC0703,Balneario_Picarras-Geral-apartamento-TOP-2Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itajubá II",3,247,4131.73,32,1460.72,2025-10,0.8214,0.1712,23,31,223.17,175.4,5,2025-10-06,2.83,meta_subestimada
SIP0709,Salvador-Piata-apartamento-SUP-1Q,Carteira 5,BA,"Salvador, BA","Salvador, BA, Itapuã",15,33,1661.33,17,2015.11,2025-10,0.6875,0.3886,11,31,190.0,190.0,5,2025-10-06,0.82,berlinda
SPT0407,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,420,4612.87,40,5178.91,2025-10,0.4839,0.4511,15,31,367.0,218.42,12,2025-10-06,0.89,berlinda
TAB0140,Garopaba-Centro-casa-JR-3Q,Carteira 6,SC,"Garopaba, SC","Garopaba, SC, Praia da Ferrugem",6,72,1746.88,11,1459.87,2025-10,0.48,0.0917,12,31,224.33,197.33,12,2025-10-06,1.2,ok
VBM1313,Sao_Paulo-Mariana-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Vila Clementino",0,363,1586.56,141,1810.5,2025-10,0.3871,0.322,12,31,169.5,176.06,17,2025-10-06,0.88,berlinda
VDG114,Florianopolis-Ingleses_Norte-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,1149,948.23,32,1592.48,2025-10,0.2258,0.338,7,31,172.57,181.56,18,2025-10-06,0.6,atenção
VDR0202,Florianopolis-Cachoeira_Bom_Jesus-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",4,385,9034.88,7,7754.55,2025-10,0.7407,0.2914,20,31,544.5,484.8,5,2025-10-06,1.17,ok
VST002,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,457,2156.49,32,1199.53,2025-10,0.3548,0.0877,11,31,252.64,182.47,17,2025-10-06,1.8,ok
