listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,faturamento_perdido_bloqueio,falta_meta,grupo_criticidade
NWT0916,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,190,4705.37,26,4859.73,2025-10,0.6452,0.6467,20,31,278.5,253.33,3,2025-10-17,0.97,0.0,154.35999999999967,berlinda
NWT1012,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,154,4964.2,26,4859.73,2025-10,0.6667,0.6467,20,31,329.85,280.0,4,2025-10-17,1.02,329.85,-104.47000000000025,berlinda
OBP0602,Penha-Beto_Carrero-apartamento-TOP-2Q,Carteira 3,SC,"Penha, SC","Penha, SC, Armação",0,28,2391.63,42,3070.2,2025-10,0.4516,0.3776,14,31,215.14,216.27,11,2025-10-17,0.78,0.0,678.5699999999997,atenção
PNA0402,Balneario_Camboriu-Centro-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,511,3952.08,69,4204.44,2025-10,0.5484,0.4207,17,31,297.47,308.55,11,2025-10-17,0.94,0.0,252.35999999999967,berlinda
PSOB1007,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,98,2955.19,18,2402.71,2025-10,0.6129,0.5896,19,31,183.89,148.4,5,2025-10-17,1.23,0.0,-552.48,ok
SMT0930,Salvador-Boca_do_Rio-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Armação",1,236,2400.71,24,2108.85,2025-10,0.5667,0.5748,17,31,160.65,240.29,7,2025-10-17,1.14,160.65,-291.8600000000001,ok
SPJ0405,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,304,4946.47,16,4455.71,2025-10,0.8065,0.5519,25,31,238.56,162.0,4,2025-10-17,1.11,0.0,-490.7600000000002,ok
TAN0000,Imbituba-Ibiraquera-casa-JR-2Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",17,196,1017.96,10,621.59,2025-10,0.5,0.1557,7,31,160.0,160.0,2,2025-10-17,1.64,2720.0,-396.37,ok
TSO0501,Balneario_Camboriu-Longe-apartamento-MASTER-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Estados",0,21,5244.52,32,4635.05,2025-10,0.9355,0.4782,29,31,240.38,250.0,1,2025-10-17,1.13,0.0,-609.4700000000003,ok
VGZ0002,Imbituba-Praia_do_Rosa-casa-SUP-1Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",5,589,2305.79,45,2557.22,2025-10,0.6923,0.2533,18,31,148.22,110.0,3,2025-10-17,0.9,741.1,251.42999999999984,berlinda
VLL0107,Marau-Barra_Grande-apartamento-TOP-3Q,Carteira 2,BA,"Maraú, BA","Maraú, BA, Barra Grande",3,133,2217.41,8,4292.03,2025-10,0.25,0.2339,7,31,434.57,429.17,12,2025-10-17,0.52,1303.71,2074.62,atenção
VLRY705,Florianopolis-Centrao-apartamento-SUP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,244,2715.15,113,3457.96,2025-10,0.6774,0.4929,21,31,156.9,136.0,10,2025-10-17,0.79,0.0,742.81,atenção
CBU203,Florianopolis-Novo_Campeche-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",4,364,4405.34,28,4088.38,2025-10,0.9259,0.3641,25,31,221.24,,0,2025-10-17,1.08,884.96,-316.96000000000004,berlinda
CFE0503,Florianopolis-Beira_Mar-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Agronômica",0,5,3246.93,21,2568.28,2025-10,0.6452,0.378,20,31,188.25,175.57,7,2025-10-17,1.26,0.0,-678.6499999999996,ok
CNA005,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,985,7564.24,25,8435.16,2025-10,0.4194,0.4339,13,31,735.0,458.13,8,2025-10-17,0.9,0.0,870.9200000000001,berlinda
CNA008,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,985,12076.8,25,8435.16,2025-10,0.7419,0.4339,23,31,643.3,525.0,4,2025-10-17,1.43,0.0,-3641.6399999999994,ok
CNA010,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,985,8641.96,25,8435.16,2025-10,0.5161,0.4339,16,31,668.44,560.5,6,2025-10-17,1.02,0.0,-206.79999999999927,berlinda
CNA011,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,985,13928.45,25,8435.16,2025-10,0.7742,0.4339,24,31,723.25,688.5,2,2025-10-17,1.65,0.0,-5493.290000000001,ok
COA0314,Brasilia-Setor_Hoteleiro-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,730,3776.44,106,5069.4,2025-10,0.5806,0.6439,18,31,247.39,229.0,8,2025-10-17,0.74,0.0,1292.9599999999996,atenção
EJO0403,Florianopolis-Centrao-apartamento-JR-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",3,362,1971.14,61,2297.84,2025-10,0.5714,0.498,16,31,143.25,99.12,8,2025-10-17,0.86,429.75,326.70000000000005,berlinda
EMR302,Florianopolis-Jurere_Internacional-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,916,4403.12,17,3253.8,2025-10,0.7097,0.3327,22,31,213.32,193.5,2,2025-10-17,1.35,0.0,-1149.3199999999997,ok
ESZ0103,Brasilia-Asa_Norte-apartamento-JR-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,285,3345.94,152,2704.18,2025-10,0.7419,0.6793,23,31,183.78,221.43,7,2025-10-17,1.24,0.0,-641.7600000000002,ok
ILH0503,Balneario_Camboriu-Intermediario-apartamento-JR-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,5,1951.78,45,2501.25,2025-10,0.3871,0.3887,12,31,157.92,174.4,5,2025-10-17,0.78,0.0,549.47,atenção
LIV0803,Salvador-Graca-apartamento-TOP-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Vitória",0,225,4171.27,11,2135.8,2025-10,0.8387,0.4109,26,31,219.08,168.0,1,2025-10-17,1.95,0.0,-2035.4700000000003,ok
MGI025,Porto_Seguro-Pitinga-casa-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial DAjuda",6,176,6625.22,12,4817.59,2025-10,0.56,0.4735,14,31,600.0,600.0,6,2025-10-17,1.38,3600.0,-1807.63,ok
MHE0111,Florianopolis-Cachoeira_Bom_Jesus-apartamento-MASTER-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",1,195,5600.44,8,5516.5,2025-10,0.8667,0.3654,26,31,267.73,250.0,3,2025-10-17,1.02,267.73,-83.9399999999996,berlinda
NWT0508,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,229,3414.95,26,4859.73,2025-10,0.4667,0.6467,14,31,291.0,315.13,8,2025-10-17,0.7,291.0,1444.7799999999997,atenção
NWT1223,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",4,294,4975.03,26,4859.73,2025-10,0.7407,0.6467,20,31,371.25,280.0,2,2025-10-17,1.02,1485.0,-115.30000000000018,berlinda
PBR0003,Porto_Seguro-Estrada_da_Balsa-casa-TOP-3Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial d ajuda",10,275,7360.24,16,9163.88,2025-10,0.8095,0.582,17,31,529.94,553.0,1,2025-10-17,0.8,5299.400000000001,1803.6399999999994,berlinda
PIC0125,Bombinhas-Centro-apartamento-JR-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",6,432,2462.46,40,2089.3,2025-10,0.76,0.2683,19,31,149.26,176.8,5,2025-10-17,1.18,895.56,-373.15999999999985,ok
PSD102,Florianopolis-Jurere_Tradicional-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",5,1959,1733.83,12,1785.91,2025-10,0.5769,0.3167,15,31,138.4,156.6,5,2025-10-17,0.97,692.0,52.080000000000155,berlinda
RCI0201,Florianopolis-Ingleses_Norte-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,300,0.0,19,2141.15,2025-10,0.0,0.4567,0,31,0.0,149.64,14,2025-10-17,0.0,0.0,2141.15,crítico
RTL0302,Itapema-Canto_Praia-apartamento-JR-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Centro",0,378,2053.09,10,1523.14,2025-10,0.5484,0.2727,17,31,222.12,125.43,14,2025-10-17,1.35,0.0,-529.95,ok
RUP0603,Blumenau-Central-apartamento-SUP-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Escola Agrícola",0,434,7031.55,77,7658.5,2025-10,0.7097,0.5504,22,31,390.73,195.5,4,2025-10-17,0.92,0.0,626.9499999999998,berlinda
SKL0507,Penha-Praia-apartamento-SUP-3Q,Carteira 6,SC,"Penha, SC","Penha, SC, Armação",16,103,1883.63,20,3503.28,2025-10,0.6,0.3065,9,31,251.0,201.6,5,2025-10-17,0.54,4016.0,1619.65,atenção
SMB0307,Florianopolis-Canasvieiras_Perto-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,328,2905.62,20,1518.51,2025-10,0.871,0.2749,27,31,161.19,154.0,2,2025-10-17,1.91,0.0,-1387.11,ok
TSO0403,Balneario_Camboriu-Longe-apartamento-MASTER-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Estados",0,12,4425.75,32,4635.05,2025-10,0.7097,0.4782,22,31,246.05,299.11,9,2025-10-17,0.95,0.0,209.30000000000018,berlinda
TXP1101,Goiania-Central-apartamento-TOP-2Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,167,5731.83,16,3108.24,2025-10,0.7097,0.4214,22,31,284.95,272.2,5,2025-10-17,1.84,0.0,-2623.59,ok
VGZ0006,Imbituba-Praia_do_Rosa-casa-SUP-1Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",0,589,2148.32,45,2557.22,2025-10,0.5161,0.2533,16,31,157.0,122.78,9,2025-10-17,0.84,0.0,408.89999999999964,berlinda
VLO0504,Florianopolis-Jurere_Longe-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",3,327,5189.15,13,4146.05,2025-10,0.5714,0.4545,16,31,480.88,343.17,6,2025-10-17,1.25,1442.6399999999999,-1043.0999999999995,ok
VST038,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,92,2707.26,38,1799.54,2025-10,0.4194,0.1383,13,31,267.31,183.33,9,2025-10-17,1.5,0.0,-907.7200000000003,ok
WAL0714,Sao_Paulo-Butanta-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Butantã",0,79,4781.3,26,2984.96,2025-10,0.9032,0.5728,28,31,205.89,,0,2025-10-17,1.6,0.0,-1796.3400000000001,ok
ARN0104,Bombinhas-Centro-apartamento-TOP-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Quatro Ilhas",6,503,3330.32,34,3795.68,2025-10,0.6,0.2881,15,31,252.13,214.0,9,2025-10-17,0.88,1512.78,465.3599999999997,berlinda
BCA1804,Salvador-Ondina_Rio_Vermelho-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Ondina",0,145,3365.37,63,2411.06,2025-10,0.6452,0.4778,20,31,191.45,166.83,6,2025-10-17,1.4,0.0,-954.31,ok
CAR0107,Itajai-Centro-apartamento-JR-1Q,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Centro",2,132,2172.34,13,1958.5,2025-10,0.7241,0.4931,21,31,131.48,141.67,3,2025-10-17,1.11,262.96,-213.84000000000015,ok
CBLS0102,Brasilia-Vila_Planalto-apartamento-TOP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Setor de Clubes Esportivos Sul",0,146,5220.03,15,5209.97,2025-10,0.6774,0.5796,21,31,293.14,320.2,5,2025-10-17,1.0,0.0,-10.05999999999949,berlinda
CNB009,Especial-CNB-casa-TOP-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,560,6820.68,17,5319.78,2025-10,0.3548,0.533,11,31,677.92,389.0,10,2025-10-17,1.28,0.0,-1500.9000000000005,ok
CTM0000,Garopaba-Centro-casa-SUP-2Q,Carteira 6,SC,"Garopaba, SC","Garopaba, SC, Costa Macacu",1,145,3278.87,85,2238.48,2025-10,0.6,0.2285,18,31,225.72,180.0,8,2025-10-17,1.46,225.72,-1040.3899999999999,ok
EEP0602,Guarapari-Centro-apartamento-SUP-1Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, São Judas Tadeu",0,51,3110.2,32,2760.87,2025-10,0.6774,0.5916,21,31,153.74,119.29,7,2025-10-17,1.13,0.0,-349.3299999999999,ok
ELF0602,Bombinhas-Bombas-apartamento-SUP-1Q,Especial,SC,"Bombinhas, SC","Bombinhas, SC, José Amândio",8,141,2449.7,34,1847.47,2025-10,0.6522,0.3256,15,31,185.2,130.0,3,2025-10-17,1.33,1481.6,-602.2299999999998,ok
EVA105,Florianopolis-Centrao-apartamento-SUP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,741,2569.09,113,3457.96,2025-10,0.5806,0.4929,18,31,173.28,148.83,6,2025-10-17,0.74,0.0,888.8699999999999,atenção
JBM201,Florianopolis-Jurere_Tradicional-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",3,1940,4179.77,19,5008.2,2025-10,0.8571,0.5397,24,31,223.21,247.0,3,2025-10-17,0.83,669.63,828.4299999999994,berlinda
JHG1733,Florianopolis-Costa_da_Lagoa-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,813,1660.57,24,2335.8,2025-10,0.5484,0.4152,17,31,117.65,122.7,10,2025-10-17,0.71,0.0,675.2300000000002,atenção
LIV1011,Salvador-Graca-apartamento-TOP-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Vitória",0,114,3704.46,11,2135.8,2025-10,0.7742,0.4109,24,31,181.67,196.0,4,2025-10-17,1.73,0.0,-1568.6599999999999,ok
MADB1005,Aguas_Claras-Geral-apartamento-JR-1Q,Carteira 1,DF,"Águas Claras, DF","Brasília, DF, Águas Claras",3,736,1422.6,81,2121.68,2025-10,0.3929,0.4817,11,31,149.0,158.5,12,2025-10-17,0.67,447.0,699.0799999999999,atenção
MHE0213,Florianopolis-Cachoeira_Bom_Jesus-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",0,252,6478.86,21,4905.18,2025-10,0.871,0.3975,27,31,291.22,243.0,3,2025-10-17,1.32,0.0,-1573.6799999999994,ok
MHF0805,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,386,3982.92,15,2695.9,2025-10,1.0,0.4676,31,31,206.68,,0,2025-10-17,1.48,0.0,-1287.02,ok
MHFB0903,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,329,2669.67,9,1819.98,2025-10,0.7097,0.2609,22,31,146.73,139.38,8,2025-10-17,1.47,0.0,-849.69,ok
NOA0616,Sao_Paulo-Santo_Amaro-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Santo Amaro",0,250,2095.23,136,2522.61,2025-10,0.6129,0.4866,19,31,153.29,145.0,2,2025-10-17,0.83,0.0,427.3800000000001,berlinda
NWT1115,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,119,5541.42,26,4859.73,2025-10,0.7097,0.6467,22,31,312.91,282.0,4,2025-10-17,1.14,0.0,-681.6900000000005,ok
ODM1203,Sao_Paulo-Mariana-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Vila Mariana",0,8,1698.55,163,2574.65,2025-10,0.4516,0.4715,14,31,152.07,130.89,9,2025-10-17,0.66,0.0,876.1000000000001,atenção
PSOB0407,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Armação",0,83,3689.75,18,2402.71,2025-10,0.871,0.5896,27,31,175.3,160.33,3,2025-10-17,1.54,0.0,-1287.04,ok
PUQ0208,Sao_Paulo-Pompeia-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Perdizes",0,168,1509.7,71,2622.91,2025-10,0.3871,0.4204,12,31,144.58,146.56,9,2025-10-17,0.58,0.0,1113.2099999999998,atenção
RDS001,Campos_do_Jordao-Vila_Natal-casa-JR-2Q,Carteira 4,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Campos do Jordão",24,600,951.35,10,2313.3,2025-10,0.7143,0.187,5,31,221.0,311.0,1,2025-10-17,0.41,5304.0,1361.9500000000003,crítico
RJI0046,Ubatuba-Itagua-apartamento-JR-2Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Itaguá",1,344,1912.51,121,2598.01,2025-10,0.4333,0.4056,13,31,192.92,169.38,8,2025-10-17,0.74,192.92,685.5000000000002,atenção
SDR009,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,1436,694.13,20,2916.7,2025-10,0.1935,0.5422,6,31,129.5,151.78,9,2025-10-17,0.24,0.0,2222.5699999999997,crítico
SHC0606,Balneario_Picarras-Geral-apartamento-TOP-3Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",0,299,3214.57,14,3125.65,2025-10,0.5806,0.2599,18,31,229.83,204.38,8,2025-10-17,1.03,0.0,-88.92000000000007,berlinda
SLI0703,Maceio-Ponta_Verde-apartamento-SUP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Ponta Verde",0,9,2188.98,123,4035.38,2025-10,0.6129,0.6569,19,31,161.26,161.0,7,2025-10-17,0.54,0.0,1846.4,atenção
SOT0203,Florianopolis-Jurere_Tradicional-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,246,3792.56,19,5008.2,2025-10,0.7742,0.5397,24,31,201.46,266.5,2,2025-10-17,0.76,0.0,1215.6399999999999,atenção
SPT0205,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,478,4677.69,46,5475.18,2025-10,0.4516,0.5326,14,31,403.07,196.33,9,2025-10-17,0.85,0.0,797.4900000000007,berlinda
TPS203,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,841,2035.87,26,3037.54,2025-10,0.5161,0.6099,16,31,149.88,184.82,11,2025-10-17,0.67,0.0,1001.6700000000001,atenção
VST018,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos pinheiros",0,92,2947.54,38,1799.54,2025-10,0.5161,0.1383,16,31,225.69,192.86,7,2025-10-17,1.64,0.0,-1148.0,ok
VST037,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,92,3231.62,38,1799.54,2025-10,0.4194,0.1383,13,31,305.92,191.5,8,2025-10-17,1.8,0.0,-1432.08,ok
