listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,dias_pmin,data_da_execucao,atingimento_meta,faturamento_perdido_bloqueio,falta_meta,grupo_criticidade,dias_disponiveis,dias_necessarios,potencial_max,potencial_realista,score_bruto,score_normalizado,faixa_prioridade,status_operacional,score_risco_bruto
PGO309,Pocos_de_Caldas-Geral-apartamento-SUP-1Q,Carteira 4,MG,"Poços de Caldas, MG","Poços de Caldas, MG, São Benedito",7,777,1395.22,29,1631.15,2025-10,0.5,0.3909,12,31,147.0,124.33,9,0,2025-10-20,0.86,1029.0,235.93000000000006,berlinda,9,2.0,2514.19,1954.705,8.99156328357294,63.662790697674424,Alta,🟢 Abaixo viável,
SPJ0102,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,179,3835.07,16,4640.79,2025-10,0.7742,0.5705,24,31,195.0,205.2,5,0,2025-10-20,0.83,0.0,805.7199999999998,berlinda,5,4.0,4861.07,4629.3992,8.90655168624307,63.08139534883721,Alta,🟠 Abaixo precisa esforço,
VST019,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,457,1726.47,38,1878.37,2025-10,0.3226,0.1596,10,31,211.0,176.6,5,0,2025-10-20,0.92,0.0,151.89999999999986,berlinda,5,1.0,2609.4700000000003,2011.3258,14.281286434515023,89.53488372093024,Crítico,🟢 Abaixo viável,
WSH0801,Curitiba-Batel-apartamento-SUP-1Q,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Bigorrilho",2,182,2721.57,199,2968.41,2025-10,0.6207,0.6094,18,31,179.39,267.75,4,0,2025-10-20,0.92,358.78,246.8399999999997,berlinda,4,1.0,3792.57,3386.3397000000004,22.264919603424026,96.51162790697676,Crítico,🟢 Abaixo viável,
BHE0405,Brasilia-Setor_Hoteleiro-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Sul",0,8,4365.5,106,5285.3,2025-10,0.6774,0.6942,21,31,285.14,233.0,2,0,2025-10-20,0.83,0.0,919.8000000000002,berlinda,2,4.0,4831.5,4681.1684000000005,10.137239134959227,70.93023255813954,Alta,🟠 Abaixo precisa esforço,
IFT1304,Itapema-Meia_Praia-Norte-apartamento-TOP-1Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",0,217,2527.69,16,2669.0,2025-10,0.5484,0.4568,17,31,191.06,300.0,11,15,2025-10-20,0.95,0.0,141.30999999999995,berlinda,11,1.0,5827.6900000000005,4337.41,15.883476957662044,92.73255813953489,Crítico,🟢 Abaixo viável,
NWT0603,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,184,4739.01,26,4908.83,2025-10,0.7,0.6698,21,31,270.48,260.83,6,0,2025-10-20,0.97,270.48,169.8199999999997,berlinda,6,1.0,6303.99,5834.496,9.023362104615542,64.24418604651163,Alta,🟢 Abaixo viável,
SKL1204,Penha-Praia-apartamento-SUP-2Q,Carteira 4,SC,"Penha, SC","Penha, SC, Armação",0,12,2899.6,54,3319.59,2025-10,0.5806,0.4492,18,31,204.33,179.86,7,0,2025-10-20,0.87,0.0,419.99000000000024,berlinda,7,3.0,4158.62,3630.587012,7.585213977228115,54.06976744186046,Alta,🟢 Abaixo viável,
SPJ0302,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,487,4515.86,16,4640.79,2025-10,0.9355,0.5705,29,31,203.38,,0,0,2025-10-20,0.97,0.0,124.93000000000029,berlinda,0,0.0,,,,,Baixa,🔴 Abaixo inviável,
TPS210,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",6,650,2526.73,27,2888.12,2025-10,0.68,0.6464,17,31,175.72,129.0,1,0,2025-10-20,0.87,1054.32,361.3899999999999,berlinda,1,3.0,2655.73,2614.45,5.380583216763844,29.651162790697676,Média,🟠 Abaixo precisa esforço,
BTI003,Ubatuba-Praia_Grande-apartamento-SIM-2Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Praia Grande",0,603,2989.34,43,3038.81,2025-10,0.7097,0.3973,22,31,168.36,137.25,4,0,2025-10-20,0.98,0.0,49.4699999999998,berlinda,4,1.0,3538.34,3378.9653000000003,2.234347491287699,5.813953488372093,Baixa,🟢 Abaixo viável,
MBI022,Pocos_de_Caldas-Geral-apartamento-SUP-3Q,Carteira 4,MG,"Poços de Caldas, MG","Poços de Caldas, MG, Jardim Bandeirantes",0,733,1468.08,8,1642.36,2025-10,0.2258,0.2425,7,31,244.29,203.33,9,0,2025-10-20,0.89,0.0,174.27999999999997,berlinda,9,1.0,3298.05,1881.287226,21.576482866119488,95.93023255813954,Crítico,🟢 Abaixo viável,
SKL1307,Penha-Praia-apartamento-SUP-3Q,Carteira 6,SC,"Penha, SC","Penha, SC, Armação",7,127,3044.22,20,3485.43,2025-10,0.5833,0.3146,14,31,294.93,205.5,4,0,2025-10-20,0.87,2064.51,441.21000000000004,berlinda,4,3.0,3866.22,3523.6926,8.67120699598041,61.627906976744185,Alta,🟢 Abaixo viável,
SPJ0305,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,485,4379.74,16,4640.79,2025-10,0.871,0.5705,27,31,210.63,130.0,3,0,2025-10-20,0.94,0.0,261.0500000000002,berlinda,3,3.0,4769.74,4719.429999999999,2.4375519397918612,6.104651162790697,Baixa,🟢 Abaixo viável,
PAI0303,Salvador-Barra-apartamento-JR-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,314,2098.06,118,2543.59,2025-10,0.5161,0.5752,16,31,143.5,119.5,4,0,2025-10-20,0.82,0.0,445.5300000000002,berlinda,4,4.0,2576.06,2344.7558,5.232843638322215,29.069767441860467,Média,🟠 Abaixo precisa esforço,
NOA0705,Sao_Paulo-Santo_Amaro-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Santo Amaro",0,435,2394.72,136,2768.32,2025-10,0.7097,0.5268,22,31,152.59,144.0,1,0,2025-10-20,0.87,0.0,373.60000000000036,berlinda,1,3.0,2538.72,2496.9168,6.477863830771015,42.151162790697676,Média,🟠 Abaixo precisa esforço,
GSH0101,Camaçari-Monte_Gordo-apartamento-TOP-2Q,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Monte Gordo",5,195,6438.78,26,7955.68,2025-10,0.8846,0.5886,23,31,319.22,250.0,1,2,2025-10-20,0.81,1596.1000000000001,1516.9000000000005,berlinda,1,7.0,6688.78,6659.929999999999,6.809600185025041,45.05813953488372,Média,🟠 Abaixo precisa esforço,
ILC2106,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",7,1833,6924.76,16,7820.79,2025-10,0.75,0.5721,18,31,446.94,360.0,4,0,2025-10-20,0.89,3128.58,896.0299999999997,berlinda,4,3.0,8364.76,8004.76,13.74843206376849,87.79069767441861,Crítico,🟢 Abaixo viável,
JBV157,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1090,8577.33,31,9849.29,2025-10,0.8387,0.7562,26,31,402.17,,0,0,2025-10-20,0.87,0.0,1271.960000000001,berlinda,0,0.0,,,,,Baixa,🔴 Abaixo inviável,
VLP0105,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-SUP-2Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Praia do Forte",1,586,4630.14,32,5516.87,2025-10,0.6333,0.4596,19,31,305.95,266.63,8,0,2025-10-20,0.84,305.95,886.7299999999996,berlinda,8,4.0,6763.18,5980.994232,10.713902081252588,74.4186046511628,Alta,🟢 Abaixo viável,
VLPD0223,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-SUP-1Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Açu da Torre",5,71,3638.49,36,4026.79,2025-10,0.6923,0.4731,18,31,235.22,232.83,6,0,2025-10-20,0.9,1176.1,388.3000000000002,berlinda,6,2.0,5035.469999999999,4605.619254,11.225801320654913,77.32558139534885,Alta,🟢 Abaixo viável,
CRA304,Bombinhas-Mariscal-apartamento-JR-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, mariscal",0,1188,1354.14,17,1530.0,2025-10,0.3871,0.1587,12,31,143.08,128.0,9,0,2025-10-20,0.89,0.0,175.8599999999999,berlinda,9,2.0,2506.1400000000003,1800.0792000000001,7.356235294117645,51.162790697674424,Alta,🟢 Abaixo viável,
OAG0820,Sao_Paulo-Pinheiros-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Cerqueira César",2,337,4796.31,250,4916.33,2025-10,0.7241,0.6239,21,31,277.05,200.0,5,0,2025-10-20,0.98,554.1,120.01999999999953,berlinda,5,1.0,5796.31,5520.41,4.882503818905548,25.0,Média,🟢 Abaixo viável,
PGL0301,Florianopolis-Canasvieiras_Perto-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",8,14,6632.47,10,6983.89,2025-10,0.9565,0.4609,22,31,357.36,,0,0,2025-10-20,0.95,2858.88,351.4200000000001,berlinda,0,0.0,,,,,Baixa,🔴 Abaixo inviável,
ELR0507,Maceio-Ponta_Verde-apartamento-SUP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Ponta Verde",0,7,3375.1,126,4035.38,2025-10,0.7742,0.6773,24,31,194.5,158.17,6,0,2025-10-20,0.84,0.0,660.2800000000002,berlinda,6,5.0,4324.12,4109.831284,5.176042285980504,28.488372093023255,Média,🟢 Abaixo viável,
NWT0816,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,155,4454.55,26,4908.83,2025-10,0.6,0.6698,18,31,276.72,280.67,6,0,2025-10-20,0.91,276.72,454.27999999999975,berlinda,6,2.0,6138.57,5464.962,12.987083235720108,85.17441860465115,Crítico,🟢 Abaixo viável,
RGF0711,Salvador-Flamengo-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Itapuã",1,62,3423.13,29,4009.88,2025-10,0.7,0.5839,21,31,190.19,154.11,9,0,2025-10-20,0.85,190.19,586.75,berlinda,9,4.0,4810.120000000001,4394.023,5.637577838987704,34.01162790697674,Média,🟢 Abaixo viável,
IAA0502,Recife-Boa_Viagem-apartamento-TOP-1Q,Carteira 2,PE,"Recife, PE","Recife, PE, Boa Viagem",2,567,4632.05,52,4878.98,2025-10,0.8966,0.6984,26,31,214.38,,0,0,2025-10-20,0.95,428.76,246.92999999999938,berlinda,0,0.0,,,,,Baixa,🔴 Abaixo inviável,
SBA0401,Maceio-Jatiuca-apartamento-JR-3Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Jatiúca",9,607,3470.46,18,4214.09,2025-10,0.7273,0.6226,16,31,321.13,,0,0,2025-10-20,0.82,2890.17,743.6300000000001,berlinda,0,0.0,,,,,Baixa,🔴 Abaixo inviável,
SPJ0502,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,352,3876.07,16,4640.79,2025-10,0.7419,0.5705,23,31,215.96,143.33,6,0,2025-10-20,0.84,0.0,764.7199999999998,berlinda,6,6.0,4736.05,4514.089162,3.93637425237226,18.023255813953487,Baixa,🟠 Abaixo precisa esforço,
VLR301,Florianopolis-Centrao-apartamento-SUP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,957,2954.64,116,3547.08,2025-10,0.7419,0.5287,23,31,151.78,137.29,7,0,2025-10-20,0.83,0.0,592.44,berlinda,7,5.0,3915.67,3667.6281569999996,4.586087012415848,23.25581395348837,Média,🟢 Abaixo viável,
HMA0305,Sao_Paulo-Mariana-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Centro",0,405,2626.3,165,2665.6,2025-10,0.6452,0.5021,20,31,168.95,130.0,3,0,2025-10-20,0.99,0.0,39.29999999999973,berlinda,3,1.0,3016.3,2877.9280000000003,1.9166416566626516,4.941860465116279,Baixa,🟢 Abaixo viável,
ILC3401,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",3,1315,9278.97,28,9716.68,2025-10,0.8214,0.7994,23,31,464.13,349.0,4,0,2025-10-20,0.95,1392.3899999999999,437.71000000000095,berlinda,4,2.0,10674.97,10425.6444,7.8607502768435475,55.81395348837209,Alta,🟢 Abaixo viável,
NWT0611,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,184,4473.39,26,4908.83,2025-10,0.6667,0.6698,20,31,261.8,256.8,5,0,2025-10-20,0.91,261.8,435.4399999999996,berlinda,5,2.0,5757.39,5329.4328000000005,11.389780456850197,78.19767441860465,Alta,🟢 Abaixo viável,
RSC0102,Florianopolis-Cachoeira_Bom_Jesus-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",0,334,2134.9,13,2277.41,2025-10,0.6774,0.2892,21,31,125.05,112.43,7,0,2025-10-20,0.94,0.0,142.50999999999976,berlinda,7,2.0,2921.91,2668.020574,3.517680018090719,13.953488372093023,Baixa,🟢 Abaixo viável,
GDP0107,Brasilia-Asa_Sul-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Sul",2,614,3235.23,119,3771.34,2025-10,0.6552,0.7217,19,31,205.74,227.5,6,0,2025-10-20,0.86,411.48,536.1100000000001,berlinda,6,3.0,4600.23,4129.5779999999995,10.779990224517896,75.0,Alta,🟢 Abaixo viável,
HAL103,Florianopolis-Novo_Campeche-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",3,789,4510.22,42,5409.22,2025-10,0.75,0.5901,21,31,275.95,214.67,3,3,2025-10-20,0.83,827.8499999999999,899.0,berlinda,3,5.0,5154.2300000000005,4993.2275,7.135532664598594,48.25581395348838,Média,🟠 Abaixo precisa esforço,
RUP0805,Blumenau-Central-apartamento-SUP-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Escola Agrícola",0,371,6589.81,77,7973.42,2025-10,0.5161,0.5672,16,31,456.35,184.0,4,0,2025-10-20,0.83,0.0,1383.6099999999997,berlinda,4,8.0,7325.81,6969.659600000001,3.9911393103586654,18.6046511627907,Baixa,🟠 Abaixo precisa esforço,
SFR0401,Bombinhas-Centro-apartamento-SUP-1Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",0,6,2126.85,38,2530.88,2025-10,0.5161,0.5013,16,31,143.13,166.67,6,0,2025-10-20,0.84,0.0,404.0300000000002,berlinda,6,3.0,3126.87,2642.960322,8.869073220908673,62.5,Alta,🟢 Abaixo viável,
SPJ0402,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,354,4289.66,16,4640.79,2025-10,0.8387,0.5705,26,31,206.46,130.0,2,0,2025-10-20,0.92,0.0,351.1300000000001,berlinda,2,3.0,4549.66,4507.722,3.2786730994794717,11.918604651162791,Baixa,🟠 Abaixo precisa esforço,
RPV0308,Maceio-Jatiuca-apartamento-SUP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Ponta Verde",10,105,2790.88,76,2992.62,2025-10,1.0,0.628,21,31,178.95,,0,0,2025-10-20,0.93,1789.5,201.73999999999978,berlinda,0,0.0,,,,,Baixa,🔴 Abaixo inviável,
RVG101,Florianopolis-Ingleses_Norte-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",6,519,5053.17,12,5798.87,2025-10,0.84,0.4639,21,31,325.71,250.0,1,0,2025-10-20,0.87,1954.2599999999998,745.6999999999998,berlinda,1,3.0,5303.17,5263.17,10.716168264966562,74.70930232558139,Alta,🟠 Abaixo precisa esforço,
STI108,Florianopolis-Ingleses_Centro-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,1449,2895.99,14,3085.2,2025-10,0.6452,0.3752,20,31,170.35,142.8,5,0,2025-10-20,0.94,0.0,189.21000000000004,berlinda,5,2.0,3609.99,3356.6628,4.378838973162195,20.930232558139537,Média,🟢 Abaixo viável,
BLSA1455,Goiania-Central-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",0,425,2069.69,50,2582.99,2025-10,0.3871,0.4901,12,31,206.33,165.44,9,0,2025-10-20,0.8,0.0,513.2999999999997,berlinda,9,4.0,3558.65,2646.066416,8.219190937634288,58.720930232558146,Alta,🟢 Abaixo viável,
CII0601,Porto_Belo-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",0,404,2609.36,23,3202.97,2025-10,0.8387,0.3723,26,31,179.77,145.2,5,0,2025-10-20,0.81,0.0,593.6099999999997,berlinda,5,5.0,3335.36,3218.2562000000003,5.38201556680206,29.941860465116278,Média,🟢 Abaixo viável,
CNB005,Especial-CNB-casa-TOP-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,565,4809.3,17,5558.23,2025-10,0.3226,0.5422,10,31,579.9,434.67,9,10,2025-10-20,0.87,0.0,748.9299999999994,berlinda,9,2.0,8721.33,6071.320878,29.284268831984257,98.54651162790698,Crítico,🟢 Abaixo viável,
ILC3208,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",5,1427,9043.7,28,9716.68,2025-10,0.8462,0.7994,22,31,513.0,387.0,3,0,2025-10-20,0.93,2565.0,672.9799999999996,berlinda,3,2.0,10204.7,10026.138200000001,13.40186462865916,86.62790697674419,Crítico,🟢 Abaixo viável,
AAR0203,Florianopolis-Campeche_Praia-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,41,3481.86,66,3783.35,2025-10,0.8387,0.5614,26,31,163.62,153.33,3,0,2025-10-20,0.92,0.0,301.4899999999998,berlinda,3,2.0,3941.8500000000004,3867.653613,6.109329258461415,38.95348837209303,Média,🟢 Abaixo viável,
BCL402,Ilheus-Pontal-apartamento-TOP-1Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Pontal",0,630,2454.15,24,2885.69,2025-10,0.4516,0.4585,14,31,209.29,185.0,9,0,2025-10-20,0.85,0.0,431.53999999999996,berlinda,9,3.0,4119.15,3206.0640000000003,9.221930745621782,66.27906976744185,Alta,🟢 Abaixo viável,
CRM0201,Florianopolis-Canto_da_Lagoa-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canto da Lagoa",4,198,3330.86,14,3850.93,2025-10,0.6296,0.426,17,31,241.24,194.17,6,0,2025-10-20,0.86,964.96,520.0699999999997,berlinda,6,3.0,4495.88,4064.356592,8.740918159163279,62.2093023255814,Alta,🟢 Abaixo viável,
EAA805,Maceio-Jatiuca-apartamento-SUP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Ponta Verde",6,555,2750.21,76,2992.62,2025-10,0.68,0.628,17,31,177.18,136.2,5,0,2025-10-20,0.92,1063.08,242.40999999999985,berlinda,5,2.0,3431.21,3213.29,5.516277041522142,31.686046511627907,Média,🟢 Abaixo viável,
IAA1004,Recife-Boa_Viagem-apartamento-TOP-1Q,Carteira 2,PE,"Recife, PE","Recife, PE, Boa Viagem",2,567,4232.91,52,4878.98,2025-10,0.8276,0.6984,24,31,209.87,228.75,4,0,2025-10-20,0.87,419.74,646.0699999999997,berlinda,4,3.0,5147.91,4990.164,10.096954178947236,70.63953488372093,Alta,🟢 Abaixo viável,
TPS307,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,999,2855.77,27,2888.12,2025-10,0.7097,0.6464,22,31,165.0,119.5,2,0,2025-10-20,0.99,0.0,32.34999999999991,berlinda,2,1.0,3094.77,3025.3883,1.3385264462695419,1.4534883720930232,Baixa,🟢 Abaixo viável,
