listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,faturamento_perdido_bloqueio,falta_meta,grupo_criticidade,dias_disponiveis,dias_necessarios,potencial_max,potencial_realista,score_bruto,score_normalizado,faixa_prioridade,status_operacional
TPS209,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,966,2711.75,26,2834.75,2025-10,0.7419,0.5829,23,31,162.13,196.0,2,2025-10-13,0.96,0.0,123.0,berlinda,2,1.0,3103.75,3002.5748,8.504453655525179,56.14035087719298,Alta,🟢 Abaixo viável
GSH0101,Camaçari-Monte_Gordo-apartamento-TOP-2Q,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Monte Gordo",3,195,6438.78,26,7622.34,2025-10,0.8214,0.5229,23,31,319.22,289.33,3,2025-10-13,0.84,957.6600000000001,1183.5600000000004,berlinda,3,5.0,7306.7699999999995,7151.746986,8.985151929722369,58.47953216374269,Alta,🟠 Abaixo precisa esforço
ILC2106,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",7,1833,6924.76,16,6783.04,2025-10,0.75,0.534,18,31,446.94,370.0,4,2025-10-13,1.02,3128.58,-141.72000000000025,berlinda,4,-0.0,8404.76,8034.76,-7.730516110770406,11.695906432748536,Baixa,🟡 Acima com risco
JBV157,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1090,8577.33,31,8718.37,2025-10,0.8387,0.676,26,31,414.19,405.0,4,2025-10-13,0.98,0.0,141.04000000000087,berlinda,4,1.0,10197.33,9936.024,6.55182103994214,45.02923976608187,Média,🟢 Abaixo viável
NWT0323,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,314,3902.08,26,4604.77,2025-10,0.5161,0.5984,16,31,298.5,282.13,8,2025-10-13,0.85,0.0,702.6900000000005,berlinda,8,3.0,6159.12,5066.938344,14.351055514173355,81.0916179337232,Crítico,🟢 Abaixo viável
OPR0303,Salvador-Ondina_Rio_Vermelho-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Ondina",1,42,3058.11,53,2786.9,2025-10,0.7667,0.4439,23,31,150.26,143.57,7,2025-10-13,1.1,150.26,-271.21000000000004,berlinda,7,-1.0,4063.1000000000004,3828.6358330000003,13.971660160034451,80.50682261208577,Crítico,🟡 Acima com risco
UCR0505,Porto_Alegre-Jardim_Botanico-apartamento-SUP-1Q,Carteira 2,RS,"Porto Alegre, RS","Porto Alegre, RS, Três Figueiras",2,8,1418.81,50,1758.22,2025-10,0.3103,0.3729,9,31,200.0,200.0,15,2025-10-13,0.81,400.0,339.4100000000001,berlinda,15,2.0,4418.8099999999995,2349.71,19.304182639260162,90.25341130604289,Crítico,🟢 Abaixo viável
VLP0105,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-SUP-2Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Praia do Forte",0,586,4630.14,31,5474.53,2025-10,0.6129,0.3889,19,31,305.95,278.89,9,2025-10-13,0.85,0.0,844.3899999999994,berlinda,9,4.0,7140.15,6168.525129,10.753979204607509,66.47173489278752,Alta,🟢 Abaixo viável
VLPD0223,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-SUP-1Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Açu da Torre",3,71,3410.78,33,3809.38,2025-10,0.6071,0.4097,17,31,229.47,253.1,10,2025-10-13,0.9,688.41,398.5999999999999,berlinda,10,2.0,5941.780000000001,4947.3501,13.241742750788841,76.80311890838206,Alta,🟢 Abaixo viável
BLS1354,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",0,173,1690.16,148,1757.19,2025-10,0.3226,0.3938,10,31,191.6,224.0,18,2025-10-13,0.96,0.0,67.02999999999997,berlinda,18,1.0,5722.16,2990.8832,8.544733352682403,56.53021442495126,Alta,🟢 Abaixo viável
LHG1603,Goiania-Central-2-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Oeste",3,341,2778.2,37,2540.65,2025-10,0.5714,0.3763,16,31,219.06,162.83,6,2025-10-13,1.09,657.1800000000001,-237.54999999999973,berlinda,6,-1.0,3755.18,3336.446372,15.224555330328835,82.84600389863547,Crítico,🟡 Acima com risco
VTD0302,Florianopolis-UFSC-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Trindade",0,106,2203.57,37,2040.0,2025-10,0.4516,0.3981,14,31,192.29,350.0,8,2025-10-13,1.08,0.0,-163.57000000000016,berlinda,8,-0.0,5003.57,3468.05,-28.063480392156887,0.5847953216374269,Baixa,🟡 Acima com risco
AAR0203,Florianopolis-Campeche_Praia-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,41,2818.11,63,3437.52,2025-10,0.6774,0.4907,21,31,163.0,166.88,8,2025-10-13,0.82,0.0,619.4099999999999,berlinda,8,4.0,4153.15,3722.466096,7.51756650143126,50.487329434697855,Alta,🟢 Abaixo viável
BCL402,Ilheus-Pontal-apartamento-TOP-1Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Pontal",0,630,2454.15,23,2282.27,2025-10,0.4516,0.3526,14,31,209.29,186.33,9,2025-10-13,1.08,0.0,-171.8800000000001,berlinda,9,-0.0,4131.12,3211.469652,-14.032695693322882,5.653021442495127,Baixa,🟡 Acima com risco
EAA805,Maceio-Jatiuca-apartamento-SUP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Ponta Verde",2,555,2750.21,64,2657.52,2025-10,0.5862,0.5684,17,31,177.18,152.45,11,2025-10-13,1.03,354.36,-92.69000000000005,berlinda,11,-0.0,4427.16,3733.23809,-5.317209465968274,15.984405458089668,Baixa,🟡 Acima com risco
IAA1004,Recife-Boa_Viagem-apartamento-TOP-1Q,Carteira 2,PE,"Recife, PE","Recife, PE, Boa Viagem",2,567,3933.71,52,4056.99,2025-10,0.7586,0.5997,22,31,212.55,206.0,6,2025-10-13,0.97,425.1,123.27999999999975,berlinda,6,1.0,5169.71,4871.3396,6.259734433656466,44.44444444444444,Média,🟢 Abaixo viável
TPS307,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,999,2367.79,26,2834.75,2025-10,0.5806,0.5829,18,31,166.06,177.78,9,2025-10-13,0.84,0.0,466.96000000000004,berlinda,9,3.0,3967.81,3296.7616120000002,9.761724878737102,62.1832358674464,Alta,🟢 Abaixo viável
PVE0302,Guarapari-Nova_Guarapari-apartamento-JR-2Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Enseada Verde",0,252,2636.55,37,2622.91,2025-10,0.6129,0.3529,19,31,159.05,150.73,11,2025-10-13,1.01,0.0,-13.640000000000327,berlinda,11,-0.0,4294.58,3652.7565870000003,-0.7838458811015434,25.53606237816764,Média,🟡 Acima com risco
RJH0101,Camaçari-Itacimirim-apartamento-TOP-2Q,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Itacimirim",1,244,4724.48,13,5187.42,2025-10,0.7333,0.4416,22,31,265.05,300.0,1,2025-10-13,0.91,265.05,462.9400000000005,berlinda,1,2.0,5024.48,4944.469999999999,13.386423308696822,78.3625730994152,Alta,🟠 Abaixo precisa esforço
SHC0801,Balneario_Picarras-Geral-apartamento-TOP-3Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",12,44,3289.88,13,3052.35,2025-10,0.8947,0.2444,17,31,234.76,,0,2025-10-13,1.08,2817.12,-237.5300000000002,berlinda,0,0.0,,,,,Baixa,🟡 Acima sem ação
VLR403,Florianopolis-Centrao-apartamento-SUP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,559,3395.05,104,3290.36,2025-10,0.7742,0.4272,24,31,176.63,166.57,7,2025-10-13,1.03,0.0,-104.69000000000005,berlinda,7,-0.0,4561.04,4297.759458,-5.299788868087384,16.17933723196881,Baixa,🟡 Acima com risco
ACM0865,Caldas_Novas-Geral-apartamento-SUP-2Q,Carteira 3,GO,"Caldas Novas, GO","Caldas Novas, GO, Do Turista",1,106,1978.46,26,2001.98,2025-10,0.3,0.2594,9,31,230.0,208.64,11,2025-10-13,0.99,230.0,23.519999999999982,berlinda,11,1.0,4273.5,2666.9719999999998,2.4511797320652535,30.60428849902534,Média,🟢 Abaixo viável
EMM0202,Guarapari-Praia_do_Morro-apartamento-SUP-2Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Praia do Morro",0,387,3903.03,44,3926.09,2025-10,0.6774,0.5939,21,31,196.1,159.86,7,2025-10-13,0.99,0.0,23.059999999999945,berlinda,7,1.0,5022.05,4661.054148,0.9389422045852212,28.654970760233915,Média,🟢 Abaixo viável
SMZ407,Brasilia-Setor_Hoteleiro-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",2,511,3696.84,105,4547.5,2025-10,0.6207,0.5692,18,31,259.5,261.89,9,2025-10-13,0.81,519.0,850.6599999999999,berlinda,9,4.0,6053.85,5159.836107,12.24735279824079,73.09941520467837,Alta,🟢 Abaixo viável
SOH1102,Maceio-Ponta_Verde-apartamento-SUP-2Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Ponta Verde",1,306,4638.05,26,4860.5,2025-10,0.6667,0.6265,20,31,275.9,244.0,6,2025-10-13,0.95,275.9,222.44999999999982,berlinda,6,1.0,6102.05,5614.0988,11.167122723999578,68.61598440545808,Alta,🟢 Abaixo viável
TRC0410,Florianopolis-UFSC-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Carvoeira",1,99,2005.36,37,2040.0,2025-10,0.4333,0.3981,13,31,180.0,170.9,10,2025-10-13,0.98,180.0,34.6400000000001,berlinda,10,1.0,3714.3599999999997,2745.8697,2.9019490196078515,31.384015594541907,Média,🟢 Abaixo viável
CVKB0006,São_Miguel_dos_Milagres-Geral-apartamento-SUP-1Q,Carteira 2,AL,"São Miguel dos Milagres, AL","São Miguel dos Milagres, AL, Centro",2,377,4058.58,16,3825.89,2025-10,0.6897,0.4853,20,31,252.0,216.83,6,2025-10-13,1.06,504.0,-232.69000000000005,berlinda,6,-1.0,5359.5599999999995,4955.865906,13.187564906466207,76.21832358674465,Alta,🟡 Acima com risco
NWT0601,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,184,4333.39,26,4604.77,2025-10,0.5806,0.5984,18,31,276.39,255.67,9,2025-10-13,0.94,0.0,271.3800000000001,berlinda,9,2.0,6634.42,5669.368018,7.5338968721564825,50.682261208576996,Alta,🟢 Abaixo viável
NWT0904,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,190,4323.45,26,4604.77,2025-10,0.6452,0.5984,20,31,256.15,250.0,4,2025-10-13,0.94,0.0,281.3200000000006,berlinda,4,2.0,5323.45,4968.65,7.63664634715742,51.656920077972714,Alta,🟢 Abaixo viável
SPJ0205,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,486,4026.44,16,3790.01,2025-10,0.8065,0.4946,25,31,188.48,226.6,10,2025-10-13,1.06,0.0,-236.42999999999984,berlinda,10,-1.0,6292.4400000000005,5853.969,14.135856633623652,80.89668615984405,Crítico,🟡 Acima com risco
VST015,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos pinheiros",0,92,1636.47,33,1488.1,2025-10,0.2258,0.1167,7,31,309.71,198.07,15,2025-10-13,1.1,0.0,-148.37000000000012,berlinda,15,-0.0,4607.5199999999995,2307.33309,-19.748434849808493,2.144249512670565,Baixa,🟡 Acima com risco
CON1206,Porto_Alegre-PUC_RS-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Partenon",0,131,1520.89,21,1498.8,2025-10,0.3871,0.4085,12,31,162.42,139.0,12,2025-10-13,1.01,0.0,-22.090000000000146,berlinda,12,-0.0,3188.8900000000003,2166.5728,-2.048645583133187,23.391812865497073,Média,🟡 Acima com risco
NWT0602,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,184,3702.34,26,4604.77,2025-10,0.4839,0.5984,15,31,275.0,255.38,8,2025-10-13,0.8,0.0,902.4300000000003,berlinda,8,4.0,5745.38,4690.967056,12.512165287299911,74.26900584795322,Alta,🟢 Abaixo viável
VDI0401,Guarapari-Nova_Guarapari-apartamento-SUP-4Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Meaípe",7,107,5834.13,49,5352.88,2025-10,0.6667,0.5211,16,31,427.69,320.17,6,2025-10-13,1.09,2993.83,-481.25,berlinda,6,-1.0,7755.15,7114.874034,28.78484339271569,97.85575048732943,Crítico,🟡 Acima com risco
WBU2405,Goiania-Central-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,741,1774.13,50,1979.56,2025-10,0.3226,0.3584,10,31,212.9,195.23,13,2025-10-13,0.9,0.0,205.42999999999984,berlinda,13,2.0,4312.12,2592.885574,10.130053875608713,63.74269005847953,Alta,🟢 Abaixo viável
ADP001,Cabo_Frio-Pero_Perto-casa-JR-3Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Peró",18,667,2802.3,11,2725.1,2025-10,0.9231,0.2848,12,31,363.67,240.0,1,2025-10-13,1.03,6546.06,-77.20000000000027,berlinda,1,-0.0,3042.3,3023.844,-6.799016549851406,13.840155945419102,Baixa,🟡 Acima com risco
ECH0503,Florianopolis-Centrao-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,84,4156.07,17,4799.1,2025-10,0.7742,0.3526,24,31,238.54,183.4,5,2025-10-13,0.87,0.0,643.0300000000007,berlinda,5,4.0,5073.07,4866.011399999999,6.143428038590576,43.27485380116959,Média,🟢 Abaixo viável
ECI0201,Guarapari-Nova_Guarapari-apartamento-JR-2Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Enseada Verde",0,421,2434.45,37,2622.91,2025-10,0.5806,0.3529,18,31,164.78,133.09,11,2025-10-13,0.93,0.0,188.46000000000004,berlinda,11,2.0,3898.4399999999996,3284.4425939999996,4.781357614252873,36.84210526315789,Média,🟢 Abaixo viável
PDM005,Porto_Seguro-Pataxos-apartamento-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Taperapuan",0,590,3431.11,25,3972.05,2025-10,0.3548,0.4986,11,31,222.09,160.54,13,2025-10-13,0.86,0.0,540.94,berlinda,13,4.0,5518.13,4171.584696,5.465849347314359,40.74074074074074,Média,🟢 Abaixo viável
NWTB0608,Especial-NWT-apartamento-MASTER-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,177,5343.6,23,6333.91,2025-10,0.4839,0.681,15,31,417.8,406.57,7,2025-10-13,0.84,0.0,990.3099999999995,berlinda,7,3.0,8189.59,6720.774561,21.18914102558029,92.98245614035088,Crítico,🟢 Abaixo viável
PDP0301,Porto_Belo-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",0,113,2402.84,20,2700.77,2025-10,0.5161,0.2796,16,31,162.69,141.83,6,2025-10-13,0.89,0.0,297.92999999999984,berlinda,6,3.0,3253.82,2842.0307780000003,5.215230212124688,39.37621832358674,Média,🟢 Abaixo viável
ILC2505,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1251,8393.23,28,8686.5,2025-10,0.5806,0.718,18,31,552.22,445.0,9,2025-10-13,0.97,0.0,293.27000000000044,berlinda,9,1.0,12398.23,10718.533,15.023904909917709,82.26120857699804,Crítico,🟢 Abaixo viável
ILC3415,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",3,1940,7340.55,28,8686.5,2025-10,0.7143,0.718,20,31,457.2,531.43,7,2025-10-13,0.85,1371.6,1345.9499999999998,berlinda,7,3.0,11060.56,9997.753143,27.44788689345535,97.46588693957115,Crítico,🟢 Abaixo viável
NWT0618,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,184,4745.36,26,4604.77,2025-10,0.7,0.5984,21,31,271.14,259.5,6,2025-10-13,1.03,271.14,-140.58999999999924,berlinda,6,-0.0,6302.36,5835.259999999999,-7.922894085915213,11.500974658869396,Baixa,🟡 Acima com risco
POR0101,Florianopolis-Ingleses_Norte-apartamento-SUP-4Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",7,331,5481.32,15,5240.95,2025-10,0.7083,0.3664,17,31,410.41,394.67,6,2025-10-13,1.05,2872.8700000000003,-240.3699999999999,berlinda,6,-0.0,7849.34,7158.588566,-18.101074786059776,2.729044834307992,Baixa,🟡 Acima com risco
RVC0703,Itajai-Praia_Brava-apartamento-TOP-2Q,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Praia Brava",0,243,3111.0,15,3075.47,2025-10,0.4194,0.3473,13,31,261.15,248.08,12,2025-10-13,1.01,0.0,-35.5300000000002,berlinda,12,-0.0,6087.96,4359.537024,-2.86599524625506,20.857699805068226,Média,🟡 Acima com risco
SHC1106,Balneario_Picarras-Geral-apartamento-TOP-3Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",0,390,2946.0,13,3052.35,2025-10,0.3871,0.2444,12,31,300.0,300.0,9,2025-10-13,0.97,0.0,106.34999999999991,berlinda,9,1.0,5646.0,3991.17,10.452602093468958,64.5224171539961,Alta,🟢 Abaixo viável
ILC2310,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",7,1296,7423.61,28,8686.5,2025-10,0.75,0.718,18,31,509.78,305.0,1,2025-10-13,0.85,3568.46,1262.8900000000003,berlinda,1,5.0,7728.61,7652.36,8.86850745409544,57.30994152046783,Alta,🟠 Abaixo precisa esforço
SRE0201,Florianopolis-UFSC-apartamento-TOP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Carvoeira",0,169,2617.18,12,3084.23,2025-10,0.3548,0.3652,11,31,306.64,271.67,12,2025-10-13,0.85,0.0,467.0500000000002,berlinda,12,2.0,5877.219999999999,3773.842192,20.569716509469142,92.20272904483431,Crítico,🟢 Abaixo viável
NWT1022,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,168,4380.68,26,4604.77,2025-10,0.6129,0.5984,19,31,276.63,280.0,7,2025-10-13,0.95,0.0,224.09000000000015,berlinda,7,1.0,6340.68,5581.964,13.626131163988653,79.33723196881091,Alta,🟢 Abaixo viável
PSO0309,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,70,2247.52,16,2153.32,2025-10,0.4516,0.5775,14,31,185.79,157.15,13,2025-10-13,1.04,0.0,-94.19999999999982,berlinda,13,-0.0,4290.47,3170.11622,-6.874746902457589,13.450292397660817,Baixa,🟡 Acima com risco
VIN202,Florianopolis-Ingleses_Norte-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",4,1560,2437.84,16,2588.85,2025-10,0.4074,0.2224,11,31,234.0,290.67,9,2025-10-13,0.94,936.0,151.00999999999976,berlinda,9,1.0,5053.870000000001,3503.610622,16.95504826467348,87.32943469785575,Crítico,🟢 Abaixo viável
VNV1301,Itapema-Praia_Centro-apartamento-TOP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Tabuleiro dos Oliveiras",0,57,2895.0,19,3485.69,2025-10,0.6452,0.3204,20,31,175.65,205.0,5,2025-10-13,0.83,0.0,590.69,berlinda,5,3.0,3920.0,3556.33,11.579864149326726,70.17543859649122,Alta,🟢 Abaixo viável
CON1506,Porto_Alegre-PUC_RS-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Partenon",0,863,1612.01,21,1498.8,2025-10,0.3548,0.4085,11,31,164.55,134.77,13,2025-10-13,1.08,0.0,-113.21000000000004,berlinda,13,-0.0,3364.0200000000004,2233.623148,-10.179684881238332,7.992202729044834,Baixa,🟡 Acima com risco
NDE0001,Florianopolis-Campeche-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ribeirão da Ilha",0,174,1749.0,23,2073.02,2025-10,0.4194,0.3975,13,31,171.62,187.17,12,2025-10-13,0.84,0.0,324.02,berlinda,12,2.0,3995.04,2690.989176,14.627650336224445,81.67641325536063,Crítico,🟢 Abaixo viável
ETHA604,Caldas_Novas-Geral-apartamento-JR-3Q,Carteira 3,GO,"Caldas Novas, GO","Caldas Novas, GO, Bandeirantes",0,728,2992.56,15,2956.25,2025-10,0.4516,0.3256,14,31,197.71,145.78,9,2025-10-13,1.01,0.0,-36.309999999999945,berlinda,9,-0.0,4304.58,3585.068232,-1.790535915433401,23.781676413255358,Média,🟡 Acima com risco
NFE1544,Curitiba-Centro-apartamento-SUP-1Q,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Centro",0,154,2122.8,254,2312.64,2025-10,0.5161,0.5056,16,31,158.38,170.27,15,2025-10-13,0.92,0.0,189.8399999999997,berlinda,15,2.0,4676.85,3440.945205,6.9885621627231105,47.368421052631575,Média,🟢 Abaixo viável
SPJ0101,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,180,3862.54,16,3790.01,2025-10,0.7419,0.4946,23,31,202.78,243.0,5,2025-10-13,1.02,0.0,-72.52999999999975,berlinda,5,-0.0,5077.54,4763.9485,-4.650328099398139,17.73879142300195,Baixa,🟡 Acima com risco
TPS202,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,806,3103.13,26,2834.75,2025-10,0.8065,0.5829,25,31,158.0,178.5,6,2025-10-13,1.09,0.0,-268.3800000000001,berlinda,6,-1.0,4174.13,3966.8915,16.89949025487257,86.74463937621833,Crítico,🟡 Acima com risco
EUB0902,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",1,295,2453.78,196,3002.6,2025-10,0.6333,0.4728,19,31,165.42,159.13,8,2025-10-13,0.82,165.42,548.8199999999997,berlinda,8,4.0,3726.82,3259.9962320000004,7.271508575900882,48.53801169590643,Média,🟢 Abaixo viável
JBV108,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1673,8374.13,31,8718.37,2025-10,0.8065,0.676,25,31,1537.04,342.25,4,2025-10-13,0.96,0.0,344.2400000000016,berlinda,4,2.0,9743.13,9478.2285,6.756775635812688,46.198830409356724,Média,🟢 Abaixo viável
JBV328,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1169,9040.06,31,8718.37,2025-10,0.7742,0.676,24,31,432.46,363.33,3,2025-10-13,1.04,0.0,-321.6899999999987,berlinda,3,-0.0,10130.05,9883.930258,-13.406132992749734,6.237816764132553,Baixa,🟡 Acima com risco
NWT0915,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,190,4149.47,26,4604.77,2025-10,0.5806,0.5984,18,31,282.61,260.86,7,2025-10-13,0.9,0.0,455.3000000000002,berlinda,7,2.0,5975.49,5209.657212,12.896361598950653,75.82846003898635,Alta,🟢 Abaixo viável
PSOB1103,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,68,1804.4,16,2153.32,2025-10,0.4839,0.5775,15,31,151.6,168.6,10,2025-10-13,0.84,0.0,348.9200000000001,berlinda,10,3.0,3490.4,2620.2554,9.106544312967884,58.86939571150097,Alta,🟢 Abaixo viável
SCO0016,Florianopolis-Campeche-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,176,2429.06,28,2212.13,2025-10,0.6774,0.4572,21,31,145.81,131.43,7,2025-10-13,1.1,0.0,-216.92999999999984,berlinda,7,-1.0,3349.0699999999997,3052.274774,12.888532726376827,75.6335282651072,Alta,🟡 Acima com risco
HRE0025,Ubatuba-Toninhas-apartamento-SUP-2Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Toninhas",1,324,4325.71,107,5213.38,2025-10,0.6667,0.5271,20,31,275.45,273.86,7,2025-10-13,0.83,275.45,887.6700000000001,berlinda,7,4.0,6242.73,5603.787234,11.657375167357833,70.9551656920078,Alta,🟢 Abaixo viável
ILC3403,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1799,6262.14,16,6783.04,2025-10,0.6452,0.534,20,31,372.43,351.0,4,2025-10-13,0.92,0.0,520.8999999999996,berlinda,4,2.0,7666.14,7168.000800000001,13.477430473651923,78.55750487329435,Alta,🟢 Abaixo viável
IRE0022,Ubatuba-Praia_Grande-apartamento-SUP-2Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Praia Grande",0,246,5387.02,165,5012.24,2025-10,0.7419,0.4492,23,31,258.87,267.83,6,2025-10-13,1.07,0.0,-374.78000000000065,berlinda,6,-1.0,6994.0,6579.238462,20.0264407530366,91.22807017543859,Crítico,🟡 Acima com risco
MRD0061,Balneario_Camboriu-Centro-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,69,3468.19,69,4202.82,2025-10,0.4516,0.3737,14,31,335.0,287.56,9,2025-10-13,0.83,0.0,734.6299999999997,berlinda,9,3.0,6056.23,4636.948864,16.754639567401558,86.35477582846003,Crítico,🟢 Abaixo viável
PDN0113,Balneario_Camboriu-Longe-apartamento-TOP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Nações",0,216,1995.13,97,2052.47,2025-10,0.4516,0.3045,14,31,178.5,171.47,15,2025-10-13,0.97,0.0,57.33999999999969,berlinda,15,1.0,4567.18,3156.6677799999998,4.790369554731591,37.03703703703704,Média,🟢 Abaixo viável
RVL118,Bombinhas-Mariscal-casa-JR-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, canto grande",0,1119,1330.68,10,1597.15,2025-10,0.4194,0.2111,13,31,126.77,131.5,8,2025-10-13,0.83,0.0,266.47,berlinda,8,3.0,2382.6800000000003,1771.8888000000002,7.31319433574388,49.122807017543856,Média,🟢 Abaixo viável
