listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,faturamento_perdido_bloqueio,falta_meta,grupo_criticidade,dias_disponiveis,dias_necessarios,potencial_max,potencial_realista,score_bruto,score_normalizado,faixa_prioridade,status_operacional
SPT0109,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,565,5339.49,45,5496.92,2025-10,0.4839,0.4945,15,31,498.4,190.0,11,2025-10-13,0.97,0.0,157.4300000000003,berlinda,11,1.0,7429.49,6350.840999999999,5.44153817046638,40.5458089668616,Média,🟢 Abaixo viável
VDM303,Florianopolis-Canajure-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,171,2840.13,29,2725.75,2025-10,0.871,0.4644,27,31,132.78,140.0,2,2025-10-13,1.04,0.0,-114.38000000000011,berlinda,2,-0.0,3120.13,3084.01,-5.874786755938738,15.009746588693956,Baixa,🟡 Acima com risco
VLA,Florianopolis-Santinho-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,254,2569.72,12,3196.81,2025-10,0.6129,0.3496,19,31,171.05,146.0,10,2025-10-13,0.8,0.0,627.0900000000001,berlinda,10,5.0,4029.72,3464.5539999999996,5.727906256549501,42.10526315789473,Média,🟢 Abaixo viável
EPP0602,Guarapari-Praia_do_Morro-apartamento-JR-3Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Praia do Morro",0,168,2937.29,42,2878.39,2025-10,0.6452,0.4249,20,31,203.65,158.33,9,2025-10-13,1.02,0.0,-58.90000000000009,berlinda,9,-0.0,4362.26,3856.680644,-3.2398795854627123,19.883040935672515,Baixa,🟡 Acima com risco
HOA0704,Salvador-Ondina_Rio_Vermelho-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Ondina",2,70,2548.79,53,2786.9,2025-10,0.6897,0.4439,20,31,168.55,130.0,6,2025-10-13,0.91,337.1,238.11000000000013,berlinda,6,2.0,3328.79,3086.756,5.553536187161365,41.13060428849902,Média,🟢 Abaixo viável
RES201,Florianopolis-Ingleses_Praia-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,827,2136.02,27,2087.81,2025-10,0.3226,0.4225,10,31,253.9,199.0,8,2025-10-13,1.02,0.0,-48.210000000000036,berlinda,8,-0.0,3728.02,2649.5992,-4.595145152097177,17.93372319688109,Baixa,🟡 Acima com risco
VGT025,Ilheus-Sul-apartamento-JR-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória",0,180,1505.26,27,1673.67,2025-10,0.3226,0.282,10,31,176.4,123.36,11,2025-10-13,0.9,0.0,168.41000000000008,berlinda,11,2.0,2862.2200000000003,1943.015296,6.206437828245716,44.054580896686154,Média,🟢 Abaixo viável
VJGM0102,Ilheus-Sul-apartamento-JR-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória",0,330,1391.07,27,1673.67,2025-10,0.4194,0.282,13,31,121.0,124.63,8,2025-10-13,0.83,0.0,282.60000000000014,berlinda,8,3.0,2388.1099999999997,1809.228576,7.014612199537545,47.563352826510716,Média,🟢 Abaixo viável
ART003,Porto_Seguro-Pataxos-apartamento-JR-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Paraíso dos Pataxós",0,741,2733.44,54,2778.28,2025-10,0.6452,0.3879,20,31,189.0,150.33,3,2025-10-13,0.98,0.0,44.840000000000146,berlinda,3,1.0,3184.4300000000003,3024.418748,2.426248326302613,30.409356725146196,Média,🟢 Abaixo viável
ILC1313,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1597,6772.23,16,6783.04,2025-10,0.7419,0.534,23,31,379.48,320.57,7,2025-10-13,1.0,0.0,10.8100000000004,berlinda,7,1.0,9016.22,8437.046181,0.5108862250554512,28.07017543859649,Média,🟡 Acima com risco
NEB0103,Blumenau-Central-apartamento-SUP-2Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Velha",3,370,6909.78,54,6889.88,2025-10,0.3214,0.5074,9,31,805.33,246.45,11,2025-10-13,1.0,2415.9900000000002,-19.899999999999636,berlinda,11,-0.0,9620.73,7781.07933,-0.7118200897548158,25.925925925925924,Média,🟡 Acima com risco
NWT0704,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,155,5020.91,26,4604.77,2025-10,0.6452,0.5984,20,31,299.2,282.13,8,2025-10-13,1.09,0.0,-416.1399999999994,berlinda,8,-1.0,7277.95,6477.1522079999995,25.49651300716427,96.10136452241716,Crítico,🟡 Acima com risco
SOA0610,Salvador-Boca_do_Rio-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Boca do Rio",1,279,2019.49,11,2334.95,2025-10,0.5333,0.5515,16,31,184.13,165.78,9,2025-10-13,0.86,184.13,315.4599999999998,berlinda,9,2.0,3511.51,2815.184266,11.198732049936824,68.81091617933723,Alta,🟢 Abaixo viável
VST008,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,457,1428.8,33,1488.1,2025-10,0.1613,0.1167,5,31,352.6,190.2,15,2025-10-13,0.96,0.0,59.299999999999955,berlinda,15,1.0,4281.8,1888.9888999999998,7.579369666017064,51.07212475633528,Alta,🟢 Abaixo viável
COL102,Bombinhas-Bombas-apartamento-SUP-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Bombas",6,1063,3333.22,14,3288.31,2025-10,1.0,0.3268,25,31,198.0,,0,2025-10-13,1.01,1188.0,-44.909999999999854,berlinda,0,0.0,,,,,Baixa,🟡 Acima sem ação
DLH0302,Gramado-Centro-apartamento-TOP-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro",3,448,5575.71,65,5313.94,2025-10,0.5714,0.4859,16,31,453.56,390.6,5,2025-10-13,1.05,1360.68,-261.77000000000044,berlinda,5,-0.0,7528.71,6691.6542,-19.241346722017973,2.3391812865497075,Baixa,🟡 Acima com risco
JRR303,Florianopolis-Jurere_Tradicional-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1400,5575.54,18,5871.57,2025-10,0.7097,0.4706,22,31,347.73,340.5,6,2025-10-13,0.95,0.0,296.02999999999975,berlinda,6,1.0,7618.54,7025.4571,17.16716568141058,87.91423001949317,Crítico,🟢 Abaixo viável
MHF1002,Itapema-Canto_Praia-apartamento-TOP-2Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",2,278,2385.26,10,2321.09,2025-10,0.3103,0.2329,9,31,265.0,265.0,11,2025-10-13,1.03,530.0,-64.17000000000007,berlinda,11,-0.0,5300.26,3289.7845,-7.326320823406253,12.865497076023392,Baixa,🟡 Acima com risco
NWT0404,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,62,4540.6,26,4604.77,2025-10,0.5806,0.5984,18,31,291.11,281.89,9,2025-10-13,0.99,0.0,64.17000000000007,berlinda,9,1.0,7077.610000000001,6013.588006,3.9282920319581693,34.69785575048733,Média,🟢 Abaixo viável
NWT0920,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,183,5007.2,26,4604.77,2025-10,0.5806,0.5984,18,31,280.86,264.5,6,2025-10-13,1.09,0.0,-402.4299999999994,berlinda,6,-1.0,6594.2,5928.6122,23.11575496713187,95.12670565302143,Crítico,🟡 Acima com risco
NWT1007,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,168,4398.97,26,4604.77,2025-10,0.5806,0.5984,18,31,291.94,280.0,5,2025-10-13,0.96,0.0,205.80000000000018,berlinda,5,1.0,5798.97,5211.81,12.513980068494202,74.46393762183236,Alta,🟢 Abaixo viável
NWT1323,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,253,4835.01,26,4604.77,2025-10,0.6452,0.5984,20,31,293.55,311.0,7,2025-10-13,1.05,0.0,-230.23999999999978,berlinda,7,-0.0,7012.01,6239.6104000000005,-15.55010130799148,4.483430799220272,Baixa,🟡 Acima com risco
PRN0003,Imbituba-Praia_do_Rosa-casa-JR-2Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",1,145,1054.87,36,1280.31,2025-10,0.3,0.1587,9,31,137.78,120.31,16,2025-10-13,0.82,137.78,225.44000000000005,berlinda,16,2.0,2979.83,1632.3579999999997,10.592234068311585,65.49707602339181,Alta,🟢 Abaixo viável
ACG302,Florianopolis-Canasvieiras_Perto-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,581,1561.29,19,1450.14,2025-10,0.4516,0.2261,14,31,137.93,152.8,10,2025-10-13,1.08,0.0,-111.14999999999986,berlinda,10,-0.0,3089.29,2251.3348,-11.711779552319072,7.602339181286549,Baixa,🟡 Acima com risco
HMA0305,Sao_Paulo-Mariana-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Centro",0,405,2388.7,156,2345.61,2025-10,0.5806,0.4195,18,31,167.55,135.0,4,2025-10-13,1.02,0.0,-43.08999999999969,berlinda,4,-0.0,2928.7,2702.2239999999997,-2.4800158594139514,21.44249512670565,Média,🟡 Acima com risco
ILC3401,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",6,1315,7433.88,28,8686.5,2025-10,0.68,0.718,17,31,504.35,467.75,8,2025-10-13,0.86,3026.1000000000004,1252.62,berlinda,8,3.0,11175.880000000001,9978.44,22.48366257986531,94.9317738791423,Crítico,🟢 Abaixo viável
RBN1104,Goiania-Sul-apartamento-SUP-2Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",1,505,2983.78,21,2958.68,2025-10,0.4667,0.3882,14,31,224.07,203.0,10,2025-10-13,1.01,224.07,-25.100000000000364,berlinda,10,-0.0,5013.780000000001,3931.181,-1.7221531223383655,23.976608187134502,Média,🟡 Acima com risco
RSC0102,Florianopolis-Cachoeira_Bom_Jesus-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",0,334,2134.9,12,2186.89,2025-10,0.6774,0.2193,21,31,125.05,127.0,8,2025-10-13,0.98,0.0,51.98999999999978,berlinda,8,1.0,3150.9,2823.1384,3.0192327917727786,32.16374269005848,Média,🟢 Abaixo viável
CPR0207,Marau-Barra_Grande-apartamento-TOP-2Q,Carteira 2,BA,"Maraú, BA","Maraú, BA, Barra Grande",0,449,2915.88,15,3498.83,2025-10,0.2581,0.3094,8,31,400.0,400.0,15,2025-10-13,0.83,0.0,582.9499999999998,berlinda,15,2.0,8915.880000000001,4464.4800000000005,33.32256782981739,99.02534113060429,Crítico,🟢 Abaixo viável
EBC0603,Balneario_Camboriu-Centro-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",9,338,2494.59,43,3089.75,2025-10,0.4545,0.3618,10,31,268.0,264.0,10,2025-10-13,0.81,2412.0,595.1599999999999,berlinda,10,3.0,5134.59,3694.4700000000003,16.95091188607492,87.13450292397661,Crítico,🟢 Abaixo viável
JBV334,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1654,6580.77,25,6615.99,2025-10,0.7419,0.5467,23,31,365.04,376.0,5,2025-10-13,0.99,0.0,35.219999999999345,berlinda,5,1.0,8460.77,7975.542,2.0016233398175864,29.82456140350877,Média,🟢 Abaixo viável
MMD0602,Ilheus-Sul-apartamento-TOP-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, São Francisco",5,268,3011.11,15,3415.13,2025-10,0.6154,0.3126,16,31,308.31,214.0,2,2025-10-13,0.88,1541.55,404.02,berlinda,2,2.0,3439.11,3274.5012,12.65841710271644,74.6588693957115,Alta,🟠 Abaixo precisa esforço
NWT0604,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,184,4543.96,26,4604.77,2025-10,0.6452,0.5984,20,31,259.75,250.0,7,2025-10-13,0.99,0.0,60.8100000000004,berlinda,7,1.0,6293.96,5673.0599999999995,3.301467825754619,32.94346978557505,Média,🟢 Abaixo viável
NWT1203,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,335,4322.55,26,4604.77,2025-10,0.6,0.5984,18,31,311.39,280.56,9,2025-10-13,0.94,311.39,282.22000000000025,berlinda,9,2.0,6847.59,5837.5740000000005,8.597567652673213,56.72514619883041,Alta,🟢 Abaixo viável
NWT1214,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,132,4003.16,26,4604.77,2025-10,0.5484,0.5984,17,31,328.47,326.5,10,2025-10-13,0.87,0.0,601.6100000000006,berlinda,10,2.0,7268.16,5793.686,21.32849903469665,93.17738791423001,Crítico,🟢 Abaixo viável
ROE210,Brasilia-Asa_Norte-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Setor de Habitações Individuais Norte",0,539,2461.71,93,2856.0,2025-10,0.4516,0.5475,14,31,225.86,201.08,12,2025-10-13,0.86,0.0,394.28999999999996,berlinda,12,2.0,4874.67,3551.402736,13.880222899159664,80.31189083820662,Crítico,🟢 Abaixo viável
STM0500,Florianopolis-Canto_da_Lagoa-casa-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",7,183,4805.44,15,5514.37,2025-10,0.7083,0.3681,17,31,424.82,420.0,5,2025-10-13,0.87,2973.74,708.9300000000003,berlinda,5,2.0,6905.44,6292.87,26.997698739837926,97.270955165692,Crítico,🟢 Abaixo viável
BLSA1455,Goiania-Central-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",0,425,1678.68,50,1979.56,2025-10,0.2903,0.3584,9,31,222.0,214.17,12,2025-10-13,0.85,0.0,300.8799999999999,berlinda,12,2.0,4248.72,2424.762612,16.276210268948645,84.99025341130604,Crítico,🟢 Abaixo viável
CEV2304,Balneario_Camboriu-Intermediario-apartamento-JR-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",1,275,2122.08,49,2200.23,2025-10,0.5667,0.4331,17,31,147.65,142.33,12,2025-10-13,0.96,147.65,78.15000000000009,berlinda,12,1.0,3830.04,3089.980932,5.05542125141463,38.40155945419103,Média,🟢 Abaixo viável
CII0601,Porto_Belo-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",0,404,2609.36,20,2700.77,2025-10,0.8387,0.2796,26,31,179.77,146.0,5,2025-10-13,0.97,0.0,91.40999999999985,berlinda,5,1.0,3339.36,3221.611,4.94150186798579,37.42690058479532,Média,🟢 Abaixo viável
ILC3208,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",5,1427,7707.74,28,8686.5,2025-10,0.7308,0.718,19,31,515.84,472.57,7,2025-10-13,0.89,2579.2000000000003,978.7600000000002,berlinda,7,3.0,11015.73,10125.219092,17.749097764730713,89.27875243664717,Crítico,🟢 Abaixo viável
PPB0603,Goiania-Central-apartamento-SUP-2Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",1,728,2546.42,42,2412.69,2025-10,0.4667,0.3057,14,31,229.0,227.57,14,2025-10-13,1.06,229.0,-133.73000000000002,berlinda,14,-0.0,5732.4,4033.316866,-12.6136951286738,6.82261208576998,Baixa,🟡 Acima com risco
SCO0004,Florianopolis-Campeche-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,176,1164.43,15,1386.39,2025-10,0.4194,0.2928,13,31,112.77,111.38,13,2025-10-13,0.84,0.0,221.96000000000004,berlinda,13,2.0,2612.37,1771.6960359999998,8.91592726433399,57.89473684210527,Alta,🟢 Abaixo viável
SPJ0403,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,485,3211.69,16,3790.01,2025-10,0.7097,0.4946,22,31,206.77,267.0,8,2025-10-13,0.85,0.0,578.3200000000002,berlinda,8,3.0,5347.6900000000005,4727.6092,13.580565750486153,79.14230019493176,Alta,🟢 Abaixo viável
CCU203,Florianopolis-Praia_Brava-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Praia Brava",0,1161,2225.93,10,2027.04,2025-10,0.4516,0.2245,14,31,193.79,209.64,11,2025-10-13,1.1,0.0,-198.88999999999987,berlinda,11,-0.0,4531.969999999999,3267.3376639999997,-20.56954949088324,1.949317738791423,Baixa,🟡 Acima com risco
DOV108,Florianopolis-Ingleses_Norte-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses",2,814,2286.56,39,2363.05,2025-10,0.4828,0.3353,14,31,199.07,239.12,8,2025-10-13,0.97,398.14,76.49000000000024,berlinda,8,1.0,4199.52,3210.137088,7.740119252660781,52.241715399610136,Alta,🟢 Abaixo viável
EIO6031,Itapema-Meia_Praia-Norte-apartamento-JR-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",4,728,1967.57,16,1965.97,2025-10,0.4444,0.3135,12,31,191.42,163.92,12,2025-10-13,1.0,765.68,-1.599999999999909,berlinda,12,-0.0,3934.6099999999997,2841.722576,-0.13340590141252665,27.09551656920078,Média,🟡 Acima com risco
NWT0605,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,184,4339.22,26,4604.77,2025-10,0.6129,0.5984,19,31,270.74,303.0,8,2025-10-13,0.94,0.0,265.5500000000002,berlinda,8,1.0,6763.22,5824.8896,17.473543738340904,88.88888888888889,Crítico,🟢 Abaixo viável
PSJ0304,Florianopolis-Jurere_Tradicional-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,285,4031.26,29,3777.8,2025-10,0.7742,0.4295,24,31,204.9,193.0,2,2025-10-13,1.07,0.0,-253.46000000000004,berlinda,2,-1.0,4417.26,4330.1012,12.94874794854148,76.0233918128655,Alta,🟡 Acima com risco
TRS0006,Penha-Beto_Carrero-casa-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Armação",0,133,2089.68,22,2033.83,2025-10,0.5161,0.4582,16,31,162.19,158.0,11,2025-10-13,1.03,0.0,-55.84999999999991,berlinda,11,-0.0,3827.68,2986.6618,-4.338759876685852,18.51851851851852,Baixa,🟡 Acima com risco
TXP1803,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",2,440,1740.09,148,1757.19,2025-10,0.2759,0.3938,8,31,167.22,181.56,16,2025-10-13,0.99,334.44,17.100000000000136,berlinda,16,1.0,4645.05,2541.568464,1.7668413774264733,29.239766081871345,Média,🟢 Abaixo viável
CEV1106,Balneario_Camboriu-Intermediario-apartamento-JR-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,456,2049.44,49,2200.23,2025-10,0.5161,0.4331,16,31,144.56,155.8,10,2025-10-13,0.93,0.0,150.78999999999996,berlinda,10,1.0,3607.44,2853.5238,10.67755734627743,66.27680311890838,Alta,🟢 Abaixo viável
COS302,Florianopolis-Jurere_Tradicional-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",7,1556,4243.98,22,4872.19,2025-10,0.75,0.4617,18,31,289.56,318.0,5,2025-10-13,0.87,2026.92,628.21,berlinda,5,2.0,5833.98,5436.48,20.501127829579723,92.00779727095517,Crítico,🟢 Abaixo viável
CPM0303,Sao_Paulo-Pinheiros-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pinheiros",0,155,2580.12,374,3167.21,2025-10,0.4839,0.4923,15,31,200.33,178.58,12,2025-10-13,0.81,0.0,587.0900000000001,berlinda,12,4.0,4723.08,3617.098344,8.275622093261894,54.58089668615984,Alta,🟢 Abaixo viável
EGI001,Imbituba-Praia_do_Rosa-casa-TOP-3Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",9,748,3884.91,13,4768.92,2025-10,0.5455,0.3741,12,31,375.25,351.0,6,2025-10-13,0.81,3377.25,884.0100000000002,berlinda,6,3.0,5990.91,5033.733,21.688174681059863,93.76218323586744,Crítico,🟢 Abaixo viável
MDO201,Florianopolis-Jurere_Tradicional-apartamento-JR-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,910,3155.18,18,3515.8,2025-10,0.5484,0.3021,17,31,257.65,202.82,11,2025-10-13,0.9,0.0,360.62000000000035,berlinda,11,2.0,5386.2,4378.671367999999,10.401750440866953,64.32748538011695,Alta,🟢 Abaixo viável
ATP0006,Porto_Seguro-Pitinga-casa-SUP-4Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial dAjuda",11,308,7102.41,13,6835.22,2025-10,0.75,0.3417,15,31,685.6,449.4,5,2025-10-13,1.04,7541.6,-267.1899999999996,berlinda,5,-0.0,9349.41,8787.66,-17.56712819777561,3.508771929824561,Baixa,🟡 Acima com risco
ILC1506,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,425,7538.24,28,8686.5,2025-10,0.5484,0.718,17,31,590.0,491.8,10,2025-10-13,0.87,0.0,1148.2600000000002,berlinda,10,3.0,12456.24,10235.2712,21.67018814635738,93.56725146198829,Crítico,🟢 Abaixo viável
MHFB1607,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,362,1351.46,8,1430.68,2025-10,0.3226,0.2063,10,31,164.0,164.5,14,2025-10-13,0.94,0.0,79.22000000000003,berlinda,14,1.0,3654.46,2094.4078,9.108738501971093,59.06432748538012,Alta,🟢 Abaixo viável
NWT0908,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,190,3895.77,26,4604.77,2025-10,0.5161,0.5984,16,31,299.06,320.69,13,2025-10-13,0.85,0.0,709.0000000000005,berlinda,13,3.0,8064.74,6047.375416999999,16.458962481658517,85.38011695906432,Crítico,🟢 Abaixo viável
NWT1020,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",2,149,4158.68,26,4604.77,2025-10,0.5862,0.5984,17,31,276.24,280.0,7,2025-10-13,0.9,552.48,446.09000000000015,berlinda,7,2.0,6118.68,5307.6320000000005,13.562588359462039,78.94736842105263,Alta,🟢 Abaixo viável
RIT0201,Florianopolis-Praia_Brava-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Praia Brava",8,226,6255.59,11,6213.23,2025-10,0.6957,0.2891,16,31,464.63,341.6,5,2025-10-13,1.01,3717.04,-42.36000000000058,berlinda,5,-0.0,7963.59,7443.845600000001,-2.328929719324764,22.417153996101362,Média,🟡 Acima com risco
RTO0502,Itapema-Praia_Itapema-apartamento-JR-4Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Andorinha",5,469,3791.41,12,3736.07,2025-10,0.5,0.4473,13,31,331.69,210.8,5,2025-10-13,1.01,1658.45,-55.33999999999969,berlinda,5,-0.0,4845.41,4318.41,-3.1224447079417503,20.077972709551656,Média,🟡 Acima com risco
SLV0011,Goiania-Universitario-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Leste Vila Nova",0,292,1959.35,70,2443.56,2025-10,0.4839,0.4049,15,31,157.33,166.09,11,2025-10-13,0.8,0.0,484.21000000000004,berlinda,11,3.0,3786.34,2843.430461,10.970665599917064,67.83625730994152,Alta,🟢 Abaixo viável
TCO0316,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,533,1642.38,72,1499.95,2025-10,0.4516,0.4157,14,31,131.43,121.17,12,2025-10-13,1.09,0.0,-142.43000000000006,berlinda,12,-1.0,3096.42,2299.024464,11.505878929297646,69.39571150097466,Alta,🟡 Acima com risco
TPS0308,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,120,2398.71,26,2834.75,2025-10,0.5806,0.5829,18,31,174.72,172.4,5,2025-10-13,0.85,0.0,436.03999999999996,berlinda,5,3.0,3260.71,2899.1872000000003,8.83949742775671,56.92007797270955,Alta,🟢 Abaixo viável
ACO1103,Balneario_Camboriu-Centro-apartamento-TOP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",3,76,4319.47,28,4279.48,2025-10,0.8214,0.4326,23,31,241.52,254.2,5,2025-10-13,1.01,724.5600000000001,-39.99000000000069,berlinda,5,-0.0,5590.47,5363.4694,-2.375395608812327,22.027290448343077,Média,🟡 Acima com risco
BLB1306,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",1,397,2883.48,196,3002.6,2025-10,0.6667,0.4728,20,31,184.85,189.33,6,2025-10-13,0.96,184.85,119.11999999999989,berlinda,6,1.0,4019.46,3640.837866,7.511153533604202,50.29239766081871,Alta,🟢 Abaixo viável
ELF0303,Bombinhas-Bombas-apartamento-SUP-1Q,Especial,SC,"Bombinhas, SC","Bombinhas, SC, José Amândio",10,141,1380.61,23,1708.05,2025-10,0.5238,0.2233,11,31,137.18,130.0,5,2025-10-13,0.81,1371.8000000000002,327.44000000000005,berlinda,5,3.0,2030.61,1721.08,8.307172896968279,54.97076023391813,Alta,🟢 Abaixo viável
GRI1506,Itapema-Praia_Itapema-apartamento-TOP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Morretes",0,22,3548.34,18,3508.08,2025-10,0.8065,0.3988,25,31,174.6,167.17,6,2025-10-13,1.01,0.0,-40.26000000000022,berlinda,6,-0.0,4551.360000000001,4357.27563,-1.9185036259150414,23.586744639376217,Média,🟡 Acima com risco
ILC2412,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",7,1940,6734.41,16,6783.04,2025-10,0.8333,0.534,20,31,427.4,348.33,3,2025-10-13,0.99,2991.7999999999997,48.63000000000011,berlinda,3,1.0,7779.4,7605.200167,2.4973003107751146,30.79922027290448,Média,🟢 Abaixo viável
