listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,grupo_criticidade,dias_disponiveis,falta_meta,dias_necessarios,potencial_max,potencial_realista,score_bruto,score_normalizado,faixa_prioridade,status_operacional
CFE0503,Florianopolis-Beira_Mar-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Agronômica",0,5,2233.79,14,2646.76,2025-10,0.4194,0.2797,13,31,186.85,213.29,14,2025-10-07,0.84,berlinda,14,412.97000000000025,2.0,5219.85,3486.143564,16.639659678248133,79.54022988505747,Alta,🟢 Abaixo viável
CNA008,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,985,6410.4,23,7494.02,2025-10,0.3871,0.3161,12,31,691.5,692.25,16,2025-10-07,0.86,berlinda,16,1083.6200000000008,2.0,17486.4,10697.9196,50.048968711052325,98.85057471264368,Crítico,🟢 Abaixo viável
CNA010,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,985,6123.87,23,7494.02,2025-10,0.3226,0.3161,10,31,762.9,699.76,17,2025-10-07,0.82,berlinda,17,1370.1500000000005,2.0,18019.79,9961.493792,63.96941588092909,99.54022988505747,Crítico,🟢 Abaixo viável
COA0314,Brasilia-Setor_Hoteleiro-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,730,3373.42,101,3543.65,2025-10,0.5161,0.4508,16,31,245.06,282.25,12,2025-10-07,0.95,berlinda,12,170.23000000000002,1.0,6760.42,5121.4507,13.558736754476316,69.19540229885057,Alta,🟢 Abaixo viável
EJO0403,Florianopolis-Centrao-apartamento-JR-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",1,362,1588.89,50,1566.78,2025-10,0.4,0.2903,12,31,155.67,136.69,16,2025-10-07,1.01,berlinda,16,-22.110000000000127,-0.0,3775.9300000000003,2463.706,-1.9289344387852905,22.06896551724138,Média,🟢 Acima com folga
NWT1223,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",4,294,4272.34,30,4057.04,2025-10,0.6296,0.5207,17,31,387.35,355.57,7,2025-10-07,1.05,berlinda,7,-215.30000000000018,-0.0,6761.33,5839.408104,-18.869476514897574,4.3678160919540225,Baixa,🟢 Acima com folga
PBR0003,Porto_Seguro-Estrada_da_Balsa-casa-TOP-3Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial d ajuda",9,275,7360.24,16,8692.83,2025-10,0.6818,0.4721,15,31,529.94,548.6,5,2025-10-07,0.85,berlinda,5,1332.5900000000001,3.0,10103.24,9230.4174,28.033021620500268,94.02298850574712,Crítico,🟢 Abaixo viável
PIC0125,Bombinhas-Centro-apartamento-JR-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",5,432,2098.28,33,2277.41,2025-10,0.6538,0.198,17,31,141.41,192.67,9,2025-10-07,0.92,berlinda,9,179.12999999999965,1.0,3832.3100000000004,3231.9888140000003,15.154485621824763,75.86206896551724,Alta,🟢 Abaixo viável
RUP0603,Blumenau-Central-apartamento-SUP-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Escola Agrícola",0,434,6309.5,69,6919.81,2025-10,0.5161,0.4574,16,31,508.36,275.07,14,2025-10-07,0.91,berlinda,14,610.3100000000004,3.0,10160.48,8296.990778,8.086829537227182,43.67816091954023,Média,🟢 Abaixo viável
TSO0403,Balneario_Camboriu-Longe-apartamento-MASTER-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Estados",0,12,4425.75,28,4436.15,2025-10,0.7097,0.3457,22,31,246.05,328.67,9,2025-10-07,1.0,berlinda,9,10.399999999999636,1.0,7383.780000000001,6525.063891,0.7705257937625828,26.20689655172414,Média,🟢 Acima com folga
VGZ0006,Imbituba-Praia_do_Rosa-casa-SUP-1Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",0,589,1606.28,42,1742.54,2025-10,0.3548,0.1746,11,31,173.73,128.63,16,2025-10-07,0.92,berlinda,16,136.26,2.0,3664.3599999999997,2336.4867839999997,5.029188368703157,33.5632183908046,Média,🟢 Abaixo viável
NWT0807,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,294,4455.07,30,4057.04,2025-10,0.5806,0.5207,18,31,292.5,290.0,13,2025-10-07,1.1,berlinda,13,-398.02999999999975,-1.0,8225.07,6643.932,28.451457220042183,94.48275862068965,Crítico,🟢 Acima com folga
HRE0025,Ubatuba-Toninhas-apartamento-SUP-2Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Toninhas",1,324,4325.71,98,4817.27,2025-10,0.6667,0.4427,20,31,275.45,279.0,9,2025-10-07,0.9,berlinda,9,491.5600000000004,2.0,6836.71,5999.7937,14.23474706628444,72.64367816091955,Alta,🟢 Abaixo viável
MRD0061,Balneario_Camboriu-Centro-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,69,3468.19,63,3201.52,2025-10,0.4516,0.294,14,31,335.0,317.31,13,2025-10-07,1.08,berlinda,13,-266.6700000000001,-0.0,7593.219999999999,5331.053548,-26.43027615007871,1.3793103448275863,Baixa,🟢 Acima com folga
OGD0704,Florianopolis-Beira_Mar-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,40,1706.37,12,1751.64,2025-10,0.2581,0.243,8,31,306.44,306.33,21,2025-10-07,0.97,berlinda,21,45.27000000000021,1.0,8139.299999999999,3366.7092329999996,7.916900219223163,42.758620689655174,Média,🟢 Abaixo viável
PDN0113,Balneario_Camboriu-Longe-apartamento-TOP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Nações",0,216,1666.93,84,1851.17,2025-10,0.3548,0.2297,11,31,178.5,185.4,15,2025-10-07,0.9,berlinda,15,184.24,1.0,4447.93,2653.6288,18.4521659274945,83.67816091954023,Crítico,🟢 Abaixo viável
SPT0109,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,565,4685.13,40,5178.91,2025-10,0.3548,0.4511,11,31,517.93,214.58,12,2025-10-07,0.9,berlinda,12,493.77999999999975,3.0,7260.09,5598.725808,6.819666197455961,37.47126436781609,Média,🟢 Abaixo viável
VLA,Florianopolis-Santinho-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,254,2569.72,11,2385.11,2025-10,0.6129,0.2794,19,31,171.05,160.5,12,2025-10-07,1.08,berlinda,12,-184.60999999999967,-1.0,4495.719999999999,3750.1654,12.422867289139678,63.44827586206897,Alta,🟢 Acima com folga
ILC2505,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1251,6703.1,27,7940.49,2025-10,0.4516,0.6389,14,31,564.71,503.57,14,2025-10-07,0.84,berlinda,14,1237.3899999999994,3.0,13753.08,9886.870968,26.157599942404886,93.33333333333333,Crítico,🟢 Abaixo viável
ILC3209,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1414,8456.05,27,7940.49,2025-10,0.6774,0.6389,21,31,524.43,462.0,9,2025-10-07,1.06,berlinda,9,-515.5599999999995,-1.0,12614.05,11272.679199999999,29.99672816161216,95.17241379310344,Crítico,🟢 Acima com folga
NWT0420,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,335,3295.17,30,4057.04,2025-10,0.4516,0.5207,14,31,276.43,280.0,15,2025-10-07,0.81,berlinda,15,761.8699999999999,3.0,7495.17,5191.89,17.527031201729994,81.60919540229885,Crítico,🟢 Abaixo viável
SCO0012,Florianopolis-Campeche-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,188,1279.93,12,1542.43,2025-10,0.4516,0.2231,14,31,127.07,130.76,17,2025-10-07,0.83,berlinda,17,262.5,3.0,3502.8500000000004,2283.800672,7.417840679966027,41.14942528735632,Média,🟢 Abaixo viável
VGZ0007,Imbituba-Praia_do_Rosa-casa-SUP-1Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",2,589,1607.75,42,1742.54,2025-10,0.4828,0.1746,14,31,147.93,132.29,14,2025-10-07,0.92,berlinda,14,134.78999999999996,2.0,3459.81,2501.924568,5.116487742031746,34.25287356321839,Média,🟢 Abaixo viável
NWT0905,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,190,3550.55,30,4057.04,2025-10,0.5484,0.5207,17,31,252.24,265.23,13,2025-10-07,0.88,berlinda,13,506.4899999999998,2.0,6998.540000000001,5441.427716,16.555954920336006,79.3103448275862,Alta,🟢 Abaixo viável
PDG0202,Balneario_Picarras-Geral-apartamento-TOP-2Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",0,42,1473.51,32,1460.72,2025-10,0.3871,0.1712,12,31,171.5,188.94,17,2025-10-07,1.01,berlinda,17,-12.789999999999964,-0.0,4685.49,2716.8674579999997,-1.6543503203899395,22.528735632183906,Média,🟢 Acima com folga
RFM0001,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-JR-2Q,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",0,294,2306.24,20,2768.16,2025-10,0.3871,0.3821,12,31,235.08,163.85,13,2025-10-07,0.83,berlinda,13,461.9200000000001,3.0,4436.289999999999,3130.782355,9.11382675375219,48.50574712643678,Média,🟢 Abaixo viável
RSL0502,Itapema-Praia_Itapema-apartamento-TOP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Centro",8,663,4097.12,12,3867.39,2025-10,0.7391,0.1578,17,31,267.41,416.0,5,2025-10-07,1.06,berlinda,5,-229.73000000000002,-0.0,6177.12,5634.448,-24.711156619839223,1.839080459770115,Baixa,🟢 Acima com folga
RUL0035,Ubatuba-Toninhas-casa-JR-3Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Toninhas",7,135,4417.33,9,4245.75,2025-10,0.5833,0.2139,14,31,406.29,324.13,8,2025-10-07,1.04,berlinda,8,-171.57999999999993,-0.0,7010.37,5929.850232,-13.09879889301065,7.816091954022989,Baixa,🟢 Acima com folga
TBS1105,Florianopolis-Novo_Campeche-apartamento-MASTER-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,845,4507.56,46,4495.12,2025-10,0.5806,0.3822,18,31,300.61,311.08,12,2025-10-07,1.0,berlinda,12,-12.44000000000051,-0.0,8240.52,6674.9165760000005,-0.8608969727171152,23.678160919540232,Média,🟢 Acima com folga
RVC0703,Itajai-Praia_Brava-apartamento-TOP-2Q,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Praia Brava",0,243,2646.87,13,2443.34,2025-10,0.3548,0.2444,11,31,258.73,254.76,17,2025-10-07,1.08,berlinda,17,-203.52999999999975,-0.0,6977.79,4183.480416,-21.221484852701604,3.218390804597701,Baixa,🟢 Acima com folga
JSR112,Florianopolis-Jurere_Tradicional-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",5,1766,2152.91,12,2408.48,2025-10,0.6154,0.3341,16,31,156.0,215.78,9,2025-10-07,0.89,berlinda,9,255.57000000000016,2.0,4094.93,3348.0291079999997,11.448485061117392,59.77011494252874,Alta,🟢 Abaixo viável
NWT0619,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,184,3404.54,30,4057.04,2025-10,0.3871,0.5207,12,31,285.14,262.36,14,2025-10-07,0.84,berlinda,14,652.5,3.0,7077.58,4826.373783999999,14.065254471240117,71.72413793103448,Alta,🟢 Abaixo viável
NWTB0607,Especial-NWT-apartamento-MASTER-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,175,5722.24,23,6021.4,2025-10,0.5161,0.6294,16,31,460.41,410.14,14,2025-10-07,0.95,berlinda,14,299.15999999999985,1.0,11464.2,8685.665556,20.37690278008436,85.97701149425288,Crítico,🟢 Abaixo viável
RJI022,Ubatuba-Itagua-apartamento-JR-2Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Itaguá",0,723,1902.23,102,2043.83,2025-10,0.4194,0.2667,13,31,193.69,232.53,15,2025-10-07,0.93,berlinda,15,141.5999999999999,1.0,5390.18,3365.07623,16.110071777006887,78.39080459770115,Alta,🟢 Abaixo viável
ILC4202,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1316,8668.72,27,7940.49,2025-10,0.7419,0.6389,23,31,481.22,514.0,6,2025-10-07,1.09,berlinda,6,-728.2299999999996,-1.0,11752.72,10956.739599999999,47.13943597939167,98.16091954022988,Crítico,🟢 Acima com folga
MHF0806,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,467,2321.66,8,2301.25,2025-10,0.4194,0.3219,13,31,182.73,177.58,12,2025-10-07,1.01,berlinda,12,-20.409999999999854,-0.0,4452.62,3215.384624,-1.5749735143943395,22.758620689655174,Média,🟢 Acima com folga
MHFB0504,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,426,1365.19,7,1455.01,2025-10,0.3548,0.199,11,31,130.18,139.18,17,2025-10-07,0.94,berlinda,17,89.81999999999994,1.0,3731.25,2204.6680880000004,8.591794970481297,45.97701149425287,Média,🟢 Abaixo viável
PHA0023,Ubatuba-Tenorio-apartamento-TOP-1Q,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Tenório - Praia Vermelha",0,247,3328.17,426,3997.54,2025-10,0.5161,0.4053,16,31,246.31,261.43,14,2025-10-07,0.83,berlinda,14,669.3699999999999,3.0,6988.1900000000005,5217.106322000001,14.59175718900457,73.5632183908046,Alta,🟢 Abaixo viável
TPZ0426,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-SUP-2Q,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",0,656,2659.78,34,2943.99,2025-10,0.3226,0.4113,10,31,332.0,215.79,14,2025-10-07,0.9,berlinda,14,284.2099999999996,2.0,5680.84,3634.3739560000004,10.416080880030147,54.48275862068965,Alta,🟢 Abaixo viável
PGO0406,Pocos_de_Caldas-Geral-apartamento-SUP-1Q,Carteira 4,MG,"Poços de Caldas, MG","Poços de Caldas, MG, São Benedito",0,384,1206.34,22,1190.09,2025-10,0.2903,0.2167,9,31,159.78,138.16,19,2025-10-07,1.01,berlinda,19,-16.25,-0.0,3831.38,1968.3891119999998,-1.8864959792956835,22.298850574712645,Média,🟢 Acima com folga
SPT0006,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,511,4649.94,40,5178.91,2025-10,0.3226,0.4511,10,31,651.4,217.64,14,2025-10-07,0.9,berlinda,14,528.9700000000003,3.0,7696.9,5632.889295999999,7.409862358424201,40.91954022988506,Média,🟢 Abaixo viável
TPS101,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,986,2550.81,23,2723.4,2025-10,0.6774,0.4492,21,31,156.95,168.9,10,2025-10-07,0.94,berlinda,10,172.59000000000015,2.0,4239.8099999999995,3694.9386,5.351848975545278,34.48275862068966,Média,🟢 Abaixo viável
CMC101,Florianopolis-Ingleses_Norte-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,1015,1657.52,17,1987.38,2025-10,0.3871,0.3131,12,31,171.33,176.69,16,2025-10-07,0.83,berlinda,16,329.8600000000001,2.0,4484.5599999999995,2751.8671839999997,14.663266058831226,74.02298850574712,Alta,🟢 Abaixo viável
CPM1110,Sao_Paulo-Pinheiros-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pinheiros",0,72,2710.24,358,2606.12,2025-10,0.5484,0.3837,17,31,191.47,215.31,13,2025-10-07,1.04,berlinda,13,-104.11999999999989,-0.0,5509.27,4245.2280519999995,-8.602089389590649,12.873563218390805,Baixa,🟢 Acima com folga
SKL1003,Penha-Praia-apartamento-SUP-2Q,Carteira 4,SC,"Penha, SC","Penha, SC, Armação",0,6,2415.39,48,3004.58,2025-10,0.4839,0.3319,15,31,230.8,188.67,9,2025-10-07,0.8,berlinda,9,589.19,4.0,4113.42,3237.0667169999997,9.24941899533379,48.96551724137931,Média,🟢 Abaixo viável
MAS0603,Salvador-Piata-apartamento-SUP-2Q,Carteira 5,BA,"Salvador, BA","Salvador, BA, Piatã",1,194,2319.26,49,2455.83,2025-10,0.3333,0.3736,10,31,312.2,186.75,20,2025-10-07,0.94,berlinda,20,136.5699999999997,1.0,6054.26,3564.1355000000003,10.385265877524075,54.252873563218394,Alta,🟢 Abaixo viável
MNDA0217,Cabo_Frio-Centro-apartamento-SUP-1Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Braga",0,37,3432.19,47,3532.9,2025-10,0.6452,0.5697,20,31,202.05,223.36,11,2025-10-07,0.97,berlinda,11,100.71000000000004,1.0,5889.15,5017.420592,6.367173030654705,37.01149425287356,Média,🟢 Abaixo viável
SFR0511,Bombinhas-Centro-apartamento-SUP-1Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",0,6,2039.81,22,2120.75,2025-10,0.5806,0.4366,18,31,141.5,133.71,7,2025-10-07,0.96,berlinda,7,80.94000000000005,1.0,2975.7799999999997,2583.234182,5.103141530119064,34.02298850574713,Média,🟢 Abaixo viável
BLS0754,Goiania-Central-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",0,15,901.18,43,1024.83,2025-10,0.1935,0.2024,6,31,199.67,204.52,21,2025-10-07,0.88,berlinda,21,123.64999999999998,1.0,5196.1,1732.24702,24.676188245855407,91.72413793103448,Crítico,🟢 Abaixo viável
JSM0103,Salvador-Flamengo-apartamento-SUP-2Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Stella Maris",2,29,2219.58,49,2455.83,2025-10,0.5172,0.3736,15,31,182.27,170.57,14,2025-10-07,0.9,berlinda,14,236.25,2.0,4607.5599999999995,3454.643256,8.204387620478615,44.59770114942529,Média,🟢 Abaixo viável
NWT1022,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,168,3272.15,30,4057.04,2025-10,0.4516,0.5207,14,31,275.43,281.07,15,2025-10-07,0.81,berlinda,15,784.8899999999999,3.0,7488.200000000001,5176.1181799999995,18.125614758543175,82.5287356321839,Crítico,🟢 Abaixo viável
VIN202,Florianopolis-Ingleses_Norte-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",4,1560,2321.78,11,2627.78,2025-10,0.4444,0.1824,12,31,241.0,286.92,13,2025-10-07,0.88,berlinda,13,306.0,2.0,6051.74,3979.374224,16.705645069221926,80.0,Crítico,🟢 Abaixo viável
VNV1301,Itapema-Praia_Centro-apartamento-TOP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Tabuleiro dos Oliveiras",0,57,2895.0,17,3385.55,2025-10,0.6452,0.234,20,31,175.65,199.09,11,2025-10-07,0.86,berlinda,11,490.5500000000002,3.0,5084.99,4307.981548,9.615729546651703,52.18390804597701,Alta,🟢 Abaixo viável
BDR521,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,1254,2143.24,19,2222.75,2025-10,0.5806,0.4709,18,31,158.78,193.9,10,2025-10-07,0.96,berlinda,10,79.51000000000022,1.0,4082.24,3269.0234,6.935997750534266,38.160919540229884,Média,🟢 Abaixo viável
EHS0117,Brasilia-Asa_Norte-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, SHCNW",0,246,2004.04,91,2189.81,2025-10,0.4194,0.4281,13,31,175.0,173.35,17,2025-10-07,0.92,berlinda,17,185.76999999999998,2.0,4950.99,3239.9908299999997,7.352973431484922,40.229885057471265,Média,🟢 Abaixo viável
OAG0820,Sao_Paulo-Pinheiros-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Cerqueira César",1,337,3478.63,238,3475.78,2025-10,0.4667,0.4148,14,31,299.5,278.6,15,2025-10-07,1.0,berlinda,15,-2.849999999999909,-0.0,7657.63,5428.969300000001,-0.22844081040801625,24.367816091954023,Média,🟢 Acima com folga
PGL0301,Florianopolis-Canasvieiras_Perto-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",8,14,6632.47,7,7754.55,2025-10,0.9565,0.2914,22,31,357.36,,0,2025-10-07,0.86,berlinda,0,1122.08,0.0,,,,,Baixa,🔴 Abaixo inviável
EMA0201,Itapema-Meia_Praia-Sul-apartamento-TOP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",6,201,2363.73,13,2643.35,2025-10,0.44,0.1275,11,31,312.83,232.8,10,2025-10-07,0.89,berlinda,10,279.6199999999999,2.0,4691.73,3388.05,12.313075453496502,62.98850574712643,Alta,🟢 Abaixo viável
HMA0305,Sao_Paulo-Mariana-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Centro",0,405,1677.6,141,1810.5,2025-10,0.3871,0.322,12,31,186.42,182.83,12,2025-10-07,0.93,berlinda,12,132.9000000000001,1.0,3871.56,2526.881916,13.42066114333058,68.27586206896552,Alta,🟢 Abaixo viável
ILC3401,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",6,1315,7433.88,27,7940.49,2025-10,0.68,0.6389,17,31,504.35,568.25,8,2025-10-07,0.94,berlinda,8,506.6099999999997,1.0,11979.880000000001,10525.16,36.25483219549422,97.70114942528735,Crítico,🟢 Abaixo viável
RBN1104,Goiania-Sul-apartamento-SUP-2Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",2,505,2287.06,16,2416.72,2025-10,0.3448,0.2754,10,31,224.0,209.47,15,2025-10-07,0.95,berlinda,15,129.65999999999985,1.0,5429.110000000001,3370.43884,11.238323099076425,58.39080459770115,Alta,🟢 Abaixo viável
RFMB0011,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-JR-2Q,Carteira 2,BA,"Porto Seguro, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",0,294,2687.9,20,2768.16,2025-10,0.4839,0.3821,15,31,205.0,158.31,16,2025-10-07,0.97,berlinda,16,80.25999999999976,1.0,5220.860000000001,3913.599344,4.59003836483439,33.10344827586207,Média,🟢 Abaixo viável
RSC0102,Florianopolis-Cachoeira_Bom_Jesus-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",0,334,2134.9,8,2365.0,2025-10,0.6774,0.1791,21,31,125.05,130.4,10,2025-10-07,0.9,berlinda,10,230.0999999999999,2.0,3438.9,3018.2296,6.343560253699787,36.7816091954023,Média,🟢 Abaixo viável
DLH0205,Gramado-Centro-apartamento-TOP-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro",4,369,5025.03,62,4928.6,2025-10,0.5556,0.4141,15,31,404.87,471.0,10,2025-10-07,1.02,berlinda,10,-96.42999999999938,-0.0,9735.029999999999,7641.906,-9.215300491011584,11.954022988505747,Baixa,🟢 Acima com folga
LDN201,Cabo_Frio-Centro-apartamento-JR-3Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Braga",13,602,3176.87,80,3073.04,2025-10,0.7778,0.3415,14,31,294.07,240.5,4,2025-10-07,1.03,berlinda,4,-103.82999999999993,-0.0,4138.87,3925.1135999999997,-8.125867219430917,14.25287356321839,Baixa,🟢 Acima com folga
NWT0612,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,184,3672.74,30,4057.04,2025-10,0.5484,0.5207,17,31,255.18,268.91,11,2025-10-07,0.91,berlinda,11,384.3000000000002,2.0,6630.75,5294.912684,12.7361466734368,65.05747126436782,Alta,🟢 Abaixo viável
OBP0201,Penha-Beto_Carrero-apartamento-MASTER-2Q,Carteira 3,SC,"Penha, SC","Penha, SC, Armação",1,21,2267.1,25,2816.05,2025-10,0.3333,0.2538,10,31,276.73,288.67,18,2025-10-07,0.81,berlinda,18,548.9500000000003,2.0,7463.16,3998.946798,28.136112018607633,94.25287356321839,Crítico,🟢 Abaixo viável
RAP308,Florianopolis-Campeche_Praia-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",3,586,2964.57,18,3055.52,2025-10,0.6071,0.3363,17,31,251.29,207.22,9,2025-10-07,0.97,berlinda,9,90.94999999999982,1.0,4829.55,4096.799358,6.168069264805978,35.40229885057472,Média,🟢 Abaixo viável
CII0601,Porto_Belo-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",0,404,2609.36,17,2627.78,2025-10,0.8387,0.2051,26,31,179.77,148.2,5,2025-10-07,0.99,berlinda,5,18.420000000000073,1.0,3350.36,3230.8367,1.0388403899869894,26.666666666666668,Média,🟢 Abaixo viável
ILC3208,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",5,1427,6896.62,27,7940.49,2025-10,0.6538,0.6389,17,31,519.88,570.89,9,2025-10-07,0.87,berlinda,9,1043.87,2.0,12034.630000000001,10255.850938,37.52507366044161,97.93103448275862,Crítico,🟢 Abaixo viável
MHF0704,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,440,2089.82,8,2301.25,2025-10,0.4194,0.3219,13,31,180.77,172.87,15,2025-10-07,0.91,berlinda,15,211.42999999999984,2.0,4682.870000000001,3177.3451700000005,7.9413153938077095,43.2183908045977,Média,🟢 Abaixo viável
BDR523,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,1253,2168.14,19,2222.75,2025-10,0.6129,0.4709,19,31,150.37,173.18,11,2025-10-07,0.98,berlinda,11,54.61000000000013,1.0,4073.12,3335.7022420000003,4.2548013946687755,32.18390804597701,Média,🟢 Abaixo viável
