listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,grupo_criticidade,dias_disponiveis,falta_meta,dias_necessarios,potencial_max,potencial_realista,score_bruto,score_normalizado,faixa_prioridade,status_operacional
VST017,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos pinheiros",0,92,1048.14,32,1199.53,2025-10,0.1935,0.0877,6,31,238.75,195.53,19,2025-10-07,0.87,berlinda,19,151.38999999999987,1.0,4763.21,1767.006045,24.677404233324697,91.95402298850574,Crítico,🟢 Abaixo viável
BLI1801,Goiania-Sul-apartamento-TOP-2Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bela Vista",1,330,2113.06,42,2374.24,2025-10,0.3667,0.2557,11,31,248.82,229.68,19,2025-10-07,0.89,berlinda,19,261.17999999999984,2.0,6476.98,3713.309464,12.63305782060785,64.36781609195403,Alta,🟢 Abaixo viável
EEP1101,Guarapari-Centro-apartamento-SUP-2Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, São Judas Tadeu",0,84,2787.36,14,2736.54,2025-10,0.4194,0.261,13,31,239.31,175.25,16,2025-10-07,1.02,berlinda,16,-50.820000000000164,-0.0,5591.360000000001,3963.3576000000003,-3.2545495406608453,20.0,Média,🟢 Acima com folga
EVR1703,Porto_Belo-Geral-apartamento-TOP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Balneário Perequê",0,19,2185.64,21,2141.15,2025-10,0.5161,0.217,16,31,172.81,184.0,12,2025-10-07,1.02,berlinda,12,-44.48999999999978,-0.0,4393.639999999999,3325.1888,-3.8232538589075764,18.160919540229887,Baixa,🟢 Acima com folga
PRY0003,Porto_Seguro-Pataxos-apartamento-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Taperapuã",1,12,4169.2,25,3972.05,2025-10,0.6,0.4339,18,31,292.33,189.83,6,2025-10-07,1.05,berlinda,6,-197.14999999999964,-1.0,5308.18,4852.588,9.422082929469655,50.114942528735625,Alta,🟢 Acima com folga
SMT0805,Salvador-Boca_do_Rio-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Jardim Armação",0,208,2052.36,11,2062.95,2025-10,0.3871,0.4137,12,31,222.25,218.88,16,2025-10-07,0.99,berlinda,16,10.58999999999969,1.0,5554.4400000000005,3408.015168,1.123604159092529,27.126436781609197,Média,🟢 Abaixo viável
VLPC0103,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-SUP-2Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Centro",0,230,3999.73,25,4953.84,2025-10,0.4516,0.2924,14,31,326.0,273.07,15,2025-10-07,0.81,berlinda,15,954.1100000000001,4.0,8095.780000000001,5849.50618,13.14832623278104,66.89655172413794,Alta,🟢 Abaixo viável
BLS1257,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",0,741,899.5,136,993.18,2025-10,0.1935,0.2493,6,31,186.17,219.09,22,2025-10-07,0.91,berlinda,22,93.67999999999995,1.0,5719.4800000000005,1832.16613,20.665288467347303,86.66666666666667,Crítico,🟢 Abaixo viável
CEP093,Balneario_Camboriu-Centro-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",19,756,2589.31,63,3201.52,2025-10,0.75,0.294,9,31,279.44,287.5,2,2025-10-07,0.81,berlinda,2,612.21,3.0,3164.31,3020.56,18.325709350558483,83.2183908045977,Crítico,🟠 Abaixo precisa esforço
CLR0211,Brasilia-Vila_Planalto-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,97,2447.06,67,2924.13,2025-10,0.3548,0.3613,11,31,249.82,253.73,15,2025-10-07,0.84,berlinda,15,477.07000000000016,2.0,6253.01,3797.41106,20.697946243840057,86.89655172413792,Crítico,🟢 Abaixo viável
DPR0002,Balneario_Camboriu-Sul-apartamento-JR-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Barra",0,224,1434.67,21,1518.27,2025-10,0.4516,0.2688,14,31,129.57,130.19,16,2025-10-07,0.94,berlinda,16,83.59999999999991,1.0,3517.71,2375.370864,7.168609008937796,39.54022988505747,Média,🟢 Abaixo viável
EMM0202,Guarapari-Praia_do_Morro-apartamento-SUP-2Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Praia do Morro",0,387,3332.15,43,3377.02,2025-10,0.5484,0.5075,17,31,207.88,172.36,11,2025-10-07,0.99,berlinda,11,44.86999999999989,1.0,5228.110000000001,4371.894464,2.290123600097122,28.50574712643678,Média,🟢 Abaixo viável
SMZ407,Brasilia-Setor_Hoteleiro-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,511,3195.52,101,3543.65,2025-10,0.5161,0.4508,16,31,248.75,284.77,13,2025-10-07,0.9,berlinda,13,348.1300000000001,2.0,6897.53,5106.127361,13.987975688908334,71.49425287356321,Alta,🟢 Abaixo viável
TRC0410,Florianopolis-UFSC-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Carvoeira",1,99,1852.42,32,1791.73,2025-10,0.4,0.3064,12,31,180.0,197.93,15,2025-10-07,1.03,berlinda,15,-60.690000000000055,-0.0,4821.370000000001,3040.0,-6.704342562774533,15.402298850574713,Baixa,🟢 Acima com folga
MHF1803,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,469,2394.88,8,2301.25,2025-10,0.4839,0.3219,15,31,196.93,171.46,13,2025-10-07,1.04,berlinda,13,-93.63000000000011,-0.0,4623.860000000001,3473.4834220000002,-6.976121586094524,15.172413793103448,Baixa,🟢 Acima com folga
RGP302,Florianopolis-Jurere_Tradicional-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,540,3129.67,26,3515.8,2025-10,0.6452,0.3492,20,31,198.55,201.38,8,2025-10-07,0.89,berlinda,8,386.1300000000001,2.0,4740.71,4169.113008,11.05848731440924,57.47126436781609,Alta,🟢 Abaixo viável
SPT0303,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,391,5381.1,40,5178.91,2025-10,0.3871,0.4511,12,31,509.5,218.0,12,2025-10-07,1.04,berlinda,12,-202.1900000000005,-0.0,7997.1,6393.7536,-8.510945353365884,13.10344827586207,Baixa,🟢 Acima com folga
URA0015,Porto_Seguro-Urbano-casa-JR-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Paraíso dos Pataxós",0,671,3620.61,17,3338.25,2025-10,0.6774,0.4402,21,31,195.0,161.71,7,2025-10-07,1.08,berlinda,7,-282.3600000000001,-1.0,4752.58,4387.406478,13.677955695349365,70.34482758620689,Alta,🟢 Acima com folga
VST014,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos pinheiros",0,426,1093.95,32,1199.53,2025-10,0.1935,0.0877,6,31,257.83,207.29,21,2025-10-07,0.91,berlinda,21,105.57999999999993,1.0,5447.04,1936.272915,18.245211207723013,82.98850574712644,Crítico,🟢 Abaixo viável
CNA006,Especial-CNA-casa-MASTER-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,985,6179.0,23,7494.02,2025-10,0.2903,0.3161,9,31,638.0,725.47,17,2025-10-07,0.82,berlinda,17,1315.0200000000004,2.0,18511.989999999998,9759.266997,63.6512552275014,99.3103448275862,Crítico,🟢 Abaixo viável
VST020,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,92,994.41,32,1199.53,2025-10,0.1935,0.0877,6,31,245.5,197.6,20,2025-10-07,0.83,berlinda,20,205.12,2.0,4946.41,1759.1219999999998,16.894830475269483,80.45977011494253,Crítico,🟢 Abaixo viável
BLS1253,Goiania-Central-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",0,741,1103.97,43,1024.83,2025-10,0.1935,0.2024,6,31,224.17,226.95,21,2025-10-07,1.08,berlinda,21,-79.1400000000001,-0.0,5869.92,2026.181325,-17.52566084131029,5.057471264367816,Baixa,🟢 Acima com folga
CTA022,Florianopolis-Praia_Brava-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Praia Brava",7,1364,4819.06,18,5304.12,2025-10,0.9583,0.277,23,31,247.3,,0,2025-10-07,0.91,berlinda,0,485.0599999999995,0.0,,,,,Baixa,🔴 Abaixo inviável
ILC2203,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",7,1940,4690.12,16,5851.91,2025-10,0.4583,0.4525,11,31,525.55,460.67,9,2025-10-07,0.8,berlinda,9,1161.79,3.0,8836.15,6590.245549,30.48587551186991,95.63218390804597,Crítico,🟢 Abaixo viável
LAR0406,Gramado-Centro-apartamento-TOP-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Vila Suiça",7,650,4425.26,62,4928.6,2025-10,0.5417,0.4141,13,31,486.54,431.43,7,2025-10-07,0.9,berlinda,7,503.34000000000015,2.0,7445.27,6061.199417,22.030188714848034,89.65517241379311,Crítico,🟢 Abaixo viável
PEA1301,Florianopolis-Itacorubi-apartamento-SUP-3Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi",1,524,2970.75,13,2752.35,2025-10,0.3333,0.2248,10,31,267.3,251.87,15,2025-10-07,1.08,berlinda,15,-218.4000000000001,-0.0,6748.8,4229.974065,-19.985978527440196,3.9080459770114944,Baixa,🟢 Acima com folga
BER0202,Maceio-Jatiuca-apartamento-SUP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Ponta Verde",0,7,2851.15,56,2722.97,2025-10,0.6774,0.4805,21,31,154.9,169.2,10,2025-10-07,1.05,berlinda,10,-128.1800000000003,-0.0,4543.15,3997.3108,-7.964853083214301,14.482758620689657,Baixa,🟢 Acima com folga
OMC1303,Itapema-Praia_Centro-apartamento-JR-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Tabuleiro dos Oliveiras",0,140,1890.83,11,1806.35,2025-10,0.4839,0.241,15,31,161.88,122.29,14,2025-10-07,1.05,berlinda,14,-84.48000000000002,-0.0,3602.8900000000003,2719.295834,-5.719300910676228,15.862068965517242,Baixa,🟢 Acima com folga
RBM207,Cabo_Frio-Centro-apartamento-JR-3Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Vila Nova",5,828,2957.44,80,3073.04,2025-10,0.3077,0.3415,8,31,400.0,400.0,12,2025-10-07,0.96,berlinda,12,115.59999999999991,1.0,7757.4400000000005,4434.4,15.046989300497215,75.63218390804597,Alta,🟢 Abaixo viável
VAC0201,Barra_Velha-Tabuleiro-apartamento-SUP-2Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajuba",0,405,1218.21,43,1343.08,2025-10,0.3226,0.1318,10,31,137.7,160.4,20,2025-10-07,0.91,berlinda,20,124.86999999999989,1.0,4426.21,2253.1108000000004,14.912848080531303,74.94252873563218,Alta,🟢 Abaixo viável
VST028,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,145,1219.62,32,1199.53,2025-10,0.1613,0.0877,5,31,312.2,197.38,21,2025-10-07,1.02,berlinda,21,-20.089999999999918,-0.0,5364.599999999999,1888.205274,-3.3057649245954526,19.310344827586206,Baixa,🟢 Acima com folga
ILC4104,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",3,974,6331.12,16,5851.91,2025-10,0.5714,0.4525,16,31,468.45,432.33,6,2025-10-07,1.08,berlinda,6,-479.21000000000004,-1.0,8925.1,7813.320172,35.403288721118415,97.01149425287356,Crítico,🟢 Acima com folga
PRB0405,Florianopolis-Jurere_Tradicional-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,230,4781.37,15,5241.92,2025-10,0.5161,0.3487,16,31,373.19,320.55,11,2025-10-07,0.91,berlinda,11,460.5500000000002,2.0,8307.42,6601.1644049999995,14.081605833358774,71.95402298850576,Alta,🟢 Abaixo viável
SMA0107,Salvador-Pituba_Praia-apartamento-SUP-1Q,Carteira 5,BA,"Salvador, BA","Salvador, BA, Amaralina",1,34,1426.61,14,1632.0,2025-10,0.3333,0.3412,10,31,180.2,148.37,16,2025-10-07,0.87,berlinda,16,205.3900000000001,2.0,3800.5299999999997,2217.837536,9.336309528186279,49.195402298850574,Média,🟢 Abaixo viável
VLO0514,Florianopolis-Jurere_Longe-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",3,323,2721.52,12,3255.03,2025-10,0.4643,0.3927,13,31,284.85,347.8,15,2025-10-07,0.84,berlinda,15,533.5100000000002,2.0,7938.52,5143.7731,28.50277539684735,94.71264367816093,Crítico,🟢 Abaixo viável
NWT0816,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,155,3932.77,30,4057.04,2025-10,0.5161,0.5207,16,31,276.31,286.83,12,2025-10-07,0.97,berlinda,12,124.26999999999998,1.0,7374.73,5709.165556,8.785805439433673,47.12643678160919,Média,🟢 Abaixo viável
SCO0008,Florianopolis-Campeche-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,141,1847.88,23,1871.07,2025-10,0.5806,0.3879,18,31,157.24,138.7,10,2025-10-07,0.99,berlinda,10,23.189999999999827,1.0,3234.88,2653.1722,1.719044717728346,28.045977011494255,Média,🟢 Abaixo viável
COS302,Florianopolis-Jurere_Tradicional-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",6,1556,4243.98,19,4524.55,2025-10,0.72,0.3477,18,31,289.56,300.14,7,2025-10-07,0.94,berlinda,7,280.5700000000006,1.0,6344.959999999999,5756.6856,18.61185748859006,84.13793103448276,Crítico,🟢 Abaixo viável
EGI001,Imbituba-Praia_do_Rosa-casa-TOP-3Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",9,748,3884.91,12,4367.46,2025-10,0.5455,0.2808,12,31,375.25,351.0,8,2025-10-07,0.89,berlinda,8,482.5500000000002,2.0,6692.91,5416.674,19.390566828316693,85.0574712643678,Crítico,🟢 Abaixo viável
MDO201,Florianopolis-Jurere_Tradicional-apartamento-JR-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,910,3155.18,14,3831.51,2025-10,0.5484,0.2516,17,31,257.65,211.85,13,2025-10-07,0.82,berlinda,13,676.3300000000004,4.0,5909.23,4665.50102,9.348827909884097,49.42528735632184,Média,🟢 Abaixo viável
CCS0205,Florianopolis-Campeche_Praia-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,586,2595.14,16,2884.75,2025-10,0.6129,0.3538,19,31,185.05,187.75,8,2025-10-07,0.9,berlinda,8,289.6100000000001,2.0,4097.139999999999,3515.7158,9.424434959701882,50.3448275862069,Alta,🟢 Abaixo viável
HAI406,Salvador-Centro-apartamento-JR-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Centro",0,429,872.85,24,1077.87,2025-10,0.1935,0.2626,6,31,171.67,120.05,19,2025-10-07,0.81,berlinda,19,205.01999999999987,2.0,3153.7999999999997,1314.213825,11.417263213560068,59.310344827586206,Alta,🟢 Abaixo viável
MDC0214,Gramado-Geral-apartamento-SUP-1Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Floresta",3,209,2558.07,57,2706.61,2025-10,0.6071,0.3571,17,31,200.0,306.0,11,2025-10-07,0.95,berlinda,11,148.53999999999996,1.0,5924.07,4601.5686000000005,16.793420551908103,80.22988505747126,Crítico,🟢 Abaixo viável
PAI0303,Salvador-Barra-apartamento-JR-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,314,1783.92,100,1931.9,2025-10,0.4194,0.3637,13,31,147.08,126.47,15,2025-10-07,0.92,berlinda,15,147.98000000000002,2.0,3680.9700000000003,2579.54277,4.843685128629847,33.33333333333333,Média,🟢 Abaixo viável
PAR0002,Urubici-Geral-casa-TOP-1Q,Carteira 3,SC,"Urubici, SC","Urubici, SC, Arroio do Engenho",2,698,2119.63,84,2588.0,2025-10,0.3103,0.1911,9,31,299.22,285.88,17,2025-10-07,0.82,berlinda,17,468.3699999999999,2.0,6979.59,3627.675588,25.86893655332302,92.64367816091954,Crítico,🟢 Abaixo viável
SCO0003,Florianopolis-Campeche-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,176,1330.56,12,1542.43,2025-10,0.4516,0.2231,14,31,123.79,134.0,13,2025-10-07,0.86,berlinda,13,211.87000000000012,2.0,3072.56,2117.2472,9.20319884857012,48.735632183908045,Média,🟢 Abaixo viável
TRS0003,Penha-Beto_Carrero-casa-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Armação",0,133,1717.67,21,1607.81,2025-10,0.4516,0.3905,14,31,155.07,157.12,17,2025-10-07,1.07,berlinda,17,-109.86000000000013,-0.0,4388.71,2923.911664,-10.735847643689254,9.885057471264368,Baixa,🟢 Acima com folga
IFT1203,Itapema-Meia_Praia-Norte-apartamento-TOP-1Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",0,92,2136.61,24,2235.56,2025-10,0.5161,0.2856,16,31,182.25,191.73,15,2025-10-07,0.96,berlinda,15,98.94999999999982,1.0,5012.5599999999995,3620.887795,8.48632266635651,45.05747126436781,Média,🟢 Abaixo viável
JBM202,Florianopolis-Jurere_Tradicional-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1940,3715.0,17,4453.11,2025-10,0.7419,0.3745,23,31,198.78,235.13,8,2025-10-07,0.83,berlinda,8,738.1099999999997,4.0,5596.04,5110.543576,9.743292008281848,52.87356321839081,Alta,🟢 Abaixo viável
RFY0025,Florianopolis-Itacorubi-apartamento-SUP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi",0,173,3067.67,9,3649.9,2025-10,0.5484,0.3075,17,31,214.82,219.73,11,2025-10-07,0.84,berlinda,11,582.23,3.0,5484.7,4393.169252,11.683735435674034,61.60919540229885,Alta,🟢 Abaixo viável
SFR0301,Bombinhas-Centro-apartamento-TOP-1Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",0,6,1931.54,118,2133.41,2025-10,0.4516,0.2461,14,31,164.86,133.07,15,2025-10-07,0.91,berlinda,15,201.8699999999999,2.0,3927.59,2832.95618,6.295752082347038,35.86206896551724,Média,🟢 Abaixo viável
TPS208,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,999,2929.15,23,2723.4,2025-10,0.7419,0.4492,23,31,161.74,165.75,8,2025-10-07,1.08,berlinda,8,-205.75,-1.0,4255.15,3912.9094,12.522237827715351,63.678160919540225,Alta,🟢 Acima com folga
AYR0202,Florianopolis-Canasvieiras_Perto-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,266,2671.86,12,2874.01,2025-10,0.4839,0.216,15,31,220.3,224.1,21,2025-10-07,0.93,berlinda,21,202.1500000000001,1.0,7377.959999999999,4949.14179,15.762580853928831,77.70114942528735,Alta,🟢 Abaixo viável
EPO001,Itapema-Praia_Centro-apartamento-JR-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Castelo Branco",9,567,2125.44,14,2034.58,2025-10,0.6818,0.2033,15,31,213.07,140.0,5,2025-10-07,1.04,berlinda,5,-90.86000000000013,-0.0,2825.44,2602.7,-6.25210117075761,15.632183908045977,Baixa,🟢 Acima com folga
ETC0028,Florianopolis-Centrao-apartamento-SUP-3Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,149,3596.45,19,3299.32,2025-10,0.4194,0.2831,13,31,406.85,342.36,14,2025-10-07,1.09,berlinda,14,-297.12999999999965,-0.0,8389.49,5606.650976,-30.832240219196642,0.9195402298850575,Baixa,🟢 Acima com folga
IDF105,Florianopolis-Canasvieiras_Perto-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",4,741,1949.22,25,2331.98,2025-10,0.6296,0.4167,17,31,143.59,136.5,10,2025-10-07,0.84,berlinda,10,382.76,3.0,3314.2200000000003,2808.624,7.4681515278861745,41.37931034482759,Média,🟢 Abaixo viável
NWT0610,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,184,3685.1,30,4057.04,2025-10,0.5806,0.5207,18,31,268.22,274.0,6,2025-10-07,0.91,berlinda,6,371.94000000000005,2.0,5329.1,4639.6064,12.55984165795753,64.13793103448275,Alta,🟢 Abaixo viável
NWT1308,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,299,4094.52,30,4057.04,2025-10,0.5161,0.5207,16,31,321.75,356.5,14,2025-10-07,1.01,berlinda,14,-37.48000000000002,-0.0,9085.52,6670.3751,-3.2934405379291323,19.54022988505747,Baixa,🟢 Acima com folga
VTD0606,Florianopolis-UFSC-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Trindade",1,23,1640.86,32,1791.73,2025-10,0.4,0.3064,12,31,176.42,195.94,17,2025-10-07,0.92,berlinda,17,150.87000000000012,1.0,4971.84,2973.252,16.498840673538997,79.08045977011494,Alta,🟢 Abaixo viável
EDT0011,Porto_Seguro-Pataxos-apartamento-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Taperapuan",0,692,4044.68,25,3972.05,2025-10,0.4516,0.4339,14,31,395.57,231.25,16,2025-10-07,1.02,berlinda,16,-72.62999999999965,-0.0,7744.68,5715.6,-4.228468297226852,17.70114942528736,Baixa,🟢 Acima com folga
NWT0503,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,334,3528.9,30,4057.04,2025-10,0.4839,0.5207,15,31,282.0,286.83,12,2025-10-07,0.87,berlinda,12,528.1399999999999,2.0,6970.860000000001,5194.464444,18.669571436318105,84.36781609195401,Crítico,🟢 Abaixo viável
RFA303,Porto_Alegre-Santana-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Santo Antônio",11,392,1265.78,50,1329.02,2025-10,0.55,0.2736,11,31,133.18,133.11,9,2025-10-07,0.95,berlinda,9,63.24000000000001,1.0,2463.7700000000004,1924.6745,6.33389745827753,36.55172413793103,Média,🟢 Abaixo viável
VRN302,Florianopolis-Jurere_Tradicional-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,622,5605.58,15,5241.92,2025-10,0.7419,0.3487,23,31,379.39,357.33,6,2025-10-07,1.07,berlinda,6,-363.65999999999985,-1.0,7749.5599999999995,7196.198762,24.789891451987042,92.18390804597702,Crítico,🟢 Acima com folga
ABM0101,Bombinhas-Zimbros-casa-SUP-6Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Zimbros",9,341,7562.94,8,7749.37,2025-10,0.6364,0.1912,14,31,789.21,480.0,7,2025-10-07,0.98,berlinda,7,186.4300000000003,1.0,10922.939999999999,9701.243999999999,11.547570963833202,60.689655172413794,Alta,🟢 Abaixo viável
BSO0202,Itajai-Praia_Brava-apartamento-SUP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Praia dos Amores",0,161,1765.89,12,1735.76,2025-10,0.4194,0.3561,13,31,139.71,129.09,11,2025-10-07,1.02,berlinda,11,-30.13000000000011,-0.0,3185.88,2361.433806,-2.2407946375074976,21.379310344827587,Média,🟢 Acima com folga
EPK0402,Guara-Geral-apartamento-SUP-2Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, SOF",0,285,2611.24,10,2454.8,2025-10,0.3226,0.3182,10,31,330.22,320.78,18,2025-10-07,1.06,berlinda,18,-156.4399999999996,-0.0,8385.279999999999,4473.945304,-20.442733909076036,3.67816091954023,Baixa,🟢 Acima com folga
ERE0302,Maceio-Cruz_das_Almas-apartamento-JR-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Cruz das Almas",0,34,2015.57,23,2086.65,2025-10,0.6774,0.5496,21,31,116.57,105.2,10,2025-10-07,0.97,berlinda,10,71.08000000000015,1.0,3067.5699999999997,2728.1948,3.583550667337605,30.574712643678158,Média,🟢 Abaixo viável
ILC4102,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,924,7529.28,27,7940.49,2025-10,0.6129,0.6389,19,31,517.79,468.75,8,2025-10-07,0.95,berlinda,8,411.21000000000004,1.0,11279.279999999999,9827.654999999999,24.274910931189382,91.26436781609195,Crítico,🟢 Abaixo viável
MCB1002,Balneario_Picarras-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",4,208,1271.54,31,1183.2,2025-10,0.3704,0.134,10,31,148.3,141.8,10,2025-10-07,1.07,berlinda,10,-88.33999999999992,-0.0,2689.54,1796.7672,-10.587062204192012,10.114942528735632,Baixa,🟢 Acima com folga
MMP0137,Itapema-Meia_Praia-Sul-apartamento-SUP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",4,92,2613.12,11,2384.46,2025-10,0.5926,0.2043,16,31,202.13,221.5,10,2025-10-07,1.1,berlinda,10,-228.65999999999985,-1.0,4828.12,3925.729,21.240947635942717,88.27586206896552,Crítico,🟢 Acima com folga
NWT1003,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,168,4197.72,30,4057.04,2025-10,0.4516,0.5207,14,31,394.79,331.93,15,2025-10-07,1.03,berlinda,15,-140.6800000000003,-0.0,9176.67,6446.213820000001,-11.50984767219453,9.195402298850574,Baixa,🟢 Acima com folga
RLV0206,Florianopolis-Novo_Campeche-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",9,286,4748.34,47,4464.63,2025-10,0.8636,0.3326,19,31,322.53,250.0,3,2025-10-07,1.06,berlinda,3,-283.71000000000004,-1.0,5498.34,5396.04,15.886534830433877,78.16091954022988,Alta,🟢 Acima com folga
VGZ0003,Imbituba-Praia_do_Rosa-casa-SUP-1Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",0,589,1679.06,42,1742.54,2025-10,0.4194,0.1746,13,31,160.54,120.36,14,2025-10-07,0.96,berlinda,14,63.48000000000002,1.0,3364.1,2385.765776,4.3846642257853485,32.64367816091954,Média,🟢 Abaixo viável
