listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,faturamento_perdido_bloqueio,falta_meta,grupo_criticidade,dias_disponiveis,dias_necessarios,potencial_max,potencial_realista,score_bruto,score_normalizado,faixa_prioridade,status_operacional,score_risco_bruto
EMF1003,Balneario_Camboriu-Intermediario-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,698,2579.55,55,2596.14,2025-11,0.5,0.2766,15,30,219.13,247.07,15,2025-11-03,0.99,0.0,16.58999999999969,berlinda,15,1.0,6285.6,4432.575,1.5788406249277482,0.3125,Baixa,🟢 Abaixo viável,
MHFB1307,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,425,2168.86,9,2579.11,2025-11,0.4,0.2266,12,30,240.25,205.5,16,2025-11-03,0.84,0.0,410.25,berlinda,16,2.0,5456.860000000001,3484.0600000000004,16.344082842530952,65.9375,Alta,🟢 Abaixo viável,
VFR505,Bombinhas-Bombas-apartamento-TOP-1Q,Especial,SC,"Bombinhas, SC","Bombinhas, SC, Bombas",8,754,2143.22,74,2670.76,2025-11,0.4091,0.3424,9,30,251.73,199.3,10,2025-11-03,0.8,2013.84,527.5400000000004,berlinda,10,3.0,4136.219999999999,2958.5562999999997,13.122197676566476,51.24999999999999,Alta,🟢 Abaixo viável,
CUR0905,Florianopolis-Itacorubi-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi",4,94,2363.15,11,2504.66,2025-11,0.5,0.3919,13,30,245.69,291.0,12,2025-11-03,0.94,982.76,141.50999999999976,berlinda,12,1.0,5855.15,4109.15,16.44111775650185,67.5,Alta,🟢 Abaixo viável,
ENL0004,Porto_Seguro-Pataxos-apartamento-JR-1Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Village 01",0,5,1832.71,34,2174.24,2025-11,0.5,0.3913,15,30,156.33,153.85,13,2025-11-03,0.84,0.0,341.52999999999975,berlinda,13,3.0,3832.76,2832.735,8.05559498184806,17.8125,Baixa,🟢 Abaixo viável,
ILC3315,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1244,9162.51,28,10075.49,2025-11,0.5333,0.5987,16,30,820.63,526.08,13,2025-11-03,0.91,0.0,912.9799999999996,berlinda,13,2.0,16001.550000000001,12809.770032,23.83509478943455,88.125,Crítico,🟢 Abaixo viável,
NWT0612,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,215,4444.24,35,4545.08,2025-11,0.6,0.472,18,30,295.44,270.08,12,2025-11-03,0.98,0.0,100.84000000000015,berlinda,12,1.0,7685.2,6388.816,5.992164538357969,10.0,Baixa,🟢 Abaixo viável,
NWT1104,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,10,3831.44,35,4545.08,2025-11,0.5333,0.472,16,30,318.5,285.0,14,2025-11-03,0.84,0.0,713.6399999999999,berlinda,14,3.0,7821.4400000000005,5959.307,14.91630510354053,59.06249999999999,Alta,🟢 Abaixo viável,
PKS0115,Guara-Geral-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,212,2065.49,31,2143.1,2025-11,0.4667,0.4504,14,30,182.21,219.56,16,2025-11-03,0.96,0.0,77.61000000000013,berlinda,16,1.0,5578.45,3704.988432,7.951122952732037,16.25,Baixa,🟢 Abaixo viável,
RTBB1361,Florianopolis-Canasvieiras_Meio-apartamento-SIM-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,738,1513.76,30,1537.74,2025-11,0.3667,0.3118,11,30,153.91,151.84,19,2025-11-03,0.98,0.0,23.980000000000018,berlinda,19,1.0,4398.72,2571.674832,2.3678405972401073,2.8125,Baixa,🟢 Abaixo viável,
TCO0210,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,269,1040.7,65,1297.34,2025-11,0.2,0.2842,6,30,128.78,129.05,21,2025-11-03,0.8,0.0,256.6399999999999,berlinda,21,2.0,3750.75,1582.71,12.76434550696039,49.0625,Média,🟢 Abaixo viável,
ILC3313,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1615,7333.26,16,7488.19,2025-11,0.4667,0.4706,14,30,640.5,541.07,14,2025-11-03,0.98,0.0,154.92999999999938,berlinda,14,1.0,14908.240000000002,10868.503166,11.194691253827651,38.75,Média,🟢 Abaixo viável,
NOR0101,Brasilia-Asa_Norte-apartamento-JR-2Q,Carteira 1_sys-price,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,767,3002.78,14,3681.8,2025-11,0.4333,0.561,13,30,255.85,286.41,17,2025-11-03,0.82,0.0,679.02,berlinda,17,3.0,7871.75,5112.504701,17.607159378564827,73.125,Alta,🟢 Abaixo viável,
ILH0001,Florianopolis-Canasvieiras_Perto-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",1,1,1775.29,42,1971.66,2025-11,0.3793,0.3351,11,30,190.45,198.38,16,2025-11-03,0.9,190.45,196.37000000000012,berlinda,16,1.0,4949.37,2979.2185440000003,19.75790988304273,79.6875,Alta,🟢 Abaixo viável,
NWT0907,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,221,4413.89,35,4545.08,2025-11,0.6333,0.472,19,30,273.21,361.0,11,2025-11-03,0.97,0.0,131.1899999999996,berlinda,11,1.0,8384.89,6928.7243,10.41996840539657,35.3125,Média,🟢 Abaixo viável,
NWT1324,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,228,4330.04,35,4545.08,2025-11,0.4333,0.472,13,30,534.69,453.0,15,2025-11-03,0.95,0.0,215.03999999999996,berlinda,15,1.0,11125.04,7274.3135,21.432652450561925,83.125,Crítico,🟢 Abaixo viável,
THK1902,Sao_Paulo-Republica-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, República",0,297,1883.45,443,2284.22,2025-11,0.4333,0.4426,13,30,167.23,153.0,17,2025-11-03,0.82,0.0,400.76999999999975,berlinda,17,3.0,4484.45,3010.4633000000003,8.948030399873913,22.5,Média,🟢 Abaixo viável,
BSO0205,Itajai-Praia_Brava-apartamento-SUP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Praia dos Amores",0,198,2060.15,50,2244.64,2025-11,0.4333,0.3503,13,30,190.23,162.18,17,2025-11-03,0.92,0.0,184.48999999999978,berlinda,17,2.0,4817.21,3254.784098,6.6648968654216185,12.1875,Baixa,🟢 Abaixo viável,
NWT0916,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,221,4040.84,35,4545.08,2025-11,0.5333,0.472,16,30,302.44,272.54,13,2025-11-03,0.89,0.0,504.2399999999998,berlinda,13,2.0,7583.860000000001,5930.332566,15.11805838401084,61.25000000000001,Alta,🟢 Abaixo viável,
PSOB1007,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,129,1585.49,12,1751.85,2025-11,0.2667,0.2595,8,30,218.63,195.3,20,2025-11-03,0.91,0.0,166.3599999999999,berlinda,20,1.0,5491.49,2627.2201999999997,18.54617004880554,75.9375,Alta,🟢 Abaixo viável,
SPJ0405,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",2,335,4773.99,19,5610.79,2025-11,0.6429,0.5559,18,30,324.33,282.8,10,2025-11-03,0.85,648.66,836.8000000000002,berlinda,10,3.0,7601.99,6592.111199999999,14.059044567104934,54.6875,Alta,🟢 Abaixo viável,
VLRY705,Florianopolis-Centrao-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,275,2136.24,114,2659.14,2025-11,0.4,0.3255,12,30,207.33,189.56,18,2025-11-03,0.8,0.0,522.9000000000001,berlinda,18,3.0,5548.32,3501.072,12.42518558631738,46.5625,Média,🟢 Abaixo viável,
EAC404,Balneario_Camboriu-Centro-apartamento-JR-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,733,2242.33,38,2659.86,2025-11,0.4,0.3074,12,30,227.17,174.47,15,2025-11-03,0.84,0.0,417.5300000000002,berlinda,15,3.0,4859.38,3289.1499999999996,9.12910943934393,24.375,Média,🟢 Abaixo viável,
OPT504,Florianopolis-Estreito-apartamento-JR-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Capoeiras",9,513,774.05,9,869.11,2025-11,0.3333,0.2175,7,30,135.86,,0,2025-11-03,0.89,1222.7400000000002,95.06000000000006,berlinda,0,0.0,,,,,Baixa,🔴 Abaixo inviável,
VNV0801,Itapema-Praia_Centro-apartamento-SUP-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Tabuleiro dos Oliveiras",0,60,2095.63,14,2452.59,2025-11,0.4333,0.2941,13,30,179.38,164.5,16,2025-11-03,0.85,0.0,356.96000000000004,berlinda,16,3.0,4727.63,3236.0756,7.980668055674478,17.1875,Baixa,🟢 Abaixo viável,
HYP0202,Florianopolis-Canasvieiras_Meio-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,40,1859.91,27,2104.57,2025-11,0.4,0.44,12,30,550.0,171.53,15,2025-11-03,0.88,0.0,244.66000000000008,berlinda,15,2.0,4432.86,2889.09,9.970333559824574,31.874999999999996,Média,🟢 Abaixo viável,
MMD0403,Ilheus-Sul-apartamento-TOP-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, São Francisco",1,187,1606.42,15,1946.5,2025-11,0.3103,0.2588,9,30,217.78,220.41,17,2025-11-03,0.83,217.78,340.0799999999999,berlinda,17,2.0,5353.389999999999,2769.1047909999998,19.254311019779085,78.4375,Alta,🟢 Abaixo viável,
SYH334,Joao_Pessoa-Cabo_Branco-apartamento-TOP-1Q,Carteira 2,PB,"João Pessoa, PB","João Pessoa, PB, Cabo Branco",0,303,4103.3,27,4871.78,2025-11,0.5667,0.5483,17,30,283.12,253.08,13,2025-11-03,0.84,0.0,768.4799999999996,berlinda,13,4.0,7393.34,5967.765668,9.98028022611858,32.1875,Média,🟢 Abaixo viável,
NWT0904,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,221,4327.54,35,4545.08,2025-11,0.6333,0.472,19,30,285.37,312.27,11,2025-11-03,0.95,0.0,217.53999999999996,berlinda,11,1.0,7762.51,6502.9065009999995,14.946099034560449,59.68750000000001,Alta,🟢 Abaixo viável,
NWT1013,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",9,185,3652.48,35,4545.08,2025-11,0.7143,0.472,15,30,302.13,284.8,5,2025-11-03,0.8,2719.17,892.5999999999999,berlinda,5,4.0,5076.48,4669.6432,13.982838585899472,54.0625,Alta,🟢 Abaixo viável,
REH0203,Florianopolis-Barra_da_Lagoa-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Barra da Lagoa",7,66,2770.34,38,3123.32,2025-11,0.5217,0.4284,12,30,299.75,244.36,11,2025-11-03,0.89,2098.25,352.98,berlinda,11,2.0,5458.3,4172.648732000001,13.808094079377073,53.125,Alta,🟢 Abaixo viável,
STG2085,Imbituba-Praia_do_Rosa-casa-SUP-5Q,Carteira 6,SC,"Garopaba, SC","Garopaba, SC, Grama",6,1200,3694.32,11,3911.7,2025-11,0.125,0.2035,3,30,1350.0,505.05,21,2025-11-03,0.94,8100.0,217.37999999999965,berlinda,21,1.0,14300.37,5020.07625,28.066510468594174,91.875,Crítico,🟢 Abaixo viável,
PRY0010,Porto_Seguro-Pataxos-apartamento-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Paraiso dos Pataxós",0,30,2566.78,27,2773.76,2025-11,0.4667,0.3147,14,30,230.14,210.69,16,2025-11-03,0.93,0.0,206.98000000000002,berlinda,16,1.0,5937.82,4140.044368000001,15.721841904130132,63.4375,Alta,🟢 Abaixo viável,
RPP0678,Penha-Longe-casa-JR-3Q,Carteira 6,SC,"Penha, SC","Penha, SC, Centro",0,283,2723.39,24,2801.99,2025-11,0.5,0.3789,15,30,198.07,165.42,12,2025-11-03,0.97,0.0,78.59999999999991,berlinda,12,1.0,4708.43,3715.91,4.640277802561746,6.875000000000001,Baixa,🟢 Abaixo viável,
ROI009,Imbituba-Praia_do_Rosa-casa-MASTER-3Q,Carteira 6,SC,"Garopaba, SC","Garopaba, SC, Ouvidor",4,400,7446.06,9,7822.5,2025-11,0.3462,0.3577,9,30,1103.56,1000.0,16,2025-11-03,0.95,4414.24,376.4399999999996,berlinda,16,1.0,23446.06,12985.26,48.122722914669176,98.4375,Crítico,🟢 Abaixo viável,
RVP0502,Joao_Pessoa-Aeroclube-apartamento-JR-2Q,Carteira 2,PB,"João Pessoa, PB","João Pessoa, PB, Aeroclube",0,254,2097.15,7,2363.54,2025-11,0.5,0.4581,15,30,208.07,141.5,12,2025-11-03,0.89,0.0,266.3899999999999,berlinda,12,2.0,3795.15,2946.15,7.974095001565444,16.875,Baixa,🟢 Abaixo viável,
VLT0107,Salvador-Graca-apartamento-SUP-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Vitória",2,52,2197.68,36,2379.95,2025-11,0.5,0.3983,14,30,181.43,174.77,13,2025-11-03,0.92,362.86,182.26999999999998,berlinda,13,2.0,4469.6900000000005,3333.685,6.692436374713757,12.5,Baixa,🟢 Abaixo viável,
RFL203,Florianopolis-Jurere_Longe-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1011,2811.28,16,3417.68,2025-11,0.4667,0.3152,14,30,255.07,214.0,15,2025-11-03,0.82,0.0,606.3999999999996,berlinda,15,3.0,6021.280000000001,4309.387000000001,12.656694989973701,47.5,Média,🟢 Abaixo viável,
IFT1005,Itapema-Meia_Praia-Norte-apartamento-TOP-1Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",0,198,2252.0,24,2714.64,2025-11,0.4,0.2925,12,30,247.0,219.78,18,2025-11-03,0.83,0.0,462.6399999999999,berlinda,18,3.0,6208.04,3834.416,12.485267438776408,46.875,Média,🟢 Abaixo viável,
JBM302,Florianopolis-Jurere_Tradicional-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1971,6525.59,15,6963.2,2025-11,0.7333,0.5474,22,30,378.32,362.29,7,2025-11-03,0.94,0.0,437.6099999999997,berlinda,7,2.0,9061.62,8385.260799,11.38425773351332,40.3125,Média,🟢 Abaixo viável,
OGD0704,Florianopolis-Beira_Mar-apartamento-MASTER-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,71,4340.92,26,4986.45,2025-11,0.5,0.3621,15,30,348.2,283.75,12,2025-11-03,0.87,0.0,645.5299999999997,berlinda,12,3.0,7745.92,6043.42,12.244458315367973,45.3125,Média,🟢 Abaixo viável,
PSOA1007,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Armação",0,129,1404.5,12,1751.85,2025-11,0.2667,0.2595,8,30,199.5,197.68,19,2025-11-03,0.8,0.0,347.3499999999999,berlinda,19,2.0,5160.42,2406.203864,19.59761052601535,79.375,Alta,🟢 Abaixo viável,
RHI206,Florianopolis-Canasvieiras_Meio-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",1,778,2768.3,34,3015.73,2025-11,0.6552,0.5251,19,30,302.68,232.3,10,2025-11-03,0.92,302.68,247.42999999999984,berlinda,10,2.0,5091.3,4290.3296,9.529697453021319,26.875,Média,🟢 Abaixo viável,
VDM303,Florianopolis-Canajure-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,202,2490.6,29,2919.75,2025-11,0.4667,0.4078,14,30,225.86,286.15,13,2025-11-03,0.85,0.0,429.1500000000001,berlinda,13,2.0,6210.549999999999,4226.700665,21.0294156177755,81.5625,Crítico,🟢 Abaixo viável,
CZZ0406,Urubici-Geral-apartamento-SUP-1Q,Especial,SC,"Urubici, SC","Urubici, SC, Centro",0,130,1407.88,49,1538.22,2025-11,0.1667,0.1338,5,30,320.0,209.32,22,2025-11-03,0.92,0.0,130.33999999999992,berlinda,22,1.0,6012.92,2175.540168,17.7365843637451,74.0625,Alta,🟢 Abaixo viável,
ILH106,Florianopolis-Canasvieiras_Perto-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",7,799,6824.69,12,7625.41,2025-11,0.7391,0.4551,17,30,579.65,426.0,3,2025-11-03,0.89,4057.5499999999997,800.7200000000003,berlinda,3,2.0,8102.69,7769.2598,22.366451115415437,85.9375,Crítico,🟢 Abaixo viável,
PRM007,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-SUP-2Q,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",0,558,2140.39,34,2500.7,2025-11,0.3333,0.2968,10,30,246.1,198.82,17,2025-11-03,0.86,0.0,360.30999999999995,berlinda,17,2.0,5520.33,3266.9240019999997,14.323356300235933,55.625,Alta,🟢 Abaixo viável,
VIN202,Florianopolis-Ingleses_Norte-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",6,1591,3071.51,13,3119.27,2025-11,0.5,0.1887,12,30,412.0,267.0,5,2025-11-03,0.98,2472.0,47.75999999999976,berlinda,5,1.0,4406.51,3739.01,4.088110359154526,6.25,Baixa,🟢 Abaixo viável,
ILC3208,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1458,9686.96,28,10075.49,2025-11,0.5333,0.5987,16,30,757.63,703.67,12,2025-11-03,0.96,0.0,388.53000000000065,berlinda,12,1.0,18131.0,14190.166532,27.134849530891348,91.5625,Crítico,🟢 Abaixo viável,
NWT0803,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,325,4282.24,35,4545.08,2025-11,0.5667,0.472,17,30,294.0,284.62,13,2025-11-03,0.94,0.0,262.84000000000015,berlinda,13,1.0,7982.299999999999,6379.064001999999,16.45945083474879,67.8125,Alta,🟢 Abaixo viável,
RFM0021,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-SUP-2Q,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",0,437,2012.04,34,2500.7,2025-11,0.4,0.2968,12,30,218.5,200.47,15,2025-11-03,0.8,0.0,488.65999999999985,berlinda,15,3.0,5019.09,3214.8599999999997,13.057899814718542,50.625,Alta,🟢 Abaixo viável,
SMA0407,Salvador-Pituba_Praia-apartamento-SUP-1Q,Carteira 5,BA,"Salvador, BA","Salvador, BA, Amaralina",1,24,1553.6,14,1573.3,2025-11,0.4138,0.3311,12,30,173.17,175.19,16,2025-11-03,0.99,173.17,19.700000000000045,berlinda,16,1.0,4356.639999999999,2713.4979519999997,2.1936331278205095,2.1875,Baixa,🟢 Abaixo viável,
CNB008,Especial-CNB-casa-TOP-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,591,3166.47,14,3701.03,2025-11,0.2333,0.3298,7,30,635.78,569.8,20,2025-11-03,0.86,0.0,534.5600000000004,berlinda,20,1.0,14562.47,5825.1568,82.29932964607156,100.0,Crítico,🟢 Abaixo viável,
GDI268,Florianopolis-Canasvieiras_Perto-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,808,1721.88,42,1971.66,2025-11,0.3,0.3351,9,30,223.0,163.94,18,2025-11-03,0.87,0.0,249.77999999999997,berlinda,18,2.0,4672.8,2607.156,10.38437996409117,34.0625,Média,🟢 Abaixo viável,
RPR056,Penha-Praia-casa-JR-3Q,Carteira 6,SC,"Penha, SC","Penha, SC, penha",0,640,2122.43,23,2180.08,2025-11,0.3333,0.308,10,30,251.6,197.76,17,2025-11-03,0.97,0.0,57.65000000000009,berlinda,17,1.0,5484.35,3242.957936,5.22956221790027,8.4375,Baixa,🟢 Abaixo viável,
VEC121,Bombinhas-Centro-apartamento-SUP-1Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",0,1040,2560.12,32,2844.7,2025-11,0.5333,0.4531,16,30,181.0,191.43,14,2025-11-03,0.9,0.0,284.5799999999999,berlinda,14,2.0,5240.139999999999,3989.3746659999997,9.575201145990786,27.187499999999996,Média,🟢 Abaixo viável,
CRR201,Florianopolis-Ribeirao-apartamento-SUP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Ribeirão da Ilha",7,859,1578.49,32,1923.63,2025-11,0.3913,0.3032,9,30,204.44,205.86,14,2025-11-03,0.82,1431.08,345.1400000000001,berlinda,14,2.0,4460.53,2706.232252,18.46782395782973,75.625,Alta,🟢 Abaixo viável,
ECH504,Florianopolis-Centrao-apartamento-TOP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,584,2614.08,24,3174.01,2025-11,0.3333,0.2825,10,30,329.8,268.42,19,2025-11-03,0.82,0.0,559.9300000000003,berlinda,19,3.0,7714.06,4313.9033340000005,15.784072366921766,64.0625,Alta,🟢 Abaixo viável,
JFM0101,Florianopolis-Beira_Mar-apartamento-JR-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,117,2670.19,26,2690.25,2025-11,0.4,0.3516,12,30,274.92,247.06,16,2025-11-03,0.99,0.0,20.059999999999945,berlinda,16,1.0,6623.15,4251.374,1.842216745655603,1.25,Baixa,🟢 Abaixo viável,
NWT1421,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,352,4470.72,35,4545.08,2025-11,0.5667,0.472,17,30,331.47,307.77,13,2025-11-03,0.98,0.0,74.35999999999967,berlinda,13,1.0,8471.73,6738.092367,5.035285891557442,7.8125,Baixa,🟢 Abaixo viável,
VHB1104,Balneario_Picarras-Geral-apartamento-TOP-2Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",6,562,1808.42,32,2108.3,2025-11,0.4167,0.2801,10,30,209.8,182.69,13,2025-11-03,0.86,1258.8000000000002,299.8800000000001,berlinda,13,2.0,4183.389999999999,2798.0699990000003,12.992713845278185,50.31250000000001,Alta,🟢 Abaixo viável,
DNAG1702,Goiania-Central-apartamento-TOP-1Q,Carteira 1_sys-price,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,107,1127.53,45,1306.17,2025-11,0.2667,0.2068,8,30,173.25,192.43,21,2025-11-03,0.86,0.0,178.6400000000001,berlinda,21,1.0,5168.56,2205.272701,26.317933500233522,90.9375,Crítico,🟢 Abaixo viável,
EUB1602,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,285,2473.51,195,2712.93,2025-11,0.5333,0.4447,16,30,188.81,261.0,14,2025-11-03,0.91,0.0,239.41999999999962,berlinda,14,1.0,6127.51,4422.1882000000005,23.033627848857105,87.1875,Crítico,🟢 Abaixo viável,
JRR303,Florianopolis-Jurere_Tradicional-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1431,7585.22,20,9043.7,2025-11,0.6333,0.4401,19,30,562.89,649.64,11,2025-11-03,0.84,0.0,1458.4800000000005,berlinda,11,3.0,14731.26,12110.807132,34.922540818470324,95.9375,Crítico,🟢 Abaixo viável,
NWT0404,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,93,4377.45,35,4545.08,2025-11,0.5333,0.472,16,30,329.62,292.73,11,2025-11-03,0.96,0.0,167.6300000000001,berlinda,11,1.0,7597.48,6094.691999,10.796362198245141,35.9375,Média,🟢 Abaixo viável,
TCO0409,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,487,1232.39,65,1297.34,2025-11,0.3667,0.2842,11,30,120.91,123.84,19,2025-11-03,0.95,0.0,64.94999999999982,berlinda,19,1.0,3585.3500000000004,2095.220432,6.1999229192038925,10.3125,Baixa,🟢 Abaixo viável,
CNB001,Especial-CNB-casa-TOP-1Q,Especial,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Jardim Europa",0,598,3475.96,14,3701.03,2025-11,0.2333,0.3298,7,30,614.22,569.85,20,2025-11-03,0.94,0.0,225.07000000000016,berlinda,20,1.0,14872.96,6134.8801,34.65417451358138,95.625,Crítico,🟢 Abaixo viável,
MHFA0803,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,17,2198.47,9,2579.11,2025-11,0.4667,0.2266,14,30,183.71,186.4,15,2025-11-03,0.85,0.0,380.6400000000003,berlinda,15,3.0,4994.469999999999,3503.3632,9.16999740220464,24.6875,Média,🟢 Abaixo viável,
SPJ0401,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,384,5531.38,19,5610.79,2025-11,0.7,0.5559,21,30,331.24,258.22,9,2025-11-03,0.99,0.0,79.40999999999985,berlinda,9,1.0,7855.360000000001,7158.166,3.654610170760261,5.0,Baixa,🟢 Abaixo viável,
JPR211,Especial-JPR-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,992,5736.28,12,6580.31,2025-11,0.5333,0.5296,16,30,419.63,359.62,13,2025-11-03,0.87,0.0,844.0300000000007,berlinda,13,3.0,10411.34,8229.489497999999,15.375672199840647,62.5,Alta,🟢 Abaixo viável,
MRV0001,Imbituba-Praia_do_Rosa-casa-SUP-3Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Praia do Rosa",7,407,3482.73,19,3617.25,2025-11,0.4783,0.2508,11,30,389.09,232.75,12,2025-11-03,0.96,2723.6299999999997,134.51999999999998,berlinda,12,1.0,6275.73,4818.6219,8.655616835994191,21.25,Média,🟢 Abaixo viável,
MTR1703,Porto_Belo-Geral-apartamento-TOP-3Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",0,227,3138.12,11,3557.72,2025-11,0.4333,0.2217,13,30,319.85,264.29,17,2025-11-03,0.88,0.0,419.5999999999999,berlinda,17,2.0,7631.05,5084.906569000001,15.585274276784007,63.125,Alta,🟢 Abaixo viável,
