listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,data_da_execucao,atingimento_meta,faturamento_perdido_bloqueio,falta_meta,grupo_criticidade,dias_disponiveis,dias_necessarios,potencial_max,potencial_realista,score_bruto,score_normalizado,faixa_prioridade,status_operacional,score_risco_bruto
JMA011,Florianopolis-Jurere_Longe-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,487,1929.52,31,2028.1,2025-11,0.4667,0.4085,14,30,182.86,181.43,14,2025-11-03,0.95,0.0,98.57999999999993,berlinda,14,1.0,4469.54,3114.9473340000004,8.81878082934766,21.5625,Média,🟢 Abaixo viável,
NWT0619,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,215,4095.96,35,4545.08,2025-11,0.5667,0.472,17,30,317.59,339.08,12,2025-11-03,0.9,0.0,449.1199999999999,berlinda,12,2.0,8164.92,6401.839631999999,16.753017504642376,68.75,Alta,🟢 Abaixo viável,
DPR0003,Balneario_Camboriu-Sul-apartamento-JR-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Barra",0,255,1584.78,28,1817.54,2025-11,0.5,0.3751,15,30,118.07,124.87,15,2025-11-03,0.87,0.0,232.76,berlinda,15,2.0,3457.83,2521.3050000000003,7.995626286078986,17.5,Baixa,🟢 Abaixo viável,
MHFA0903,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,360,2507.74,9,2579.11,2025-11,0.5,0.2266,15,30,186.13,178.36,14,2025-11-03,0.97,0.0,71.37000000000035,berlinda,14,1.0,5004.78,3756.2599999999998,4.935637952627092,7.5,Baixa,🟢 Abaixo viável,
NLV0506,Curitiba-Centro-apartamento-SUP-2Q,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Centro",0,226,2656.6,28,3316.84,2025-11,0.3667,0.4702,11,30,283.73,254.21,19,2025-11-03,0.8,0.0,660.2400000000002,berlinda,19,3.0,7486.59,4427.7573330000005,16.86742103930247,69.0625,Alta,🟢 Abaixo viável,
DOV108,Florianopolis-Ingleses_Norte-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses",0,845,3154.8,46,3271.44,2025-11,0.5,0.244,15,30,272.93,236.8,15,2025-11-03,0.96,0.0,116.63999999999987,berlinda,15,1.0,6706.8,4930.8,8.442872863326231,19.375,Baixa,🟢 Abaixo viável,
EIO6031,Itapema-Meia_Praia-Norte-apartamento-JR-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",4,759,1773.4,13,2102.22,2025-11,0.3077,0.2755,8,30,266.63,196.27,15,2025-11-03,0.84,1066.52,328.8199999999997,berlinda,15,2.0,4717.450000000001,2679.284185,15.349844783134012,62.18749999999999,Alta,🟢 Abaixo viável,
NBL0910,Porto_Alegre-Jardim_Botanico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Santa Cecília",0,702,1072.22,44,1124.1,2025-11,0.2667,0.2505,8,30,150.18,166.94,18,2025-11-03,0.95,0.0,51.87999999999988,berlinda,18,1.0,4077.1400000000003,1873.632164,7.704694600124527,15.625,Baixa,🟢 Abaixo viável,
ONJ2612,Sao_Paulo-Moema-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Indianópolis",1,273,2939.14,102,3578.07,2025-11,0.3793,0.4408,11,30,320.45,246.31,16,2025-11-03,0.82,320.45,638.9300000000003,berlinda,16,3.0,6880.1,4433.946128,14.661055475903682,57.1875,Alta,🟢 Abaixo viável,
RSU3842,Penha-Longe-apartamento-SUP-3Q,Carteira 6,SC,"Penha, SC","Penha, SC, Gravatá",0,303,3278.85,16,3480.26,2025-11,0.5,0.2421,15,30,290.53,214.25,12,2025-11-03,0.94,0.0,201.4100000000003,berlinda,12,1.0,5849.85,4564.35,12.399100210903802,46.25,Média,🟢 Abaixo viável,
TCO0709,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,274,1181.3,65,1297.34,2025-11,0.3333,0.2842,10,30,131.9,133.33,18,2025-11-03,0.91,0.0,116.03999999999996,berlinda,18,1.0,3581.24,1981.200002,11.925642622597,43.125,Média,🟢 Abaixo viável,
TXP1803,Goiania-Central-apartamento-SUP-1Q,Carteira 1_sys-price,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,471,533.9,127,604.39,2025-11,0.1333,0.1935,4,30,154.5,146.72,25,2025-11-03,0.88,0.0,70.49000000000001,berlinda,25,1.0,4201.9,1022.8444,17.111952216284188,70.3125,Alta,🟢 Abaixo viável,
CMC101,Florianopolis-Ingleses_Norte-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,1046,2649.46,24,3195.68,2025-11,0.5,0.3196,15,30,220.93,222.92,12,2025-11-03,0.83,0.0,546.2199999999998,berlinda,12,3.0,5324.5,3986.98,12.700829703432962,48.4375,Média,🟢 Abaixo viável,
IAP0403,Florianopolis-Ingleses_Praia-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses sul",9,382,2855.14,34,3392.97,2025-11,0.7143,0.4251,15,30,246.87,213.5,6,2025-11-03,0.84,2221.83,537.8299999999999,berlinda,6,3.0,4136.139999999999,3770.1583,11.280844903825647,39.375,Média,🟢 Abaixo viável,
ITFA039,Mata_de_Sao_Joao-Praia_Imbassai-apartamento-SUP-2Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Açu da Torre",0,516,3284.11,11,3620.49,2025-11,0.5667,0.316,17,30,240.94,236.54,13,2025-11-03,0.91,0.0,336.37999999999965,berlinda,13,2.0,6359.13,5026.723834,10.988474653983292,37.8125,Média,🟢 Abaixo viável,
RLN0104,Gramado-Geral-apartamento-JR-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Ipê Amarelo",7,304,3720.51,44,3981.28,2025-11,0.6957,0.4212,16,30,317.81,397.57,7,2025-11-03,0.93,2224.67,260.77,berlinda,7,1.0,6503.5,5656.636143,26.040451538198763,90.625,Crítico,🟢 Abaixo viável,
SDR006,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,1569,1894.23,23,2256.32,2025-11,0.4,0.4355,12,30,175.92,191.63,16,2025-11-03,0.84,0.0,362.09000000000015,berlinda,16,2.0,4960.3099999999995,3120.6620000000003,15.376211419479507,62.81250000000001,Alta,🟢 Abaixo viável,
TVT1008,Florianopolis-Centrao-apartamento-MASTER-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,589,4373.95,26,4986.45,2025-11,0.4333,0.3621,13,30,400.0,344.29,17,2025-11-03,0.88,0.0,612.5,berlinda,17,2.0,10226.880000000001,6910.024569,21.145065627851483,81.875,Crítico,🟢 Abaixo viável,
VTD0310,Florianopolis-UFSC-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Trindade",9,74,1741.23,37,1897.84,2025-11,0.4762,0.3378,10,30,207.83,169.0,6,2025-11-03,0.92,1870.47,156.6099999999999,berlinda,6,1.0,2755.23,2224.0968000000003,13.94590165662015,53.75,Alta,🟢 Abaixo viável,
BLS1657,Goiania-Central-apartamento-TOP-1Q,Carteira 1_sys-price,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",0,15,1267.35,45,1306.17,2025-11,0.3,0.2068,9,30,182.11,173.33,21,2025-11-03,0.97,0.0,38.820000000000164,berlinda,21,1.0,4907.280000000001,2359.3289999999997,5.1514508831163095,8.125,Baixa,🟢 Abaixo viável,
CGS0002,Brasilia-Asa_Norte-apartamento-SUP-2Q,Carteira 1_sys-price,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,192,3072.92,37,3302.18,2025-11,0.4333,0.5171,13,30,288.62,260.13,16,2025-11-03,0.93,0.0,229.25999999999976,berlinda,16,1.0,7235.0,4876.349264,18.060009993398282,74.6875,Alta,🟢 Abaixo viável,
CEN0035,Porto_Alegre-Auxiliadora-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Auxiliadora",0,296,1663.85,86,1857.45,2025-11,0.3667,0.3026,11,30,171.82,178.06,18,2025-11-03,0.9,0.0,193.60000000000014,berlinda,18,2.0,4868.93,2839.152836,9.279500390320068,25.3125,Média,🟢 Abaixo viável,
TCO1117,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,430,1170.06,65,1297.34,2025-11,0.3667,0.2842,11,30,124.36,129.0,19,2025-11-03,0.9,0.0,127.27999999999997,berlinda,19,1.0,3621.06,2068.8417,12.655988407048264,47.1875,Média,🟢 Abaixo viável,
OAG0505,Sao_Paulo-Pinheiros-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Cerqueira César",8,177,2802.98,410,3394.21,2025-11,0.5455,0.4927,12,30,266.5,225.78,9,2025-11-03,0.83,2132.0,591.23,berlinda,9,3.0,4835.0,3911.4469099999997,13.109374434699088,50.9375,Alta,🟢 Abaixo viável,
RLI0101,Florianopolis-Ingleses_Norte-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,337,3099.47,24,3195.68,2025-11,0.6,0.3196,18,30,201.94,228.27,11,2025-11-03,0.97,0.0,96.21000000000004,berlinda,11,1.0,5610.4400000000005,4606.052,6.872357901917594,13.750000000000002,Baixa,🟢 Abaixo viável,
VLPD0223,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-SUP-1Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Açu da Torre",3,102,4512.67,25,4991.63,2025-11,0.6296,0.3954,17,30,304.88,251.0,10,2025-11-03,0.9,914.64,478.96000000000004,berlinda,10,2.0,7022.67,6092.966,12.042054399064035,44.0625,Média,🟢 Abaixo viável,
NWT0613,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,215,3961.69,35,4545.08,2025-11,0.5333,0.472,16,30,290.5,273.31,13,2025-11-03,0.87,0.0,583.3899999999999,berlinda,13,3.0,7514.72,5856.520899,11.693693759699132,42.1875,Média,🟢 Abaixo viável,
PTS0101,Florianopolis-Ingleses_Norte-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,192,2739.3,46,3271.44,2025-11,0.2667,0.244,8,30,266.08,208.47,15,2025-11-03,0.84,0.0,532.1399999999999,berlinda,15,3.0,5866.35,3573.284235,11.303404188980995,39.6875,Média,🟢 Abaixo viável,
WBU2407,Goiania-Central-apartamento-TOP-1Q,Carteira 1_sys-price,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,359,1078.32,45,1306.17,2025-11,0.2,0.2068,6,30,197.82,218.71,17,2025-11-03,0.83,0.0,227.85000000000014,berlinda,17,2.0,4796.39,1821.9340000000002,19.076028962539347,77.5,Alta,🟢 Abaixo viável,
MHFB1204,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,479,2183.48,9,2579.11,2025-11,0.4,0.2266,12,30,218.08,188.39,18,2025-11-03,0.85,0.0,395.6300000000001,berlinda,18,3.0,5574.5,3539.888,9.632875384661116,28.4375,Média,🟢 Abaixo viável,
NWT0604,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,215,3873.48,35,4545.08,2025-11,0.5667,0.472,17,30,272.06,306.62,13,2025-11-03,0.85,0.0,671.5999999999999,berlinda,13,3.0,7859.54,6132.380202,15.102483858003229,60.9375,Alta,🟢 Abaixo viável,
ORP0305,Gramado-Geral-apartamento-SUP-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Floresta",0,22,5226.23,139,6021.82,2025-11,0.5,0.4915,15,30,379.4,359.21,14,2025-11-03,0.87,0.0,795.5900000000001,berlinda,14,3.0,10255.169999999998,7740.699999999999,15.819352726141485,64.375,Alta,🟢 Abaixo viável,
SPJ0204,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,367,4900.42,19,5610.79,2025-11,0.5333,0.5559,16,30,324.71,216.88,8,2025-11-03,0.87,0.0,710.3699999999999,berlinda,8,4.0,6635.46,5825.716832,6.864677059736685,13.4375,Baixa,🟢 Abaixo viável,
CTA022,Florianopolis-Praia_Brava-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Praia Brava",7,1395,3973.3,28,4169.99,2025-11,0.5217,0.2808,12,30,421.83,352.91,11,2025-11-03,0.95,2952.81,196.6899999999996,berlinda,11,1.0,7855.31,5998.5446170000005,16.64605140539902,68.125,Alta,🟢 Abaixo viável,
PSO0606,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,129,1536.08,12,1751.85,2025-11,0.2667,0.2595,8,30,203.5,189.86,21,2025-11-03,0.88,0.0,215.76999999999998,berlinda,21,2.0,5523.14,2599.4289019999997,11.69223740617062,41.875,Média,🟢 Abaixo viável,
NWT0922,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,221,3780.75,35,4545.08,2025-11,0.5333,0.472,16,30,282.94,281.0,14,2025-11-03,0.83,0.0,764.3299999999999,berlinda,14,3.0,7714.75,5878.7522,15.751591464470003,63.74999999999999,Alta,🟢 Abaixo viável,
OAG0820,Sao_Paulo-Pinheiros-apartamento-TOP-1Q,Carteira 4_sys-price,SP,"São Paulo, SP","São Paulo, SP, Cerqueira César",2,368,4159.59,267,4387.41,2025-11,0.5,0.4901,14,30,403.79,272.46,13,2025-11-03,0.95,807.58,227.8199999999997,berlinda,13,1.0,7701.57,5930.58,14.147717491640833,55.3125,Alta,🟢 Abaixo viável,
STL401,Camboriu-Tabuleiro-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Vila Real",21,1,2351.52,19,2411.88,2025-11,1.0,0.2678,9,30,281.89,,0,2025-11-03,0.97,5919.69,60.36000000000013,berlinda,0,0.0,,,,,Baixa,🔴 Abaixo inviável,
ILC2310,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1327,10000.56,28,10075.49,2025-11,0.6,0.5987,18,30,730.94,595.17,12,2025-11-03,0.99,0.0,74.93000000000029,berlinda,12,1.0,17142.6,14285.784,4.426195460468937,6.5625,Baixa,🟢 Abaixo viável,
PGO209,Pocos_de_Caldas-Geral-apartamento-SUP-1Q,Carteira 4,MG,"Poços de Caldas, MG","Poços de Caldas, MG, São Benedito",0,808,993.25,27,1167.9,2025-11,0.2,0.2113,6,30,166.78,121.89,19,2025-11-03,0.85,0.0,174.6500000000001,berlinda,19,2.0,3309.16,1456.432,9.11383187772926,24.0625,Média,🟢 Abaixo viável,
EAB0201,Florianopolis-Ingleses_Norte-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,716,3083.91,46,3271.44,2025-11,0.4,0.244,12,30,297.42,262.06,18,2025-11-03,0.94,0.0,187.5300000000002,berlinda,18,1.0,7800.99,4970.742,15.022165101606648,60.0,Alta,🟢 Abaixo viável,
LVL001,Porto_Seguro-Ajuda_Intermediario-casa-TOP-4Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial DAjuda",3,492,4224.3,13,5197.15,2025-11,0.2222,0.3441,6,30,876.0,575.26,19,2025-11-03,0.81,2628.0,972.8499999999995,berlinda,19,2.0,15154.240000000002,6652.9326679999995,53.84121018250385,99.0625,Crítico,🟢 Abaixo viável,
AYR0202,Florianopolis-Canasvieiras_Perto-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,297,4629.74,21,5296.91,2025-11,0.6,0.4581,18,30,318.56,366.27,11,2025-11-03,0.87,0.0,667.1700000000001,berlinda,11,2.0,8658.71,7047.121999999999,23.066689437804303,87.5,Crítico,🟢 Abaixo viável,
BPM1309,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,571,2559.66,195,2712.93,2025-11,0.5333,0.4447,16,30,235.19,219.36,14,2025-11-03,0.94,0.0,153.26999999999998,berlinda,14,1.0,5630.7,4197.445632,12.39298736052902,45.9375,Média,🟢 Abaixo viável,
ETE0304,Maceio-Ponta_Verde-apartamento-TOP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,522,3894.93,115,4435.91,2025-11,0.7,0.5713,21,30,273.95,235.56,9,2025-11-03,0.88,0.0,540.98,berlinda,9,3.0,6014.969999999999,5378.958,9.57588174692453,27.500000000000004,Média,🟢 Abaixo viável,
MHF1409,Itapema-Canto_Praia-apartamento-TOP-2Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",9,444,1951.5,10,2423.39,2025-11,0.381,0.2478,8,30,287.27,225.1,10,2025-11-03,0.81,2585.43,471.8899999999999,berlinda,10,3.0,4202.5,2809.131,14.610722857924916,56.875,Alta,🟢 Abaixo viável,
NWT0610,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,215,4455.08,35,4545.08,2025-11,0.6333,0.472,19,30,264.26,335.2,10,2025-11-03,0.98,0.0,90.0,berlinda,10,1.0,7807.08,6577.9016,6.63750693057108,11.5625,Baixa,🟢 Abaixo viável,
VTD0606,Florianopolis-UFSC-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Trindade",0,54,1772.0,37,1897.84,2025-11,0.3333,0.3378,10,30,227.7,218.95,20,2025-11-03,0.93,0.0,125.83999999999992,berlinda,20,1.0,6151.0,3231.5207,14.51790878050836,56.56250000000001,Alta,🟢 Abaixo viável,
HAI406,Salvador-Centro-apartamento-JR-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Centro",0,460,1690.29,27,1948.84,2025-11,0.4333,0.4428,13,30,156.62,133.6,15,2025-11-03,0.87,0.0,258.54999999999995,berlinda,15,2.0,3694.29,2558.6232,8.862266784343506,21.875,Média,🟢 Abaixo viável,
MDC0214,Gramado-Geral-apartamento-SUP-1Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Floresta",0,240,4283.54,78,4890.74,2025-11,0.6667,0.5846,20,30,277.75,356.6,10,2025-11-03,0.88,0.0,607.1999999999998,berlinda,10,2.0,7849.54,6660.992200000001,22.13647832434355,84.375,Crítico,🟢 Abaixo viável,
NWT1019,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,199,4477.14,35,4545.08,2025-11,0.5,0.472,15,30,401.8,312.54,13,2025-11-03,0.99,0.0,67.9399999999996,berlinda,13,1.0,8540.16,6508.650000000001,4.671857833085419,7.187499999999999,Baixa,🟢 Abaixo viável,
PAI0303,Salvador-Barra-apartamento-JR-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,345,2183.94,116,2434.58,2025-11,0.5,0.4937,15,30,167.93,138.47,15,2025-11-03,0.9,0.0,250.63999999999987,berlinda,15,2.0,4260.99,3222.465,7.127742937180124,14.374999999999998,Baixa,🟢 Abaixo viável,
VST024,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",2,123,1507.12,42,1530.85,2025-11,0.25,0.1234,7,30,272.57,189.75,20,2025-11-03,0.98,545.14,23.730000000000018,berlinda,20,1.0,5302.12,2455.87,2.941351210112032,4.0625,Baixa,🟢 Abaixo viável,
ELU0211,Florianopolis-Jurere_Tradicional-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,74,6671.29,14,6829.73,2025-11,0.6667,0.5343,20,30,390.35,425.86,7,2025-11-03,0.98,0.0,158.4399999999996,berlinda,7,1.0,9652.31,8658.736034,9.879344922859296,30.625000000000004,Média,🟢 Abaixo viável,
IPC0901,Balneario_Camboriu-Centro-apartamento-TOP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",11,67,5238.71,40,5438.41,2025-11,0.6842,0.3927,13,30,518.77,367.67,6,2025-11-03,0.96,5706.469999999999,199.69999999999982,berlinda,6,1.0,7444.73,6748.068884,13.500949542237514,52.5,Alta,🟢 Abaixo viável,
RGP208,Florianopolis-Jurere_Tradicional-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1484,4540.34,19,5520.27,2025-11,0.5,0.4331,15,30,362.8,246.21,14,2025-11-03,0.82,0.0,979.9300000000003,berlinda,14,4.0,7987.280000000001,6263.81,10.92648390839579,37.5,Média,🟢 Abaixo viável,
VST016,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos pinheiros",2,123,1372.83,42,1530.85,2025-11,0.1786,0.1234,5,30,333.4,182.59,22,2025-11-03,0.9,666.8,158.01999999999998,berlinda,22,1.0,5389.8099999999995,2090.262628,18.84761524643172,76.5625,Alta,🟢 Abaixo viável,
