listing,carteira,estado,cidade,Bairro
TXP0505,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0509,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0516,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0604,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0605,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0606,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0608,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0609,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0710,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0716,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0806,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0807,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0903,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0905,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0914,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0918,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP0919,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP1004,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP1007,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP1101,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP1204,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP1304,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP1305,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP1403,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP1405,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP1406,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP1410,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP1505,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP1508,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP1604,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP1607,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP1608,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP1717,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP1803,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP1804,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP1901,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP1905,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP1906,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP1912,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP1916,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP2004,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP2107,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP2202,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TXP2206,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
TZS210,Carteira 6,SC,"Penha, SC","Penha, SC, Praia de Armação do Itaporocói"
UMC002,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajubá II"
UML0101,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Mariscal"
UML0103,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Mariscal"
UML0104,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Mariscal"
UNI0402,Carteira 2,PB,"Cabedelo, PB","Cabedelo, PB, Intermares"
UPE0304,Carteira 4,BA,"Ilhéus, BA","Ilhéus, BA, Pontal"
UPR0011,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Jaó"
URA0015,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Paraíso dos Pataxós"
URB1110,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Petrópolis"
VAA0001,Carteira 4,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória"
VAA002,Carteira 4,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória"
VAC0201,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajuba"
VAC0601,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajuba"
VAC0603,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajuba"
VAC0701,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajuba"
VAC0708,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajubá"
VAC0906,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajubá"
VAC108,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajubá"
VAC2205,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajuba"
VAC5604,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajuba"
VAE0001,Carteira 6,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Vale Encantado"
VAE0002,Carteira 6,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Vale Encantado"
VAE0003,Carteira 6,SP,"Campos do Jordão, SP","Campos do Jordão, SP, Vale Encantado"
VAJ0203,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi"
VAM0504,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Faiçalville"
VAP002,Carteira 4,BA,"Maraú, BA","Maraú, BA, Barra Grande"
VAP102,Carteira 4,BA,"Maraú, BA","Maraú, BA, Barra Grande"
VAP202,Carteira 4,BA,"Maraú, BA","Maraú, BA, Barra Grande"
VAR0302,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória"
VAS1009,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pompeia"
VBD0203,Carteira 6,RS,"Gramado, RS","Gramado, RS, Centro"
VBM1313,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Vila Clementino"
VBP0408,Carteira 6,SP,"São Paulo, SP","São Paulo, SP, Pinheiros"
VBP1805,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pinheiros"
VBP1807,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pinheiros"
VBV1002,Carteira 6,SP,"São Paulo, SP","São Paulo, SP, Vila Olímpia"
VBX1317,Carteira 6,SP,"São Paulo, SP","São Paulo, SP, Vila Olímpia"
VBX1518,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Vila Olímpia"
VCE1102,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Balneário Piçarras"
VCM005,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória"
VDA003,Carteira 4,AL,"Passo de Camaragibe, AL","Passo de Camaragibe, AL, Passo de Camaragibe"
VDA005,Carteira 4,AL,"Passo de Camaragibe, AL","Passo de Camaragibe, AL, Passo de Camaragibe"
VDA006,Carteira 4,AL,"Passo de Camaragibe, AL","Passo de Camaragibe, AL, Passo de Camaragibe"
VDB0201,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro"
VDC001,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Campeche"
VDE101,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
VDF010,Carteira 4,BA,"Camaçari, BA","Camaçari, BA, Itacimirim"
VDG114,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
VDI0401,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Meaípe"
VDI208,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional"
VDL0010,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Praia do Forte"
VDM101,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
VDM1021,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
VDM203,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
VDM303,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras"
VDN303,Carteira 3,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
VDO102,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche"
VDP0027,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Parque Burle"
VDP0029,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Parque Burle"
VDR0202,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus"
VDT0401,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
VDV0014,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Xamagunga"
VEC112,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro"
VEC114,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro"
VEC115,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro"
VEC117,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro"
VEC120,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro"
VEC121,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro"
VEC213,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro"
VEC311,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro"
VEL0102,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Centro"
VENB312,Carteira 6,RS,"Porto Alegre, RS","Porto Alegre, RS, Santana"
VENB504,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Azenha"
VER102,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
VFI0103,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro"
VFR0404,Carteira 3,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
VFR201,Carteira 3,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
VFR203,Carteira 3,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
VFR205,Carteira 3,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
VFR206,Carteira 3,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
VFR207,Carteira 3,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
VFR208,Carteira 3,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
VFR307,Carteira 3,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
VFR308,Carteira 3,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
VFR309,Carteira 3,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
VFR501,Carteira 3,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
VFR504,Especial,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
VFR505,Especial,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
VFR508,Carteira 3,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
VFR509,Carteira 3,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
VGA1002,Carteira 6,SC,"Itapema, SC","Itapema, SC, Itapema"
VGC0005,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Praia do Forte"
VGI0207,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses Norte"
VGL041,Carteira 4,RJ,"Petrópolis, RJ","Petrópolis, RJ, Mosela"
VGN0102,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
VGO1107,Carteira 5,SP,"São Paulo, SP","São Paulo, SP, Vila Olímpia"
VGR305,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Capoeiras"
VGT0004,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, São Francisco"
VGT025,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória"
VGZ0001,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera"
VGZ0002,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera"
VGZ0003,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera"
VGZ0004,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera"
VGZ0005,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera"
VGZ0006,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera"
VGZ0007,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera"
VHB1104,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi"
VHU1201,Carteira 3,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi"
VIC0203,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche"
VIC0401,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche"
VIG0011,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
VIL305,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, João Paulo"
VIM0602,Carteira 6,SC,"Itapema, SC","Itapema, SC, Andorinha"
VIN202,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
VIN204,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses Norte"
VISE030,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
VISE059,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
VJE301,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
VJG0102,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, São Francisco"
VJG301,Carteira 4,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória"
VJGM0102,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória"
VKA0115,Carteira 2,AL,"Porto de Pedras, AL","Porto de Pedras, AL, Tatuamunha"
VLA,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
VLAR0301,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho"
VLD1002,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro"
VLE001,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Mariscal"
VLE002,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Mariscal"
VLE003,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Mariscal"
VLE004,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Mariscal"
VLE005,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Mariscal"
VLE006,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Mariscal"
VLE007,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, mariscal"
VLE008,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, mariscal"
VLJ204,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
VLL0009,Carteira 1,BA,"Maraú, BA","Maraú, BA, Barra Grande"
VLL0002,Carteira 2,BA,"Maraú, BA","Maraú, BA, Barra Grande"
VLL0008,Carteira 4,BA,"Maraú, BA","Maraú, BA, Barra Grande"
VLL0001,Carteira 2,BA,"Maraú, BA","Maraú, BA, Barra Grande"
VLL0101,Carteira 2,BA,"Maraú, BA","Maraú, BA, Barra Grande"
VLL0105,Carteira 2,BA,"Maraú, BA","Maraú, BA, Barra Grande"
VLL0107,Carteira 2,BA,"Maraú, BA","Maraú, BA, Barra Grande"
VLL0507,Carteira 4,BA,"Maraú, BA","Maraú, BA, Barra Grande"
VLO0414,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional"
VLO0504,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional"
VLO0514,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional"
VLOB0506,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional"
VLP0111,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Centro"
VLPC0103,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Centro"
VLP0103,Carteira 4,BA,"Mata de São João, BA","Mata de São João, BA, Centro"
VLP0105,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Praia do Forte"
VLP0109,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Praia do Forte"
VLPD0223,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Açu da Torre"
VLP0439,Carteira 4,BA,"Mata de São João, BA","Mata de São João, BA, Açu da Torre"
VLP0222,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Açu da Torre"
VLR301,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
VLR403,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
VLR605,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
VLR801,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
VLR802,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
VLRR705,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
VLRY705,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
VMA101,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
VME0303,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, João Paulo"
VMI001,Carteira 3,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera"
VMI002,,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera"
VMI003,Carteira 3,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera"
VMI004,Carteira 3,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera"
VNC919,Carteira 2,DF,"Brasília, DF","Brasília, DF, Zona Industrial Guará"
VNR005,Carteira 2,AL,"São Miguel dos Milagres, AL","São Miguel dos Milagres, AL, Riacho"
VNT0019,Carteira 6,SP,"São Paulo, SP","São Paulo, SP, Perdizes"
VNT1011,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Perdizes"
NIK0504,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Bela Vista"
VNU1613,Carteira 6,SP,"São Paulo, SP","São Paulo, SP, Bela Vista"
VNU1405,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Bela Vista"
VNU1417,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Bela Vista"
VNU1908,Carteira 6,SP,"São Paulo, SP","São Paulo, SP, Bela Vista"
VNU1911,Carteira 6,SP,"São Paulo, SP","São Paulo, SP, Bela Vista"
VNU1912,Carteira 6,SP,"São Paulo, SP","São Paulo, SP, Bela Vista"
VNU1920,Carteira 6,SP,"São Paulo, SP","São Paulo, SP, Bela Vista"
VNVA0801,Carteira 6,SC,"Itapema, SC","Itapema, SC, Tabuleiro dos Oliveiras"
VPC0109,Carteira 6,RJ,"Petrópolis, RJ","Petrópolis, RJ, Itaipava"
VPD0605,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Agronômica"
VPE004,Carteira 6,RJ,"Armação dos Búzios, RJ","Armação dos Búzios, RJ, Manguinhos"
VPS111,Carteira 1,DF,"Brasília, DF","Brasília, DF, Zona Industrial Guará"
VRA404,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro"
VRE102,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Bombas"
VRL0002,Carteira 2,BA,"Camaçari, BA","Camaçari, BA, Centro"
VRN302,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê"
VRS0009,Carteira 1,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera"
VSI006,Carteira 4,BA,"Salvador, BA","Salvador, BA, Stella Maris"
VST001,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VST002,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VST003,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VST004,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VST005,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VST006,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VST007,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VST008,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VST009,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VST010,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VST011,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VST012,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos pinheiros"
VST013,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VST014,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos pinheiros"
VST015,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos pinheiros"
VST016,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos pinheiros"
VST017,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos pinheiros"
VST018,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos pinheiros"
VST019,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VST020,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VST021,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VST022,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VST023,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Vistas de Anitá"
VST024,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VST025,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VST028,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VST031,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VST032,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VST033,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VST034,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VST035,Carteira 5,SC,"Anitápolis, SC",VST036
VST036,Carteira 5,SC,"Anitápolis, SC",VST036
VST044,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VST037,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VST027,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VST038,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros"
VSU004,Carteira 4,AL,"Porto de Pedras, AL","Porto de Pedras, AL, Villa Satu"
VTD0203,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Trindade"
VTD0302,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Trindade"
VTE0301,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia"
VTL0103,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória"
VTL0302,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória"
VTM0016,Carteira 4,BA,"Porto Seguro, BA","Porto Seguro, BA, Taperapuan"
VTR0033,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro"
VVA0490,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Arraial DAjuda"
VVB0120,Carteira 4,BA,"Maraú, BA","Maraú, BA, Barra Grande"
VVM0138,Carteira 2,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses Norte"
VVP0027,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Ogiva"
WBU2615,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
WBU2105,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
WBU2202,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
WBU2405,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
WBU2407,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
WBU2607,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Marista"
WBU2904,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
WBU3002,Carteira 2,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
WBU3015,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno"
WSH0208,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Bigorrilho"
WSH0801,Carteira 4,PR,"Curitiba, PR","Curitiba, PR, Bigorrilho"
WTE0010,Carteira 6,SP,"Ubatuba, SP","Ubatuba, SP, Toninhas"
WTE0103,Carteira 4,SP,"Ubatuba, SP","Ubatuba, SP, Toninhas"
XMG722,Carteira 6,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico"
YHD0105,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Carvoeira"
YHD0307,Carteira 6,SC,"Florianópolis, SC","Florianópolis, SC, Carvoeira"
YHD112,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Carvoeira"
YOU1203,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Jardim Paulistano"
YVD1301,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro"
ZAH0811,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Paraíso"
ZME208,Carteira 6,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Braga"
ZNB1304,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra"
ZUC0703,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Nações"
GEN0102,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Nações"
CSU0402,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Trindade"
SAF0002,Carteira 1,SC,"Penha, SC","Penha, SC, Armação"
SAF0001,Carteira 1,SC,"Penha, SC","Penha, SC, Armação"
AQT0604,Carteira 6,SC,"Itapema, SC","Itapema, SC, Morretes"
VTD0109,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Trindade"
