listing,group_name,num_listing_blocked,n_days_status,listing_fat,n_competitors,meta_value,year_month,to_listings,to_competitors,days_occupied,total_days
EEZ0301,Maceio-Ponta_Verde-apartamento-JR-1Q,0,313,245.55,50,2590.14,2025-09,0.0333,0.6956,1,30
ELF0602,Bombinhas-Bombas-apartamento-SUP-1Q,1,111,2607.55,20,1429.7,2025-09,0.5172,0.2367,15,30
EVA105,Florianopolis-Centrao-apartamento-SUP-1Q,1,711,3026.29,115,2909.04,2025-09,0.7586,0.523,22,30
JBM201,Florianopolis-Jurere_Tradicional-apartamento-TOP-1Q,9,1910,3262.89,17,3641.82,2025-09,0.9524,0.4394,20,30
JHG1733,Florianopolis-Costa_da_Lagoa-apartamento-JR-1Q,0,783,1434.59,22,1476.18,2025-09,0.5667,0.4935,17,30
LIV1011,Salvador-Graca-apartamento-TOP-1Q,1,84,3080.48,10,2506.32,2025-09,0.7241,0.5488,21,30
MADB1005,Aguas_Claras-Geral-apartamento-JR-1Q,4,706,1900.65,92,2224.85,2025-09,0.6538,0.6102,17,30
MHE0213,Florianopolis-Cachoeira_Bom_Jesus-apartamento-TOP-2Q,1,222,4985.73,20,4110.07,2025-09,0.7241,0.3447,21,30
MHF0805,Itapema-Canto_Praia-apartamento-TOP-1Q,6,356,1936.32,14,993.99,2025-09,0.6667,0.3113,16,30
MHFB0903,Itapema-Canto_Praia-apartamento-SUP-1Q,1,299,2379.82,12,1214.13,2025-09,0.7931,0.3234,23,30
NOA0616,Sao_Paulo-Santo_Amaro-apartamento-SUP-1Q,1,220,3310.76,129,3420.97,2025-09,0.8276,0.6065,24,30
NWT1115,Especial-NWT-apartamento-TOP-1Q,0,89,4422.58,34,4405.55,2025-09,0.6,0.6132,18,30
PSOB0407,Penha-Beto_Carrero-apartamento-SUP-1Q,0,53,2734.8,20,1865.2,2025-09,0.8667,0.5162,26,30
PUQ0208,Sao_Paulo-Pompeia-apartamento-SUP-1Q,0,138,2490.8,64,3067.19,2025-09,0.6667,0.5586,20,30
RDS001,Campos_do_Jordao-Vila_Natal-casa-JR-2Q,14,570,2180.94,9,2267.8,2025-09,0.5,0.2462,8,30
RJI0046,Ubatuba-Itagua-apartamento-JR-2Q,0,314,2952.88,100,1728.1,2025-09,0.8333,0.3956,25,30
SDR009,Florianopolis-Lagoa-apartamento-SUP-1Q,1,1406,535.61,23,2570.4,2025-09,0.1724,0.6942,5,30
SHC0606,Balneario_Picarras-Geral-apartamento-TOP-3Q,0,269,3235.32,16,2552.06,2025-09,0.7333,0.2535,22,30
SOT0203,Florianopolis-Jurere_Tradicional-apartamento-TOP-1Q,0,216,2950.71,17,3641.82,2025-09,0.7,0.4394,21,30
SPT0205,Blumenau-Central-apartamento-JR-1Q,0,448,978.81,35,1509.6,2025-09,0.4,0.4702,12,30
TPS203,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,0,811,1815.96,17,3512.48,2025-09,0.5333,0.4916,16,30
VST018,Especial-VST-casa-TOP-1Q,0,62,3067.27,35,2529.48,2025-09,0.4,0.1819,12,30
VST037,Especial-VST-casa-TOP-1Q,0,62,3751.26,35,2529.48,2025-09,0.5,0.1819,15,30
CBU203,Florianopolis-Novo_Campeche-apartamento-SUP-2Q,2,334,4345.72,31,3051.14,2025-09,0.8571,0.4065,24,30
CNA005,Especial-CNA-casa-MASTER-1Q,3,955,9386.52,24,9143.68,2025-09,0.5926,0.5133,16,30
CNA008,Especial-CNA-casa-MASTER-1Q,1,955,9012.48,24,9143.68,2025-09,0.4828,0.5133,14,30
CNA010,Especial-CNA-casa-MASTER-1Q,3,955,11011.85,24,9143.68,2025-09,0.7407,0.5133,20,30
CNA011,Especial-CNA-casa-MASTER-1Q,1,955,15110.38,24,9143.68,2025-09,0.9655,0.5133,28,30
COA0314,Brasilia-Setor_Hoteleiro-apartamento-SUP-1Q,0,700,4693.21,109,6111.5,2025-09,0.8,0.7752,24,30
EJO0403,Florianopolis-Centrao-apartamento-JR-1Q,0,332,2532.93,67,2394.45,2025-09,0.8333,0.585,25,30
EMR302,Florianopolis-Jurere_Internacional-apartamento-SUP-2Q,7,886,822.26,12,3904.26,2025-09,0.2609,0.4157,6,30
ESZ0103,Brasilia-Asa_Norte-apartamento-JR-1Q,0,255,3454.86,154,2673.24,2025-09,0.9,0.7119,27,30
LIV0803,Salvador-Graca-apartamento-TOP-1Q,1,195,3479.49,10,2506.32,2025-09,0.9655,0.5488,28,30
MGI025,Porto_Seguro-Ajuda_Intermediario-casa-SUP-2Q,0,146,0.0,17,3766.48,2025-09,0.0,0.3538,0,30
MHE0111,Florianopolis-Cachoeira_Bom_Jesus-apartamento-MASTER-1Q,11,165,2655.23,8,4186.25,2025-09,0.8421,0.3196,16,30
NWT0508,Especial-NWT-apartamento-TOP-1Q,0,199,4849.59,34,4405.55,2025-09,0.7,0.6132,21,30
NWT1223,Especial-NWT-apartamento-TOP-1Q,0,264,5746.4,34,4405.55,2025-09,0.6667,0.6132,20,30
PBR0003,Porto_Seguro-Estrada_da_Balsa-casa-TOP-3Q,1,245,7461.06,13,8265.81,2025-09,0.931,0.492,27,30
PIC0125,Bombinhas-Centro-apartamento-JR-3Q,8,402,2190.59,29,1664.26,2025-09,1.0,0.2337,22,30
PSD102,Florianopolis-Jurere_Tradicional-apartamento-JR-1Q,1,1929,1926.8,10,2020.97,2025-09,0.6897,0.326,20,30
RCI0201,Florianopolis-Ingleses_Norte-apartamento-JR-2Q,0,270,400.44,11,1751.85,2025-09,0.1333,0.3259,4,30
RTL0302,Itapema-Canto_Praia-apartamento-JR-2Q,0,348,3623.1,13,1459.87,2025-09,1.0,0.3418,30,30
RUP0603,Blumenau-Central-apartamento-SUP-1Q,1,404,1956.16,64,1546.36,2025-09,0.6897,0.4645,20,30
SKL0507,Penha-Praia-apartamento-SUP-3Q,7,73,3338.56,18,2901.48,2025-09,0.7826,0.3129,18,30
SMB0307,Florianopolis-Canasvieiras_Perto-apartamento-JR-1Q,2,298,2777.64,18,911.45,2025-09,0.9643,0.2937,27,30
TXP1101,Goiania-Central-apartamento-TOP-2Q,3,137,5634.57,19,4233.64,2025-09,0.8519,0.5111,23,30
TXP1607,Goiania-Central-apartamento-SUP-1Q,6,711,2955.55,140,2762.08,2025-09,0.8333,0.6003,20,30
VGZ0006,Imbituba-Praia_do_Rosa-casa-SUP-1Q,4,559,1763.2,56,2237.45,2025-09,0.6154,0.3506,16,30
VLO0504,Florianopolis-Jurere_Longe-apartamento-TOP-2Q,3,297,5480.73,12,3584.98,2025-09,0.7778,0.4404,21,30
VST038,Especial-VST-casa-TOP-1Q,3,62,1915.72,35,2529.48,2025-09,0.2963,0.1819,8,30
WAL0714,Sao_Paulo-Butanta-apartamento-SUP-1Q,4,49,4278.6,28,4423.42,2025-09,1.0,0.7525,26,30
APS1005,Sao_Paulo-Liberdade-apartamento-JR-1Q,0,104,1700.65,96,3195.18,2025-09,0.4333,0.6647,13,30
BDR521,Florianopolis-Lagoa-apartamento-SUP-1Q,0,1224,2373.76,23,2570.4,2025-09,0.7667,0.6942,23,30
CRA304,Bombinhas-Mariscal-apartamento-JR-3Q,0,1158,1490.9,16,1201.96,2025-09,0.5667,0.1503,17,30
CVAF0220,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-SUP-1Q,0,171,3144.22,30,3429.96,2025-09,0.6,0.4207,18,30
EHS0117,Brasilia-Asa_Norte-apartamento-SUP-1Q,0,216,3796.9,100,3470.11,2025-09,0.9667,0.7093,29,30
ELG0071,Barra_Velha-Centro-apartamento-JR-3Q,5,185,887.0,12,1539.71,2025-09,0.32,0.2429,8,30
ESA0902,Balneario_Camboriu-Norte-apartamento-SUP-3Q,10,361,4821.51,8,4359.72,2025-09,0.9,0.4407,18,30
ILC3113,Especial-ILC-hotel-JR-1Q,0,1558,5423.38,15,4134.37,2025-09,0.7667,0.5328,23,30
JAS0004,Florianopolis-Lagoa-apartamento-JR-1Q,1,104,2065.01,22,1476.18,2025-09,0.7586,0.5225,22,30
JBV279,Especial-JBV-hotel-JR-1Q,0,1004,6300.75,25,4134.37,2025-09,0.8,0.5455,24,30
MHFA0705,Itapema-Canto_Praia-apartamento-SUP-1Q,0,223,2806.29,12,1214.13,2025-09,0.9,0.3234,27,30
OAG0820,Sao_Paulo-Pinheiros-apartamento-TOP-1Q,0,307,5700.95,272,4993.26,2025-09,0.7667,0.6927,23,30
PSO0903,Penha-Beto_Carrero-apartamento-SUP-1Q,0,38,2772.15,20,1865.2,2025-09,0.8667,0.5162,26,30
STL401,Camboriu-Tabuleiro-apartamento-SUP-2Q,9,605,3512.53,20,2338.35,2025-09,0.9524,0.4657,20,30
VDP0027,Cabo_Frio-Palmeiras-casa-SUP-2Q,0,130,2587.16,45,2214.82,2025-09,0.6333,0.4196,19,30
BSO0202,Itajai-Praia_Brava-apartamento-SUP-1Q,3,131,2119.39,15,1844.31,2025-09,0.7778,0.52,21,30
EPK0402,Guara-Geral-apartamento-SUP-2Q,0,255,6833.99,15,3263.31,2025-09,0.9,0.5578,27,30
ERE0302,Maceio-Cruz_das_Almas-apartamento-JR-1Q,2,4,1839.88,27,2502.23,2025-09,0.7857,0.7772,22,30
IBE104,Florianopolis-Canasvieiras_Meio-apartamento-JR-2Q,1,742,3241.26,11,2295.43,2025-09,0.9655,0.3488,28,30
ILC1206,Especial-ILC-hotel-JR-1Q,0,1910,7061.62,15,4134.37,2025-09,0.8333,0.5328,25,30
ILC4102,Especial-ILC-hotel-TOP-1Q,8,894,4508.33,27,7153.6,2025-09,0.7727,0.7981,17,30
MCB1002,Balneario_Picarras-Geral-apartamento-SUP-2Q,0,178,1057.25,44,1016.07,2025-09,0.3667,0.1971,11,30
MHF0908,Itapema-Canto_Praia-apartamento-TOP-2Q,0,426,3301.09,12,2364.02,2025-09,0.7333,0.2853,22,30
MHFA2005,Itapema-Canto_Praia-apartamento-SUP-1Q,0,413,2788.16,12,1214.13,2025-09,0.9,0.3234,27,30
MMP0137,Itapema-Meia_Praia-Sul-apartamento-SUP-3Q,7,62,2691.99,12,2608.01,2025-09,0.7826,0.294,18,30
NWT0505,Especial-NWT-apartamento-TOP-1Q,0,305,5280.15,34,4405.55,2025-09,0.7333,0.6132,22,30
NWT1003,Especial-NWT-apartamento-TOP-1Q,0,138,5245.71,34,4405.55,2025-09,0.8,0.6132,24,30
RLV0206,Florianopolis-Novo_Campeche-apartamento-SUP-3Q,12,256,3350.07,52,4366.31,2025-09,0.8333,0.4918,15,30
RUC0002,Bombinhas-Mariscal-casa-JR-2Q,0,271,1053.91,16,952.0,2025-09,0.4667,0.2035,14,30
SSG0102,Florianopolis-UFSC-apartamento-TOP-1Q,0,934,2334.81,15,1825.82,2025-09,0.5333,0.524,16,30
TXP1912,Goiania-Central-apartamento-TOP-2Q,1,696,3721.65,19,4233.64,2025-09,0.5172,0.5111,15,30
VAC0708,Barra_Velha-Tabuleiro-apartamento-SUP-2Q,1,130,2320.56,58,1108.45,2025-09,0.7586,0.2035,22,30
VAC0906,Barra_Velha-Tabuleiro-apartamento-SUP-2Q,4,66,1487.37,58,1108.45,2025-09,0.5769,0.2035,15,30
VGZ0003,Imbituba-Praia_do_Rosa-casa-SUP-1Q,2,559,1340.32,56,2237.45,2025-09,0.3929,0.3506,11,30
BFC301,Cabo_Frio-Centro-apartamento-JR-3Q,4,817,1726.38,72,2091.27,2025-09,0.4615,0.3755,12,30
BLS1755,Goiania-Central-apartamento-SUP-1Q,4,711,2646.25,140,2762.08,2025-09,0.7692,0.6003,20,30
BMC1008,Florianopolis-Beira_Mar-apartamento-SUP-1Q,0,5,2472.59,25,3383.0,2025-09,0.7333,0.5485,22,30
EJO0402,Florianopolis-Centrao-apartamento-JR-1Q,1,333,2382.72,67,2394.45,2025-09,0.6897,0.585,20,30
GSH0101,Camaçari-Monte_Gordo-apartamento-JR-2Q,0,165,5456.5,18,2320.23,2025-09,0.6333,0.447,19,30
ILC2106,Especial-ILC-hotel-JR-1Q,0,1803,5993.16,15,4134.37,2025-09,0.7667,0.5328,23,30
JBV157,Especial-JBV-hotel-TOP-1Q,1,1060,7430.62,31,7153.6,2025-09,0.8276,0.7461,24,30
JPA102,Gramado-Geral-apartamento-JR-2Q,0,466,1119.6,36,2399.85,2025-09,0.2667,0.2878,8,30
JSO0007,Porto_Seguro-Pataxos-apartamento-JR-1Q,0,311,0.0,37,2296.7,2025-09,0.0,0.6439,0,30
NGO0002,Pocos_de_Caldas-Geral-apartamento-SUP-1Q,12,89,907.74,29,1625.33,2025-09,0.3889,0.3768,7,30
NWT0323,Especial-NWT-apartamento-TOP-1Q,1,284,5141.15,34,4405.55,2025-09,0.8621,0.6132,25,30
NWT1302,Especial-NWT-apartamento-TOP-1Q,0,291,5690.2,34,4405.55,2025-09,0.8,0.6132,24,30
OAG0505,Sao_Paulo-Pinheiros-apartamento-SUP-1Q,0,116,4621.15,393,4152.46,2025-09,0.6667,0.6551,20,30
OPR0303,Salvador-Ondina_Rio_Vermelho-apartamento-SUP-1Q,1,12,3073.5,64,2576.44,2025-09,1.0,0.5986,29,30
PSD201,Florianopolis-Jurere_Tradicional-apartamento-SIM-2Q,2,1929,3656.86,10,2020.97,2025-09,0.8929,0.326,25,30
PSO1003,Penha-Beto_Carrero-apartamento-SUP-1Q,0,59,3232.23,20,1865.2,2025-09,0.9333,0.5162,28,30
PSOA1101,Penha-Beto_Carrero-apartamento-SUP-1Q,0,55,2721.38,20,1865.2,2025-09,0.7667,0.5162,23,30
RLI0101,Florianopolis-Ingleses_Norte-apartamento-JR-2Q,1,276,2556.77,11,1751.85,2025-09,0.7931,0.3259,23,30
RMH1511,Aguas_Claras-Geral-apartamento-SUP-1Q,0,141,3669.39,102,2105.63,2025-09,0.8,0.5929,24,30
SOA0111,Salvador-Boca_do_Rio-apartamento-SUP-2Q,3,384,4528.67,11,3410.2,2025-09,0.8889,0.6689,24,30
SPT0105,Blumenau-Central-apartamento-JR-1Q,6,535,2401.42,35,1509.6,2025-09,0.9583,0.4702,23,30
SSN0304,Salvador-Costa_Azul-apartamento-SUP-1Q,1,245,2333.3,36,2636.05,2025-09,0.7586,0.6357,22,30
VJG0102,Ilheus-Sul-apartamento-SUP-2Q,13,653,2153.76,18,2399.79,2025-09,0.8235,0.3683,14,30
VLP0105,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-SUP-2Q,0,556,3603.69,21,5255.55,2025-09,0.5667,0.4912,17,30
VLPD0223,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-SUP-1Q,1,41,3918.48,30,3429.96,2025-09,0.8621,0.4207,25,30
ACM0865,Caldas_Novas-Geral-apartamento-SUP-2Q,0,76,3017.99,26,1246.06,2025-09,0.6667,0.2971,20,30
AGA0203,Camaçari-Jacuipe-apartamento-SUP-2Q,3,118,2738.56,70,3459.42,2025-09,0.6296,0.3569,17,30
BLS1257,Goiania-Central-apartamento-SUP-1Q,3,711,3184.98,140,2762.08,2025-09,0.7407,0.6003,20,30
CEP093,Balneario_Camboriu-Centro-apartamento-SUP-3Q,9,726,2950.12,60,2728.86,2025-09,0.5714,0.3613,12,30
CLR0211,Brasilia-Vila_Planalto-apartamento-SUP-1Q,0,67,4576.9,73,4731.52,2025-09,0.8667,0.6374,26,30
DMS0203,Gramado-Centro-apartamento-TOP-2Q,0,201,7434.79,58,4406.4,2025-09,0.7667,0.4483,23,30
DPR0002,Balneario_Camboriu-Sul-apartamento-JR-1Q,0,194,1741.42,27,1554.28,2025-09,0.5333,0.4951,16,30
EBA0401,Porto_Alegre-Cidade_Baixa-apartamento-JR-1Q,0,662,1750.94,41,1969.86,2025-09,0.6,0.7181,18,30
ECL1902,Curitiba-Centro-apartamento-SUP-1Q,0,81,1667.55,249,2462.32,2025-09,0.3667,0.6092,11,30
EMM0202,Guarapari-Praia_do_Morro-apartamento-SUP-2Q,0,357,2043.28,42,2627.78,2025-09,0.5,0.5722,15,30
ESS1004,Goiania-Leste-apartamento-SUP-1Q,1,189,2904.09,79,2609.28,2025-09,0.7931,0.584,23,30
EVZ0601,Balneario_Camboriu-Norte-apartamento-JR-3Q,0,174,3312.9,17,2913.91,2025-09,0.9,0.4165,27,30
JMA006,Florianopolis-Jurere_Longe-apartamento-JR-1Q,0,718,972.5,28,1059.5,2025-09,0.3667,0.409,11,30
MHFB2007,Itapema-Canto_Praia-apartamento-SUP-1Q,0,320,1150.51,12,1214.13,2025-09,0.2667,0.3234,8,30
NRR128,Balneario_Camboriu-Intermediario-casa-JR-3Q,8,829,2062.3,21,2892.55,2025-09,0.8182,0.4407,18,30
NWT1010,Especial-NWT-apartamento-MASTER-1Q,0,131,8575.96,23,6251.18,2025-09,0.8,0.7372,24,30
PSOA1103,Penha-Beto_Carrero-apartamento-SUP-1Q,0,40,2358.88,20,1865.2,2025-09,0.7333,0.5162,22,30
RMM0318,Florianopolis-Ingleses_Centro-apartamento-SUP-1Q,0,530,1692.79,22,1076.72,2025-09,0.5667,0.4636,17,30
SMZ407,Brasilia-Setor_Hoteleiro-apartamento-SUP-1Q,0,481,5015.07,109,6111.5,2025-09,0.8,0.7752,24,30
SOH1102,Maceio-Ponta_Verde-apartamento-SUP-2Q,7,276,2775.95,26,3977.57,2025-09,0.7826,0.6758,18,30
THO2614,Goiania-Leste-apartamento-SUP-1Q,0,472,3555.16,79,2609.28,2025-09,0.7333,0.584,22,30
TRC0410,Florianopolis-UFSC-apartamento-SUP-1Q,1,69,3668.12,41,2601.66,2025-09,0.9655,0.5824,28,30
VGL041,Petropolis-Mosela-casa-JR-3Q,28,795,152.89,9,2335.8,2025-09,0.5,0.3714,1,30
CAT406,Florianopolis-Centrao-apartamento-JR-1Q,0,1459,3369.84,67,2394.45,2025-09,0.9333,0.585,28,30
CBA0902,Itapema-Praia_Itapema-apartamento-SUP-2Q,3,143,0.0,9,1858.91,2025-09,0.0,0.2615,0,30
DPR0003,Balneario_Camboriu-Sul-apartamento-JR-1Q,0,194,1876.45,27,1554.28,2025-09,0.6667,0.4951,20,30
EAC1303,Balneario_Camboriu-Centro-apartamento-JR-2Q,0,672,2726.24,39,2313.28,2025-09,0.8333,0.4048,25,30
ECH113,Florianopolis-Centrao-apartamento-TOP-1Q,0,577,3610.83,23,4333.3,2025-09,0.7,0.5139,21,30
EHI0401,Itajai-Praia_Brava-apartamento-TOP-2Q,8,256,4059.8,15,2490.55,2025-09,0.9091,0.458,20,30
HMO0410,Sao_Paulo-Butanta-apartamento-SUP-1Q,2,367,3550.12,28,4423.42,2025-09,0.7857,0.7525,22,30
LIB203,Florianopolis-Ingleses_Praia-apartamento-JR-2Q,0,1728,2395.02,17,1357.2,2025-09,0.7333,0.3673,22,30
LTL0301,Itapema-Praia_Itapema-apartamento-SUP-2Q,0,103,2934.05,9,1858.91,2025-09,0.8333,0.2615,25,30
MBCA0407,Goiania-Leste-apartamento-SUP-1Q,0,686,3131.13,79,2609.28,2025-09,0.8333,0.584,25,30
MHFA0903,Itapema-Canto_Praia-apartamento-SUP-1Q,0,299,2746.92,12,1214.13,2025-09,0.9333,0.3234,28,30
NLV0506,Curitiba-Centro-apartamento-SUP-2Q,0,165,1398.4,26,3454.06,2025-09,0.2333,0.6521,7,30
NVI501,Balneario_Camboriu-Sul-apartamento-SUP-2Q,1,851,2301.12,50,2301.74,2025-09,0.4483,0.3777,13,30
NWT0711,Especial-NWT-apartamento-TOP-1Q,0,124,5190.52,34,4405.55,2025-09,0.8,0.6132,24,30
NWTB0609,Especial-NWT-apartamento-MASTER-1Q,1,147,6698.97,23,6251.18,2025-09,0.7931,0.7372,23,30
OKA124,Florianopolis-Campeche-apartamento-SUP-1Q,4,256,2450.87,21,1528.3,2025-09,0.7692,0.4219,20,30
ORN0101,Florianopolis-Ingleses_Norte-apartamento-JR-2Q,1,293,2377.64,11,1751.85,2025-09,0.7931,0.3259,23,30
PDP904,Porto_Belo-Geral-apartamento-TOP-3Q,7,175,829.7,10,3275.72,2025-09,0.1304,0.2103,3,30
SDR005,Florianopolis-Lagoa-apartamento-SUP-1Q,1,1508,582.24,23,2570.4,2025-09,0.2069,0.6942,6,30
SHC0905,Balneario_Picarras-Geral-apartamento-TOP-3Q,0,235,4367.26,16,2552.06,2025-09,0.8,0.2535,24,30
SHR103,Florianopolis-Novo_Campeche-apartamento-TOP-1Q,5,900,3316.43,43,3841.15,2025-09,0.72,0.5986,18,30
TCR0913,Aguas_Claras-Geral-apartamento-JR-1Q,0,6,2251.65,92,2224.85,2025-09,0.8333,0.6102,25,30
BVE101,Florianopolis-Campeche-apartamento-SUP-2Q,14,497,1921.77,36,1882.91,2025-09,0.75,0.4511,12,30
CET802,Balneario_Camboriu-Centro-apartamento-SUP-3Q,4,1305,4998.31,60,2728.86,2025-09,0.8846,0.3613,23,30
DNAG0706,Goiania-Central-apartamento-TOP-1Q,0,124,3484.17,48,2731.56,2025-09,0.7667,0.5615,23,30
EAB203,Florianopolis-Ingleses_Norte-apartamento-SUP-2Q,30,1666,0.0,29,2481.79,2025-09,,0.4084,0,30
HMC0320,Sao_Paulo-Campo_Belo-apartamento-SUP-1Q,0,236,3174.44,54,3881.95,2025-09,0.7667,0.7357,23,30
HRE0025,Ubatuba-Toninhas-apartamento-SUP-2Q,4,294,3648.03,102,3057.45,2025-09,0.7308,0.4562,19,30
IFT1005,Itapema-Meia_Praia-Norte-apartamento-TOP-1Q,0,137,3240.6,23,1858.91,2025-09,1.0,0.3237,30,30
ILC3403,Especial-ILC-hotel-JR-1Q,0,1769,6048.44,15,4134.37,2025-09,0.8,0.5328,24,30
IRE0022,Ubatuba-Praia_Grande-apartamento-SUP-2Q,0,216,2570.3,155,3328.52,2025-09,0.4667,0.4114,14,30
IRE021,Ubatuba-Praia_Grande-apartamento-SUP-2Q,2,572,1788.32,155,3328.52,2025-09,0.3929,0.4114,11,30
JBM302,Florianopolis-Jurere_Tradicional-apartamento-SUP-1Q,0,1910,4116.48,11,3166.63,2025-09,0.7333,0.474,22,30
JMA010,Florianopolis-Jurere_Longe-apartamento-JR-1Q,0,426,0.0,28,1059.5,2025-09,0.0,0.409,0,30
MFL1802,Goiania-Leste-apartamento-TOP-3Q,1,707,7835.98,11,4622.94,2025-09,0.6897,0.4533,20,30
MRD0061,Balneario_Camboriu-Centro-apartamento-SUP-3Q,0,39,4006.79,60,2728.86,2025-09,0.8,0.3613,24,30
OGD0704,Florianopolis-Beira_Mar-apartamento-TOP-1Q,0,10,5141.99,16,5315.98,2025-09,0.9333,0.7057,28,30
PDA0736,Camaçari-Jacuipe-casa-SUP-5Q,14,633,0.0,13,4573.3,2025-09,0.0,0.352,0,30
PDN0113,Balneario_Camboriu-Longe-apartamento-TOP-1Q,0,186,3419.08,97,1918.28,2025-09,0.9,0.3813,27,30
PSOA1007,Penha-Beto_Carrero-apartamento-SUP-1Q,0,68,2349.7,20,1865.2,2025-09,0.7667,0.5162,23,30
RBE0031,Florianopolis-UFSC-apartamento-SUP-2Q,0,375,4953.08,17,1921.52,2025-09,0.9333,0.5472,28,30
RHI206,Florianopolis-Canasvieiras_Meio-apartamento-SUP-1Q,0,717,1395.69,25,1911.65,2025-09,0.4333,0.6124,13,30
RVL118,Bombinhas-Mariscal-casa-JR-2Q,0,1089,1302.09,16,952.0,2025-09,0.5,0.2035,15,30
SPT0109,Blumenau-Central-apartamento-JR-1Q,0,535,1225.93,35,1509.6,2025-09,0.5,0.4702,15,30
SPT0110,Blumenau-Central-apartamento-JR-1Q,0,535,1306.49,35,1509.6,2025-09,0.5,0.4702,15,30
TRS0004,Penha-Beto_Carrero-casa-SUP-1Q,0,103,2596.97,23,1653.55,2025-09,0.8333,0.4482,25,30
VLA,Florianopolis-Santinho-apartamento-SUP-2Q,0,224,2247.98,12,2139.33,2025-09,0.7333,0.3225,22,30
VST011,Especial-VST-casa-TOP-1Q,0,426,4339.85,35,2529.48,2025-09,0.5667,0.1819,17,30
BLT0007,Ilheus-Sul-apartamento-SUP-2Q,1,214,1954.52,18,2399.79,2025-09,0.5172,0.3683,15,30
BOU201,Florianopolis-Canasvieiras_Meio-apartamento-SIM-1Q,0,1637,1457.66,22,1211.78,2025-09,0.6667,0.3788,20,30
CCM004,Bombinhas-Mariscal-casa-JR-3Q,0,1371,2540.87,19,1167.9,2025-09,0.8333,0.222,25,30
CDV042,Ubatuba-Estufa-apartamento-JR-2Q,0,738,1172.58,10,2444.81,2025-09,0.4,0.3956,12,30
CLR314,Brasilia-Vila_Planalto-apartamento-SUP-1Q,0,580,4740.1,73,4731.52,2025-09,0.9333,0.6374,28,30
EKO0008,Camaçari-Itacimirim-apartamento-SUP-2Q,2,10,817.77,15,3415.13,2025-09,0.1786,0.3897,5,30
ELM701,Balneario_Camboriu-Intermediario-apartamento-JR-3Q,10,733,1491.34,20,2910.77,2025-09,0.65,0.4376,13,30
EVA1005,Florianopolis-Centrao-apartamento-JR-1Q,0,322,2640.92,67,2394.45,2025-09,0.8,0.585,24,30
GEN0102,Balneario_Camboriu-Longe-apartamento-JR-2Q,0,70,2317.82,22,2087.7,2025-09,0.7333,0.5202,22,30
JBM202,Florianopolis-Jurere_Tradicional-apartamento-TOP-1Q,0,1910,3185.19,17,3641.82,2025-09,0.6667,0.4394,20,30
JBV152,Especial-JBV-hotel-TOP-1Q,1,1060,8539.75,31,7153.6,2025-09,0.931,0.7461,27,30
JBV265,Especial-JBV-hotel-JR-1Q,0,1866,5980.27,25,4134.37,2025-09,0.9667,0.5455,29,30
JDE792,Florianopolis-Campeche-casa-SUP-3Q,14,425,2717.38,20,4068.18,2025-09,0.625,0.461,10,30
MHFA0605,Itapema-Canto_Praia-apartamento-SUP-1Q,0,313,3148.25,12,1214.13,2025-09,0.9333,0.3234,28,30
MPK0119,Brasilia-Asa_Sul-apartamento-JR-1Q,0,339,3434.09,223,2708.72,2025-09,0.8333,0.6653,25,30
NWT0313,Especial-NWT-apartamento-TOP-1Q,4,318,3570.4,34,4405.55,2025-09,0.6538,0.6132,17,30
NWT0923,Especial-NWT-apartamento-TOP-1Q,0,160,6020.24,34,4405.55,2025-09,1.0,0.6132,30,30
PRJ003,Imbituba-Praia_do_Rosa-casa-SIM-1Q,0,1180,85.99,54,1292.48,2025-09,0.0333,0.3235,1,30
RFY0025,Florianopolis-Itacorubi-apartamento-SUP-2Q,1,143,4187.38,14,2233.97,2025-09,0.9655,0.4178,28,30
SSG0313,Florianopolis-UFSC-apartamento-TOP-1Q,0,1348,326.5,15,1825.82,2025-09,0.0667,0.524,2,30
TCO1106,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,0,336,2085.41,76,1965.48,2025-09,0.7333,0.587,22,30
TPS201,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,0,865,2460.8,17,3512.48,2025-09,0.8333,0.4916,25,30
TPS208,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,0,969,2222.92,17,3512.48,2025-09,0.6667,0.4916,20,30
UML0103,Bombinhas-Mariscal-apartamento-TOP-2Q,0,424,2218.34,11,2043.83,2025-09,0.5333,0.1855,16,30
VGZ0001,Imbituba-Praia_do_Rosa-casa-SUP-1Q,0,559,3801.06,56,2237.45,2025-09,0.9667,0.3506,29,30
VIM0602,Itapema-Praia_Itapema-apartamento-TOP-3Q,0,117,4958.12,18,3734.36,2025-09,0.8667,0.3283,26,30
CPR0207,Marau-Barra_Grande-apartamento-TOP-2Q,0,419,1403.16,12,3411.24,2025-09,0.1333,0.3633,4,30
CZZ0403,Urubici-Geral-apartamento-SUP-1Q,0,160,1731.53,53,2228.74,2025-09,0.3667,0.2369,11,30
CZZ0405,Urubici-Geral-apartamento-SUP-1Q,2,73,2430.49,53,2228.74,2025-09,0.5357,0.2369,15,30
