listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,atingimento_meta,grupo_criticidade,data_atualizacao
CZZ0505,Urubici-Geral-apartamento-SUP-1Q,Especial,SC,"Urubici, SC","Urubici, SC, Centro",0,101,3494.82,53,2181.1,2025-09,0.7,0.2595,21,30,235.55,231.78,18,1.6,ok,2025-09-25
DRL0103,Bombinhas-Centro-apartamento-SUP-2Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",0,426,3060.32,32,1294.42,2025-09,0.9,0.2693,27,30,171.3,129.0,2,2.36,meta_subestimada,2025-09-25
ILC3313,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1554,6228.94,17,5034.14,2025-09,0.8333,0.5746,25,30,370.69,359.0,12,1.24,ok,2025-09-25
NOR0101,Brasilia-Asa_Norte-apartamento-JR-2Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,706,4242.75,13,5350.93,2025-09,0.9333,0.7031,28,30,232.22,248.75,12,0.79,atenção,2025-09-25
OBP0303,Penha-Beto_Carrero-apartamento-MASTER-2Q,Carteira 3,SC,"Penha, SC","Penha, SC, Armação",0,291,6093.93,22,3392.65,2025-09,0.8333,0.3567,25,30,290.1,286.7,10,1.8,ok,2025-09-25
PDC001,Ilheus-Sul-apartamento-JR-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória",0,406,1831.34,23,1946.5,2025-09,0.7,0.342,21,30,175.86,119.82,17,0.94,berlinda,2025-09-25
RSR0614,Maceio-Cruz_das_Almas-apartamento-TOP-1Q,Carteira 2,AL,"Maceió, AL","Maceió, AL, Cruz das Almas",23,313,1352.73,47,4837.77,2025-09,1.0,0.8466,7,30,226.0,,0,0.28,crítico,2025-09-25
TCO0511,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",0,382,3436.53,75,2131.42,2025-09,1.0,0.6172,30,30,196.0,,0,1.61,ok,2025-09-25
TPZ0403,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-SUP-2Q,Carteira 2,BA,"SIm	Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",0,601,2050.0,28,2699.67,2025-09,0.4333,0.6556,13,30,419.0,233.08,25,0.76,atenção,2025-09-25
TSR0501,Ilheus-Sul-apartamento-SUP-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória",2,14,2963.34,20,2189.04,2025-09,0.8214,0.4216,23,30,213.09,202.72,18,1.35,ok,2025-09-25
TXP0604,Goiania-Central-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",2,441,2312.12,49,3075.47,2025-09,0.6071,0.601,17,30,,188.89,28,0.75,atenção,2025-09-25
VST009,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",1,427,3461.92,36,2529.96,2025-09,0.4828,0.2014,14,30,270.0,189.85,27,1.37,ok,2025-09-25
AGS0642,Bombinhas-Centro-casa-SUP-4Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Centro",9,479,2749.24,22,3222.33,2025-09,0.5238,0.3292,11,30,427.46,356.44,9,0.85,berlinda,2025-09-25
ATC0301,Florianopolis-Cachoeira_Bom_Jesus-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",1,306,2367.2,17,1790.78,2025-09,0.7931,0.4083,23,30,141.47,200.0,12,1.32,ok,2025-09-25
ELF0412,Bombinhas-Bombas-apartamento-SUP-1Q,Especial,SC,"Bombinhas, SC","Bombinhas, SC, José Amândio",0,131,645.86,22,1500.51,2025-09,0.1333,0.2446,4,30,,235.86,29,0.43,crítico,2025-09-25
JBV208,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1008,7669.04,32,7018.73,2025-09,0.7333,0.7825,22,30,460.24,498.85,13,1.09,berlinda,2025-09-25
JRR309,Florianopolis-Jurere_Tradicional-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,81,7255.11,11,7554.38,2025-09,0.6,0.4014,18,30,502.08,422.43,14,0.96,berlinda,2025-09-25
NWT0606,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,154,4757.1,33,4282.3,2025-09,0.7931,0.6542,23,30,271.71,264.3,10,1.11,ok,2025-09-25
ODE1710,Sao_Paulo-Pompeia-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Perdizes",4,75,3260.66,61,3124.6,2025-09,0.9231,0.5842,24,30,,193.28,25,1.04,berlinda,2025-09-25
PLN0415,Brasilia-Lago_Norte-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Guará, DF, Centro",0,700,3076.01,10,3040.45,2025-09,0.8333,0.5425,25,30,161.56,160.18,22,1.01,berlinda,2025-09-25
RRA0103,Florianopolis-Praia_Brava-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Praia Brava",5,362,1694.14,11,3503.7,2025-09,0.28,0.7482,7,30,441.43,346.4,20,0.48,crítico,2025-09-25
SOA0107,Salvador-Boca_do_Rio-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Boca do Rio",0,257,2005.86,23,2242.37,2025-09,0.6667,0.6421,20,30,131.0,165.52,21,0.89,berlinda,2025-09-25
SOA0912,Salvador-Boca_do_Rio-apartamento-TOP-2Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Boca do Rio",1,94,4703.07,24,3968.37,2025-09,0.931,0.4587,27,30,246.38,299.22,18,1.19,ok,2025-09-25
SPB0502,Salvador-Barra-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",1,144,6715.79,109,3833.63,2025-09,0.931,0.6343,27,30,292.71,283.5,6,1.75,ok,2025-09-25
SPT0304,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Itoupava Seca",0,472,0.0,35,1512.11,2025-09,0.0,0.4968,0,30,517.5,256.14,21,0.0,crítico,2025-09-25
TXP0903,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",0,717,3932.69,143,2973.3,2025-09,1.0,0.6535,30,30,195.41,183.44,9,1.32,ok,2025-09-25
VAS1009,Sao_Paulo-Pompeia-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Pompeia",1,82,4305.28,61,3124.6,2025-09,0.931,0.5842,27,30,324.75,180.32,25,1.38,ok,2025-09-25
APS1005,Sao_Paulo-Liberdade-apartamento-JR-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Sé",0,104,1700.65,97,3241.05,2025-09,0.4333,0.6893,13,30,154.4,155.83,24,0.52,atenção,2025-09-25
BDR521,Florianopolis-Lagoa-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",0,1224,2373.76,23,2646.9,2025-09,0.7667,0.7257,23,30,158.78,197.77,13,0.9,berlinda,2025-09-25
CRA304,Bombinhas-Mariscal-apartamento-JR-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, mariscal",0,1158,1490.9,19,1070.58,2025-09,0.5667,0.1916,17,30,138.3,133.77,13,1.39,ok,2025-09-25
CVAF0220,Mata_de_Sao_Joao-Praia_do_Forte-apartamento-SUP-1Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Praia do Forte",1,171,3144.22,31,3330.3,2025-09,0.6207,0.4517,18,30,284.17,250.23,13,0.94,berlinda,2025-09-25
EHS0117,Brasilia-Asa_Norte-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, SHCNW",0,216,3796.9,98,3478.4,2025-09,0.9667,0.7543,29,30,175.0,176.78,18,1.09,berlinda,2025-09-25
ELG0071,Barra_Velha-Centro-apartamento-JR-3Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Centro",5,185,887.0,16,1181.53,2025-09,0.32,0.2724,8,30,163.13,142.96,23,0.75,atenção,2025-09-25
ESA0902,Balneario_Camboriu-Norte-apartamento-SUP-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",10,361,4821.51,27,5119.9,2025-09,0.9,0.6115,18,30,344.0,280.33,3,0.94,berlinda,2025-09-25
ILC3113,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1558,5423.38,17,5034.14,2025-09,0.7667,0.5746,23,30,389.08,345.36,14,1.08,berlinda,2025-09-25
JAS0004,Florianopolis-Lagoa-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Lagoa da Conceição",1,104,2065.01,24,1288.1,2025-09,0.7586,0.56,22,30,127.29,139.23,22,1.6,ok,2025-09-25
JBV279,Especial-JBV-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1004,6570.2,26,4750.51,2025-09,0.8333,0.5987,25,30,409.67,365.11,9,1.38,ok,2025-09-25
MHFA0705,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,223,2806.29,12,1138.7,2025-09,0.9,0.3389,27,30,150.25,157.94,18,2.46,meta_subestimada,2025-09-25
OAG0820,Sao_Paulo-Pinheiros-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Cerqueira César",0,307,5700.95,270,5055.45,2025-09,0.7667,0.7284,23,30,300.4,291.53,17,1.13,ok,2025-09-25
PSO0903,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,38,2772.15,11,1518.27,2025-09,0.8667,0.5812,26,30,186.75,163.86,7,1.83,ok,2025-09-25
STL401,Camboriu-Tabuleiro-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Vila Real",9,605,3512.53,20,2784.71,2025-09,0.9524,0.4935,20,30,208.61,184.86,7,1.26,ok,2025-09-25
VDP0027,Cabo_Frio-Palmeiras-casa-SUP-2Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Parque Burle",1,130,2587.16,51,1897.84,2025-09,0.6552,0.5017,19,30,234.29,202.9,10,1.36,ok,2025-09-25
CET1604,Balneario_Camboriu-Centro-apartamento-TOP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",0,362,6303.83,26,3897.07,2025-09,1.0,0.5666,30,30,290.88,279.0,6,1.62,ok,2025-09-25
CPN0303,Florianopolis-Centrao-apartamento-TOP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,115,5543.74,12,4922.37,2025-09,0.9,0.5289,27,30,383.47,320.14,14,1.13,ok,2025-09-25
EKD0397,Balneario_Picarras-Geral-casa-SUP-3Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Centro",3,40,2885.23,13,1382.02,2025-09,0.8889,0.2578,24,30,196.04,,0,2.09,meta_subestimada,2025-09-25
EME0218,Brasilia-Asa_Norte-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Setor Noroeste",0,369,3098.32,98,3478.4,2025-09,0.7,0.7543,21,30,205.75,218.33,15,0.89,berlinda,2025-09-25
IFT1405,Itapema-Meia_Praia-Norte-apartamento-TOP-1Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",0,279,530.24,23,1980.56,2025-09,0.0667,0.4156,2,30,,320.0,29,0.27,crítico,2025-09-25
ILC3505,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1477,7552.91,27,7048.76,2025-09,0.8333,0.8433,25,30,554.75,564.33,9,1.07,berlinda,2025-09-25
MMD0604,Ilheus-Sul-apartamento-SUP-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, São Francisco",0,101,2985.04,20,2189.04,2025-09,0.7,0.4216,21,30,215.31,185.28,18,1.36,ok,2025-09-25
OMC1303,Itapema-Praia_Centro-apartamento-JR-2Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Tabuleiro dos Oliveiras",0,110,1870.59,11,1420.95,2025-09,0.6667,0.3014,20,30,163.2,121.81,16,1.32,ok,2025-09-25
PGO0205,Pocos_de_Caldas-Geral-apartamento-SUP-1Q,Carteira 4,MG,"Poços de Caldas, MG","Poços de Caldas, MG, São Benedito",0,266,1405.5,31,1625.33,2025-09,0.3667,0.4432,11,30,148.9,177.6,10,0.86,berlinda,2025-09-25
PSO1006,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",1,35,2890.87,11,1518.27,2025-09,0.9655,0.5812,28,30,171.9,181.33,9,1.9,ok,2025-09-25
PSOB0512,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,38,2416.67,11,1518.27,2025-09,0.6667,0.5812,20,30,170.65,151.71,14,1.59,ok,2025-09-25
RAS175,Campos_do_Jordao-Capivari_Centro-casa-SUP-3Q,Carteira 4,SP,"Campos do Jordão, SP","Campos do Jordão, SP, J Andira",7,774,4266.82,10,4301.76,2025-09,0.5217,0.2803,12,30,418.0,385.08,12,0.99,berlinda,2025-09-25
RBM207,Cabo_Frio-Centro-apartamento-JR-3Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Vila Nova",12,798,1848.4,77,2090.05,2025-09,0.2778,0.4437,5,30,400.0,400.0,17,0.88,berlinda,2025-09-25
RLZ0301,Florianopolis-Itacorubi-apartamento-TOP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Itacorubi",0,95,6160.18,19,1423.86,2025-09,0.9667,0.4629,29,30,290.33,279.48,23,4.33,meta_subestimada,2025-09-25
SMT0529,Salvador-Boca_do_Rio-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Armação",1,151,2830.01,12,3677.87,2025-09,0.7586,0.6822,22,30,180.2,211.0,20,0.77,atenção,2025-09-25
VAC0201,Barra_Velha-Tabuleiro-apartamento-SUP-2Q,Carteira 3,SC,"Barra Velha, SC","Barra Velha, SC, Itajuba",3,375,632.94,72,1069.52,2025-09,0.2593,0.2404,7,30,137.7,164.57,21,0.59,atenção,2025-09-25
VST028,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos Pinheiros",0,115,4128.49,36,2529.96,2025-09,0.6,0.2014,18,30,307.67,201.08,26,1.63,ok,2025-09-25
ATE0302,Goiania-Universitario-apartamento-JR-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Leste Vila Nova",15,39,1477.02,101,2124.15,2025-09,1.0,0.6407,15,30,142.11,236.0,21,0.7,atenção,2025-09-25
CIE0101,Florianopolis-Jurere_Longe-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,304,1990.48,31,1111.69,2025-09,0.7667,0.4485,23,30,140.67,115.53,19,1.79,ok,2025-09-25
CVE402,Guarapari-Praia_do_Morro-apartamento-JR-3Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Praia do Morro",8,559,1548.84,34,2043.5,2025-09,0.5455,0.4717,12,30,199.53,167.73,11,0.76,atenção,2025-09-25
EGC001,Urubici-Geral-casa-SUP-1Q,Carteira 3,SC,"Urubici, SC","Urubici, SC, Centro",4,711,2177.25,50,2097.86,2025-09,0.6154,0.2525,16,30,194.67,193.3,23,1.04,berlinda,2025-09-25
ESD143,Balneario_Camboriu-Sul-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Barra Sul",0,839,4174.25,53,2257.94,2025-09,0.8667,0.4037,26,30,215.05,209.73,11,1.85,ok,2025-09-25
FLT0011,Florianopolis-Centrao-apartamento-SIM-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,150,2299.45,14,841.46,2025-09,0.9333,0.3931,28,30,128.67,98.74,19,2.73,meta_subestimada,2025-09-25
GGE203,Florianopolis-Ingleses_Norte-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,544,3523.31,16,2915.28,2025-09,0.6667,0.464,20,30,432.83,321.08,13,1.21,ok,2025-09-25
IBY1613,Sao_Paulo-Moema-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Indianópolis",2,208,4202.83,96,4376.01,2025-09,0.7857,0.7427,22,30,252.42,249.47,19,0.96,berlinda,2025-09-25
MHF1106,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",0,178,2300.04,9,1154.3,2025-09,0.6,0.3307,18,30,171.25,181.83,23,1.99,ok,2025-09-25
MHF1504,Itapema-Canto_Praia-apartamento-TOP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",2,252,3401.84,9,1154.3,2025-09,0.8571,0.3307,24,30,202.0,210.09,11,2.95,meta_subestimada,2025-09-25
MHF1602,Itapema-Canto_Praia-apartamento-TOP-2Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, CEntro",0,383,4733.99,12,2525.58,2025-09,0.9,0.3191,27,30,278.76,231.54,13,1.87,ok,2025-09-25
NWT0919,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,153,4882.77,33,4282.3,2025-09,0.8667,0.6542,26,30,289.08,255.18,17,1.14,ok,2025-09-25
NXO0603,Sao_Paulo-Bela_Vista-apartamento-TOP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Consolação",4,383,3903.81,214,4116.85,2025-09,0.6923,0.7015,18,30,,254.96,26,0.95,berlinda,2025-09-25
OKA131,Florianopolis-Campeche-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,1012,2843.56,22,1531.56,2025-09,0.8,0.4539,24,30,184.5,190.58,19,1.86,ok,2025-09-25
PKS0205,Guara-Geral-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Asa Norte",0,192,3356.47,29,3823.9,2025-09,0.8333,0.7503,25,30,166.5,163.0,20,0.88,berlinda,2025-09-25
PVG0501,Itajai-Praia_Brava-apartamento-SUP-2Q,Carteira 6,SC,"Itajaí, SC","Itajaí, SC, Praia Brava de Itajaí",0,255,3616.36,11,2139.03,2025-09,0.7333,0.3569,22,30,185.79,199.44,16,1.69,ok,2025-09-25
RAL203,Florianopolis-Ingleses_Centro-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",2,618,1916.53,17,935.0,2025-09,0.6786,0.5018,19,30,122.8,162.96,26,2.05,meta_subestimada,2025-09-25
RNC0202,Florianopolis-Campeche-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,110,440.8,22,1531.56,2025-09,0.1333,0.4539,4,30,,170.55,29,0.29,crítico,2025-09-25
AAP1405,Salvador-Caminho_Das_Arvores-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Caminho das Árvores",2,164,3457.45,45,3045.98,2025-09,0.8929,0.7193,25,30,184.83,164.28,18,1.14,ok,2025-09-25
BLN0802,Porto_Belo-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Porto Belo, SC","Porto Belo, SC, Perequê",1,636,3176.95,18,1552.33,2025-09,0.931,0.303,27,30,195.95,159.33,9,2.05,meta_subestimada,2025-09-25
CPR0108,Marau-Barra_Grande-apartamento-SUP-1Q,Carteira 2,BA,"Maraú, BA","Maraú, BA, Barra Grande",0,467,0.0,11,2958.68,2025-09,0.0,0.4587,0,30,,338.15,27,0.0,crítico,2025-09-25
CSD0403,Bombinhas-Bombas-apartamento-SUP-3Q,Carteira 6,SC,"Bombinhas, SC","Bombinhas, SC, Bombas",7,409,2271.73,13,2102.22,2025-09,0.6522,0.3509,15,30,163.57,130.0,1,1.08,berlinda,2025-09-25
DAC0202,Florianopolis-Estreito-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Estreito",5,40,1691.45,21,2019.17,2025-09,0.68,0.5448,17,30,,146.97,29,0.84,berlinda,2025-09-25
EFE0803,Guarapari-Praia_do_Morro-apartamento-SUP-3Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Praia do Morro",10,570,2455.72,56,3019.26,2025-09,0.8,0.4773,16,30,282.4,300.75,4,0.81,berlinda,2025-09-25
ERN0503,Ilheus-Sul-apartamento-SUP-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, São Francisco",0,334,672.57,20,2189.04,2025-09,0.1667,0.4216,5,30,219.33,192.6,20,0.31,crítico,2025-09-25
HBA0309,Salvador-Barra-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,374,4426.04,109,3833.63,2025-09,0.8667,0.6343,26,30,,215.31,29,1.15,ok,2025-09-25
IBC0205,Florianopolis-Campeche_Praia-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Morro das Pedras",7,248,4772.86,64,4270.19,2025-09,0.8696,0.4971,20,30,422.21,299.33,3,1.12,ok,2025-09-25
ILC1306,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",4,950,6261.96,17,5034.14,2025-09,0.8846,0.5746,23,30,472.93,411.94,17,1.24,ok,2025-09-25
ILC4107,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",7,362,4391.03,27,7048.76,2025-09,0.7826,0.8433,18,30,480.0,288.0,1,0.62,atenção,2025-09-25
ILH310,Florianopolis-Canasvieiras_Perto-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,30,4068.98,16,3232.16,2025-09,0.9333,0.52,28,30,226.26,234.71,7,1.26,ok,2025-09-25
NNG0102,Florianopolis-Novo_Campeche-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Campeche",0,245,7362.82,41,5210.29,2025-09,0.8667,0.5315,26,30,367.64,310.76,17,1.41,ok,2025-09-25
NWT1023,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,138,6290.0,33,4282.3,2025-09,0.9,0.6542,27,30,309.55,315.33,9,1.47,ok,2025-09-25
PRJ001,Imbituba-Praia_do_Rosa-casa-SIM-1Q,Carteira 6,SC,"Imbituba, SC","Imbituba, SC, Ibiraquera",0,1180,206.1,56,1138.7,2025-09,0.1,0.3333,3,30,,93.1,29,0.18,crítico,2025-09-25
PSO0610,Penha-Beto_Carrero-apartamento-SUP-1Q,Carteira 3,SC,"Penha, SC","Penha, SC, Praia de Armação do Itapocoroi",0,32,2343.61,11,1518.27,2025-09,0.7667,0.5812,23,30,170.9,166.67,9,1.54,ok,2025-09-25
PTJ203,Florianopolis-Jurere_Tradicional-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",3,550,5529.99,14,5717.84,2025-09,0.8148,0.5097,22,30,408.33,312.8,20,0.97,berlinda,2025-09-25
RHL0305,Florianopolis-Ingleses_Centro-apartamento-TOP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",7,207,3087.06,36,3620.0,2025-09,0.6957,0.4862,16,30,393.14,254.58,12,0.85,berlinda,2025-09-25
RPB037,Florianopolis-Cachoeira_Bom_Jesus-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",8,784,2180.46,8,907.56,2025-09,0.7273,0.1993,16,30,216.67,180.0,5,2.4,meta_subestimada,2025-09-25
SOV0005,Mata_de_Sao_Joao-Praia_Imbassai-apartamento-TOP-1Q,Carteira 2,BA,"Mata de São João, BA","Mata de São João, BA, Imbassaí",6,193,3251.92,8,3688.62,2025-09,0.8333,0.5764,20,30,216.95,216.78,9,0.88,berlinda,2025-09-25
STCY101,Florianopolis-Cachoeira_Bom_Jesus-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Cachoeira do Bom Jesus",0,500,1021.66,11,530.42,2025-09,0.5,0.2132,15,30,116.68,121.0,7,1.93,ok,2025-09-25
VST017,Especial-VST-casa-TOP-1Q,Carteira 5,SC,"Anitápolis, SC","Anitápolis, SC, Rio dos pinheiros",0,62,2874.4,36,2529.96,2025-09,0.4,0.2014,12,30,274.75,192.24,25,1.14,ok,2025-09-25
BSD1501,Balneario_Camboriu-Norte-apartamento-MASTER-3Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Pioneiros",10,138,6271.92,45,7558.2,2025-09,0.85,0.5732,17,30,400.0,,0,0.83,berlinda,2025-09-25
CCC0302,Florianopolis-Ingleses_Praia-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses Norte",0,4,2269.2,29,2344.56,2025-09,0.6333,0.3723,19,30,203.67,213.88,26,0.97,berlinda,2025-09-25
CEN0035,Porto_Alegre-Auxiliadora-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Auxiliadora",0,235,2203.75,98,3108.88,2025-09,0.6,0.6773,18,30,155.67,172.44,25,0.71,atenção,2025-09-25
CTD0401,Penha-Longe-apartamento-JR-2Q,Carteira 6,SC,"Penha, SC","Penha, SC, Centro",0,172,1152.58,7,1861.83,2025-09,0.4667,0.3819,14,30,148.4,115.6,10,0.62,atenção,2025-09-25
HSC0518,Cabo_Frio-Centro-apartamento-SUP-1Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Passagem",4,119,2920.54,52,2705.39,2025-09,0.9231,0.638,24,30,237.75,199.52,21,1.08,berlinda,2025-09-25
IHO264,Florianopolis-Ingleses_Norte-apartamento-JR-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",14,776,1029.04,27,1304.16,2025-09,0.625,0.4449,10,30,166.72,155.4,5,0.79,atenção,2025-09-25
ILC4202,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",0,1286,7492.98,27,7048.76,2025-09,0.9,0.8433,27,30,481.22,562.86,7,1.06,berlinda,2025-09-25
MCB1001,Balneario_Picarras-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, Itacolomi",0,68,1105.06,49,1047.22,2025-09,0.4,0.2325,12,30,238.83,152.16,19,1.06,berlinda,2025-09-25
