listing,categoria,carteira,estado,cidade,Bairro,dias_bloqueados,dias_ativo,faturamento_mes,n_concorrentes,meta,mes_ano,to_listings,to_concorrentes,dias_ocupados,total_dias,media_preco_ocupado,media_preco_disponivel,ocupacao_ainda_disponivel,atingimento_meta,grupo_criticidade,falta_meta,dias_necessarios,potencial_max,potencial_realista,score_bruto,score_normalizado,prioridade,status_operacional
ILC3308,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",3,977,6032.67,27,7048.76,2025-09,0.8148,0.8433,22,30,502.0,522.86,7,0.86,berlinda,1016.0900000000001,2.0,9692.69,9014.854296,37.68555160056521,97.68683274021353,Crítica,🟢 Abaixo viável
MOL0502,Sao_Paulo-Liberdade-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Liberdade",0,378,3211.85,74,3402.76,2025-09,0.6,0.7127,18,30,208.67,214.0,20,0.94,berlinda,190.9100000000003,1.0,7491.85,5779.85,12.006353665847742,73.66548042704626,Média,🟢 Abaixo viável
RLN0104,Gramado-Geral-apartamento-JR-2Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Ipê Amarelo",2,243,2569.03,37,2685.15,2025-09,0.5357,0.3417,15,30,297.0,245.59,22,0.96,berlinda,116.11999999999989,1.0,7972.01,5463.406386000001,10.620602498929285,67.08185053380782,Média,🟢 Abaixo viável
CVY0306,Cabo_Frio-Centro-apartamento-JR-3Q,Carteira 4,RJ,"Cabo Frio, RJ","Cabo Frio, RJ, Vila Nova",5,67,2121.2,77,2090.05,2025-09,0.52,0.4437,13,30,323.29,211.5,20,1.01,berlinda,-31.149999999999636,-0.0,6351.2,4320.799999999999,-3.1521853544173215,22.064056939501782,Baixa,🟢 Acima com folga
ILC3415,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",4,1910,7300.34,27,7048.76,2025-09,0.6538,0.8433,17,30,459.18,529.73,11,1.04,berlinda,-251.57999999999993,-0.0,13127.37,11110.052214000001,-18.90679685504968,4.448398576512456,Baixa,🟢 Acima com folga
MUT0054,Santa_Cruz_Cabralia-Coroa_Vermelha-apartamento-SUP-3Q,Carteira 2,BA,"Santa Cruz Cabrália, BA","Santa Cruz Cabrália, BA, Coroa Vermelha",5,97,3263.15,20,3453.98,2025-09,0.68,0.3776,17,30,415.76,345.5,6,0.94,berlinda,190.82999999999993,1.0,5336.15,4672.79,19.088635429272884,89.32384341637011,Crítica,🟢 Abaixo viável
BLU0206,Florianopolis-Praia_Brava-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",7,437,2020.22,9,2084.7,2025-09,0.6957,0.2616,16,30,241.47,220.17,6,0.97,berlinda,64.47999999999979,1.0,3341.24,2939.253614,6.809882285220872,45.729537366548044,Baixa,🟢 Abaixo viável
CVPF102,Porto_de_Pedras-Geral-apartamento-SUP-2Q,Carteira 2,AL,"Porto de Pedras, AL","Porto de Pedras, AL, PORTO DE PEDRAS",0,572,2753.12,38,2722.55,2025-09,0.5333,0.4168,16,30,244.93,250.0,17,1.01,berlinda,-30.56999999999971,-0.0,7003.12,5019.645,-2.8071109805145644,22.95373665480427,Baixa,🟢 Acima com folga
NWT0814,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,125,4167.63,33,4282.3,2025-09,0.6333,0.6542,19,30,289.6,280.89,19,0.97,berlinda,114.67000000000007,1.0,9504.54,7547.495103,7.521578660999935,50.177935943060504,Média,🟢 Abaixo viável
VTD0203,Florianopolis-UFSC-apartamento-SUP-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Trindade",1,33,2818.59,39,2601.66,2025-09,0.8276,0.6281,24,30,228.61,198.5,6,1.08,berlinda,-216.9300000000003,-1.0,4009.59,3804.2616000000003,16.551203846774776,84.69750889679716,Crítica,🟢 Acima com folga
VTE0301,Itapema-Meia_Praia-Norte-apartamento-TOP-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",6,53,3509.86,12,3604.27,2025-09,0.8333,0.3943,20,30,330.13,267.0,2,0.97,berlinda,94.40999999999985,1.0,4043.86,3954.8422,6.993779600307402,46.97508896797153,Baixa,🟢 Abaixo viável
IDVA0903,Goiania-Central-2-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Oeste",0,717,4468.07,29,4135.34,2025-09,0.8333,0.5879,25,30,241.93,227.37,16,1.08,berlinda,-332.72999999999956,-1.0,8105.99,7499.548736,18.29422008831194,87.90035587188612,Crítica,🟢 Acima com folga
NOA1014,Sao_Paulo-Santo_Amaro-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Santo Amaro",0,419,3181.31,126,3568.51,2025-09,0.7,0.6491,21,30,168.0,175.77,22,0.89,berlinda,387.2000000000003,3.0,7048.25,5888.168,6.357288616257209,43.594306049822066,Baixa,🟢 Abaixo viável
NWT0815,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,125,3666.99,33,4282.3,2025-09,0.5667,0.6542,17,30,295.57,280.0,22,0.86,berlinda,615.3100000000004,3.0,9826.99,7157.861999999999,13.41076835656852,78.82562277580071,Média,🟢 Abaixo viável
NWT1022,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,138,4447.4,33,4282.3,2025-09,0.7,0.6542,21,30,270.86,280.0,24,1.04,berlinda,-165.09999999999945,-0.0,11167.4,9151.399999999998,-10.795133456320166,9.9644128113879,Baixa,🟢 Acima com folga
EEP1102,Guarapari-Centro-apartamento-SUP-1Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, São Judas Tadeu",0,52,2402.28,31,2292.0,2025-09,0.8333,0.6428,25,30,157.44,151.91,11,1.05,berlinda,-110.2800000000002,-0.0,4073.29,3794.732633,-7.3091774869110075,17.08185053380783,Baixa,🟢 Acima com folga
LEC0107,Brasilia-Asa_Sul-apartamento-SUP-1Q,Carteira 1,DF,"Brasília, DF","Brasília, DF, Setor Sudoeste",0,81,3870.0,121,3873.05,2025-09,1.0,0.7973,30,30,228.4,222.79,19,1.0,berlinda,3.050000000000182,1.0,8103.01,8103.01,0.17544557906560476,28.825622775800714,Baixa,🟢 Acima com folga
LFH0306,Blumenau-Central-apartamento-JR-1Q,Carteira 4,SC,"Blumenau, SC","Blumenau, SC, Escola Agrícola",0,7,1251.8,35,1512.11,2025-09,0.5333,0.4968,16,30,351.41,189.85,13,0.83,berlinda,260.30999999999995,2.0,3719.8499999999995,2568.0110649999997,16.341355291612377,84.34163701067615,Crítica,🟢 Abaixo viável
NWT0913,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,153,4467.96,33,4282.3,2025-09,0.7667,0.6542,23,30,282.94,257.31,13,1.04,berlinda,-185.65999999999985,-0.0,7812.99,7032.594501,-11.155728136748934,9.608540925266903,Baixa,🟢 Acima com folga
NWT0917,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",1,160,4407.93,33,4282.3,2025-09,0.7931,0.6542,23,30,287.25,251.46,26,1.03,berlinda,-125.63000000000011,-0.0,10945.89,9593.186076,-7.377091703056774,16.72597864768683,Baixa,🟢 Acima com folga
RMI201,Florianopolis-Ingleses_Praia-apartamento-SUP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses Norte",0,1117,2120.1,22,2595.66,2025-09,0.6667,0.6402,20,30,198.54,232.29,7,0.82,berlinda,475.55999999999995,3.0,3746.13,3204.174201,14.186222694805945,80.6049822064057,Crítica,🟢 Abaixo viável
TAH0602,Itapema-Meia_Praia-Norte-apartamento-JR-3Q,Carteira 6,SC,"Itapema, SC","Itapema, SC, Meia Praia",5,102,2075.76,13,1927.04,2025-09,0.68,0.365,17,30,252.4,165.75,24,1.08,berlinda,-148.72000000000025,-0.0,6053.76,4780.8,-12.791815426768535,7.6512455516014235,Baixa,🟢 Acima com folga
VTL0302,Ilheus-Sul-apartamento-SUP-2Q,Carteira 2,BA,"Ilhéus, BA","Ilhéus, BA, Nossa Senhora da Vitória",0,269,1928.8,20,2189.04,2025-09,0.4667,0.4216,14,30,161.33,162.53,19,0.88,berlinda,260.24,2.0,5016.87,3370.002269,9.661040273361838,61.387900355871885,Média,🟢 Abaixo viável
BLS1553,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",2,706,2672.42,143,2973.3,2025-09,0.6429,0.6535,18,30,205.87,230.0,15,0.9,berlinda,300.8800000000001,2.0,6122.42,4890.425,11.637305350956852,71.88612099644128,Média,🟢 Abaixo viável
NWT0807,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,264,4407.36,33,4282.3,2025-09,0.6,0.6542,18,30,298.13,283.33,15,1.03,berlinda,-125.05999999999949,-0.0,8657.31,6957.33,-8.274350185647865,15.480427046263346,Baixa,🟢 Acima com folga
SPJ0503,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,321,3657.24,15,3792.7,2025-09,0.9,0.5025,27,30,230.71,186.82,17,0.96,berlinda,135.46000000000004,1.0,6833.18,6515.585999999999,6.672459514330164,45.01779359430605,Baixa,🟢 Abaixo viável
STA0305,Gramado-Centro-apartamento-TOP-1Q,Carteira 4,RS,"Gramado, RS","Gramado, RS, Centro",0,17,5210.36,25,4867.1,2025-09,0.8333,0.6074,25,30,351.5,322.0,12,1.07,berlinda,-343.2599999999993,-1.0,9074.36,8430.2312,22.709564216884754,92.70462633451957,Crítica,🟢 Acima com folga
BLS1251,Goiania-Central-apartamento-SUP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Marista",2,711,2826.24,143,2973.3,2025-09,0.7143,0.6535,20,30,206.55,201.75,20,0.95,berlinda,147.0600000000004,1.0,6861.24,5708.440500000001,9.978594490969657,63.52313167259786,Média,🟢 Abaixo viável
COM305,Florianopolis-Santinho-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,1468,2242.99,12,2088.24,2025-09,0.7667,0.3817,23,30,203.25,205.33,3,1.07,berlinda,-154.75,-0.0,2858.9799999999996,2715.2695329999997,-15.216075498984786,5.871886120996441,Baixa,🟢 Acima com folga
DAL312,Canela-Geral-apartamento-TOP-1Q,Carteira 4,RS,"Canela, RS","Canela, RS, São José",2,693,2900.35,15,2737.0,2025-09,0.6786,0.3705,19,30,241.0,223.67,15,1.06,berlinda,-163.3499999999999,-0.0,6255.4,5177.0869299999995,-13.349102849835578,6.93950177935943,Baixa,🟢 Acima com folga
EDC402,Florianopolis-Centrao-apartamento-SUP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,839,4025.25,40,3798.39,2025-09,0.6667,0.6615,20,30,310.8,266.95,21,1.06,berlinda,-226.86000000000013,-0.0,9631.2,7762.736864999999,-15.943670081271286,5.5160142348754455,Baixa,🟢 Acima com folga
EDT0011,Porto_Seguro-Pataxos-apartamento-SUP-2Q,Carteira 2,BA,"Porto Seguro, BA","Porto Seguro, BA, Taperapuan",3,662,2175.4,22,2699.67,2025-09,0.4815,0.6016,13,30,395.57,301.31,16,0.81,berlinda,524.27,2.0,6996.360000000001,4496.69224,29.256870969414784,95.55160142348754,Crítica,🟢 Abaixo viável
NWT0312,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,259,4662.51,33,4282.3,2025-09,0.6333,0.6542,19,30,330.6,329.0,9,1.09,berlinda,-380.21000000000004,-1.0,7623.51,6537.7113,29.210725544683932,95.37366548042705,Crítica,🟢 Acima com folga
PGO210,Pocos_de_Caldas-Geral-apartamento-SUP-1Q,Carteira 4,MG,"Poços de Caldas, MG","Poços de Caldas, MG, São Benedito",0,747,1497.76,31,1625.33,2025-09,0.4,0.4432,12,30,152.59,165.67,12,0.92,berlinda,127.56999999999994,1.0,3485.8,2292.976,13.003218977069265,77.40213523131672,Média,🟢 Abaixo viável
RFA303,Porto_Alegre-Santana-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Santo Antônio",0,362,2305.37,63,2574.25,2025-09,0.7667,0.6265,23,30,132.33,133.82,11,0.9,berlinda,268.8800000000001,3.0,3777.39,3433.967734,4.6591591855232934,36.120996441281136,Baixa,🟢 Abaixo viável
VRN302,Florianopolis-Jurere_Tradicional-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",3,592,5443.05,14,5717.84,2025-09,0.8889,0.5097,24,30,376.38,322.22,9,0.95,berlinda,274.78999999999996,1.0,8343.03,8020.842222,15.485364018580443,82.74021352313167,Crítica,🟢 Abaixo viável
CSP0914,Salvador-Caminho_Das_Arvores-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Caminho das Árvores",1,4,3111.5,45,3045.98,2025-09,0.9655,0.7193,28,30,,142.31,29,1.02,berlinda,-65.51999999999998,-0.0,7238.49,7096.108845000001,-3.0611334283219187,22.24199288256228,Baixa,🟢 Acima com folga
EOX0102,Florianopolis-Centrao-apartamento-SUP-2Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",2,178,3621.06,40,3798.39,2025-09,0.6429,0.6615,18,30,288.12,281.93,14,0.95,berlinda,177.32999999999993,1.0,7568.08,6158.599158,13.162062584410759,77.93594306049823,Média,🟢 Abaixo viável
SPJ0104,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",3,455,3204.07,15,3792.7,2025-09,0.7407,0.5025,20,30,189.96,279.29,7,0.84,berlinda,588.6299999999997,3.0,5159.1,4652.160721,14.448675323648054,81.13879003558719,Crítica,🟢 Abaixo viável
SVM1409,Salvador-Graca-apartamento-TOP-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Vitória",5,91,2335.29,11,2171.32,2025-09,0.72,0.6367,18,30,214.91,275.86,7,1.08,berlinda,-163.9699999999998,-0.0,4266.3099999999995,3725.6244,-20.831919845992267,3.202846975088968,Baixa,🟢 Acima com folga
AYA201,Florianopolis-Jurere_Tradicional-apartamento-JR-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1923,3901.06,13,4738.75,2025-09,0.8667,0.4272,26,30,284.48,204.13,8,0.82,berlinda,837.69,5.0,5534.1,5316.415768,7.2169943423898735,48.220640569395016,Baixa,🟢 Abaixo viável
CCI210,Florianopolis-Ingleses_Norte-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,936,3095.34,16,2915.28,2025-09,0.6667,0.464,20,30,233.86,336.31,13,1.06,berlinda,-180.05999999999995,-0.0,7467.37,6010.172401,-20.771925372519956,3.3807829181494666,Baixa,🟢 Acima com folga
CZZ0404,Urubici-Geral-apartamento-SUP-1Q,Especial,SC,"Urubici, SC","Urubici, SC, Centro",0,160,1945.47,53,2181.1,2025-09,0.3667,0.2595,11,30,213.78,180.55,20,0.89,berlinda,235.62999999999988,2.0,5556.47,3269.6237,9.752646944202464,62.27758007117438,Média,🟢 Abaixo viável
ILC3109,Especial-ILC-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",1,1767,6080.28,27,7048.76,2025-09,0.7586,0.8433,22,30,471.71,536.93,14,0.86,berlinda,968.4800000000005,2.0,13597.3,11782.691372,36.88634358383603,97.33096085409252,Crítica,🟢 Abaixo viável
JRR205,Florianopolis-Jurere_Tradicional-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1124,3523.34,17,3641.82,2025-09,0.8333,0.4566,25,30,212.15,249.75,4,0.97,berlinda,118.48000000000002,1.0,4522.34,4355.8067,8.125162693378586,52.135231316725985,Média,🟢 Abaixo viável
RIV101,Florianopolis-Jurere_Tradicional-apartamento-TOP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,528,5241.09,14,5717.84,2025-09,0.8,0.5097,24,30,374.27,632.0,1,0.92,berlinda,476.75,1.0,5873.09,5746.6900000000005,52.695773229051525,99.28825622775801,Crítica,🟢 Abaixo viável
TPS303,Florianopolis-Canasvieiras_Meio-apartamento-TOP-1Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,396,2000.29,20,2397.6,2025-09,0.5667,0.5347,17,30,148.7,156.17,6,0.83,berlinda,397.30999999999995,3.0,2937.31,2531.299234,8.62639065454343,55.16014234875445,Média,🟢 Abaixo viável
VMA101,Florianopolis-Jurere_Tradicional-apartamento-SUP-3Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",6,620,5101.97,15,5839.5,2025-09,0.9167,0.4967,22,30,428.69,266.56,9,0.87,berlinda,737.5299999999997,3.0,7501.01,7301.169968,11.222193498301788,69.9288256227758,Média,🟢 Abaixo viável
DNAG1701,Goiania-Central-apartamento-TOP-1Q,Carteira 1,GO,"Goiânia, GO","Goiânia, GO, Setor Bueno",1,686,2965.44,49,3075.47,2025-09,0.6207,0.601,18,30,189.0,193.91,23,0.96,berlinda,110.02999999999975,1.0,7425.370000000001,5733.718551,6.937449332947469,46.44128113879004,Baixa,🟢 Abaixo viável
EDF1605,Salvador-Ondina_Rio_Vermelho-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Rio Vermelho",0,14,2704.2,38,3042.57,2025-09,0.6333,0.6421,19,30,,206.86,29,0.89,berlinda,338.37000000000035,2.0,8703.14,6503.328702000001,11.502647137124217,70.8185053380783,Média,🟢 Abaixo viável
EUB1602,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",0,224,2884.63,203,2862.8,2025-09,0.8,0.5837,24,30,177.0,155.52,25,1.01,berlinda,-21.829999999999927,-0.0,6772.630000000001,5995.030000000001,-1.185902473103252,26.690391459074732,Baixa,🟢 Acima com folga
MCB0807,Balneario_Picarras-Geral-apartamento-SUP-2Q,Carteira 6,SC,"Balneário Piçarras, SC","Balneário Piçarras, SC, itacolomi",0,69,970.05,49,1047.22,2025-09,0.3333,0.2325,10,30,,124.69,29,0.93,berlinda,77.17000000000007,1.0,4586.0599999999995,2175.266133,9.18844875002388,59.252669039145914,Média,🟢 Abaixo viável
MHFA2007,Itapema-Canto_Praia-apartamento-SUP-1Q,Carteira 5,SC,"Itapema, SC","Itapema, SC, Centro",5,320,911.06,12,1138.7,2025-09,0.16,0.3389,4,30,,288.0,29,0.8,berlinda,227.6400000000001,1.0,9263.06,2247.38,57.57470800035129,99.4661921708185,Crítica,🟢 Abaixo viável
NWT0404,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",5,32,4061.2,33,4282.3,2025-09,0.76,0.6542,19,30,294.29,280.0,17,0.95,berlinda,221.10000000000036,1.0,8821.2,7678.799999999999,14.456717184690495,81.31672597864768,Crítica,🟢 Abaixo viável
NWT0924,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,153,4326.11,33,4282.3,2025-09,0.4333,0.6542,13,30,,400.0,29,1.01,berlinda,-43.80999999999949,-0.0,15926.11,9352.39,-4.092193447446418,21.17437722419929,Baixa,🟢 Acima com folga
SOA0602,Salvador-Boca_do_Rio-apartamento-SUP-2Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Boca do Rio",3,388,3337.47,12,3677.87,2025-09,0.8148,0.6822,22,30,236.38,195.4,10,0.91,berlinda,340.4000000000001,2.0,5291.469999999999,4929.5892,9.042483828955348,58.18505338078291,Média,🟢 Abaixo viável
STP0903,Guarapari-Centro-apartamento-SUP-2Q,Carteira 4,ES,"Guarapari, ES","Guarapari, ES, Centro",0,89,1957.49,16,2117.79,2025-09,0.4667,0.3872,14,30,279.29,179.82,22,0.92,berlinda,160.29999999999995,1.0,5913.53,3803.773868,13.610955760486164,79.1814946619217,Média,🟢 Abaixo viável
TCO0409,Porto_Alegre-Centro_Historico-apartamento-SUP-1Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, Centro Histórico",7,426,2069.74,75,2131.42,2025-09,0.8261,0.6172,19,30,128.21,146.83,12,0.97,berlinda,61.68000000000029,1.0,3831.7,3525.295156,4.249033226675194,34.87544483985765,Baixa,🟢 Abaixo viável
ECP055,Balneario_Camboriu-Centro-apartamento-SUP-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",1,859,2978.87,41,2943.11,2025-09,0.9655,0.6278,28,30,182.08,146.29,7,1.01,berlinda,-35.75999999999976,-0.0,4002.8999999999996,3967.570965,-1.7774838181379438,25.444839857651246,Baixa,🟢 Acima com folga
EDF1707,Salvador-Ondina_Rio_Vermelho-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Rio Vermelho",1,33,2517.17,66,2652.08,2025-09,0.7241,0.6502,21,30,179.06,165.93,14,0.95,berlinda,134.90999999999985,1.0,4840.1900000000005,4199.268782,8.440777163584801,53.91459074733096,Média,🟢 Abaixo viável
JBV232,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,1032,7261.61,32,7018.73,2025-09,0.8667,0.7825,26,30,412.42,485.0,7,1.03,berlinda,-242.8800000000001,-0.0,10656.61,10204.056499999999,-16.783207218399923,4.98220640569395,Baixa,🟢 Acima com folga
SPJ0105,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,455,4058.19,15,3792.7,2025-09,0.9333,0.5025,28,30,202.18,246.57,14,1.07,berlinda,-265.49000000000024,-1.0,7510.17,7279.922934,17.259965011733083,85.94306049822063,Crítica,🟢 Acima com folga
SPJ0303,Especial-SPJ-apartamento-TOP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",0,337,3477.16,15,3792.7,2025-09,0.9,0.5025,27,30,203.17,248.14,7,0.92,berlinda,315.53999999999996,2.0,5214.139999999999,5040.442,10.322210509663297,65.30249110320284,Média,🟢 Abaixo viável
TRN0401,Salvador-Graca-apartamento-JR-1Q,Especial,BA,"Salvador, BA","Salvador, BA, Barra",0,300,2296.95,19,2306.6,2025-09,0.7,0.6327,21,30,156.33,168.89,19,1.0,berlinda,9.650000000000091,1.0,5505.86,4543.187,0.7065761293679075,29.715302491103202,Baixa,🟢 Acima com folga
ACO1103,Balneario_Camboriu-Centro-apartamento-TOP-2Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Centro",3,46,4121.81,26,3897.07,2025-09,0.963,0.5666,26,30,241.52,272.8,5,1.06,berlinda,-224.74000000000024,-0.0,5485.81,5435.342000000001,-15.732094111730111,5.6939501779359425,Baixa,🟢 Acima com folga
BLB1306,Salvador-Barra-apartamento-SUP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Barra",1,367,2658.39,203,2862.8,2025-09,0.7241,0.5837,21,30,190.29,172.55,11,0.93,berlinda,204.4100000000003,2.0,4556.4400000000005,4032.768005,6.160218230403811,42.52669039145908,Baixa,🟢 Abaixo viável
JBV141,Especial-JBV-hotel-TOP-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê",2,1488,7559.86,32,7018.73,2025-09,0.9643,0.7825,27,30,2165.0,381.14,14,1.08,berlinda,-541.1300000000001,-1.0,12895.82,12705.326228,29.38512924702903,95.72953736654804,Crítica,🟢 Acima com folga
RAL0303,Florianopolis-Ingleses_Centro-apartamento-SUP-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Ingleses do Rio Vermelho",0,329,1899.04,13,1946.5,2025-09,0.6,0.4466,18,30,169.33,197.24,17,0.98,berlinda,47.460000000000036,1.0,5252.12,3910.888,4.809149961469307,36.654804270462634,Baixa,🟢 Abaixo viável
RCP202,Florianopolis-Canasvieiras_Meio-apartamento-JR-2Q,Carteira 1,SC,"Florianópolis, SC","Florianópolis, SC, Canasvieiras",0,698,2315.76,10,2388.61,2025-09,0.5667,0.3739,17,30,188.15,203.56,16,0.97,berlinda,72.84999999999991,1.0,5572.72,4161.479232,6.208357999003597,43.06049822064057,Baixa,🟢 Abaixo viável
VLR802,Florianopolis-Centrao-apartamento-JR-1Q,Carteira 4,SC,"Florianópolis, SC","Florianópolis, SC, Centro",0,1160,2121.42,67,2541.64,2025-09,0.6,0.621,18,30,138.0,159.97,29,0.83,berlinda,420.2199999999998,3.0,6760.55,4904.897999999999,8.81617032047549,56.58362989323843,Média,🟢 Abaixo viável
EVA806,Florianopolis-Centrao-apartamento-SUP-1Q,Carteira 5,SC,"Florianópolis, SC","Florianópolis, SC, Centro",1,444,2769.64,119,3201.1,2025-09,0.7931,0.5646,23,30,144.41,187.86,14,0.87,berlinda,431.46000000000004,3.0,5399.68,4855.524724000001,8.440231545406268,53.736654804270465,Média,🟢 Abaixo viável
GPL1305,Porto_Alegre-Jardim_Lindoia-apartamento-SUP-2Q,Carteira 4,RS,"Porto Alegre, RS","Porto Alegre, RS, São Sebastião",0,124,5631.1,12,5311.51,2025-09,0.8,0.8215,24,30,295.78,294.82,22,1.06,berlinda,-319.59000000000015,-1.0,12117.14,10819.932,17.73912198226117,86.65480427046263,Crítica,🟢 Acima com folga
ILC3405,Especial-ILC-hotel-JR-1Q,Especial,SC,"Florianópolis, SC","Florianópolis, SC, Jurerê Internacional",2,1771,5154.63,17,5034.14,2025-09,0.7857,0.5746,22,30,378.52,364.0,8,1.02,berlinda,-120.48999999999978,-0.0,8066.63,7442.588400000001,-8.712185199458084,13.523131672597867,Baixa,🟢 Acima com folga
MBH0601,Balneario_Camboriu-Intermediario-apartamento-JR-1Q,Carteira 6,SC,"Balneário Camboriú, SC","Balneário Camboriú, SC, Pioneiros",1,256,1979.82,51,1999.06,2025-09,0.6897,0.519,20,30,167.0,165.48,25,0.99,berlinda,19.24000000000001,1.0,6116.82,4833.108899999999,1.592666153091954,30.604982206405694,Baixa,🟢 Abaixo viável
MOP0103,Sao_Paulo-Pinheiros-apartamento-SUP-1Q,Carteira 4,SP,"São Paulo, SP","São Paulo, SP, Jardim Paulista",0,7,4342.65,396,4260.48,2025-09,0.8667,0.6882,26,30,216.67,222.5,12,1.02,berlinda,-82.17000000000007,-0.0,7012.65,6656.739,-4.291259435556561,20.818505338078293,Baixa,🟢 Acima com folga
NWT0315,Especial-NWT-apartamento-TOP-1Q,Carteira 5,AL,"Maceió, AL","Maceió, AL, Pajuçara",0,125,4604.9,33,4282.3,2025-09,0.6667,0.6542,20,30,296.06,286.31,13,1.08,berlinda,-322.59999999999945,-1.0,8326.93,7086.377401,21.568691123928698,91.81494661921708,Crítica,🟢 Acima com folga
RGF1406,Salvador-Flamengo-apartamento-TOP-1Q,Carteira 2,BA,"Salvador, BA","Salvador, BA, Itapuã",1,70,2702.73,27,2765.9,2025-09,0.6897,0.6437,20,30,163.0,180.0,22,0.98,berlinda,63.17000000000007,1.0,6662.73,5433.942,4.110994612965042,34.519572953736656,Baixa,🟢 Abaixo viável
